dv,gid,dyad,pid1,pid2,RR,DET,NRLINE,maxL,L,ENTR,rENTR,LAM,TT,catH,win,TREND,t,use
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,8.72781065088758,,0,0,0,,,0,0,,24,,240,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,8.43195266272189,,0,0,0,,,0,0,,25,,250,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,17.3076923076923,22.2222222222222,6,4.33333333333333,4.33333333333333,0.450561208866305,0.650022421648354,49.5726495726496,2.76190476190476,,26,,260,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,13.4615384615385,14.2857142857143,3,4.33333333333333,4.33333333333333,0.636514168294813,0.918295834054489,45.0549450549451,2.92857142857143,,27,,270,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,5.62130177514793,,0,0,0,,,0,0,,28,,280,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,12.4260355029586,10.7142857142857,2,4.5,4.5,0.693147180559945,1,41.6666666666667,2.1875,,29,,290,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,21.5976331360947,56.1643835616438,16,5.125,5.125,1.2130075659799,0.875,86.3013698630137,4.2,,30,,300,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,16.2721893491124,49.0909090909091,11,4.90909090909091,4.90909090909091,1.16222554492109,0.838368515026066,64.5454545454546,5.07142857142857,,31,,310,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,21.301775147929,52.7777777777778,17,4.47058823529412,4.47058823529412,0.873900414269067,0.795458437233149,80.5555555555556,4.46153846153846,,32,,320,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,16.8639053254438,38.5964912280702,9,4.88888888888889,4.88888888888889,0.936888307539016,0.85279248849004,71.0526315789474,3.85714285714286,,33,,330,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,14.4970414201183,37.7551020408163,7,5.28571428571429,5.28571428571429,1.35178399428965,0.975106032457374,83.6734693877551,4.31578947368421,,34,,340,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,18.3431952662722,66.9354838709678,12,6.91666666666667,6.91666666666667,1.82007597536062,0.93533402672483,87.0967741935484,4.15384615384615,,35,,350,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,25,67.4556213017752,20,5.7,5.7,1.47862587649296,0.918721912208904,84.6153846153846,3.76315789473684,,36,,360,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,25,80.4733727810651,16,8.5,8.5,2.07944154167984,0.946394630357186,89.9408284023669,4.75,,37,,370,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,21.4497041420118,57.9310344827586,13,6.46153846153846,6.46153846153846,1.73798344858705,0.969987031426616,81.3793103448276,3.6875,,38,,380,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,21.301775147929,56.25,9,9,9,1.88915916375402,0.970835762725816,80.5555555555556,4.14285714285714,,39,,390,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,27.0710059171598,84.6994535519126,15,10.3333333333333,10.3333333333333,2.30348849521927,0.96062931577953,92.896174863388,6.8,,40,,400,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,21.1538461538462,48.2517482517483,11,6.27272727272727,6.27272727272727,1.54030582522652,0.859661049197707,88.1118881118881,3.31578947368421,,41,,410,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,18.1952662721894,35.7723577235772,7,6.28571428571429,6.28571428571429,1.35178399428965,0.975106032457374,74.7967479674797,3.28571428571429,,42,,420,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,16.4201183431953,49.5495495495496,10,5.5,5.5,1.35923670066501,0.844541246458715,79.2792792792793,3.03448275862069,,43,,430,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,16.2721893491124,57.2727272727273,11,5.72727272727273,5.72727272727273,1.46813993901621,0.912206632932989,82.7272727272727,3.03333333333333,,44,,440,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,10.7988165680473,5.47945205479452,1,4,4,0,,38.3561643835616,2.33333333333333,,45,,450,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,11.6863905325444,36.7088607594937,5,5.8,5.8,0.950270539233235,0.864973520717927,67.0886075949367,2.94444444444444,,46,,460,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,15.5325443786982,28.5714285714286,7,4.28571428571429,4.28571428571429,0.598269588585257,0.863120568566631,59.0476190476191,2.95238095238095,,47,,470,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,11.3905325443787,5.1948051948052,1,4,4,0,,28.5714285714286,2.44444444444444,,48,,480,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,11.094674556213,6.66666666666667,1,5,5,0,,52,2.16666666666667,,49,,490,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,13.1656804733728,8.98876404494382,2,4,4,0,,41.5730337078652,2.46666666666667,,50,,500,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,12.8698224852071,17.2413793103448,3,5,5,0.636514168294813,0.918295834054489,28.7356321839081,2.5,,51,,510,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,10.6508875739645,11.1111111111111,2,4,4,0,,13.8888888888889,2,,52,,520,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,8.72781065088758,6.77966101694915,1,4,4,0,,10.1694915254237,2,,53,,530,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,10.0591715976331,11.7647058823529,2,4,4,0,,32.3529411764706,2,,54,,540,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,5.62130177514793,,0,0,0,,,0,0,,55,,550,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,4.43786982248521,16.6666666666667,1,5,5,0,,40,2,,56,,560,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,5.91715976331361,10,1,4,4,0,,25,2,,57,,570,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,2.9585798816568,,0,0,0,,,0,0,,58,,580,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,5.62130177514793,,0,0,0,,,0,0,,59,,590,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,4.58579881656805,,0,0,0,,,0,0,,60,,600,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,9.31952662721894,,0,0,0,,,0,0,,61,,610,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,18.0473372781065,54.9180327868853,10,6.7,6.7,1.08889997534522,0.991159471432219,72.1311475409836,4.19047619047619,,62,,620,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,23.3727810650888,61.3924050632912,16,6.0625,6.0625,1.4402347497046,0.803810318538513,96.8354430379747,5.66666666666667,,63,,630,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,16.2721893491124,63.6363636363636,13,5.38461538461539,5.38461538461539,1.23093162304792,0.88792947412232,95.4545454545454,5.52631578947368,,64,,640,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,17.603550295858,64.7058823529412,17,4.52941176470588,4.52941176470588,0.893888536244996,0.813652409922241,96.6386554621849,5,,65,,650,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,5.17751479289941,,0,0,0,,,0,0,,66,,660,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,15.9763313609467,73.1481481481482,15,5.26666666666667,5.26666666666667,1.0775733728922,0.777304880632783,96.2962962962963,8.66666666666667,,67,,670,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,24.4082840236686,81.8181818181818,20,6.75,6.75,1.5649304982285,0.873404340875462,90.3030303030303,12.4166666666667,,68,,680,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,18.1952662721894,43.9024390243902,11,4.90909090909091,4.90909090909091,1.03619878481928,0.943188780525573,88.6178861788618,5.45,,69,,690,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,15.9763313609467,31.4814814814815,8,4.25,4.25,0.562335144618808,0.811278124459133,93.5185185185185,4.80952380952381,,70,,700,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,23.9644970414201,60.4938271604938,18,5.44444444444445,5.44444444444445,1.21488965394912,0.876357639489852,97.5308641975309,6.32,,71,,710,1
EA,narrative_order§benz§LATE_MB.mp4§end,2,10370290,10370528,19.6745562130178,41.3533834586466,13,4.23076923076923,4.23076923076923,0.540204142388861,0.779349837292085,87.9699248120301,4.33333333333333,,72,,720,1
