LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1707823632.335670,35839.333,2973,3,AX,1,100,-0.689
1707823632.375550,35878.000,2973,3,AX,1,100,-0.688
1707823632.415258,35916.500,2990,2,AX,1,100,-0.680
1707823632.454966,35955.000,2990,2,AX,1,100,-0.681
1707823632.494846,35993.667,3006,3,AX,1,100,-0.687
1707823632.534726,36032.333,3006,3,AX,1,100,-0.685
1707823632.574606,36071.000,3006,3,AX,1,100,-0.681
1707823632.615173,36110.333,3022,3,AX,1,100,-0.688
1707823632.655741,36149.667,3022,3,AX,1,100,-0.684
1707823632.696308,36189.000,3022,3,AX,1,100,-0.682
1707823632.736532,36228.000,3038,2,AX,1,100,-0.682
1707823632.776756,36267.000,3038,2,AX,1,100,-0.686
1707823632.816636,36305.667,3057,3,AX,1,100,-0.687
1707823632.856516,36344.333,3057,3,AX,1,100,-0.685
1707823632.896396,36383.000,3057,3,AX,1,100,-0.677
1707823632.936620,36422.000,3074,2,AX,1,100,-0.689
1707823632.976843,36461.000,3074,2,AX,1,100,-0.685
1707823633.016036,36499.000,3090,3,AX,1,100,-0.683
1707823633.055228,36537.000,3090,3,AX,1,100,-0.681
1707823633.094421,36575.000,3090,3,AX,1,100,-0.691
1707823633.134301,36613.667,3105,3,AX,1,100,-0.680
1707823633.174181,36652.333,3105,3,AX,1,100,-0.684
1707823633.214060,36691.000,3105,3,AX,1,100,-0.681
1707823633.254284,36730.000,3123,2,AX,1,100,-0.688
1707823633.294508,36769.000,3123,2,AX,1,100,-0.682
1707823633.334732,36808.000,3139,3,AX,1,100,-0.683
1707823633.374956,36847.000,3139,3,AX,1,100,-0.685
1707823633.415179,36886.000,3139,3,AX,1,100,-0.685
1707823633.455059,36924.667,3156,3,AX,1,100,-0.684
1707823633.494939,36963.333,3156,3,AX,1,100,-0.681
1707823633.534819,37002.000,3156,3,AX,1,100,-0.683
1707823633.575043,37041.000,3170,2,AX,1,100,-0.684
1707823633.615267,37080.000,3170,2,AX,1,100,-0.682
1707823633.654803,37118.333,3192,3,AX,1,100,-0.680
1707823633.694339,37156.667,3192,3,AX,1,100,-0.681
1707823633.733875,37195.000,3192,3,AX,1,100,-0.681
1707823633.773583,37233.500,3208,2,AX,1,100,-0.680
1707823633.813291,37272.000,3208,2,AX,1,100,-0.682
1707823633.853515,37311.000,3225,3,AX,1,100,-0.684
1707823633.893739,37350.000,3225,3,AX,1,100,-0.681
1707823633.933963,37389.000,3225,3,AX,1,100,-0.677
1707823633.975218,37429.000,3241,2,AX,1,100,-0.683
1707823634.016473,37469.000,3241,2,AX,1,100,-0.684
1707823634.056353,37507.667,3257,3,AX,1,100,-0.682
1707823634.096233,37546.333,3257,3,AX,1,100,-0.680
1707823634.136113,37585.000,3257,3,AX,1,100,-0.683
1707823634.175649,37623.333,3273,3,AX,1,100,-0.684
1707823634.215185,37661.667,3273,3,AX,1,100,-0.677
1707823634.254721,37700.000,3273,3,AX,1,100,-0.675
1707823634.293914,37738.000,3291,2,AX,1,100,-0.686
1707823634.333106,37776.000,3291,2,AX,1,100,-0.680
1707823634.373330,37815.000,3307,3,AX,1,100,-0.677
1707823634.413554,37854.000,3307,3,AX,1,100,-0.683
1707823634.453777,37893.000,3307,3,AX,1,100,-0.682
1707823634.488844,37927.000,3324,3,AX,1,100,-0.673
1707823634.523911,37961.000,3324,3,AX,1,100,-0.681
1707823634.558978,37995.000,3324,3,AX,1,100,-0.680
1707823634.598858,38033.667,3341,3,AX,1,100,-0.679
1707823634.638738,38072.333,3341,3,AX,1,100,-0.676
1707823634.678618,38111.000,3341,3,AX,1,100,-0.676
1707823634.718326,38149.500,3358,2,AX,1,100,-0.684
1707823634.758034,38188.000,3358,2,AX,1,100,-0.677
1707823634.797570,38226.333,3374,3,AX,1,100,-0.678
1707823634.837106,38264.667,3374,3,AX,1,100,-0.680
1707823634.876643,38303.000,3374,3,AX,1,100,-0.679
1707823634.916866,38342.000,3392,3,AX,1,100,-0.680
1707823634.957090,38381.000,3392,3,AX,1,100,-0.678
1707823634.997314,38420.000,3392,3,AX,1,100,-0.678
1707823635.038053,38459.500,3406,2,AX,1,100,-0.682
1707823635.078793,38499.000,3406,2,AX,1,100,-0.678
1707823635.118673,38537.667,3423,3,AX,1,100,-0.679
1707823635.158553,38576.333,3423,3,AX,1,100,-0.681
1707823635.198433,38615.000,3423,3,AX,1,100,-0.678
1707823635.238141,38653.500,3439,2,AX,1,100,-0.681
1707823635.277849,38692.000,3439,2,AX,1,100,-0.679
1707823635.317729,38730.667,3457,3,AX,1,100,-0.673
1707823635.357609,38769.333,3457,3,AX,1,100,-0.675
1707823635.397489,38808.000,3457,3,AX,1,100,-0.678
1707823635.437369,38846.667,3475,3,AX,1,100,-0.678
1707823635.477249,38885.333,3475,3,AX,1,100,-0.688
1707823635.517129,38924.000,3475,3,AX,1,100,-0.682
1707823635.557352,38963.000,3490,2,AX,1,100,-0.671
1707823635.597576,39002.000,3490,2,AX,1,100,-0.674
1707823635.637112,39040.333,3507,3,AX,1,100,-0.682
1707823635.676648,39078.667,3507,3,AX,1,100,-0.675
1707823635.716185,39117.000,3507,3,AX,1,100,-0.674
1707823635.755996,39155.600,3527,5,AX,1,100,-0.680
1707823635.795807,39194.200,3527,5,AX,1,100,-0.679
1707823635.835618,39232.800,3527,5,AX,1,100,-0.675
1707823635.875429,39271.400,3527,5,AX,1,100,-0.677
1707823635.915241,39310.000,3527,5,AX,1,100,-0.679
1707823635.955121,39348.667,3543,3,AX,1,100,-0.678
1707823635.995001,39387.333,3543,3,AX,1,100,-0.674
1707823636.034881,39426.000,3543,3,AX,1,100,-0.677
1707823636.074589,39464.500,3559,2,AX,1,100,-0.676
1707823636.114297,39503.000,3559,2,AX,1,100,-0.677
1707823636.154177,39541.667,3576,3,AX,1,100,-0.675
1707823636.194057,39580.333,3576,3,AX,1,100,-0.677
1707823636.233937,39619.000,3576,3,AX,1,100,-0.674
1707823636.273129,39657.000,3593,3,AX,1,100,-0.679
1707823636.312321,39695.000,3593,3,AX,1,100,-0.675
1707823636.351514,39733.000,3593,3,AX,1,100,-0.678
1707823636.391738,39772.000,3612,2,AX,1,100,-0.680
1707823636.431961,39811.000,3612,2,AX,1,100,-0.667
1707823636.471841,39849.667,3626,3,AX,1,100,-0.679
1707823636.511721,39888.333,3626,3,AX,1,100,-0.679
1707823636.551601,39927.000,3626,3,AX,1,100,-0.680
1707823636.591309,39965.500,3644,2,AX,1,100,-0.678
1707823636.631017,40004.000,3644,2,AX,1,100,-0.680
1707823636.670553,40042.333,3660,3,AX,1,100,-0.678
1707823636.710090,40080.667,3660,3,AX,1,100,-0.681
1707823636.749626,40119.000,3660,3,AX,1,100,-0.675
1707823636.784693,40153.000,3677,3,AX,1,100,-0.685
1707823636.819760,40187.000,3677,3,AX,1,100,-0.665
1707823636.854826,40221.000,3677,3,AX,1,100,-0.682
1707823636.895050,40260.000,3692,2,AX,1,100,-0.671
1707823636.935274,40299.000,3692,2,AX,1,100,-0.682
1707823636.974810,40337.333,3709,3,AX,1,100,-0.674
1707823637.014346,40375.667,3709,3,AX,1,100,-0.679
1707823637.053882,40414.000,3709,3,AX,1,100,-0.675
1707823637.093762,40452.667,3725,3,AX,1,100,-0.670
1707823637.133642,40491.333,3725,3,AX,1,100,-0.674
1707823637.173522,40530.000,3725,3,AX,1,100,-0.672
1707823637.213746,40569.000,3744,2,AX,1,100,-0.677
1707823637.253970,40608.000,3744,2,AX,1,100,-0.676
1707823637.294881,40647.667,3761,3,AX,1,100,-0.678
1707823637.335793,40687.333,3761,3,AX,1,100,-0.674
1707823637.376704,40727.000,3761,3,AX,1,100,-0.670
1707823637.416412,40765.500,3776,2,AX,1,100,-0.672
1707823637.456120,40804.000,3776,2,AX,1,100,-0.669
1707823637.495656,40842.333,3792,3,AX,1,100,-0.671
1707823637.535192,40880.667,3792,3,AX,1,100,-0.678
1707823637.574729,40919.000,3792,3,AX,1,100,-0.675
1707823637.614265,40957.333,3810,3,AX,1,100,-0.667
1707823637.653801,40995.667,3810,3,AX,1,100,-0.672
1707823637.693337,41034.000,3810,3,AX,1,100,-0.679
1707823637.733561,41073.000,3826,2,AX,1,100,-0.669
1707823637.773785,41112.000,3826,2,AX,1,100,-0.674
1707823637.814352,41151.333,3843,3,AX,1,100,-0.669
1707823637.854920,41190.667,3843,3,AX,1,100,-0.679
1707823637.895487,41230.000,3843,3,AX,1,100,-0.672
1707823637.935711,41269.000,3858,2,AX,1,100,-0.665
1707823637.975935,41308.000,3858,2,AX,1,100,-0.675
1707823638.015815,41346.667,3877,3,AX,1,100,-0.663
1707823638.055695,41385.333,3877,3,AX,1,100,-0.671
1707823638.095575,41424.000,3877,3,AX,1,100,-0.668
1707823638.135111,41462.333,3893,3,AX,1,100,-0.667
1707823638.174647,41500.667,3893,3,AX,1,100,-0.667
1707823638.214183,41539.000,3893,3,AX,1,100,-0.662
1707823638.253891,41577.500,3911,2,AX,1,100,-0.675
1707823638.293599,41616.000,3911,2,AX,1,100,-0.662
1707823638.333479,41654.667,3925,3,AX,1,100,-0.666
1707823638.373359,41693.333,3925,3,AX,1,100,-0.667
1707823638.413239,41732.000,3925,3,AX,1,100,-0.660
1707823638.453807,41771.333,3942,3,AX,1,100,-0.665
1707823638.494374,41810.667,3942,3,AX,1,100,-0.660
1707823638.534942,41850.000,3942,3,AX,1,100,-0.662
1707823638.575166,41889.000,3958,2,AX,1,100,-0.664
1707823638.615389,41928.000,3958,2,AX,1,100,-0.665
1707823638.655269,41966.667,3978,3,AX,1,100,-0.661
1707823638.695149,42005.333,3978,3,AX,1,100,-0.664
1707823638.735029,42044.000,3978,3,AX,1,100,-0.660
1707823638.775253,42083.000,3994,2,AX,1,100,-0.660
1707823638.815477,42122.000,3994,2,AX,1,100,-0.660
1707823638.855013,42160.333,4009,3,AX,1,100,-0.665
1707823638.894549,42198.667,4009,3,AX,1,100,-0.662
1707823638.934085,42237.000,4009,3,AX,1,100,-0.663
1707823638.973965,42275.667,4028,3,AX,1,100,-0.659
1707823639.013845,42314.333,4028,3,AX,1,100,-0.666
1707823639.053725,42353.000,4028,3,AX,1,100,-0.664
1707823639.089824,42388.000,4045,3,AX,1,100,-0.628
1707823639.125922,42423.000,4045,3,AX,1,100,-0.672
1707823639.162020,42458.000,4045,3,AX,1,100,-0.710
1707823639.202244,42497.000,4061,2,AX,1,100,-0.641
1707823639.242468,42536.000,4061,2,AX,1,100,-0.661
1707823639.282348,42574.667,4078,3,AX,1,100,-0.668
1707823639.322228,42613.333,4078,3,AX,1,100,-0.680
1707823639.362107,42652.000,4078,3,AX,1,100,-0.675
1707823639.401300,42690.000,4093,2,AX,1,100,-0.686
1707823639.440492,42728.000,4093,2,AX,1,100,-0.654
1707823639.480716,42767.000,4110,3,AX,1,100,-0.655
1707823639.520940,42806.000,4110,3,AX,1,100,-0.680
1707823639.561164,42845.000,4110,3,AX,1,100,-0.663
1707823639.601387,42884.000,4127,3,AX,1,100,-0.659
1707823639.641611,42923.000,4127,3,AX,1,100,-0.678
1707823639.681835,42962.000,4127,3,AX,1,100,-0.681
1707823639.722059,43001.000,4146,2,AX,1,100,-0.677
1707823639.762282,43040.000,4146,2,AX,1,100,-0.667
1707823639.802162,43078.667,4160,3,AX,1,100,-0.658
1707823639.842042,43117.333,4160,3,AX,1,100,-0.664
1707823639.881922,43156.000,4160,3,AX,1,100,-0.676
1707823639.921630,43194.500,4178,2,AX,1,100,-0.675
1707823639.961338,43233.000,4178,2,AX,1,100,-0.669
1707823640.000531,43271.000,4194,3,AX,1,100,-0.666
1707823640.039723,43309.000,4194,3,AX,1,100,-0.671
1707823640.078916,43347.000,4194,3,AX,1,100,-0.674
1707823640.119139,43386.000,4211,3,AX,1,100,-0.669
1707823640.159363,43425.000,4211,3,AX,1,100,-0.672
1707823640.199587,43464.000,4211,3,AX,1,100,-0.676
1707823640.240326,43503.500,4226,2,AX,1,100,-0.672
1707823640.281066,43543.000,4226,2,AX,1,100,-0.676
1707823640.320946,43581.667,4243,3,AX,1,100,-0.676
1707823640.360826,43620.333,4243,3,AX,1,100,-0.682
1707823640.400706,43659.000,4243,3,AX,1,100,-0.671
1707823640.440414,43697.500,4259,2,AX,1,100,-0.663
1707823640.480122,43736.000,4259,2,AX,1,100,-0.676
1707823640.520002,43774.667,4278,3,AX,1,100,-0.680
1707823640.559882,43813.333,4278,3,AX,1,100,-0.671
1707823640.599762,43852.000,4278,3,AX,1,100,-0.674
1707823640.639298,43890.333,4295,3,AX,1,100,-0.679
1707823640.678834,43928.667,4295,3,AX,1,100,-0.673
1707823640.718370,43967.000,4295,3,AX,1,100,-0.679
1707823640.759625,44007.000,4310,2,AX,1,100,-0.672
1707823640.800880,44047.000,4310,2,AX,1,100,-0.675
1707823640.840073,44085.000,4326,3,AX,1,100,-0.676
1707823640.879265,44123.000,4326,3,AX,1,100,-0.677
1707823640.918458,44161.000,4326,3,AX,1,100,-0.676
1707823640.957994,44199.333,4344,3,AX,1,100,-0.676
1707823640.997530,44237.667,4344,3,AX,1,100,-0.668
1707823641.037066,44276.000,4344,3,AX,1,100,-0.667
1707823641.076946,44314.667,4367,3,AX,1,100,-0.676
1707823641.116826,44353.333,4367,3,AX,1,100,-0.674
1707823641.156706,44392.000,4367,3,AX,1,100,-0.670
1707823641.196586,44430.667,4384,3,AX,1,100,-0.676
1707823641.236466,44469.333,4384,3,AX,1,100,-0.678
1707823641.276346,44508.000,4384,3,AX,1,100,-0.671
1707823641.316570,44547.000,4401,2,AX,1,100,-0.670
1707823641.356793,44586.000,4401,2,AX,1,100,-0.677
1707823641.396673,44624.667,4418,3,AX,1,100,-0.676
1707823641.436553,44663.333,4418,3,AX,1,100,-0.669
1707823641.476433,44702.000,4418,3,AX,1,100,-0.673
1707823641.510813,44735.333,4434,3,AX,1,100,-0.674
1707823641.545192,44768.667,4434,3,AX,1,100,-0.671
1707823641.579571,44802.000,4434,3,AX,1,100,-0.674
1707823641.619451,44840.667,4452,3,AX,1,100,-0.667
1707823641.659331,44879.333,4452,3,AX,1,100,-0.670
1707823641.699211,44918.000,4452,3,AX,1,100,-0.678
1707823641.738919,44956.500,4468,2,AX,1,100,-0.675
1707823641.778627,44995.000,4468,2,AX,1,100,-0.664
1707823641.819882,45035.000,4485,3,AX,1,100,-0.669
1707823641.861137,45075.000,4485,3,AX,1,100,-0.678
1707823641.902393,45115.000,4485,3,AX,1,100,-0.674
1707823641.942101,45153.500,4500,2,AX,1,100,-0.672
1707823641.981809,45192.000,4500,2,AX,1,100,-0.672
1707823642.021689,45230.667,4517,3,AX,1,100,-0.675
1707823642.061569,45269.333,4517,3,AX,1,100,-0.673
1707823642.101449,45308.000,4517,3,AX,1,100,-0.672
1707823642.140985,45346.333,4533,3,AX,1,100,-0.672
1707823642.180521,45384.667,4533,3,AX,1,100,-0.674
1707823642.220057,45423.000,4533,3,AX,1,100,-0.675
1707823642.260023,45461.750,4553,4,AX,1,100,-0.675
1707823642.299989,45500.500,4553,4,AX,1,100,-0.677
1707823642.339955,45539.250,4553,4,AX,1,100,-0.670
1707823642.379921,45578.000,4553,4,AX,1,100,-0.673
1707823642.420832,45617.667,4569,3,AX,1,100,-0.669
1707823642.461744,45657.333,4569,3,AX,1,100,-0.674
1707823642.502655,45697.000,4569,3,AX,1,100,-0.673
1707823642.542363,45735.500,4586,2,AX,1,100,-0.674
1707823642.582071,45774.000,4586,2,AX,1,100,-0.671
1707823642.622295,45813.000,4603,3,AX,1,100,-0.671
1707823642.662519,45852.000,4603,3,AX,1,100,-0.674
1707823642.702742,45891.000,4603,3,AX,1,100,-0.667
1707823642.741935,45929.000,4618,2,AX,1,100,-0.669
1707823642.781127,45967.000,4618,2,AX,1,100,-0.675
1707823642.820663,46005.333,4634,3,AX,1,100,-0.671
1707823642.860199,46043.667,4634,3,AX,1,100,-0.670
1707823642.899736,46082.000,4634,3,AX,1,100,-0.677
1707823642.939959,46121.000,4652,4,AX,1,100,-0.672
1707823642.980183,46160.000,4652,4,AX,1,100,-0.671
1707823643.020407,46199.000,4652,4,AX,1,100,-0.675
1707823643.060631,46238.000,4652,4,AX,1,100,-0.669
1707823643.101370,46277.500,4670,2,AX,1,100,-0.674
1707823643.142110,46317.000,4670,2,AX,1,100,-0.674
1707823643.181990,46355.667,4687,3,AX,1,100,-0.671
1707823643.221869,46394.333,4687,3,AX,1,100,-0.668
1707823643.261749,46433.000,4687,3,AX,1,100,-0.675
1707823643.301286,46471.333,4704,3,AX,1,100,-0.672
1707823643.340822,46509.667,4704,3,AX,1,100,-0.671
1707823643.380358,46548.000,4704,3,AX,1,100,-0.673
1707823643.419550,46586.000,4719,2,AX,1,100,-0.678
1707823643.458743,46624.000,4719,2,AX,1,100,-0.674
1707823643.498623,46662.667,4735,3,AX,1,100,-0.666
1707823643.538503,46701.333,4735,3,AX,1,100,-0.674
1707823643.578383,46740.000,4735,3,AX,1,100,-0.673
1707823643.618606,46779.000,4753,3,AX,1,100,-0.673
1707823643.658830,46818.000,4753,3,AX,1,100,-0.672
1707823643.699054,46857.000,4753,3,AX,1,100,-0.672
1707823643.739621,46896.333,4771,3,AX,1,100,-0.675
1707823643.780189,46935.667,4771,3,AX,1,100,-0.673
1707823643.820757,46975.000,4771,3,AX,1,100,-0.675
1707823643.856167,47009.333,4788,3,AX,1,100,-0.673
1707823643.891578,47043.667,4788,3,AX,1,100,-0.671
1707823643.926989,47078.000,4788,3,AX,1,100,-0.673
1707823643.966525,47116.333,4807,3,AX,1,100,-0.675
1707823644.006061,47154.667,4807,3,AX,1,100,-0.668
1707823644.045597,47193.000,4807,3,AX,1,100,-0.670
1707823644.086852,47233.000,4822,2,AX,1,100,-0.676
1707823644.128107,47273.000,4822,2,AX,1,100,-0.671
1707823644.168331,47312.000,4838,3,AX,1,100,-0.669
1707823644.208555,47351.000,4838,3,AX,1,100,-0.672
1707823644.248779,47390.000,4838,3,AX,1,100,-0.667
1707823644.288745,47428.750,4856,4,AX,1,100,-0.676
1707823644.328710,47467.500,4856,4,AX,1,100,-0.675
1707823644.368676,47506.250,4856,4,AX,1,100,-0.670
1707823644.408642,47545.000,4856,4,AX,1,100,-0.664
1707823644.448522,47583.667,4872,3,AX,1,100,-0.665
1707823644.488402,47622.333,4872,3,AX,1,100,-0.674
1707823644.528282,47661.000,4872,3,AX,1,100,-0.667
1707823644.567990,47699.500,4889,2,AX,1,100,-0.663
1707823644.607698,47738.000,4889,2,AX,1,100,-0.668
1707823644.647235,47776.333,4906,3,AX,1,100,-0.668
1707823644.686771,47814.667,4906,3,AX,1,100,-0.666
1707823644.726307,47853.000,4906,3,AX,1,100,-0.667
1707823644.767562,47893.000,4923,2,AX,1,100,-0.672
1707823644.808817,47933.000,4923,2,AX,1,100,-0.673
1707823644.848697,47971.667,4939,3,AX,1,100,-0.666
1707823644.888577,48010.333,4939,3,AX,1,100,-0.670
1707823644.928457,48049.000,4939,3,AX,1,100,-0.677
1707823644.968423,48087.750,4957,4,AX,1,100,-0.668
1707823645.008389,48126.500,4957,4,AX,1,100,-0.668
1707823645.048355,48165.250,4957,4,AX,1,100,-0.670
1707823645.088321,48204.000,4957,4,AX,1,100,-0.670
1707823645.128029,48242.500,4973,2,AX,1,100,-0.672
1707823645.167737,48281.000,4973,2,AX,1,100,-0.667
1707823645.207273,48319.333,4991,3,AX,1,100,-0.674
1707823645.246809,48357.667,4991,3,AX,1,100,-0.673
1707823645.286345,48396.000,4991,3,AX,1,100,-0.669
1707823645.327085,48435.500,5007,4,AX,1,100,-0.667
1707823645.367824,48475.000,5007,4,AX,1,100,-0.674
1707823645.408564,48514.500,5007,4,AX,1,100,-0.671
1707823645.449303,48554.000,5007,4,AX,1,100,-0.672
1707823645.489183,48592.667,5024,3,AX,1,100,-0.665
1707823645.529063,48631.333,5024,3,AX,1,100,-0.676
1707823645.568943,48670.000,5024,3,AX,1,100,-0.670
1707823645.608823,48708.667,5043,3,AX,1,100,-0.668
1707823645.648703,48747.333,5043,3,AX,1,100,-0.673
1707823645.688583,48786.000,5043,3,AX,1,100,-0.671
1707823645.728463,48824.667,5060,3,AX,1,100,-0.668
1707823645.768343,48863.333,5060,3,AX,1,100,-0.672
1707823645.808223,48902.000,5060,3,AX,1,100,-0.673
1707823645.847759,48940.333,5076,3,AX,1,100,-0.669
1707823645.887295,48978.667,5076,3,AX,1,100,-0.672
1707823645.926831,49017.000,5076,3,AX,1,100,-0.668
1707823645.967055,49056.000,5093,2,AX,1,100,-0.671
1707823646.007279,49095.000,5093,2,AX,1,100,-0.667
1707823646.046471,49133.000,5108,3,AX,1,100,-0.669
1707823646.085664,49171.000,5108,3,AX,1,100,-0.673
1707823646.124856,49209.000,5108,3,AX,1,100,-0.670
1707823646.160267,49243.333,5125,3,AX,1,100,-0.669
1707823646.195677,49277.667,5125,3,AX,1,100,-0.661
1707823646.231088,49312.000,5125,3,AX,1,100,-0.670
1707823646.271484,49351.167,5148,6,AX,1,100,-0.674
1707823646.311879,49390.333,5148,6,AX,1,100,-0.662
1707823646.352275,49429.500,5148,6,AX,1,100,-0.674
1707823646.392671,49468.667,5148,6,AX,1,100,-0.669
1707823646.433066,49507.833,5148,6,AX,1,100,-0.670
1707823646.473462,49547.000,5148,6,AX,1,100,-0.667
1707823646.513342,49585.667,5164,3,AX,1,100,-0.669
1707823646.553222,49624.333,5164,3,AX,1,100,-0.673
1707823646.593102,49663.000,5164,3,AX,1,100,-0.667
1707823646.633326,49702.000,5183,2,AX,1,100,-0.667
1707823646.673549,49741.000,5183,2,AX,1,100,-0.666
1707823646.712398,49778.667,5198,3,AX,1,100,-0.671
