LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1707823749.367903,149311,21210,1,HR,1,100,68
1707823750.205382,150123,21345,1,HR,1,100,68
1707823751.140842,151030,21480,1,HR,1,100,68
1707823751.979353,151843,21597,1,HR,1,100,69
1707823752.851899,152689,21701,1,HR,1,100,68
1707823753.691441,153503,21774,1,HR,1,100,69
1707823754.573270,154358,21892,1,HR,1,100,69
1707823755.456130,155214,22042,1,HR,1,100,69
1707823756.304954,156037,22174,1,HR,1,100,69
1707823757.181626,156887,22309,1,HR,1,100,69
1707823758.018074,157698,22431,1,HR,1,100,70
1707823758.900934,158554,22583,1,HR,1,100,69
1707823759.737382,159365,22716,1,HR,1,100,70
1707823760.576924,160179,22848,1,HR,1,100,70
1707823761.427811,161004,22983,1,HR,1,100,70
1707823762.300357,161850,23131,1,HR,1,100,70
1707823763.138868,162663,23253,1,HR,1,100,70
1707823764.020697,163518,23403,1,HR,1,100,70
1707823764.901494,164372,23538,1,HR,1,100,69
1707823765.831797,165274,23688,1,HR,1,100,69
1707823766.704343,166120,23837,1,HR,1,100,68
1707823767.584109,166973,23969,1,HR,1,100,68
1707823768.421588,167785,24109,1,HR,1,100,69
1707823769.224001,168563,24243,1,HR,1,100,70
1707823770.024351,169339,24359,1,HR,1,100,71
1707823770.745284,170038,24477,1,HR,1,100,74
1707823771.553885,170822,24611,1,HR,1,100,74
1707823772.351140,171595,24728,1,HR,1,100,74
1707823773.150459,172370,24862,1,HR,1,100,75
1707823774.033319,173226,25001,1,HR,1,100,73
1707823774.908959,174075,25150,1,HR,1,100,72
1707823775.790788,174930,25285,1,HR,1,100,71
1707823776.759252,175869,25435,1,HR,1,100,69
1707823777.676147,176758,25583,1,HR,1,100,68
1707823778.559007,177614,25723,1,HR,1,100,68
1707823779.396487,178426,25858,1,HR,1,100,69
1707823780.276252,179279,26007,1,HR,1,100,69
1707823781.171489,180147,26140,1,HR,1,100,69
1707823782.008968,180959,26272,1,HR,1,100,69
1707823782.885640,181809,26421,1,HR,1,100,69
1707823783.729308,182627,26542,1,HR,1,100,70
1707823784.605979,183477,26681,1,HR,1,100,69
1707823785.527000,184370,26816,1,HR,1,100,68
1707823786.461429,185276,26949,1,HR,1,100,68
1707823787.375230,186162,27100,1,HR,1,100,67
1707823788.338538,187096,27219,1,HR,1,100,66
1707823789.218304,187949,27312,1,HR,1,100,67
1707823790.136231,188839,27463,1,HR,1,100,66
1707823791.066534,189741,27613,1,HR,1,100,66
1707823791.944237,190592,27745,1,HR,1,100,67
1707823792.868352,191488,27894,1,HR,1,100,66
1707823793.703769,192298,28029,1,HR,1,100,67
1707823794.546405,193115,28168,1,HR,1,100,68
1707823795.441641,193983,28301,1,HR,1,100,68
1707823796.238897,194756,28433,1,HR,1,100,70
1707823797.117631,195608,28566,1,HR,1,100,69
1707823797.917981,196384,28700,1,HR,1,100,71
1707823798.720393,197162,28835,1,HR,1,100,72
1707823799.478457,197897,28951,1,HR,1,100,73
1707823800.367505,198759,29105,1,HR,1,100,72
1707823801.208078,199574,29222,1,HR,1,100,72
1707823802.052777,200393,29357,1,HR,1,100,72
1707823802.968641,201281,29505,1,HR,1,100,70
1707823803.808183,202095,29640,1,HR,1,100,71
1707823804.765303,203023,29790,1,HR,1,100,69
1707823805.654351,203885,29944,1,HR,1,100,69
1707823806.579497,204782,30076,1,HR,1,100,68
1707823807.419039,205596,30211,1,HR,1,100,69
1707823808.340060,206489,30360,1,HR,1,100,68
1707823809.260050,207381,30511,1,HR,1,100,67
1707823810.146004,208240,30666,1,HR,1,100,68
1707823811.027833,209095,30799,1,HR,1,100,68
1707823811.946791,209986,30947,1,HR,1,100,67
1707823812.868843,210880,31097,1,HR,1,100,67
1707823813.790896,211774,31234,1,HR,1,100,66
1707823814.710885,212666,31383,1,HR,1,100,66
1707823815.686569,213612,31537,1,HR,1,100,65
1707823816.560147,214459,31686,1,HR,1,100,66
1707823817.481168,215352,31821,1,HR,1,100,66
1707823818.357839,216202,31955,1,HR,1,100,66
1707823819.242762,217060,32070,1,HR,1,100,67
1707823820.171003,217960,32220,1,HR,1,100,66
1707823821.053863,218816,32341,1,HR,1,100,67
1707823821.970758,219705,32459,1,HR,1,100,66
1707823822.892810,220599,32562,1,HR,1,100,66
1707823823.854055,221531,32713,1,HR,1,100,65
1707823824.742072,222392,32863,1,HR,1,100,66
1707823825.585740,223210,32995,1,HR,1,100,67
1707823826.423219,224022,33115,1,HR,1,100,68
1707823827.267918,224841,33249,1,HR,1,100,69
1707823828.065173,225614,33382,1,HR,1,100,70
1707823828.862429,226387,33516,1,HR,1,100,71
1707823829.714348,227213,33651,1,HR,1,100,71
1707823830.555952,228029,33783,1,HR,1,100,71
1707823831.395494,228843,33921,1,HR,1,100,71
1707823832.274229,229695,34038,1,HR,1,100,71
1707823833.114802,230510,34171,1,HR,1,100,71
1707823833.913089,231284,34305,1,HR,1,100,72
1707823834.807294,232151,34438,1,HR,1,100,71
1707823835.603519,232923,34572,1,HR,1,100,72
1707823836.402837,233698,34689,1,HR,1,100,73
1707823837.244442,234514,34826,1,HR,1,100,72
1707823838.124208,235367,34960,1,HR,1,100,71
1707823838.979220,236196,35095,1,HR,1,100,71
1707823839.857955,237048,35245,1,HR,1,100,71
1707823840.695434,237860,35378,1,HR,1,100,71
1707823841.658742,238794,35527,1,HR,1,100,69
1707823842.539539,239648,35665,1,HR,1,100,69
1707823843.420336,240502,35800,1,HR,1,100,69
1707823844.269160,241325,35932,1,HR,1,100,69
1707823845.152020,242181,36082,1,HR,1,100,69
1707823845.989500,242993,36215,1,HR,1,100,70
1707823846.789849,243769,36349,1,HR,1,100,71
1707823847.630423,244584,36471,1,HR,1,100,71
1707823848.508126,245435,36606,1,HR,1,100,70
1707823849.399237,246299,36756,1,HR,1,100,70
1707823850.283128,247156,36888,1,HR,1,100,69
1707823851.123702,247971,37023,1,HR,1,100,70
1707823852.003468,248824,37156,1,HR,1,100,70
1707823852.884265,249678,37278,1,HR,1,100,69
1707823853.737215,250505,37414,1,HR,1,100,70
1707823854.533439,251277,37531,1,HR,1,100,71
1707823855.375044,252093,37666,1,HR,1,100,71
1707823856.216649,252909,37783,1,HR,1,100,71
1707823857.047940,253715,37870,1,HR,1,100,71
1707823857.933894,254574,37976,1,HR,1,100,71
1707823858.828099,255441,38112,1,HR,1,100,70
1707823859.743963,256329,38261,1,HR,1,100,69
1707823860.664984,257222,38412,1,HR,1,100,68
1707823861.545781,258076,38544,1,HR,1,100,68
1707823862.504963,259006,38710,1,HR,1,100,67
1707823863.398137,259872,38833,1,HR,1,100,67
1707823864.317095,260763,38982,1,HR,1,100,67
1707823865.155606,261576,39115,1,HR,1,100,68
1707823866.077658,262470,39264,1,HR,1,100,67
1707823866.958455,263324,39396,1,HR,1,100,67
1707823867.846472,264185,39546,1,HR,1,100,68
1707823868.689108,265002,39670,1,HR,1,100,68
1707823869.603941,265889,39822,1,HR,1,100,68
1707823870.522899,266780,39971,1,HR,1,100,67
1707823871.401634,267632,40104,1,HR,1,100,67
1707823872.252521,268457,40253,1,HR,1,100,68
1707823873.171479,269348,40386,1,HR,1,100,68
1707823874.052276,270202,40526,1,HR,1,100,68
1707823874.969172,271091,40674,1,HR,1,100,67
1707823875.853063,271948,40807,1,HR,1,100,67
1707823876.706013,272775,40942,1,HR,1,100,68
1707823877.577528,273620,41091,1,HR,1,100,68
1707823878.422227,274439,41226,1,HR,1,100,69
1707823879.262800,275254,41348,1,HR,1,100,70
1707823880.102342,276068,41481,1,HR,1,100,70
1707823880.979014,276918,41631,1,HR,1,100,70
1707823881.831964,277745,41765,1,HR,1,100,70
1707823882.664286,278552,41898,1,HR,1,100,70
1707823883.464636,279328,42015,1,HR,1,100,71
1707823884.342339,280179,42172,1,HR,1,100,71
1707823885.183944,280995,42289,1,HR,1,100,71
1707823886.036894,281822,42422,1,HR,1,100,71
1707823886.874373,282634,42540,1,HR,1,100,71
1707823887.754139,283487,42675,1,HR,1,100,70
1707823888.551395,284260,42793,1,HR,1,100,71
1707823889.352776,285037,42909,1,HR,1,100,72
1707823890.193349,285852,43030,1,HR,1,100,72
1707823891.046299,286679,43132,1,HR,1,100,72
1707823891.841492,287450,43218,1,HR,1,100,73
1707823892.680003,288263,43353,1,HR,1,100,72
1707823893.481384,289040,43487,1,HR,1,100,73
1707823894.317832,289851,43620,1,HR,1,100,73
1707823895.117150,290626,43740,1,HR,1,100,73
1707823895.968037,291451,43872,1,HR,1,100,73
1707823896.762199,292221,44007,1,HR,1,100,73
1707823897.638870,293071,44139,1,HR,1,100,72
1707823898.397965,293807,44274,1,HR,1,100,74
1707823899.240601,294624,44409,1,HR,1,100,73
1707823900.054359,295413,44525,1,HR,1,100,74
1707823900.887712,296221,44649,1,HR,1,100,73
1707823901.722098,297030,44782,1,HR,1,100,73
1707823902.566797,297849,44914,1,HR,1,100,72
1707823903.403245,298660,45049,1,HR,1,100,72
1707823904.284042,299514,45200,1,HR,1,100,71
1707823905.175153,300378,45333,1,HR,1,100,71
1707823906.049762,301226,45458,1,HR,1,100,70
1707823906.883115,302034,45591,1,HR,1,100,70
1707823907.725752,302851,45724,1,HR,1,100,71
1707823908.524039,303625,45858,1,HR,1,100,72
1707823909.378020,304453,45993,1,HR,1,100,72
1707823910.210342,305260,46125,1,HR,1,100,72
