LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1707823628.582140,32200,2394,1,HR,1,100,74
1707823629.348454,32943,2494,1,HR,1,100,75
1707823630.197278,33766,2627,1,HR,1,100,74
1707823631.073950,34616,2767,1,HR,1,100,73
1707823631.949590,35465,2899,1,HR,1,100,72
1707823632.828325,36317,3049,1,HR,1,100,71
1707823633.664773,37128,3183,1,HR,1,100,71
1707823634.545570,37982,3318,1,HR,1,100,71
1707823635.421210,38831,3467,1,HR,1,100,70
1707823636.349451,39731,3604,1,HR,1,100,69
1707823637.226123,40581,3736,1,HR,1,100,69
1707823638.108983,41437,3869,1,HR,1,100,69
1707823638.984623,42286,4019,1,HR,1,100,69
1707823639.707619,42987,4138,1,HR,1,100,72
1707823640.586354,43839,4270,1,HR,1,100,71
1707823641.393923,44622,4412,1,HR,1,100,72
1707823642.228308,45431,4544,1,HR,1,100,72
1707823643.114262,46290,4662,1,HR,1,100,71
1707823643.950710,47101,4798,1,HR,1,100,71
1707823644.873794,47996,4933,1,HR,1,100,70
1707823645.715399,48812,5034,1,HR,1,100,70
1707823646.604447,49674,5175,1,HR,1,100,70
1707823647.441926,50486,5260,1,HR,1,100,70
1707823648.324786,51342,5362,1,HR,1,100,70
1707823649.243745,52233,5514,1,HR,1,100,69
1707823650.244182,53203,5682,1,HR,1,100,67
1707823650.963052,53900,5797,1,HR,1,100,70
1707823651.897481,54806,5937,1,HR,1,100,69
1707823652.814377,55695,6087,1,HR,1,100,68
1707823653.773559,56625,6238,1,HR,1,100,67
1707823654.693548,57517,6388,1,HR,1,100,67
1707823655.653762,58448,6536,1,HR,1,100,66
1707823656.583034,59349,6686,1,HR,1,100,66
1707823657.465894,60205,6826,1,HR,1,100,66
1707823658.339471,61052,6975,1,HR,1,100,67
1707823659.223363,61909,7109,1,HR,1,100,67
1707823660.097971,62757,7259,1,HR,1,100,67
1707823660.934419,63568,7391,1,HR,1,100,68
1707823661.786338,64394,7525,1,HR,1,100,69
1707823662.672292,65253,7646,1,HR,1,100,69
1707823663.590219,66143,7796,1,HR,1,100,68
1707823664.512271,67037,7947,1,HR,1,100,67
1707823665.429167,67926,8097,1,HR,1,100,67
1707823666.355345,68824,8246,1,HR,1,100,67
1707823667.237173,69679,8378,1,HR,1,100,67
1707823668.119002,70534,8519,1,HR,1,100,67
1707823668.958544,71348,8653,1,HR,1,100,68
1707823669.838310,72201,8803,1,HR,1,100,68
1707823670.711887,73048,8936,1,HR,1,100,68
1707823671.596810,73906,9084,1,HR,1,100,68
1707823672.482764,74765,9218,1,HR,1,100,68
1707823673.359436,75615,9356,1,HR,1,100,68
1707823674.202072,76432,9491,1,HR,1,100,69
1707823675.116905,77319,9641,1,HR,1,100,68
1707823675.992545,78168,9775,1,HR,1,100,68
1707823676.882625,79031,9924,1,HR,1,100,68
1707823677.763422,79885,10057,1,HR,1,100,68
1707823678.642156,80737,10183,1,HR,1,100,68
1707823679.560083,81627,10318,1,HR,1,100,67
1707823680.472853,82512,10452,1,HR,1,100,67
1707823681.397999,83409,10603,1,HR,1,100,67
1707823682.280859,84265,10738,1,HR,1,100,67
1707823683.197755,85154,10840,1,HR,1,100,67
1707823684.078552,86008,10966,1,HR,1,100,67
1707823684.996479,86898,11101,1,HR,1,100,67
1707823685.870056,87745,11249,1,HR,1,100,67
1707823686.798297,88645,11399,1,HR,1,100,67
1707823687.677031,89497,11532,1,HR,1,100,67
1707823688.599084,90391,11682,1,HR,1,100,67
1707823689.473693,91239,11820,1,HR,1,100,67
1707823690.307047,92047,11953,1,HR,1,100,68
1707823691.145557,92860,12085,1,HR,1,100,69
1707823691.999539,93688,12220,1,HR,1,100,69
1707823692.760696,94426,12335,1,HR,1,100,71
1707823693.518759,95161,12453,1,HR,1,100,73
1707823694.270634,95890,12593,1,HR,1,100,74
1707823695.028697,96625,12708,1,HR,1,100,75
1707823695.706313,97282,12809,1,HR,1,100,78
1707823696.438592,97992,12927,1,HR,1,100,79
1707823697.157462,98689,13042,1,HR,1,100,80
1707823697.955749,99463,13175,1,HR,1,100,79
1707823698.790134,100272,13311,1,HR,1,100,77
1707823699.665775,101121,13449,1,HR,1,100,75
1707823700.541415,101970,13583,1,HR,1,100,74
1707823701.430463,102832,13733,1,HR,1,100,73
1707823702.435026,103806,13882,1,HR,1,100,70
1707823703.348827,104692,14032,1,HR,1,100,69
1707823704.226530,105543,14166,1,HR,1,100,69
1707823705.098045,106388,14320,1,HR,1,100,69
1707823706.020097,107282,14455,1,HR,1,100,68
1707823706.910177,108145,14605,1,HR,1,100,68
1707823707.832229,109039,14737,1,HR,1,100,67
1707823708.747062,109926,14888,1,HR,1,100,67
1707823709.659832,110811,15038,1,HR,1,100,66
1707823710.619014,111741,15194,1,HR,1,100,66
1707823711.630796,112722,15358,1,HR,1,100,64
1707823712.631233,113692,15509,1,HR,1,100,63
1707823713.661580,114691,15662,1,HR,1,100,62
1707823714.655829,115655,15811,1,HR,1,100,62
1707823715.615011,116585,15935,1,HR,1,100,62
1707823716.589664,117530,16085,1,HR,1,100,62
1707823717.542658,118454,16219,1,HR,1,100,62
1707823718.499777,119382,16309,1,HR,1,100,62
1707823719.452770,120306,16459,1,HR,1,100,62
1707823720.370697,121196,16616,1,HR,1,100,63
1707823721.388668,122183,16749,1,HR,1,100,62
1707823722.304532,123071,16899,1,HR,1,100,63
1707823723.182235,123922,17032,1,HR,1,100,64
1707823724.095005,124807,17184,1,HR,1,100,64
1707823724.973739,125659,17333,1,HR,1,100,65
1707823725.947361,126603,17488,1,HR,1,100,65
1707823726.825064,127454,17620,1,HR,1,100,65
1707823727.738865,128340,17769,1,HR,1,100,65
1707823728.693921,129266,17922,1,HR,1,100,65
1707823729.570593,130116,18072,1,HR,1,100,65
1707823730.408072,130928,18204,1,HR,1,100,67
1707823731.259991,131754,18342,1,HR,1,100,68
1707823732.178949,132645,18474,1,HR,1,100,67
1707823733.015397,133456,18609,1,HR,1,100,68
1707823733.885881,134300,18761,1,HR,1,100,68
1707823734.768741,135156,18893,1,HR,1,100,68
1707823735.685636,136045,19042,1,HR,1,100,68
1707823736.698450,137027,19213,1,HR,1,100,66
1707823737.653506,137953,19363,1,HR,1,100,65
1707823738.607531,138878,19514,1,HR,1,100,65
1707823739.570839,139812,19664,1,HR,1,100,64
1707823740.527958,140740,19830,1,HR,1,100,64
1707823741.463418,141647,19962,1,HR,1,100,64
1707823742.336996,142494,20102,1,HR,1,100,65
1707823743.210573,143341,20252,1,HR,1,100,66
1707823744.093433,144197,20386,1,HR,1,100,66
1707823744.929881,145008,20521,1,HR,1,100,67
1707823745.810678,145862,20653,1,HR,1,100,68
1707823746.697664,146722,20802,1,HR,1,100,68
1707823747.610434,147607,20957,1,HR,1,100,67
1707823748.490200,148460,21078,1,HR,1,100,67
