LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1707823653.221771,56090.000,6158,1,T1,1,100,23.119
1707823653.355850,56220.000,6175,1,T1,1,100,23.123
1707823653.487867,56348.000,6192,1,T1,1,100,23.089
1707823653.620915,56477.000,6226,1,T1,1,100,23.216
1707823653.753963,56606.000,6244,1,T1,1,100,23.200
1707823653.887010,56735.000,6261,1,T1,1,100,23.157
1707823654.023152,56867.000,6293,1,T1,1,100,23.281
1707823654.155169,56995.000,6309,1,T1,1,100,23.228
1707823654.288217,57124.000,6327,1,T1,1,100,23.099
1707823654.420233,57252.000,6343,1,T1,1,100,23.220
1707823654.554312,57382.000,6375,1,T1,1,100,23.166
1707823654.688391,57512.000,6394,1,T1,1,100,23.178
1707823654.822471,57642.000,6410,1,T1,1,100,23.290
1707823654.954487,57770.000,6442,1,T1,1,100,23.196
1707823655.086503,57898.000,6459,1,T1,1,100,23.156
1707823655.221614,58029.000,6475,1,T1,1,100,23.209
1707823655.354662,58158.000,6493,1,T1,1,100,23.161
1707823655.487710,58287.000,6524,1,T1,1,100,23.247
1707823655.619726,58415.000,6543,1,T1,1,100,23.284
1707823655.751743,58543.000,6560,1,T1,1,100,23.123
1707823655.884790,58672.000,6576,1,T1,1,100,23.160
1707823656.017838,58801.000,6608,1,T1,1,100,23.246
1707823656.151917,58931.000,6625,1,T1,1,100,23.284
1707823656.288059,59063.000,6642,1,T1,1,100,23.229
1707823656.420076,59191.000,6673,1,T1,1,100,23.241
1707823656.551061,59318.000,6692,1,T1,1,100,23.246
1707823656.684109,59447.000,6709,1,T1,1,100,23.319
1707823656.817157,59576.000,6726,1,T1,1,100,23.351
1707823656.952267,59707.000,6763,1,T1,1,100,23.294
1707823657.086346,59837.000,6779,1,T1,1,100,23.340
1707823657.217331,59964.000,6796,1,T1,1,100,23.289
1707823657.350379,60093.000,6813,1,T1,1,100,23.302
1707823657.486521,60225.000,6846,1,T1,1,100,23.308
1707823657.619569,60354.000,6864,1,T1,1,100,23.275
1707823657.751585,60482.000,6880,1,T1,1,100,23.367
1707823657.883602,60610.000,6897,1,T1,1,100,23.265
1707823658.015618,60738.000,6929,1,T1,1,100,23.221
1707823658.149698,60868.000,6945,1,T1,1,100,23.308
1707823658.281714,60996.000,6963,1,T1,1,100,23.382
1707823658.413730,61124.000,6996,1,T1,1,100,23.378
1707823658.548841,61255.000,7012,1,T1,1,100,23.412
1707823658.681889,61384.000,7032,1,T1,1,100,23.285
1707823658.814937,61513.000,7048,1,T1,1,100,23.336
1707823658.947984,61642.000,7080,1,T1,1,100,23.429
1707823659.081032,61771.000,7097,1,T1,1,100,23.327
1707823659.216143,61902.000,7115,1,T1,1,100,23.284
1707823659.350222,62032.000,7147,1,T1,1,100,23.300
1707823659.482238,62160.000,7164,1,T1,1,100,23.343
1707823659.615286,62289.000,7181,1,T1,1,100,23.467
1707823659.748334,62418.000,7198,1,T1,1,100,23.415
1707823659.882413,62548.000,7230,1,T1,1,100,23.428
1707823660.015461,62677.000,7246,1,T1,1,100,23.398
1707823660.147478,62805.000,7265,1,T1,1,100,23.385
1707823660.279494,62933.000,7281,1,T1,1,100,23.379
1707823660.413573,63063.000,7313,1,T1,1,100,23.448
1707823660.545590,63191.000,7330,1,T1,1,100,23.371
1707823660.678638,63320.000,7347,1,T1,1,100,23.409
1707823660.811685,63449.000,7378,1,T1,1,100,23.390
