EpochTimestamp,TypeTag,AX,AY,AZ,ACC
1707823638.37336,ACC,-0.667,0.562,0.484,0.997491353345983
1707823638.41324,ACC,-0.66,0.56,0.479,0.989262856878798
1707823638.45381,ACC,-0.665,0.566,0.484,0.998417247447178
1707823638.49437,ACC,-0.66,0.566,0.477,0.991708122382791
1707823638.53494,ACC,-0.662,0.573,0.489,1.00284295879265
1707823638.57517,ACC,-0.664,0.565,0.48,0.995249215021042
1707823638.61539,ACC,-0.665,0.566,0.487,0.999874992186523
1707823638.65527,ACC,-0.661,0.56,0.486,0.993336297534727
1707823638.69515,ACC,-0.664,0.567,0.484,0.998319087266191
1707823638.73503,ACC,-0.66,0.568,0.485,0.996719117906344
1707823638.77525,ACC,-0.66,0.563,0.487,0.994855768440833
1707823638.81548,ACC,-0.66,0.562,0.494,0.997737440412056
1707823638.85501,ACC,-0.665,0.563,0.486,0.997692337346539
1707823638.89455,ACC,-0.662,0.562,0.482,0.993182762637371
1707823638.93409,ACC,-0.663,0.569,0.491,1.00220307323416
1707823638.97397,ACC,-0.659,0.561,0.482,0.990618998404533
1707823639.01385,ACC,-0.666,0.564,0.491,1.00136556761255
1707823639.05373,ACC,-0.664,0.56,0.489,0.996803390844955
1707823639.08982,ACC,-0.628,0.534,0.471,0.949410869960946
1707823639.12592,ACC,-0.672,0.58,0.528,1.03284461561263
1707823639.16202,ACC,-0.71,0.535,0.459,1.00050287355909
1707823639.20224,ACC,-0.641,0.547,0.486,0.972772326909026
1707823639.24247,ACC,-0.661,0.571,0.507,1.00995593963301
1707823639.28235,ACC,-0.668,0.555,0.482,0.993263811884839
1707823639.32223,ACC,-0.68,0.552,0.489,1.00310767118989
1707823639.36211,ACC,-0.675,0.531,0.487,0.987296814539579
1707823639.4013,ACC,-0.686,0.56,0.476,1.00537157310121
1707823639.44049,ACC,-0.654,0.579,0.469,0.991422210765928
1707823639.48072,ACC,-0.655,0.555,0.5,0.993503900344634
1707823639.52094,ACC,-0.68,0.545,0.492,1.00074422306601
1707823639.56116,ACC,-0.663,0.558,0.491,0.99599899598343
1707823639.60139,ACC,-0.659,0.572,0.485,0.998343628216257
1707823639.64161,ACC,-0.678,0.544,0.481,0.993469174156904
1707823639.68184,ACC,-0.681,0.542,0.487,0.997343471427973
1707823639.72206,ACC,-0.677,0.553,0.485,0.999681449262714
1707823639.76228,ACC,-0.667,0.56,0.494,1.00126170405144
1707823639.80216,ACC,-0.658,0.562,0.482,0.990521074990331
1707823639.84204,ACC,-0.664,0.566,0.493,1.0021481926342
1707823639.88192,ACC,-0.676,0.543,0.489,0.995462706483774
1707823639.92163,ACC,-0.675,0.547,0.493,0.998940939195106
1707823639.96134,ACC,-0.669,0.555,0.49,0.997840668644048
1707823640.00053,ACC,-0.666,0.559,0.488,0.997086255045169
1707823640.03972,ACC,-0.671,0.551,0.482,0.993058910639243
1707823640.07892,ACC,-0.674,0.549,0.487,0.996416579548935
1707823640.11914,ACC,-0.669,0.555,0.488,0.99686007042112
1707823640.15936,ACC,-0.672,0.559,0.487,1.00061680977285
1707823640.19959,ACC,-0.676,0.546,0.48,0.992719497139046
1707823640.24033,ACC,-0.672,0.547,0.485,0.992984390612461
1707823640.28107,ACC,-0.676,0.546,0.489,0.997102301672201
1707823640.32095,ACC,-0.676,0.551,0.483,0.996928282275109
1707823640.36083,ACC,-0.682,0.54,0.482,0.994508924042414
1707823640.40071,ACC,-0.671,0.559,0.485,0.998972972607367
1707823640.44041,ACC,-0.663,0.562,0.487,0.996284096028839
1707823640.48012,ACC,-0.676,0.549,0.485,0.996795866765107
1707823640.52,ACC,-0.68,0.547,0.484,0.997930358291599
1707823640.55988,ACC,-0.671,0.552,0.485,0.995072861653859
1707823640.59976,ACC,-0.674,0.55,0.489,0.997946391345748
1707823640.6393,ACC,-0.679,0.549,0.479,0.995933230693705
1707823640.67883,ACC,-0.673,0.547,0.482,0.992200584559393
1707823640.71837,ACC,-0.679,0.547,0.487,0.998708666228545
1707823640.75963,ACC,-0.672,0.554,0.483,0.99588603765692
1707823640.80088,ACC,-0.675,0.552,0.484,0.997288824764421
1707823640.84007,ACC,-0.676,0.552,0.486,0.998937435478319
1707823640.87927,ACC,-0.677,0.547,0.48,0.99395070300292
1707823640.91846,ACC,-0.676,0.551,0.49,1.00033844272826
1707823640.95799,ACC,-0.676,0.55,0.487,0.998321090631666
1707823640.99753,ACC,-0.668,0.559,0.486,0.997447241712563
1707823641.03707,ACC,-0.667,0.558,0.485,0.995729883050619
1707823641.07695,ACC,-0.676,0.549,0.481,0.994855768440833
1707823641.11683,ACC,-0.674,0.555,0.483,0.997792563612297
1707823641.15671,ACC,-0.67,0.556,0.481,0.994684372049747
1707823641.19659,ACC,-0.676,0.549,0.483,0.995824281688291
1707823641.23647,ACC,-0.678,0.55,0.484,0.998218412973834
1707823641.27635,ACC,-0.671,0.556,0.483,0.996326251787034
1707823641.31657,ACC,-0.67,0.556,0.482,0.995168327470283
1707823641.35679,ACC,-0.677,0.548,0.485,0.996924269942306
1707823641.39667,ACC,-0.676,0.551,0.482,0.996444178065184
1707823641.43655,ACC,-0.669,0.556,0.489,0.997906809276297
1707823641.47643,ACC,-0.673,0.55,0.482,0.993857635680282
1707823641.51081,ACC,-0.674,0.546,0.483,0.992814685628693
1707823641.54519,ACC,-0.671,0.557,0.485,0.997855199916301
1707823641.57957,ACC,-0.674,0.554,0.483,0.997236682036917
1707823641.61945,ACC,-0.667,0.556,0.481,0.992666107006782
1707823641.65933,ACC,-0.67,0.56,0.486,0.999347787309303
1707823641.69921,ACC,-0.678,0.545,0.484,0.995472249738786
1707823641.73892,ACC,-0.675,0.543,0.485,0.992823750723158
1707823641.77863,ACC,-0.664,0.563,0.489,0.998491862761034
1707823641.81988,ACC,-0.669,0.556,0.484,0.995466222430475
1707823641.86114,ACC,-0.678,0.545,0.486,0.996446185200184
1707823641.90239,ACC,-0.674,0.551,0.482,0.995088438280739
1707823641.9421,ACC,-0.672,0.557,0.487,0.999500875437336
1707823641.98181,ACC,-0.672,0.554,0.485,0.996857562543416
1707823642.02169,ACC,-0.675,0.547,0.483,0.994043761612133
1707823642.06157,ACC,-0.673,0.555,0.486,0.998573983238097
1707823642.10145,ACC,-0.672,0.552,0.484,0.995260769848787
1707823642.14099,ACC,-0.672,0.55,0.479,0.991728289401891
1707823642.18052,ACC,-0.674,0.554,0.484,0.997721404000135
1707823642.22006,ACC,-0.675,0.553,0.483,0.997358009944273
1707823642.26002,ACC,-0.675,0.554,0.485,0.998882375457691
1707823642.29999,ACC,-0.677,0.553,0.488,1.00114034980117
1707823642.33996,ACC,-0.67,0.553,0.482,0.993495344729909
1707823642.37992,ACC,-0.673,0.557,0.485,0.999201180944058
1707823642.42083,ACC,-0.669,0.553,0.483,0.993307102561942
1707823642.46174,ACC,-0.674,0.552,0.482,0.995642506123558
1707823642.50266,ACC,-0.673,0.554,0.484,0.997046137347716
1707823642.54236,ACC,-0.674,0.552,0.483,0.996126999935249
1707823642.58207,ACC,-0.671,0.553,0.485,0.995627942556857
1707823642.6223,ACC,-0.671,0.553,0.488,0.997092774018546
1707823642.66252,ACC,-0.674,0.553,0.484,0.997166485598067
1707823642.70274,ACC,-0.667,0.561,0.488,0.998876368726381
1707823642.74194,ACC,-0.669,0.554,0.486,0.995325574874875
1707823642.78113,ACC,-0.675,0.551,0.483,0.996250470514318
1707823642.82066,ACC,-0.671,0.557,0.483,0.996884647288742
1707823642.8602,ACC,-0.67,0.558,0.484,0.997256235879225
1707823642.89974,ACC,-0.677,0.551,0.485,0.998576486805092
1707823642.93996,ACC,-0.672,0.552,0.483,0.99477484889798
1707823642.98018,ACC,-0.671,0.561,0.486,1.00057883247648
1707823643.02041,ACC,-0.675,0.552,0.482,0.996319727798261
1707823643.06063,ACC,-0.669,0.554,0.483,0.993864175830883
1707823643.10137,ACC,-0.674,0.556,0.486,0.999803980788234
1707823643.14211,ACC,-0.674,0.553,0.483,0.996681493758162
1707823643.18199,ACC,-0.671,0.554,0.487,0.997158964257956
1707823643.22187,ACC,-0.668,0.558,0.481,0.994459149487801
1707823643.26175,ACC,-0.675,0.553,0.484,0.997842672970043
1707823643.30129,ACC,-0.672,0.551,0.483,0.994220297519619
1707823643.34082,ACC,-0.671,0.559,0.484,0.998487856711337
1707823643.38036,ACC,-0.673,0.555,0.484,0.997602125097977
1707823643.41955,ACC,-0.678,0.55,0.486,0.99918967168401
1707823643.45874,ACC,-0.674,0.552,0.484,0.996612261614315
1707823643.49862,ACC,-0.666,0.56,0.484,0.995696740980907
1707823643.5385,ACC,-0.674,0.552,0.485,0.997098290039653
1707823643.57838,ACC,-0.673,0.552,0.484,0.995936242939276
1707823643.61861,ACC,-0.673,0.552,0.484,0.995936242939276
1707823643.65883,ACC,-0.672,0.553,0.485,0.996302163000763
1707823643.69905,ACC,-0.672,0.555,0.485,0.997413655410833
1707823643.73962,ACC,-0.675,0.55,0.481,0.99472910885326
1707823643.78019,ACC,-0.673,0.553,0.488,0.99843978286124
1707823643.82076,ACC,-0.675,0.552,0.483,0.996803892448259
1707823643.85617,ACC,-0.673,0.556,0.486,0.999130121655833
1707823643.89158,ACC,-0.671,0.552,0.485,0.995072861653859
1707823643.92699,ACC,-0.673,0.552,0.485,0.996422601108586
1707823643.96653,ACC,-0.675,0.559,0.478,0.998293544003967
1707823644.00606,ACC,-0.668,0.561,0.479,0.995181390501249
1707823644.0456,ACC,-0.67,0.557,0.484,0.996697045244943
1707823644.08685,ACC,-0.676,0.557,0.477,0.997373550882517
1707823644.12811,ACC,-0.671,0.557,0.484,0.997369540340991
1707823644.16833,ACC,-0.669,0.553,0.485,0.994281147362254
1707823644.20856,ACC,-0.672,0.558,0.484,0.99860102142948
1707823644.24878,ACC,-0.667,0.56,0.479,0.993946678650319
1707823644.28875,ACC,-0.676,0.558,0.479,0.998889883821035
1707823644.32871,ACC,-0.675,0.551,0.482,0.995766036777716
1707823644.36868,ACC,-0.67,0.552,0.481,0.992454029162056
1707823644.40864,ACC,-0.664,0.561,0.486,0.995898087155508
1707823644.44852,ACC,-0.665,0.569,0.489,1.00255024811727
1707823644.4884,ACC,-0.674,0.551,0.482,0.995088438280739
1707823644.52828,ACC,-0.667,0.563,0.487,0.999513381601267
1707823644.56799,ACC,-0.663,0.563,0.478,0.992482745441955
1707823644.6077,ACC,-0.668,0.559,0.487,0.997934867614114
1707823644.64724,ACC,-0.668,0.555,0.492,0.998154797614078
1707823644.68677,ACC,-0.666,0.559,0.483,0.994648681696206
1707823644.72631,ACC,-0.667,0.565,0.482,0.998217411188565
1707823644.76756,ACC,-0.672,0.553,0.485,0.996302163000763
1707823644.80882,ACC,-0.673,0.554,0.482,0.996076804267623
1707823644.8487,ACC,-0.666,0.564,0.485,0.998437278951462
1707823644.88858,ACC,-0.67,0.559,0.485,0.998301557646786
1707823644.92846,ACC,-0.677,0.55,0.485,0.998025049785826
1707823644.96842,ACC,-0.668,0.555,0.483,0.993749465408661
1707823645.00839,ACC,-0.668,0.559,0.489,0.998912408572443
1707823645.04836,ACC,-0.67,0.558,0.483,0.996771287708469
1707823645.08832,ACC,-0.67,0.555,0.484,0.995580735048645
1707823645.12803,ACC,-0.672,0.554,0.483,0.99588603765692
1707823645.16774,ACC,-0.667,0.561,0.486,0.997900796672695
1707823645.20727,ACC,-0.674,0.553,0.485,0.997652244020932
1707823645.24681,ACC,-0.673,0.553,0.485,0.996976930525476
1707823645.28635,ACC,-0.669,0.558,0.485,0.997070709628961
1707823645.32709,ACC,-0.667,0.555,0.481,0.992106345106209
1707823645.36782,ACC,-0.674,0.555,0.483,0.997792563612297
