LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1707823886.874373,282634,42539,1,BI,1,100,840
1707823887.754139,283487,42674,1,BI,1,100,880
1707823888.551395,284260,42792,1,BI,1,100,800
1707823889.352776,285037,42908,1,BI,1,100,800
1707823890.193349,285852,43029,1,BI,1,100,840
1707823891.046299,286679,43131,1,BI,1,100,840
1707823891.841492,287450,43217,1,BI,1,100,800
1707823892.680003,288263,43352,1,BI,1,100,840
1707823893.481384,289040,43486,1,BI,1,100,800
1707823894.317832,289851,43619,1,BI,1,100,840
1707823895.117150,290626,43739,1,BI,1,100,800
1707823895.968037,291451,43871,1,BI,1,100,840
1707823896.762199,292221,44006,1,BI,1,100,800
1707823897.638870,293071,44138,1,BI,1,100,880
1707823898.397965,293807,44273,1,BI,1,100,760
1707823899.240601,294624,44408,1,BI,1,100,840
1707823900.054359,295413,44524,1,BI,1,100,800
1707823900.887712,296221,44648,1,BI,1,100,840
1707823901.722098,297030,44781,1,BI,1,100,840
1707823902.566797,297849,44913,1,BI,1,100,840
1707823903.403245,298660,45048,1,BI,1,100,840
1707823904.284042,299514,45199,1,BI,1,100,880
1707823905.175153,300378,45332,1,BI,1,100,880
1707823906.049762,301226,45457,1,BI,1,100,880
1707823906.883115,302034,45590,1,BI,1,100,840
1707823907.725752,302851,45723,1,BI,1,100,840
1707823908.524039,303625,45857,1,BI,1,100,800
1707823909.378020,304453,45992,1,BI,1,100,840
1707823910.210342,305260,46124,1,BI,1,100,840
