LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1707823628.734784,32348.000,2400,2,EL,1,100,-19185.000000
1707823628.734784,32348.000,2400,2,EL,1,100,-19184.199219
1707823628.801823,32413.000,2417,1,EL,1,100,-19184.000000
1707823628.868863,32478.000,2431,2,EL,1,100,-19184.000000
1707823628.935903,32543.000,2431,2,EL,1,100,-19184.000000
1707823629.002942,32608.000,2449,1,EL,1,100,-19184.000000
1707823629.068950,32672.000,2465,2,EL,1,100,-19184.000000
1707823629.134959,32736.000,2465,2,EL,1,100,-19184.000000
1707823629.200967,32800.000,2482,2,EL,1,100,-19184.000000
1707823629.266975,32864.000,2482,2,EL,1,100,-19184.000000
1707823629.335046,32930.000,2500,1,EL,1,100,-19183.800781
1707823629.402601,32995.500,2516,2,EL,1,100,-19183.800781
1707823629.470157,33061.000,2516,2,EL,1,100,-19183.000000
1707823629.536681,33125.500,2532,2,EL,1,100,-19183.000000
1707823629.603204,33190.000,2532,2,EL,1,100,-19183.000000
1707823629.668697,33253.500,2550,2,EL,1,100,-19183.000000
1707823629.734190,33317.000,2550,2,EL,1,100,-19183.000000
1707823629.801229,33382.000,2565,2,EL,1,100,-19183.400391
1707823629.868269,33447.000,2565,2,EL,1,100,-19183.599609
1707823629.935308,33512.000,2582,1,EL,1,100,-19183.400391
1707823630.001832,33576.500,2599,2,EL,1,100,-19183.199219
1707823630.068356,33641.000,2599,2,EL,1,100,-19183.000000
1707823630.132302,33703.000,2616,1,EL,1,100,-19183.199219
1707823630.199341,33768.000,2632,2,EL,1,100,-19183.199219
1707823630.266381,33833.000,2632,2,EL,1,100,-19183.000000
1707823630.332905,33897.500,2650,2,EL,1,100,-19183.000000
1707823630.399429,33962.000,2650,2,EL,1,100,-19182.800781
1707823630.465437,34026.000,2666,1,EL,1,100,-19182.199219
1707823630.531445,34090.000,2688,2,EL,1,100,-19182.000000
1707823630.597453,34154.000,2688,2,EL,1,100,-19182.000000
1707823630.663462,34218.000,2705,1,EL,1,100,-19182.000000
1707823630.729985,34282.500,2720,2,EL,1,100,-19181.400391
1707823630.796509,34347.000,2720,2,EL,1,100,-19181.599609
1707823630.863549,34412.000,2736,1,EL,1,100,-19181.400391
1707823630.930073,34476.500,2754,2,EL,1,100,-19181.000000
1707823630.996597,34541.000,2754,2,EL,1,100,-19181.199219
1707823631.062089,34604.500,2772,2,EL,1,100,-19181.400391
1707823631.127582,34668.000,2772,2,EL,1,100,-19181.000000
1707823631.193590,34732.000,2789,1,EL,1,100,-19181.000000
1707823631.259598,34796.000,2804,2,EL,1,100,-19181.000000
1707823631.325607,34860.000,2804,2,EL,1,100,-19180.400391
1707823631.393677,34926.000,2821,1,EL,1,100,-19180.400391
1707823631.459686,34990.000,2837,2,EL,1,100,-19180.000000
1707823631.525694,35054.000,2837,2,EL,1,100,-19180.400391
1707823631.592734,35119.000,2854,1,EL,1,100,-19180.000000
1707823631.658742,35183.000,2870,2,EL,1,100,-19180.000000
1707823631.724750,35247.000,2870,2,EL,1,100,-19180.000000
1707823631.790758,35311.000,2886,2,EL,1,100,-19180.000000
1707823631.856766,35375.000,2886,2,EL,1,100,-19179.800781
1707823631.923806,35440.000,2904,1,EL,1,100,-19180.000000
1707823631.990330,35504.500,2922,2,EL,1,100,-19179.800781
1707823632.056854,35569.000,2922,2,EL,1,100,-19179.400391
1707823632.121831,35632.000,2938,1,EL,1,100,-19179.000000
1707823632.188870,35697.000,2953,2,EL,1,100,-19179.000000
1707823632.255910,35762.000,2953,2,EL,1,100,-19178.800781
1707823632.322949,35827.000,2970,1,EL,1,100,-19179.000000
1707823632.388958,35891.000,2987,2,EL,1,100,-19178.800781
1707823632.454966,35955.000,2987,2,EL,1,100,-19179.000000
1707823632.520974,36019.000,3003,2,EL,1,100,-19179.000000
1707823632.586982,36083.000,3003,2,EL,1,100,-19178.599609
1707823632.655053,36149.000,3021,1,EL,1,100,-19178.800781
1707823632.722609,36214.500,3035,2,EL,1,100,-19178.800781
1707823632.790164,36280.000,3035,2,EL,1,100,-19178.400391
1707823632.857204,36345.000,3054,1,EL,1,100,-19178.199219
1707823632.923212,36409.000,3071,2,EL,1,100,-19178.000000
1707823632.989220,36473.000,3071,2,EL,1,100,-19178.000000
1707823633.054197,36536.000,3088,1,EL,1,100,-19178.000000
1707823633.120205,36600.000,3103,2,EL,1,100,-19178.199219
1707823633.186213,36664.000,3103,2,EL,1,100,-19178.000000
1707823633.253769,36729.500,3120,2,EL,1,100,-19178.199219
1707823633.321324,36795.000,3120,2,EL,1,100,-19178.000000
1707823633.390426,36862.000,3136,1,EL,1,100,-19178.000000
1707823633.456434,36926.000,3153,2,EL,1,100,-19178.000000
1707823633.522443,36990.000,3153,2,EL,1,100,-19178.000000
1707823633.588451,37054.000,3169,1,EL,1,100,-19178.000000
1707823633.654459,37118.000,3189,2,EL,1,100,-19177.800781
1707823633.720467,37182.000,3189,2,EL,1,100,-19178.000000
1707823633.786476,37246.000,3205,1,EL,1,100,-19177.599609
1707823633.853515,37311.000,3222,2,EL,1,100,-19177.199219
1707823633.920555,37376.000,3222,2,EL,1,100,-19177.400391
1707823633.988626,37442.000,3239,1,EL,1,100,-19177.199219
1707823634.055665,37507.000,3255,2,EL,1,100,-19177.199219
1707823634.122705,37572.000,3255,2,EL,1,100,-19177.199219
1707823634.188713,37636.000,3270,2,EL,1,100,-19177.000000
1707823634.254721,37700.000,3270,2,EL,1,100,-19177.199219
1707823634.320730,37764.000,3288,1,EL,1,100,-19177.000000
1707823634.387253,37828.500,3304,2,EL,1,100,-19177.000000
1707823634.453777,37893.000,3304,2,EL,1,100,-19177.000000
1707823634.518754,37956.000,3323,1,EL,1,100,-19177.000000
1707823634.584762,38020.000,3338,2,EL,1,100,-19177.000000
1707823634.650771,38084.000,3338,2,EL,1,100,-19177.000000
1707823634.717810,38149.000,3355,2,EL,1,100,-19177.000000
1707823634.784850,38214.000,3355,2,EL,1,100,-19176.800781
1707823634.850858,38278.000,3371,1,EL,1,100,-19177.000000
1707823634.917382,38342.500,3389,2,EL,1,100,-19177.000000
1707823634.983906,38407.000,3389,2,EL,1,100,-19176.800781
1707823635.051977,38473.000,3405,1,EL,1,100,-19177.000000
1707823635.118501,38537.500,3420,2,EL,1,100,-19176.400391
1707823635.185025,38602.000,3420,2,EL,1,100,-19177.000000
1707823635.252064,38667.000,3436,1,EL,1,100,-19177.000000
1707823635.318588,38731.500,3454,2,EL,1,100,-19176.800781
1707823635.385112,38796.000,3454,2,EL,1,100,-19176.400391
1707823635.451120,38860.000,3472,2,EL,1,100,-19176.400391
1707823635.517129,38924.000,3472,2,EL,1,100,-19176.599609
1707823635.583137,38988.000,3489,1,EL,1,100,-19176.800781
1707823635.649661,39052.500,3504,2,EL,1,100,-19176.599609
1707823635.716185,39117.000,3504,2,EL,1,100,-19176.199219
1707823635.782537,39181.333,3524,3,EL,1,100,-19176.400391
1707823635.848889,39245.667,3524,3,EL,1,100,-19176.199219
1707823635.915241,39310.000,3524,3,EL,1,100,-19176.199219
1707823635.981249,39374.000,3542,1,EL,1,100,-19176.199219
1707823636.047773,39438.500,3556,2,EL,1,100,-19176.199219
1707823636.114297,39503.000,3556,2,EL,1,100,-19176.000000
1707823636.180305,39567.000,3573,1,EL,1,100,-19176.000000
1707823636.246829,39631.500,3590,2,EL,1,100,-19176.000000
1707823636.313353,39696.000,3590,2,EL,1,100,-19176.000000
1707823636.379361,39760.000,3609,2,EL,1,100,-19176.000000
1707823636.445369,39824.000,3609,2,EL,1,100,-19176.000000
1707823636.511377,39888.000,3625,1,EL,1,100,-19176.000000
1707823636.577386,39952.000,3641,2,EL,1,100,-19175.800781
1707823636.643394,40016.000,3641,2,EL,1,100,-19175.599609
1707823636.711465,40082.000,3657,1,EL,1,100,-19176.000000
1707823636.776957,40145.500,3674,2,EL,1,100,-19175.400391
1707823636.842450,40209.000,3674,2,EL,1,100,-19175.400391
1707823636.908458,40273.000,3690,1,EL,1,100,-19175.599609
1707823636.974466,40337.000,3707,2,EL,1,100,-19175.400391
1707823637.040475,40401.000,3707,2,EL,1,100,-19175.000000
1707823637.106998,40465.500,3722,2,EL,1,100,-19175.000000
1707823637.173522,40530.000,3722,2,EL,1,100,-19175.000000
1707823637.240562,40595.000,3741,1,EL,1,100,-19175.000000
1707823637.308633,40661.000,3758,2,EL,1,100,-19175.000000
