LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1707823638.174647,41500.667,3894,3,AY,1,100,0.569
1707823638.214183,41539.000,3894,3,AY,1,100,0.562
1707823638.253891,41577.500,3912,2,AY,1,100,0.560
1707823638.293599,41616.000,3912,2,AY,1,100,0.563
1707823638.333479,41654.667,3926,3,AY,1,100,0.562
1707823638.373359,41693.333,3926,3,AY,1,100,0.562
1707823638.413239,41732.000,3926,3,AY,1,100,0.560
1707823638.453807,41771.333,3943,3,AY,1,100,0.566
1707823638.494374,41810.667,3943,3,AY,1,100,0.566
1707823638.534942,41850.000,3943,3,AY,1,100,0.573
1707823638.575166,41889.000,3959,2,AY,1,100,0.565
1707823638.615389,41928.000,3959,2,AY,1,100,0.566
1707823638.655269,41966.667,3979,3,AY,1,100,0.560
1707823638.695149,42005.333,3979,3,AY,1,100,0.567
1707823638.735029,42044.000,3979,3,AY,1,100,0.568
1707823638.775253,42083.000,3995,2,AY,1,100,0.563
1707823638.815477,42122.000,3995,2,AY,1,100,0.562
1707823638.855013,42160.333,4010,3,AY,1,100,0.563
1707823638.894549,42198.667,4010,3,AY,1,100,0.562
1707823638.934085,42237.000,4010,3,AY,1,100,0.569
1707823638.973965,42275.667,4029,3,AY,1,100,0.561
1707823639.013845,42314.333,4029,3,AY,1,100,0.564
1707823639.053725,42353.000,4029,3,AY,1,100,0.560
1707823639.089824,42388.000,4046,3,AY,1,100,0.534
1707823639.125922,42423.000,4046,3,AY,1,100,0.580
1707823639.162020,42458.000,4046,3,AY,1,100,0.535
1707823639.202244,42497.000,4062,2,AY,1,100,0.547
1707823639.242468,42536.000,4062,2,AY,1,100,0.571
1707823639.282348,42574.667,4079,3,AY,1,100,0.555
1707823639.322228,42613.333,4079,3,AY,1,100,0.552
1707823639.362107,42652.000,4079,3,AY,1,100,0.531
1707823639.401300,42690.000,4094,2,AY,1,100,0.560
1707823639.440492,42728.000,4094,2,AY,1,100,0.579
1707823639.480716,42767.000,4111,3,AY,1,100,0.555
1707823639.520940,42806.000,4111,3,AY,1,100,0.545
1707823639.561164,42845.000,4111,3,AY,1,100,0.558
1707823639.601387,42884.000,4128,3,AY,1,100,0.572
1707823639.641611,42923.000,4128,3,AY,1,100,0.544
1707823639.681835,42962.000,4128,3,AY,1,100,0.542
1707823639.722059,43001.000,4147,2,AY,1,100,0.553
1707823639.762282,43040.000,4147,2,AY,1,100,0.560
1707823639.802162,43078.667,4161,3,AY,1,100,0.562
1707823639.842042,43117.333,4161,3,AY,1,100,0.566
1707823639.881922,43156.000,4161,3,AY,1,100,0.543
1707823639.921630,43194.500,4179,2,AY,1,100,0.547
1707823639.961338,43233.000,4179,2,AY,1,100,0.555
1707823640.000531,43271.000,4195,3,AY,1,100,0.559
1707823640.039723,43309.000,4195,3,AY,1,100,0.551
1707823640.078916,43347.000,4195,3,AY,1,100,0.549
1707823640.119139,43386.000,4212,3,AY,1,100,0.555
1707823640.159363,43425.000,4212,3,AY,1,100,0.559
1707823640.199587,43464.000,4212,3,AY,1,100,0.546
1707823640.240326,43503.500,4227,2,AY,1,100,0.547
1707823640.281066,43543.000,4227,2,AY,1,100,0.546
1707823640.320946,43581.667,4244,3,AY,1,100,0.551
1707823640.360826,43620.333,4244,3,AY,1,100,0.540
1707823640.400706,43659.000,4244,3,AY,1,100,0.559
1707823640.440414,43697.500,4260,2,AY,1,100,0.562
1707823640.480122,43736.000,4260,2,AY,1,100,0.549
1707823640.520002,43774.667,4279,3,AY,1,100,0.547
1707823640.559882,43813.333,4279,3,AY,1,100,0.552
1707823640.599762,43852.000,4279,3,AY,1,100,0.550
1707823640.639298,43890.333,4296,3,AY,1,100,0.549
1707823640.678834,43928.667,4296,3,AY,1,100,0.547
1707823640.718370,43967.000,4296,3,AY,1,100,0.547
1707823640.759625,44007.000,4311,2,AY,1,100,0.554
1707823640.800880,44047.000,4311,2,AY,1,100,0.552
1707823640.840073,44085.000,4327,3,AY,1,100,0.552
1707823640.879265,44123.000,4327,3,AY,1,100,0.547
1707823640.918458,44161.000,4327,3,AY,1,100,0.551
1707823640.957994,44199.333,4345,3,AY,1,100,0.550
1707823640.997530,44237.667,4345,3,AY,1,100,0.559
1707823641.037066,44276.000,4345,3,AY,1,100,0.558
1707823641.076946,44314.667,4368,3,AY,1,100,0.549
1707823641.116826,44353.333,4368,3,AY,1,100,0.555
1707823641.156706,44392.000,4368,3,AY,1,100,0.556
1707823641.196586,44430.667,4385,3,AY,1,100,0.549
1707823641.236466,44469.333,4385,3,AY,1,100,0.550
1707823641.276346,44508.000,4385,3,AY,1,100,0.556
1707823641.316570,44547.000,4402,2,AY,1,100,0.556
1707823641.356793,44586.000,4402,2,AY,1,100,0.548
1707823641.396673,44624.667,4419,3,AY,1,100,0.551
1707823641.436553,44663.333,4419,3,AY,1,100,0.556
1707823641.476433,44702.000,4419,3,AY,1,100,0.550
1707823641.510813,44735.333,4435,3,AY,1,100,0.546
1707823641.545192,44768.667,4435,3,AY,1,100,0.557
1707823641.579571,44802.000,4435,3,AY,1,100,0.554
1707823641.619451,44840.667,4453,3,AY,1,100,0.556
1707823641.659331,44879.333,4453,3,AY,1,100,0.560
1707823641.699211,44918.000,4453,3,AY,1,100,0.545
1707823641.738919,44956.500,4469,2,AY,1,100,0.543
1707823641.778627,44995.000,4469,2,AY,1,100,0.563
1707823641.819882,45035.000,4486,3,AY,1,100,0.556
1707823641.861137,45075.000,4486,3,AY,1,100,0.545
1707823641.902393,45115.000,4486,3,AY,1,100,0.551
1707823641.942101,45153.500,4501,2,AY,1,100,0.557
1707823641.981809,45192.000,4501,2,AY,1,100,0.554
1707823642.021689,45230.667,4518,3,AY,1,100,0.547
1707823642.061569,45269.333,4518,3,AY,1,100,0.555
1707823642.101449,45308.000,4518,3,AY,1,100,0.552
1707823642.140985,45346.333,4534,3,AY,1,100,0.550
1707823642.180521,45384.667,4534,3,AY,1,100,0.554
1707823642.220057,45423.000,4534,3,AY,1,100,0.553
1707823642.260023,45461.750,4554,4,AY,1,100,0.554
1707823642.299989,45500.500,4554,4,AY,1,100,0.553
1707823642.339955,45539.250,4554,4,AY,1,100,0.553
1707823642.379921,45578.000,4554,4,AY,1,100,0.557
1707823642.420832,45617.667,4570,3,AY,1,100,0.553
1707823642.461744,45657.333,4570,3,AY,1,100,0.552
1707823642.502655,45697.000,4570,3,AY,1,100,0.554
1707823642.542363,45735.500,4587,2,AY,1,100,0.552
1707823642.582071,45774.000,4587,2,AY,1,100,0.553
1707823642.622295,45813.000,4604,3,AY,1,100,0.553
1707823642.662519,45852.000,4604,3,AY,1,100,0.553
1707823642.702742,45891.000,4604,3,AY,1,100,0.561
1707823642.741935,45929.000,4619,2,AY,1,100,0.554
1707823642.781127,45967.000,4619,2,AY,1,100,0.551
1707823642.820663,46005.333,4635,3,AY,1,100,0.557
1707823642.860199,46043.667,4635,3,AY,1,100,0.558
1707823642.899736,46082.000,4635,3,AY,1,100,0.551
1707823642.939959,46121.000,4653,4,AY,1,100,0.552
1707823642.980183,46160.000,4653,4,AY,1,100,0.561
1707823643.020407,46199.000,4653,4,AY,1,100,0.552
1707823643.060631,46238.000,4653,4,AY,1,100,0.554
1707823643.101370,46277.500,4671,2,AY,1,100,0.556
1707823643.142110,46317.000,4671,2,AY,1,100,0.553
1707823643.181990,46355.667,4688,3,AY,1,100,0.554
1707823643.221869,46394.333,4688,3,AY,1,100,0.558
1707823643.261749,46433.000,4688,3,AY,1,100,0.553
1707823643.301286,46471.333,4705,3,AY,1,100,0.551
1707823643.340822,46509.667,4705,3,AY,1,100,0.559
1707823643.380358,46548.000,4705,3,AY,1,100,0.555
1707823643.419550,46586.000,4720,2,AY,1,100,0.550
1707823643.458743,46624.000,4720,2,AY,1,100,0.552
1707823643.498623,46662.667,4736,3,AY,1,100,0.560
1707823643.538503,46701.333,4736,3,AY,1,100,0.552
1707823643.578383,46740.000,4736,3,AY,1,100,0.552
1707823643.618606,46779.000,4754,3,AY,1,100,0.552
1707823643.658830,46818.000,4754,3,AY,1,100,0.553
1707823643.699054,46857.000,4754,3,AY,1,100,0.555
1707823643.739621,46896.333,4772,3,AY,1,100,0.550
1707823643.780189,46935.667,4772,3,AY,1,100,0.553
1707823643.820757,46975.000,4772,3,AY,1,100,0.552
1707823643.856167,47009.333,4789,3,AY,1,100,0.556
1707823643.891578,47043.667,4789,3,AY,1,100,0.552
1707823643.926989,47078.000,4789,3,AY,1,100,0.552
1707823643.966525,47116.333,4808,3,AY,1,100,0.559
1707823644.006061,47154.667,4808,3,AY,1,100,0.561
1707823644.045597,47193.000,4808,3,AY,1,100,0.557
1707823644.086852,47233.000,4823,2,AY,1,100,0.557
1707823644.128107,47273.000,4823,2,AY,1,100,0.557
1707823644.168331,47312.000,4839,3,AY,1,100,0.553
1707823644.208555,47351.000,4839,3,AY,1,100,0.558
1707823644.248779,47390.000,4839,3,AY,1,100,0.560
1707823644.288745,47428.750,4857,4,AY,1,100,0.558
1707823644.328710,47467.500,4857,4,AY,1,100,0.551
1707823644.368676,47506.250,4857,4,AY,1,100,0.552
1707823644.408642,47545.000,4857,4,AY,1,100,0.561
1707823644.448522,47583.667,4873,3,AY,1,100,0.569
1707823644.488402,47622.333,4873,3,AY,1,100,0.551
1707823644.528282,47661.000,4873,3,AY,1,100,0.563
1707823644.567990,47699.500,4890,2,AY,1,100,0.563
1707823644.607698,47738.000,4890,2,AY,1,100,0.559
1707823644.647235,47776.333,4907,3,AY,1,100,0.555
1707823644.686771,47814.667,4907,3,AY,1,100,0.559
1707823644.726307,47853.000,4907,3,AY,1,100,0.565
1707823644.767562,47893.000,4924,2,AY,1,100,0.553
1707823644.808817,47933.000,4924,2,AY,1,100,0.554
1707823644.848697,47971.667,4940,3,AY,1,100,0.564
1707823644.888577,48010.333,4940,3,AY,1,100,0.559
1707823644.928457,48049.000,4940,3,AY,1,100,0.550
1707823644.968423,48087.750,4958,4,AY,1,100,0.555
1707823645.008389,48126.500,4958,4,AY,1,100,0.559
1707823645.048355,48165.250,4958,4,AY,1,100,0.558
1707823645.088321,48204.000,4958,4,AY,1,100,0.555
1707823645.128029,48242.500,4974,2,AY,1,100,0.554
1707823645.167737,48281.000,4974,2,AY,1,100,0.561
1707823645.207273,48319.333,4992,3,AY,1,100,0.553
1707823645.246809,48357.667,4992,3,AY,1,100,0.553
1707823645.286345,48396.000,4992,3,AY,1,100,0.558
1707823645.327085,48435.500,5008,4,AY,1,100,0.555
1707823645.367824,48475.000,5008,4,AY,1,100,0.555
1707823645.408564,48514.500,5008,4,AY,1,100,0.553
1707823645.449303,48554.000,5008,4,AY,1,100,0.558
1707823645.489183,48592.667,5025,3,AY,1,100,0.555
1707823645.529063,48631.333,5025,3,AY,1,100,0.554
1707823645.568943,48670.000,5025,3,AY,1,100,0.553
1707823645.608823,48708.667,5044,3,AY,1,100,0.559
1707823645.648703,48747.333,5044,3,AY,1,100,0.556
1707823645.688583,48786.000,5044,3,AY,1,100,0.552
1707823645.728463,48824.667,5061,3,AY,1,100,0.558
1707823645.768343,48863.333,5061,3,AY,1,100,0.555
1707823645.808223,48902.000,5061,3,AY,1,100,0.554
1707823645.847759,48940.333,5077,3,AY,1,100,0.556
1707823645.887295,48978.667,5077,3,AY,1,100,0.558
1707823645.926831,49017.000,5077,3,AY,1,100,0.553
1707823645.967055,49056.000,5094,2,AY,1,100,0.558
1707823646.007279,49095.000,5094,2,AY,1,100,0.555
1707823646.046471,49133.000,5109,3,AY,1,100,0.564
1707823646.085664,49171.000,5109,3,AY,1,100,0.552
1707823646.124856,49209.000,5109,3,AY,1,100,0.549
1707823646.160267,49243.333,5126,3,AY,1,100,0.570
1707823646.195677,49277.667,5126,3,AY,1,100,0.562
1707823646.231088,49312.000,5126,3,AY,1,100,0.559
1707823646.271484,49351.167,5149,6,AY,1,100,0.552
1707823646.311879,49390.333,5149,6,AY,1,100,0.560
1707823646.352275,49429.500,5149,6,AY,1,100,0.560
1707823646.392671,49468.667,5149,6,AY,1,100,0.551
1707823646.433066,49507.833,5149,6,AY,1,100,0.559
1707823646.473462,49547.000,5149,6,AY,1,100,0.557
1707823646.513342,49585.667,5165,3,AY,1,100,0.555
1707823646.553222,49624.333,5165,3,AY,1,100,0.554
1707823646.593102,49663.000,5165,3,AY,1,100,0.557
1707823646.633326,49702.000,5184,2,AY,1,100,0.558
1707823646.673549,49741.000,5184,2,AY,1,100,0.556
1707823646.712398,49778.667,5199,3,AY,1,100,0.557
1707823646.751247,49816.333,5199,3,AY,1,100,0.557
1707823646.790095,49854.000,5199,3,AY,1,100,0.561
1707823646.829975,49892.667,5216,3,AY,1,100,0.563
1707823646.869855,49931.333,5216,3,AY,1,100,0.555
1707823646.909735,49970.000,5216,3,AY,1,100,0.558
1707823646.949443,50008.500,5233,2,AY,1,100,0.561
1707823646.989151,50047.000,5233,2,AY,1,100,0.555
1707823647.029522,50086.143,5250,7,AY,1,100,0.551
1707823647.069893,50125.286,5250,7,AY,1,100,0.557
1707823647.110265,50164.429,5250,7,AY,1,100,0.560
