LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1707823630.555167,34113.000,2678,1,TL,1,100,2024-02-13_11-27-05-448968
1707823630.585077,34142.000,2681,1,TL,1,100,2024-02-13_11-27-10-577249
1707823635.824479,39222.000,3517,1,TL,1,100,2024-02-13_11-27-10-697810
1707823641.113388,44350.000,4353,1,TL,1,100,2024-02-13_11-27-15-938232
1707823641.137110,44373.000,4355,1,TL,1,100,2024-02-13_11-27-16-026846
1707823641.173208,44408.000,4358,1,TL,1,100,2024-02-13_11-27-21-181514
1707823646.389920,49466.000,5134,1,TL,1,100,2024-02-13_11-27-21-262148
1707823646.483776,49557.000,5137,1,TL,1,100,2024-02-13_11-27-26-480523
1707823651.659233,54575.000,5897,1,TL,1,100,2024-02-13_11-27-26-554502
1707823651.708739,54623.000,5900,1,TL,1,100,2024-02-13_11-27-31-696710
1707823656.926483,59682.000,6736,1,TL,1,100,2024-02-13_11-27-31-771832
1707823656.949173,59704.000,6739,1,TL,1,100,2024-02-13_11-27-36-939673
1707823662.233956,64828.000,7591,1,TL,1,100,2024-02-13_11-27-36-992878
1707823667.524928,69958.000,8427,1,TL,1,100,2024-02-13_11-27-42-249647
1707823667.554838,69987.000,8429,1,TL,1,100,2024-02-13_11-27-42-454259
1707823667.592999,70024.000,8432,1,TL,1,100,2024-02-13_11-27-47-575679
1707823672.790115,75063.000,9268,1,TL,1,100,2024-02-13_11-27-47-672383
1707823672.840652,75112.000,9271,1,TL,1,100,2024-02-13_11-27-52-828322
1707823678.155346,80265.000,10107,1,TL,1,100,2024-02-13_11-27-52-884691
1707823678.235793,80343.000,10110,1,TL,1,100,2024-02-13_11-27-58-224986
1707823683.513357,85460.000,10858,1,TL,1,100,2024-02-13_11-27-58-301555
1707823683.543267,85489.000,10861,1,TL,1,100,2024-02-13_11-28-03-535043
1707823688.823924,90609.000,11716,1,TL,1,100,2024-02-13_11-28-03-651417
1707823694.100457,95725.000,12552,1,TL,1,100,2024-02-13_11-28-09-008007
1707823694.129335,95753.000,12555,1,TL,1,100,2024-02-13_11-28-14-141672
1707823699.376989,100841.000,13395,1,TL,1,100,2024-02-13_11-28-14-300618
1707823699.428558,100891.000,13398,1,TL,1,100,2024-02-13_11-28-19-452440
1707823704.638050,105942.000,14233,1,TL,1,100,2024-02-13_11-28-19-523281
1707823704.673117,105976.000,14236,1,TL,1,100,2024-02-13_11-28-24-702328
1707823709.908394,111052.000,15072,1,TL,1,100,2024-02-13_11-28-24-771067
1707823709.941398,111084.000,15075,1,TL,1,100,2024-02-13_11-28-29-974450
1707823715.178738,116162.000,15879,1,TL,1,100,2024-02-13_11-28-30-038881
1707823720.448051,121271.000,16607,1,TL,1,100,2024-02-13_11-28-35-401212
1707823720.465584,121288.000,16609,1,TL,1,100,2024-02-13_11-28-35-401282
1707823720.566659,121386.000,16612,1,TL,1,100,2024-02-13_11-28-40-612044
1707823725.746242,126408.000,17447,1,TL,1,100,2024-02-13_11-28-40-682983
1707823725.786466,126447.000,17450,1,TL,1,100,2024-02-13_11-28-45-841719
1707823731.008335,131510.000,18288,1,TL,1,100,2024-02-13_11-28-45-893563
1707823731.031025,131532.000,18291,1,TL,1,100,2024-02-13_11-28-51-095435
1707823736.306526,136647.000,19142,1,TL,1,100,2024-02-13_11-28-51-165527
1707823736.329216,136669.000,19145,1,TL,1,100,2024-02-13_11-28-56-401499
1707823741.575838,141756.000,19980,1,TL,1,100,2024-02-13_11-28-56-490458
1707823741.638753,141817.000,19983,1,TL,1,100,2024-02-13_11-29-01-714833
1707823746.841026,146861.000,20821,1,TL,1,100,2024-02-13_11-29-01-854454
1707823746.865779,146885.000,20824,1,TL,1,100,2024-02-13_11-29-06-948265
1707823752.114464,151974.000,21612,1,TL,1,100,2024-02-13_11-29-07-091222
1707823757.376556,157076.000,22340,1,TL,1,100,2024-02-13_11-29-12-335897
1707823757.396153,157095.000,22342,1,TL,1,100,2024-02-13_11-29-12-389077
1707823757.501353,157197.000,22345,1,TL,1,100,2024-02-13_11-29-17-585855
1707823762.677842,162216.000,23180,1,TL,1,100,2024-02-13_11-29-17-657553
1707823762.723222,162260.000,23183,1,TL,1,100,2024-02-13_11-29-22-820952
1707823767.938903,167317.000,24019,1,TL,1,100,2024-02-13_11-29-22-873579
1707823767.966751,167344.000,24022,1,TL,1,100,2024-02-13_11-29-28-063392
1707823773.271130,172487.000,24879,1,TL,1,100,2024-02-13_11-29-28-131034
1707823773.315479,172530.000,24882,1,TL,1,100,2024-02-13_11-29-33-405004
1707823778.539411,177595.000,25717,1,TL,1,100,2024-02-13_11-29-33-470358
1707823778.595106,177649.000,25720,1,TL,1,100,2024-02-13_11-29-38-682836
1707823783.816975,182712.000,26559,1,TL,1,100,2024-02-13_11-29-38-756959
1707823783.913924,182806.000,26562,1,TL,1,100,2024-02-13_11-29-43-990623
1707823789.115166,187849.000,27291,1,TL,1,100,2024-02-13_11-29-44-085904
1707823789.150233,187883.000,27294,1,TL,1,100,2024-02-13_11-29-49-229715
1707823794.383447,192957.000,28128,1,TL,1,100,2024-02-13_11-29-49-280164
1707823794.408200,192981.000,28131,1,TL,1,100,2024-02-13_11-29-54-483751
1707823799.692983,198105.000,28984,1,TL,1,100,2024-02-13_11-29-54-555460
1707823799.731144,198142.000,28987,1,TL,1,100,2024-02-13_11-29-59-797040
1707823804.968484,203220.000,29823,1,TL,1,100,2024-02-13_11-29-59-856505
1707823805.000457,203251.000,29826,1,TL,1,100,2024-02-13_11-30-05-060341
1707823810.238828,208330.000,30660,1,TL,1,100,2024-02-13_11-30-05-127297
1707823810.261518,208352.000,30663,1,TL,1,100,2024-02-13_11-30-10-321440
1707823815.558678,213488.000,31514,1,TL,1,100,2024-02-13_11-30-10-424496
1707823815.596839,213525.000,31517,1,TL,1,100,2024-02-13_11-30-15-644838
1707823820.864089,218632.000,32319,1,TL,1,100,2024-02-13_11-30-15-770014
1707823826.131339,223739.000,33078,1,TL,1,100,2024-02-13_11-30-21-079015
1707823831.441907,228888.000,33914,1,TL,1,100,2024-02-13_11-30-26-256832
1707823831.471817,228917.000,33916,1,TL,1,100,2024-02-13_11-30-26-399179
1707823836.702968,233989.000,34737,1,TL,1,100,2024-02-13_11-30-31-711990
1707823836.735972,234021.000,34740,1,TL,1,100,2024-02-13_11-30-36-752961
1707823841.973312,239099.000,35575,1,TL,1,100,2024-02-13_11-30-36-946732
1707823842.003222,239128.000,35578,1,TL,1,100,2024-02-13_11-30-42-010714
1707823847.275629,244240.000,36414,1,TL,1,100,2024-02-13_11-30-42-154670
1707823847.307601,244271.000,36417,1,TL,1,100,2024-02-13_11-30-47-306306
1707823852.596510,249399.000,37238,1,TL,1,100,2024-02-13_11-30-47-492282
1707823852.621263,249423.000,37241,1,TL,1,100,2024-02-13_11-30-52-616667
1707823857.894701,254536.000,37969,1,TL,1,100,2024-02-13_11-30-52-763207
1707823857.918423,254559.000,37972,1,TL,1,100,2024-02-13_11-30-57-908923
1707823863.183610,259664.000,38807,1,TL,1,100,2024-02-13_11-30-58-054261
1707823863.270246,259748.000,38810,1,TL,1,100,2024-02-13_11-31-03-258085
1707823868.486958,264806.000,39647,1,TL,1,100,2024-02-13_11-31-03-354998
1707823868.528213,264846.000,39650,1,TL,1,100,2024-02-13_11-31-08-502858
1707823873.766584,269925.000,40487,1,TL,1,100,2024-02-13_11-31-08-723457
1707823879.064776,275062.000,41325,1,TL,1,100,2024-02-13_11-31-13-773727
1707823879.082309,275079.000,41327,1,TL,1,100,2024-02-13_11-31-13-966115
1707823884.363998,280200.000,42163,1,TL,1,100,2024-02-13_11-31-19-207407
1707823884.385657,280221.000,42165,1,TL,1,100,2024-02-13_11-31-19-245043
1707823884.481575,280314.000,42168,1,TL,1,100,2024-02-13_11-31-24-455015
1707823889.656001,285331.000,42959,1,TL,1,100,2024-02-13_11-31-24-551062
1707823894.940784,290455.000,43718,1,TL,1,100,2024-02-13_11-31-29-793499
1707823900.243101,295596.000,44558,1,TL,1,100,2024-02-13_11-31-35-003308
1707823900.259603,295612.000,44560,1,TL,1,100,2024-02-13_11-31-35-098161
1707823905.557794,300749.000,45382,1,TL,1,100,2024-02-13_11-31-40-327489
1707823905.576359,300767.000,45384,1,TL,1,100,2024-02-13_11-31-40-436791
1707823905.606269,300796.000,45387,1,TL,1,100,2024-02-13_11-31-45-577923
