LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1707823628.734784,32348.000,2409,9,MX,1,100,37
1707823628.734784,32348.000,2409,9,MX,1,100,37
1707823628.734784,32348.000,2409,9,MX,1,100,37
1707823628.734784,32348.000,2409,9,MX,1,100,38
1707823628.734784,32348.000,2409,9,MX,1,100,38
1707823628.734784,32348.000,2409,9,MX,1,100,38
1707823628.734784,32348.000,2409,9,MX,1,100,38
1707823628.734784,32348.000,2409,9,MX,1,100,38
1707823628.734784,32348.000,2409,9,MX,1,100,37
1707823628.775523,32387.500,2424,2,MX,1,100,38
1707823628.816263,32427.000,2424,2,MX,1,100,38
1707823628.856143,32465.667,2440,3,MX,1,100,38
1707823628.896023,32504.333,2440,3,MX,1,100,37
1707823628.935903,32543.000,2440,3,MX,1,100,37
1707823628.975783,32581.667,2458,3,MX,1,100,37
1707823629.015663,32620.333,2458,3,MX,1,100,38
1707823629.055543,32659.000,2458,3,MX,1,100,38
1707823629.095251,32697.500,2474,2,MX,1,100,38
1707823629.134959,32736.000,2474,2,MX,1,100,38
1707823629.174839,32774.667,2490,3,MX,1,100,38
1707823629.214719,32813.333,2490,3,MX,1,100,38
1707823629.254599,32852.000,2490,3,MX,1,100,38
1707823629.295166,32891.333,2508,3,MX,1,100,38
1707823629.335734,32930.667,2508,3,MX,1,100,37
1707823629.376301,32970.000,2508,3,MX,1,100,38
1707823629.416525,33009.000,2525,2,MX,1,100,38
1707823629.456749,33048.000,2525,2,MX,1,100,38
1707823629.496766,33086.800,2541,5,MX,1,100,38
1707823629.536784,33125.600,2541,5,MX,1,100,37
1707823629.576801,33164.400,2541,5,MX,1,100,37
1707823629.616819,33203.200,2541,5,MX,1,100,38
1707823629.656836,33242.000,2541,5,MX,1,100,37
1707823629.695513,33279.500,2558,2,MX,1,100,38
1707823629.734190,33317.000,2558,2,MX,1,100,38
1707823629.769944,33351.667,2574,3,MX,1,100,38
1707823629.805698,33386.333,2574,3,MX,1,100,37
1707823629.841453,33421.000,2574,3,MX,1,100,38
1707823629.881333,33459.667,2591,3,MX,1,100,37
1707823629.921213,33498.333,2591,3,MX,1,100,38
1707823629.961093,33537.000,2591,3,MX,1,100,37
1707823630.000629,33575.333,2608,3,MX,1,100,38
1707823630.040165,33613.667,2608,3,MX,1,100,37
1707823630.079701,33652.000,2608,3,MX,1,100,38
1707823630.119925,33691.000,2623,2,MX,1,100,37
1707823630.160149,33730.000,2623,2,MX,1,100,38
1707823630.200029,33768.667,2641,3,MX,1,100,39
1707823630.239909,33807.333,2641,3,MX,1,100,38
1707823630.279789,33846.000,2641,3,MX,1,100,37
1707823630.319669,33884.667,2659,3,MX,1,100,38
1707823630.359549,33923.333,2659,3,MX,1,100,37
1707823630.399429,33962.000,2659,3,MX,1,100,37
1707823630.439137,34000.500,2675,2,MX,1,100,38
1707823630.478845,34039.000,2675,2,MX,1,100,39
1707823630.518381,34077.333,2697,3,MX,1,100,38
