LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1707823720.463006,121285.500,16610,2,AK,1,100,15881
1707823720.468678,121291.000,16610,2,AK,1,100,RD
1707823720.519216,121340.000,16613,2,AK,1,100,16611
1707823720.569753,121389.000,16613,2,AK,1,100,RD
1707823723.161092,123901.500,17448,2,AK,1,100,16611
1707823725.752430,126414.000,17448,2,AK,1,100,RD
1707823725.770995,126432.000,17451,2,AK,1,100,17449
1707823725.789560,126450.000,17451,2,AK,1,100,RD
1707823728.399979,128981.000,18289,2,AK,1,100,17449
1707823731.010398,131512.000,18289,2,AK,1,100,RD
1707823731.022258,131523.500,18292,2,AK,1,100,18290
1707823731.034119,131535.000,18292,2,AK,1,100,RD
1707823733.671354,134092.000,19143,2,AK,1,100,18290
1707823736.308589,136649.000,19143,2,AK,1,100,RD
1707823736.320965,136661.000,19146,2,AK,1,100,19144
1707823736.333342,136673.000,19146,2,AK,1,100,RD
1707823738.957169,139217.000,19981,2,AK,1,100,19144
1707823741.580995,141761.000,19981,2,AK,1,100,RD
1707823741.611421,141790.500,19984,2,AK,1,100,19982
1707823741.641847,141820.000,19984,2,AK,1,100,RD
1707823744.242467,144341.500,20822,2,AK,1,100,19982
1707823746.843088,146863.000,20822,2,AK,1,100,RD
1707823746.855981,146875.500,20825,2,AK,1,100,20823
1707823746.868873,146888.000,20825,2,AK,1,100,RD
1707823749.494247,149433.500,21613,2,AK,1,100,20823
1707823752.119620,151979.000,21613,2,AK,1,100,RD
1707823754.752730,154532.000,22341,2,AK,1,100,21614
1707823757.385839,157085.000,22341,2,AK,1,100,RD
1707823757.393574,157092.500,22343,2,AK,1,100,21614
1707823757.401310,157100.000,22343,2,AK,1,100,RD
1707823757.452363,157149.500,22346,2,AK,1,100,22344
1707823757.503416,157199.000,22346,2,AK,1,100,RD
1707823760.093207,159710.000,23181,2,AK,1,100,22344
1707823762.682999,162221.000,23181,2,AK,1,100,RD
1707823762.705689,162243.000,23184,2,AK,1,100,23182
1707823762.728379,162265.000,23184,2,AK,1,100,RD
1707823765.335188,164792.500,24020,2,AK,1,100,23182
1707823767.941997,167320.000,24020,2,AK,1,100,RD
1707823767.955921,167333.500,24023,2,AK,1,100,24021
1707823767.969845,167347.000,24023,2,AK,1,100,RD
1707823770.622550,169919.000,24880,2,AK,1,100,24021
1707823773.275255,172491.000,24880,2,AK,1,100,RD
1707823773.296914,172512.000,24883,2,AK,1,100,24881
1707823773.318573,172533.000,24883,2,AK,1,100,RD
1707823775.930539,175065.500,25718,2,AK,1,100,24881
1707823778.542505,177598.000,25718,2,AK,1,100,RD
1707823778.569837,177624.500,25721,2,AK,1,100,25719
1707823778.597168,177651.000,25721,2,AK,1,100,RD
1707823781.208619,180183.000,26560,2,AK,1,100,25719
1707823783.820069,182715.000,26560,2,AK,1,100,RD
1707823783.868544,182762.000,26563,2,AK,1,100,26561
1707823783.917018,182809.000,26563,2,AK,1,100,RD
1707823786.517639,185330.500,27292,2,AK,1,100,26561
1707823789.118260,187852.000,27292,2,AK,1,100,RD
1707823789.136309,187869.500,27295,2,AK,1,100,27293
1707823789.154358,187887.000,27295,2,AK,1,100,RD
1707823791.770965,190424.000,28129,2,AK,1,100,27293
1707823794.387573,192961.000,28129,2,AK,1,100,RD
1707823794.399433,192972.500,28132,2,AK,1,100,28130
1707823794.411294,192984.000,28132,2,AK,1,100,RD
1707823797.054202,195546.500,28985,2,AK,1,100,28130
1707823799.697109,198109.000,28985,2,AK,1,100,RD
1707823799.716189,198127.500,28988,2,AK,1,100,28986
1707823799.735270,198146.000,28988,2,AK,1,100,RD
1707823802.353424,200684.500,29824,2,AK,1,100,28986
1707823804.971578,203223.000,29824,2,AK,1,100,RD
1707823804.987049,203238.000,29827,2,AK,1,100,29825
1707823805.002520,203253.000,29827,2,AK,1,100,RD
1707823807.622221,205793.000,30661,2,AK,1,100,29825
1707823810.241922,208333.000,30661,2,AK,1,100,RD
1707823810.253267,208344.000,30664,2,AK,1,100,30662
1707823810.264613,208355.000,30664,2,AK,1,100,RD
1707823812.914224,210924.000,31515,2,AK,1,100,30662
1707823815.563835,213493.000,31515,2,AK,1,100,RD
1707823815.581884,213510.500,31518,2,AK,1,100,31516
1707823815.599933,213528.000,31518,2,AK,1,100,RD
1707823818.234590,216082.500,32320,2,AK,1,100,31516
1707823820.869246,218637.000,32320,2,AK,1,100,RD
1707823823.503387,221191.000,33079,2,AK,1,100,32321
1707823826.137527,223745.000,33079,2,AK,1,100,RD
1707823828.796936,226323.500,33915,2,AK,1,100,33080
1707823831.456346,228902.000,33915,2,AK,1,100,RD
1707823831.466660,228912.000,33917,2,AK,1,100,33080
1707823831.476973,228922.000,33917,2,AK,1,100,RD
1707823834.091002,231456.500,34738,2,AK,1,100,33918
1707823836.705031,233991.000,34738,2,AK,1,100,RD
1707823836.722049,234007.500,34741,2,AK,1,100,34739
1707823836.739066,234024.000,34741,2,AK,1,100,RD
1707823839.357736,236563.000,35576,2,AK,1,100,34739
1707823841.976406,239102.000,35576,2,AK,1,100,RD
1707823841.991877,239117.000,35579,2,AK,1,100,35577
1707823842.007347,239132.000,35579,2,AK,1,100,RD
1707823844.643035,241687.500,36415,2,AK,1,100,35577
1707823847.278723,244243.000,36415,2,AK,1,100,RD
1707823847.294193,244258.000,36418,2,AK,1,100,36416
1707823847.309664,244273.000,36418,2,AK,1,100,RD
1707823849.954634,246837.500,37239,2,AK,1,100,36416
1707823852.599604,249402.000,37239,2,AK,1,100,RD
1707823852.611465,249413.500,37242,2,AK,1,100,37240
1707823852.623326,249425.000,37242,2,AK,1,100,RD
1707823855.261076,251982.500,37970,2,AK,1,100,37240
1707823857.898827,254540.000,37970,2,AK,1,100,RD
1707823857.910172,254551.000,37973,2,AK,1,100,37971
1707823857.921517,254562.000,37973,2,AK,1,100,RD
1707823860.555142,257115.500,38808,2,AK,1,100,37971
1707823863.188767,259669.000,38808,2,AK,1,100,RD
1707823863.231053,259710.000,38811,2,AK,1,100,38809
1707823863.273340,259751.000,38811,2,AK,1,100,RD
1707823865.881696,262280.000,39648,2,AK,1,100,38809
1707823868.490052,264809.000,39648,2,AK,1,100,RD
1707823868.510680,264829.000,39651,2,AK,1,100,39649
1707823868.531307,264849.000,39651,2,AK,1,100,RD
1707823871.150493,267388.500,40488,2,AK,1,100,39649
1707823873.769679,269928.000,40488,2,AK,1,100,RD
1707823876.421353,272499.000,41326,2,AK,1,100,40489
1707823879.073027,275070.000,41326,2,AK,1,100,RD
1707823879.078699,275075.500,41328,2,AK,1,100,40489
1707823879.084372,275081.000,41328,2,AK,1,100,RD
1707823881.731405,277647.500,42164,2,AK,1,100,41329
1707823884.378437,280214.000,42164,2,AK,1,100,RD
1707823884.385141,280220.500,42166,2,AK,1,100,41329
1707823884.391845,280227.000,42166,2,AK,1,100,RD
1707823884.438257,280272.000,42169,2,AK,1,100,42167
1707823884.484669,280317.000,42169,2,AK,1,100,RD
1707823887.072398,282826.000,42960,2,AK,1,100,42167
1707823889.660127,285335.000,42960,2,AK,1,100,RD
1707823892.303034,287897.500,43719,2,AK,1,100,42961
1707823894.945941,290460.000,43719,2,AK,1,100,RD
1707823897.598647,293032.000,44559,2,AK,1,100,43720
1707823900.251352,295604.000,44559,2,AK,1,100,RD
1707823900.258056,295610.500,44561,2,AK,1,100,43720
1707823900.264760,295617.000,44561,2,AK,1,100,RD
1707823902.915918,298187.500,45383,2,AK,1,100,44562
1707823905.567077,300758.000,45383,2,AK,1,100,RD
1707823905.572749,300763.500,45385,2,AK,1,100,44562
1707823905.578422,300769.000,45385,2,AK,1,100,RD
1707823905.593892,300784.000,45388,2,AK,1,100,45386
1707823905.609363,300799.000,45388,2,AK,1,100,RD
