LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1707823644.408642,47545.000,4861,4,GZ,1,100,1.984
1707823644.448522,47583.667,4877,3,GZ,1,100,0.732
1707823644.488402,47622.333,4877,3,GZ,1,100,-0.793
1707823644.528282,47661.000,4877,3,GZ,1,100,0.061
1707823644.567990,47699.500,4894,2,GZ,1,100,0.336
1707823644.607698,47738.000,4894,2,GZ,1,100,-0.519
1707823644.647235,47776.333,4911,3,GZ,1,100,-1.007
1707823644.686771,47814.667,4911,3,GZ,1,100,-0.397
1707823644.726307,47853.000,4911,3,GZ,1,100,-0.458
1707823644.767562,47893.000,4928,2,GZ,1,100,-1.770
1707823644.808817,47933.000,4928,2,GZ,1,100,-1.526
1707823644.848697,47971.667,4944,3,GZ,1,100,-0.275
