LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1707823628.734784,32348.000,2399,2,EA,1,100,4.068928
1707823628.734784,32348.000,2399,2,EA,1,100,4.059348
1707823628.801823,32413.000,2416,1,EA,1,100,4.056976
1707823628.868863,32478.000,2430,2,EA,1,100,4.056976
1707823628.935903,32543.000,2430,2,EA,1,100,4.056976
1707823629.002942,32608.000,2448,1,EA,1,100,4.056976
1707823629.068950,32672.000,2464,2,EA,1,100,4.056976
1707823629.134959,32736.000,2464,2,EA,1,100,4.056976
1707823629.200967,32800.000,2481,2,EA,1,100,4.056976
1707823629.266975,32864.000,2481,2,EA,1,100,4.056976
1707823629.335046,32930.000,2499,1,EA,1,100,4.054607
1707823629.402601,32995.500,2515,2,EA,1,100,4.054607
1707823629.470157,33061.000,2515,2,EA,1,100,4.045111
1707823629.536681,33125.500,2531,2,EA,1,100,4.045111
1707823629.603204,33190.000,2531,2,EA,1,100,4.045111
1707823629.668697,33253.500,2549,2,EA,1,100,4.045111
1707823629.734190,33317.000,2549,2,EA,1,100,4.045111
1707823629.801229,33382.000,2564,2,EA,1,100,4.049862
1707823629.868269,33447.000,2564,2,EA,1,100,4.052225
1707823629.935308,33512.000,2581,1,EA,1,100,4.049862
1707823630.001832,33576.500,2598,2,EA,1,100,4.047469
1707823630.068356,33641.000,2598,2,EA,1,100,4.045111
1707823630.132302,33703.000,2615,1,EA,1,100,4.047469
1707823630.199341,33768.000,2631,2,EA,1,100,4.047469
1707823630.266381,33833.000,2631,2,EA,1,100,4.045111
1707823630.332905,33897.500,2649,2,EA,1,100,4.045111
1707823630.399429,33962.000,2649,2,EA,1,100,4.042756
1707823630.465437,34026.000,2665,1,EA,1,100,4.035643
1707823630.531445,34090.000,2687,2,EA,1,100,4.033299
1707823630.597453,34154.000,2687,2,EA,1,100,4.033299
1707823630.663462,34218.000,2704,1,EA,1,100,4.033299
1707823630.729985,34282.500,2719,2,EA,1,100,4.026251
1707823630.796509,34347.000,2719,2,EA,1,100,4.028603
1707823630.863549,34412.000,2735,1,EA,1,100,4.026251
1707823630.930073,34476.500,2753,2,EA,1,100,4.021572
1707823630.996597,34541.000,2753,2,EA,1,100,4.023902
1707823631.062089,34604.500,2771,2,EA,1,100,4.026251
1707823631.127582,34668.000,2771,2,EA,1,100,4.021572
1707823631.193590,34732.000,2788,1,EA,1,100,4.021572
1707823631.259598,34796.000,2803,2,EA,1,100,4.021572
1707823631.325607,34860.000,2803,2,EA,1,100,4.014565
1707823631.393677,34926.000,2820,1,EA,1,100,4.014565
1707823631.459686,34990.000,2836,2,EA,1,100,4.009896
1707823631.525694,35054.000,2836,2,EA,1,100,4.014565
1707823631.592734,35119.000,2853,1,EA,1,100,4.009896
1707823631.658742,35183.000,2869,2,EA,1,100,4.009896
1707823631.724750,35247.000,2869,2,EA,1,100,4.009896
1707823631.790758,35311.000,2885,2,EA,1,100,4.009896
1707823631.856766,35375.000,2885,2,EA,1,100,4.007582
1707823631.923806,35440.000,2903,1,EA,1,100,4.009896
1707823631.990330,35504.500,2921,2,EA,1,100,4.007582
1707823632.056854,35569.000,2921,2,EA,1,100,4.002930
1707823632.121831,35632.000,2937,1,EA,1,100,3.998305
1707823632.188870,35697.000,2952,2,EA,1,100,3.998305
1707823632.255910,35762.000,2952,2,EA,1,100,3.996004
1707823632.322949,35827.000,2969,1,EA,1,100,3.998305
1707823632.388958,35891.000,2986,2,EA,1,100,3.996004
1707823632.454966,35955.000,2986,2,EA,1,100,3.998305
1707823632.520974,36019.000,3002,2,EA,1,100,3.998305
1707823632.586982,36083.000,3002,2,EA,1,100,3.993674
1707823632.655053,36149.000,3020,1,EA,1,100,3.996004
1707823632.722609,36214.500,3034,2,EA,1,100,3.996004
1707823632.790164,36280.000,3034,2,EA,1,100,3.991379
1707823632.857204,36345.000,3053,1,EA,1,100,3.989054
1707823632.923212,36409.000,3070,2,EA,1,100,3.986764
1707823632.989220,36473.000,3070,2,EA,1,100,3.986764
1707823633.054197,36536.000,3087,1,EA,1,100,3.986764
1707823633.120205,36600.000,3102,2,EA,1,100,3.989054
1707823633.186213,36664.000,3102,2,EA,1,100,3.986764
1707823633.253769,36729.500,3119,2,EA,1,100,3.989054
1707823633.321324,36795.000,3119,2,EA,1,100,3.986764
1707823633.390426,36862.000,3135,1,EA,1,100,3.986764
1707823633.456434,36926.000,3152,2,EA,1,100,3.986764
1707823633.522443,36990.000,3152,2,EA,1,100,3.986764
1707823633.588451,37054.000,3168,1,EA,1,100,3.986764
1707823633.654459,37118.000,3188,2,EA,1,100,3.984477
1707823633.720467,37182.000,3188,2,EA,1,100,3.986764
1707823633.786476,37246.000,3204,1,EA,1,100,3.982176
1707823633.853515,37311.000,3221,2,EA,1,100,3.977582
1707823633.920555,37376.000,3221,2,EA,1,100,3.979878
1707823633.988626,37442.000,3238,1,EA,1,100,3.977582
1707823634.055665,37507.000,3254,2,EA,1,100,3.977582
1707823634.122705,37572.000,3254,2,EA,1,100,3.977582
1707823634.188713,37636.000,3269,2,EA,1,100,3.975305
1707823634.254721,37700.000,3269,2,EA,1,100,3.977582
1707823634.320730,37764.000,3287,1,EA,1,100,3.975305
1707823634.387253,37828.500,3303,2,EA,1,100,3.975305
1707823634.453777,37893.000,3303,2,EA,1,100,3.975305
1707823634.518754,37956.000,3322,1,EA,1,100,3.975305
1707823634.584762,38020.000,3337,2,EA,1,100,3.975305
1707823634.650771,38084.000,3337,2,EA,1,100,3.975305
1707823634.717810,38149.000,3354,2,EA,1,100,3.975305
1707823634.784850,38214.000,3354,2,EA,1,100,3.973031
1707823634.850858,38278.000,3370,1,EA,1,100,3.975305
1707823634.917382,38342.500,3388,2,EA,1,100,3.975305
1707823634.983906,38407.000,3388,2,EA,1,100,3.973031
1707823635.051977,38473.000,3404,1,EA,1,100,3.975305
1707823635.118501,38537.500,3419,2,EA,1,100,3.968459
1707823635.185025,38602.000,3419,2,EA,1,100,3.975305
1707823635.252064,38667.000,3435,1,EA,1,100,3.975305
1707823635.318588,38731.500,3453,2,EA,1,100,3.973031
1707823635.385112,38796.000,3453,2,EA,1,100,3.968459
1707823635.451120,38860.000,3471,2,EA,1,100,3.968459
1707823635.517129,38924.000,3471,2,EA,1,100,3.970728
1707823635.583137,38988.000,3488,1,EA,1,100,3.973031
1707823635.649661,39052.500,3503,2,EA,1,100,3.970728
1707823635.716185,39117.000,3503,2,EA,1,100,3.966161
1707823635.782537,39181.333,3523,3,EA,1,100,3.968459
1707823635.848889,39245.667,3523,3,EA,1,100,3.966161
1707823635.915241,39310.000,3523,3,EA,1,100,3.966161
1707823635.981249,39374.000,3541,1,EA,1,100,3.966161
1707823636.047773,39438.500,3555,2,EA,1,100,3.966161
1707823636.114297,39503.000,3555,2,EA,1,100,3.963897
1707823636.180305,39567.000,3572,1,EA,1,100,3.963897
1707823636.246829,39631.500,3589,2,EA,1,100,3.963897
1707823636.313353,39696.000,3589,2,EA,1,100,3.963897
1707823636.379361,39760.000,3608,2,EA,1,100,3.963897
1707823636.445369,39824.000,3608,2,EA,1,100,3.963897
1707823636.511377,39888.000,3624,1,EA,1,100,3.963897
1707823636.577386,39952.000,3640,2,EA,1,100,3.961636
1707823636.643394,40016.000,3640,2,EA,1,100,3.959361
1707823636.711465,40082.000,3656,1,EA,1,100,3.963897
1707823636.776957,40145.500,3673,2,EA,1,100,3.957089
1707823636.842450,40209.000,3673,2,EA,1,100,3.957089
1707823636.908458,40273.000,3689,1,EA,1,100,3.959361
1707823636.974466,40337.000,3706,2,EA,1,100,3.957089
1707823637.040475,40401.000,3706,2,EA,1,100,3.952569
1707823637.106998,40465.500,3721,2,EA,1,100,3.952569
1707823637.173522,40530.000,3721,2,EA,1,100,3.952569
1707823637.240562,40595.000,3740,1,EA,1,100,3.952569
1707823637.308633,40661.000,3757,2,EA,1,100,3.952569
1707823637.376704,40727.000,3757,2,EA,1,100,3.952569
1707823637.442712,40791.000,3774,1,EA,1,100,3.948044
1707823637.508720,40855.000,3788,2,EA,1,100,3.952569
1707823637.574729,40919.000,3788,2,EA,1,100,3.948044
1707823637.640737,40983.000,3806,1,EA,1,100,3.950321
1707823637.707261,41047.500,3822,2,EA,1,100,3.948044
1707823637.773785,41112.000,3822,2,EA,1,100,3.941291
1707823637.841340,41177.500,3839,2,EA,1,100,3.943529
1707823637.908895,41243.000,3839,2,EA,1,100,3.941291
1707823637.975935,41308.000,3856,1,EA,1,100,3.943529
1707823638.042459,41372.500,3873,2,EA,1,100,3.943529
1707823638.108983,41437.000,3873,2,EA,1,100,3.943529
1707823638.176022,41502.000,3889,1,EA,1,100,3.943529
1707823638.240999,41565.000,3907,2,EA,1,100,3.941291
1707823638.305976,41628.000,3907,2,EA,1,100,3.941291
1707823638.373016,41693.000,3923,1,EA,1,100,3.941291
1707823638.440055,41758.000,3938,2,EA,1,100,3.941291
1707823638.507095,41823.000,3938,2,EA,1,100,3.941291
1707823638.576197,41890.000,3954,1,EA,1,100,3.941291
1707823638.642721,41954.500,3974,2,EA,1,100,3.939055
1707823638.709245,42019.000,3974,2,EA,1,100,3.941291
1707823638.775253,42083.000,3990,2,EA,1,100,3.941291
1707823638.841261,42147.000,3990,2,EA,1,100,3.941291
1707823638.906238,42210.000,4007,1,EA,1,100,3.934560
1707823638.972762,42274.500,4024,2,EA,1,100,3.936791
1707823639.039286,42339.000,4024,2,EA,1,100,3.930092
1707823639.108388,42406.000,4041,1,EA,1,100,3.932317
1707823639.175428,42471.000,4057,2,EA,1,100,3.934560
1707823639.242468,42536.000,4057,2,EA,1,100,3.934560
1707823639.308476,42600.000,4075,1,EA,1,100,3.939055
1707823639.374484,42664.000,4090,2,EA,1,100,3.941291
1707823639.440492,42728.000,4090,2,EA,1,100,3.941291
1707823639.507532,42793.000,4106,2,EA,1,100,3.941291
1707823639.574571,42858.000,4106,2,EA,1,100,3.943529
1707823639.642642,42924.000,4123,1,EA,1,100,3.952569
1707823639.709166,42988.500,4142,2,EA,1,100,3.954820
1707823639.775690,43053.000,4142,2,EA,1,100,3.959361
1707823639.841698,43117.000,4158,1,EA,1,100,3.963897
1707823639.907707,43181.000,4174,2,EA,1,100,3.968459
1707823639.973715,43245.000,4174,2,EA,1,100,3.975305
1707823640.041786,43311.000,4190,1,EA,1,100,3.975305
1707823640.107278,43374.500,4207,2,EA,1,100,3.977582
1707823640.172771,43438.000,4207,2,EA,1,100,3.986764
1707823640.240842,43504.000,4223,1,EA,1,100,3.991379
1707823640.307366,43568.500,4240,2,EA,1,100,3.998305
1707823640.373890,43633.000,4240,2,EA,1,100,4.007582
1707823640.440414,43697.500,4255,2,EA,1,100,4.009896
1707823640.506938,43762.000,4255,2,EA,1,100,4.016887
1707823640.572946,43826.000,4274,1,EA,1,100,4.021572
1707823640.639470,43890.500,4291,2,EA,1,100,4.030958
1707823640.705994,43955.000,4291,2,EA,1,100,4.033299
1707823640.773033,44020.000,4308,1,EA,1,100,4.038022
1707823640.839041,44084.000,4322,2,EA,1,100,4.045111
1707823640.905050,44148.000,4322,2,EA,1,100,4.045111
1707823640.971058,44212.000,4340,2,EA,1,100,4.045111
1707823641.037066,44276.000,4340,2,EA,1,100,4.049862
1707823641.103074,44340.000,4363,2,EA,1,100,4.056976
1707823641.169083,44404.000,4363,2,EA,1,100,4.056976
1707823641.237154,44470.000,4380,1,EA,1,100,4.061755
1707823641.303162,44534.000,4397,2,EA,1,100,4.064132
1707823641.369170,44598.000,4397,2,EA,1,100,4.068928
1707823641.436210,44663.000,4416,1,EA,1,100,4.068928
1707823641.501186,44726.000,4430,2,EA,1,100,4.071313
1707823641.566163,44789.000,4430,2,EA,1,100,4.080933
1707823641.632171,44853.000,4448,1,EA,1,100,4.080933
1707823641.698695,44917.500,4464,2,EA,1,100,4.078537
1707823641.765219,44982.000,4464,2,EA,1,100,4.080933
1707823641.833806,45048.500,4481,2,EA,1,100,4.088174
1707823641.902393,45115.000,4481,2,EA,1,100,4.093026
1707823641.968401,45179.000,4498,1,EA,1,100,4.093026
1707823642.034925,45243.500,4513,2,EA,1,100,4.097890
1707823642.101449,45308.000,4513,2,EA,1,100,4.093026
1707823642.167457,45372.000,4529,1,EA,1,100,4.095440
1707823642.233465,45436.000,4549,3,EA,1,100,4.100310
1707823642.299473,45500.000,4549,3,EA,1,100,4.097890
1707823642.365482,45564.000,4549,3,EA,1,100,4.093026
1707823642.434068,45630.500,4565,2,EA,1,100,4.102749
1707823642.502655,45697.000,4565,2,EA,1,100,4.097890
1707823642.569694,45762.000,4582,1,EA,1,100,4.105175
1707823642.636218,45826.500,4599,2,EA,1,100,4.105175
1707823642.702742,45891.000,4599,2,EA,1,100,4.105175
1707823642.767719,45954.000,4616,1,EA,1,100,4.105175
1707823642.833727,46018.000,4630,2,EA,1,100,4.105175
1707823642.899736,46082.000,4630,2,EA,1,100,4.105175
1707823642.966260,46146.500,4648,2,EA,1,100,4.107620
1707823643.032783,46211.000,4648,2,EA,1,100,4.105175
1707823643.100854,46277.000,4666,2,EA,1,100,4.105175
1707823643.168925,46343.000,4666,2,EA,1,100,4.105175
1707823643.235965,46408.000,4683,1,EA,1,100,4.107620
1707823643.302489,46472.500,4700,2,EA,1,100,4.107620
1707823643.369013,46537.000,4700,2,EA,1,100,4.112502
1707823643.431927,46598.000,4717,1,EA,1,100,4.112502
1707823643.498451,46662.500,4731,2,EA,1,100,4.107620
1707823643.564975,46727.000,4731,2,EA,1,100,4.114972
1707823643.632014,46792.000,4749,2,EA,1,100,4.110068
1707823643.699054,46857.000,4749,2,EA,1,100,4.112502
1707823643.766609,46922.500,4767,2,EA,1,100,4.107620
1707823643.834164,46988.000,4767,2,EA,1,100,4.107620
1707823643.900173,47052.000,4784,1,EA,1,100,4.110068
1707823643.966697,47116.500,4803,2,EA,1,100,4.105175
1707823644.033221,47181.000,4803,2,EA,1,100,4.105175
1707823644.100260,47246.000,4820,1,EA,1,100,4.102749
1707823644.167815,47311.500,4834,2,EA,1,100,4.105175
1707823644.235371,47377.000,4834,2,EA,1,100,4.097890
1707823644.301895,47441.500,4852,2,EA,1,100,4.102749
1707823644.368419,47506.000,4852,2,EA,1,100,4.095440
1707823644.434427,47570.000,4868,2,EA,1,100,4.095440
1707823644.500435,47634.000,4868,2,EA,1,100,4.093026
1707823644.568506,47700.000,4885,1,EA,1,100,4.093026
1707823644.633998,47763.500,4902,2,EA,1,100,4.093026
1707823644.699491,47827.000,4902,2,EA,1,100,4.093026
1707823644.767562,47893.000,4919,2,EA,1,100,4.093026
1707823644.835633,47959.000,4919,2,EA,1,100,4.093026
1707823644.901641,48023.000,4937,1,EA,1,100,4.093026
1707823644.968165,48087.500,4953,2,EA,1,100,4.093026
1707823645.034689,48152.000,4953,2,EA,1,100,4.083349
1707823645.101213,48216.500,4969,2,EA,1,100,4.085768
1707823645.167737,48281.000,4969,2,EA,1,100,4.088174
1707823645.233229,48344.500,4987,2,EA,1,100,4.083349
1707823645.298722,48408.000,4987,2,EA,1,100,4.083349
1707823645.366793,48474.000,5003,2,EA,1,100,4.083349
1707823645.434864,48540.000,5003,2,EA,1,100,4.080933
1707823645.501903,48605.000,5020,2,EA,1,100,4.085768
