LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1707823628.747160,32360.000,2398,5,PG,1,100,11353
1707823628.747160,32360.000,2398,5,PG,1,100,11369
1707823628.747160,32360.000,2398,5,PG,1,100,11384
1707823628.747160,32360.000,2398,5,PG,1,100,11405
1707823628.747160,32360.000,2398,5,PG,1,100,11414
1707823628.788416,32400.000,2415,2,PG,1,100,11429
1707823628.829671,32440.000,2415,2,PG,1,100,11435
1707823628.869551,32478.667,2429,3,PG,1,100,11403
1707823628.909431,32517.333,2429,3,PG,1,100,11328
1707823628.949311,32556.000,2429,3,PG,1,100,11230
1707823628.989019,32594.500,2447,2,PG,1,100,11162
1707823629.028727,32633.000,2447,2,PG,1,100,11110
1707823629.067919,32671.000,2463,3,PG,1,100,11093
1707823629.107111,32709.000,2463,3,PG,1,100,11108
1707823629.146304,32747.000,2463,3,PG,1,100,11114
1707823629.186528,32786.000,2480,3,PG,1,100,11127
1707823629.226751,32825.000,2480,3,PG,1,100,11131
1707823629.266975,32864.000,2480,3,PG,1,100,11141
1707823629.307715,32903.500,2498,2,PG,1,100,11147
1707823629.348454,32943.000,2498,2,PG,1,100,11175
1707823629.389022,32982.333,2514,3,PG,1,100,11204
1707823629.429589,33021.667,2514,3,PG,1,100,11216
1707823629.470157,33061.000,2514,3,PG,1,100,11232
1707823629.510123,33099.750,2530,4,PG,1,100,11248
1707823629.550088,33138.500,2530,4,PG,1,100,11267
1707823629.590054,33177.250,2530,4,PG,1,100,11281
1707823629.630020,33216.000,2530,4,PG,1,100,11304
1707823629.668869,33253.667,2548,3,PG,1,100,11317
1707823629.707718,33291.333,2548,3,PG,1,100,11329
1707823629.746566,33329.000,2548,3,PG,1,100,11314
1707823629.787134,33368.333,2563,3,PG,1,100,11261
1707823629.827701,33407.667,2563,3,PG,1,100,11180
1707823629.868269,33447.000,2563,3,PG,1,100,11104
1707823629.907977,33485.500,2580,2,PG,1,100,11043
1707823629.947685,33524.000,2580,2,PG,1,100,11025
1707823629.987909,33563.000,2597,3,PG,1,100,11019
1707823630.028132,33602.000,2597,3,PG,1,100,11039
1707823630.068356,33641.000,2597,3,PG,1,100,11043
1707823630.107549,33679.000,2614,2,PG,1,100,11057
1707823630.146741,33717.000,2614,2,PG,1,100,11065
1707823630.191090,33760.000,2630,3,PG,1,100,11081
1707823630.235439,33803.000,2630,3,PG,1,100,11099
1707823630.279789,33846.000,2630,3,PG,1,100,11114
1707823630.319669,33884.667,2648,3,PG,1,100,11138
1707823630.359549,33923.333,2648,3,PG,1,100,11159
1707823630.399429,33962.000,2648,3,PG,1,100,11182
1707823630.439137,34000.500,2664,2,PG,1,100,11194
1707823630.478845,34039.000,2664,2,PG,1,100,11213
1707823630.518381,34077.333,2686,3,PG,1,100,11230
1707823630.557917,34115.667,2686,3,PG,1,100,11246
1707823630.597453,34154.000,2686,3,PG,1,100,11262
1707823630.637161,34192.500,2703,2,PG,1,100,11257
1707823630.676869,34231.000,2703,2,PG,1,100,11210
1707823630.716749,34269.667,2718,3,PG,1,100,11145
1707823630.756629,34308.333,2718,3,PG,1,100,11072
1707823630.796509,34347.000,2718,3,PG,1,100,11025
1707823630.836389,34385.667,2734,3,PG,1,100,11021
1707823630.876269,34424.333,2734,3,PG,1,100,11025
1707823630.916149,34463.000,2734,3,PG,1,100,11032
1707823630.956373,34502.000,2752,2,PG,1,100,11039
1707823630.996597,34541.000,2752,2,PG,1,100,11049
1707823631.036133,34579.333,2770,3,PG,1,100,11063
1707823631.075669,34617.667,2770,3,PG,1,100,11079
1707823631.115205,34656.000,2770,3,PG,1,100,11093
1707823631.154741,34694.333,2787,3,PG,1,100,11110
1707823631.194278,34732.667,2787,3,PG,1,100,11134
1707823631.233814,34771.000,2787,3,PG,1,100,11152
1707823631.273522,34809.500,2802,2,PG,1,100,11168
1707823631.313230,34848.000,2802,2,PG,1,100,11182
1707823631.353110,34886.667,2819,3,PG,1,100,11201
1707823631.392990,34925.333,2819,3,PG,1,100,11221
1707823631.432870,34964.000,2819,3,PG,1,100,11240
1707823631.473094,35003.000,2835,2,PG,1,100,11242
1707823631.513317,35042.000,2835,2,PG,1,100,11206
1707823631.553197,35080.667,2852,3,PG,1,100,11133
1707823631.593077,35119.333,2852,3,PG,1,100,11051
1707823631.632957,35158.000,2852,3,PG,1,100,10986
1707823631.672493,35196.333,2868,3,PG,1,100,10949
1707823631.712030,35234.667,2868,3,PG,1,100,10938
1707823631.751566,35273.000,2868,3,PG,1,100,10950
1707823631.790758,35311.000,2884,2,PG,1,100,10964
1707823631.829951,35349.000,2884,2,PG,1,100,10966
1707823631.869831,35387.667,2902,3,PG,1,100,10978
1707823631.909711,35426.333,2902,3,PG,1,100,11003
1707823631.949590,35465.000,2902,3,PG,1,100,11015
1707823631.989470,35503.667,2920,3,PG,1,100,11037
1707823632.029350,35542.333,2920,3,PG,1,100,11047
1707823632.069230,35581.000,2920,3,PG,1,100,11067
1707823632.109454,35620.000,2936,2,PG,1,100,11095
1707823632.149678,35659.000,2936,2,PG,1,100,11110
1707823632.189558,35697.667,2951,3,PG,1,100,11127
1707823632.229438,35736.333,2951,3,PG,1,100,11143
1707823632.269318,35775.000,2951,3,PG,1,100,11162
1707823632.309026,35813.500,2968,2,PG,1,100,11166
1707823632.348734,35852.000,2968,2,PG,1,100,11140
1707823632.387926,35890.000,2985,3,PG,1,100,11059
1707823632.427119,35928.000,2985,3,PG,1,100,10967
1707823632.466311,35966.000,2985,3,PG,1,100,10883
1707823632.506535,36005.000,3001,3,PG,1,100,10837
1707823632.546759,36044.000,3001,3,PG,1,100,10811
1707823632.586982,36083.000,3001,3,PG,1,100,10812
1707823632.627722,36122.500,3019,2,PG,1,100,10824
1707823632.668461,36162.000,3019,2,PG,1,100,10824
1707823632.709029,36201.333,3033,3,PG,1,100,10836
1707823632.749596,36240.667,3033,3,PG,1,100,10849
1707823632.790164,36280.000,3033,3,PG,1,100,10868
1707823632.829872,36318.500,3052,2,PG,1,100,10888
1707823632.869580,36357.000,3052,2,PG,1,100,10905
1707823632.909460,36395.667,3069,3,PG,1,100,10935
1707823632.949340,36434.333,3069,3,PG,1,100,10956
1707823632.989220,36473.000,3069,3,PG,1,100,10969
1707823633.028412,36511.000,3086,3,PG,1,100,10993
1707823633.067605,36549.000,3086,3,PG,1,100,11003
1707823633.106797,36587.000,3086,3,PG,1,100,11035
1707823633.146505,36625.500,3101,2,PG,1,100,11048
1707823633.186213,36664.000,3101,2,PG,1,100,11043
1707823633.226781,36703.333,3118,3,PG,1,100,10989
1707823633.267348,36742.667,3118,3,PG,1,100,10892
1707823633.307916,36782.000,3118,3,PG,1,100,10801
1707823633.349171,36822.000,3134,2,PG,1,100,10730
1707823633.390426,36862.000,3134,2,PG,1,100,10697
1707823633.429962,36900.333,3151,3,PG,1,100,10686
1707823633.469499,36938.667,3151,3,PG,1,100,10697
1707823633.509035,36977.000,3151,3,PG,1,100,10702
1707823633.548571,37015.333,3167,3,PG,1,100,10709
1707823633.588107,37053.667,3167,3,PG,1,100,10726
1707823633.627643,37092.000,3167,3,PG,1,100,10739
1707823633.666836,37130.000,3187,2,PG,1,100,10760
1707823633.706028,37168.000,3187,2,PG,1,100,10781
1707823633.745908,37206.667,3203,3,PG,1,100,10797
1707823633.785788,37245.333,3203,3,PG,1,100,10821
1707823633.825668,37284.000,3203,3,PG,1,100,10842
1707823633.866235,37323.333,3220,3,PG,1,100,10873
1707823633.906803,37362.667,3220,3,PG,1,100,10895
1707823633.947371,37402.000,3220,3,PG,1,100,10910
1707823633.988626,37442.000,3237,2,PG,1,100,10928
1707823634.029881,37482.000,3237,2,PG,1,100,10945
1707823634.069761,37520.667,3253,3,PG,1,100,10946
1707823634.109641,37559.333,3253,3,PG,1,100,10893
1707823634.149521,37598.000,3253,3,PG,1,100,10796
1707823634.188713,37636.000,3268,2,PG,1,100,10718
1707823634.227906,37674.000,3268,2,PG,1,100,10669
1707823634.267098,37712.000,3286,3,PG,1,100,10642
1707823634.306290,37750.000,3286,3,PG,1,100,10635
1707823634.345483,37788.000,3286,3,PG,1,100,10650
1707823634.385363,37826.667,3302,3,PG,1,100,10669
1707823634.425243,37865.333,3302,3,PG,1,100,10671
1707823634.465123,37904.000,3302,3,PG,1,100,10680
1707823634.505346,37943.000,3321,2,PG,1,100,10694
1707823634.545570,37982.000,3321,2,PG,1,100,10717
1707823634.585450,38020.667,3336,3,PG,1,100,10734
1707823634.625330,38059.333,3336,3,PG,1,100,10758
1707823634.665210,38098.000,3336,3,PG,1,100,10776
1707823634.705090,38136.667,3353,3,PG,1,100,10802
1707823634.744970,38175.333,3353,3,PG,1,100,10824
1707823634.784850,38214.000,3353,3,PG,1,100,10839
1707823634.824042,38252.000,3369,2,PG,1,100,10866
1707823634.863235,38290.000,3369,2,PG,1,100,10891
1707823634.903458,38329.000,3387,3,PG,1,100,10912
1707823634.943682,38368.000,3387,3,PG,1,100,10887
1707823634.983906,38407.000,3387,3,PG,1,100,10818
1707823635.024645,38446.500,3403,2,PG,1,100,10722
1707823635.065385,38486.000,3403,2,PG,1,100,10645
1707823635.105265,38524.667,3418,3,PG,1,100,10589
1707823635.145145,38563.333,3418,3,PG,1,100,10555
1707823635.185025,38602.000,3418,3,PG,1,100,10555
1707823635.224905,38640.667,3434,3,PG,1,100,10562
1707823635.264785,38679.333,3434,3,PG,1,100,10575
1707823635.304665,38718.000,3434,3,PG,1,100,10577
1707823635.344888,38757.000,3452,2,PG,1,100,10590
1707823635.385112,38796.000,3452,2,PG,1,100,10613
1707823635.424648,38834.333,3470,3,PG,1,100,10634
1707823635.464184,38872.667,3470,3,PG,1,100,10658
1707823635.503721,38911.000,3470,3,PG,1,100,10678
1707823635.550648,38956.500,3487,2,PG,1,100,10698
1707823635.597576,39002.000,3487,2,PG,1,100,10722
1707823635.637112,39040.333,3502,3,PG,1,100,10739
1707823635.676648,39078.667,3502,3,PG,1,100,10763
1707823635.716185,39117.000,3502,3,PG,1,100,10795
1707823635.755996,39155.600,3522,5,PG,1,100,10808
1707823635.795807,39194.200,3522,5,PG,1,100,10827
1707823635.835618,39232.800,3522,5,PG,1,100,10830
1707823635.875429,39271.400,3522,5,PG,1,100,10795
1707823635.915241,39310.000,3522,5,PG,1,100,10690
1707823635.955121,39348.667,3540,3,PG,1,100,10587
1707823635.995001,39387.333,3540,3,PG,1,100,10517
1707823636.034881,39426.000,3540,3,PG,1,100,10467
1707823636.074589,39464.500,3554,2,PG,1,100,10442
1707823636.114297,39503.000,3554,2,PG,1,100,10441
1707823636.154177,39541.667,3571,3,PG,1,100,10463
1707823636.194057,39580.333,3571,3,PG,1,100,10475
1707823636.233937,39619.000,3571,3,PG,1,100,10482
1707823636.273645,39657.500,3588,2,PG,1,100,10489
1707823636.313353,39696.000,3588,2,PG,1,100,10513
1707823636.352889,39734.333,3607,3,PG,1,100,10542
1707823636.392425,39772.667,3607,3,PG,1,100,10565
1707823636.431961,39811.000,3607,3,PG,1,100,10593
1707823636.471841,39849.667,3623,3,PG,1,100,10615
1707823636.511721,39888.333,3623,3,PG,1,100,10636
1707823636.551601,39927.000,3623,3,PG,1,100,10660
1707823636.591309,39965.500,3639,2,PG,1,100,10685
1707823636.631017,40004.000,3639,2,PG,1,100,10712
1707823636.670553,40042.333,3655,3,PG,1,100,10742
1707823636.710090,40080.667,3655,3,PG,1,100,10758
