LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1707823667.217577,69660.000,8385,1,TH,1,100,24.645
1707823667.352688,69791.000,8403,1,TH,1,100,24.596
1707823667.485735,69920.000,8441,1,TH,1,100,24.603
1707823667.617752,70048.000,8457,1,TH,1,100,24.701
1707823667.752862,70179.000,8474,1,TH,1,100,24.701
1707823667.886942,70309.000,8490,1,TH,1,100,24.703
1707823668.018958,70437.000,8508,1,TH,1,100,24.703
1707823668.152006,70566.000,8541,1,TH,1,100,24.687
1707823668.285054,70695.000,8558,1,TH,1,100,24.694
1707823668.419133,70825.000,8575,1,TH,1,100,24.674
1707823668.552181,70954.000,8607,1,TH,1,100,24.674
1707823668.685229,71083.000,8625,1,TH,1,100,24.616
1707823668.816214,71210.000,8642,1,TH,1,100,24.623
1707823668.953387,71343.000,8661,1,TH,1,100,24.710
1707823669.087466,71473.000,8692,1,TH,1,100,24.710
1707823669.219483,71601.000,8709,1,TH,1,100,24.743
1707823669.352530,71730.000,8726,1,TH,1,100,24.743
1707823669.484547,71858.000,8743,1,TH,1,100,24.732
1707823669.619657,71989.000,8775,1,TH,1,100,24.739
1707823669.752705,72118.000,8791,1,TH,1,100,24.675
1707823669.884722,72246.000,8810,1,TH,1,100,24.675
1707823670.017769,72375.000,8842,1,TH,1,100,24.661
1707823670.149786,72503.000,8858,1,TH,1,100,24.661
1707823670.281802,72631.000,8876,1,TH,1,100,24.663
1707823670.414850,72760.000,8892,1,TH,1,100,24.670
1707823670.547898,72889.000,8924,1,TH,1,100,24.597
1707823670.678883,73016.000,8943,1,TH,1,100,24.597
1707823670.811931,73145.000,8959,1,TH,1,100,24.724
1707823670.944979,73274.000,8977,1,TH,1,100,24.731
1707823671.076995,73402.000,9008,1,TH,1,100,24.666
1707823671.211074,73532.000,9024,1,TH,1,100,24.666
1707823671.343091,73660.000,9042,1,TH,1,100,24.700
1707823671.475107,73788.000,9073,1,TH,1,100,24.700
1707823671.606092,73915.000,9092,1,TH,1,100,24.787
1707823671.739140,74044.000,9109,1,TH,1,100,24.794
1707823671.875282,74176.000,9125,1,TH,1,100,24.700
1707823672.008330,74305.000,9157,1,TH,1,100,24.700
1707823672.139315,74432.000,9174,1,TH,1,100,24.760
1707823672.276488,74565.000,9191,1,TH,1,100,24.760
1707823672.410568,74695.000,9224,1,TH,1,100,24.724
1707823672.542584,74823.000,9242,1,TH,1,100,24.730
1707823672.675632,74952.000,9258,1,TH,1,100,24.861
1707823672.807648,75080.000,9280,1,TH,1,100,24.861
1707823672.942759,75211.000,9297,1,TH,1,100,24.765
1707823673.075807,75340.000,9328,1,TH,1,100,24.765
1707823673.208854,75469.000,9345,1,TH,1,100,24.705
1707823673.340871,75597.000,9364,1,TH,1,100,24.712
1707823673.473919,75726.000,9381,1,TH,1,100,24.768
1707823673.609029,75857.000,9415,1,TH,1,100,24.768
1707823673.741046,75985.000,9431,1,TH,1,100,24.812
1707823673.874094,76114.000,9448,1,TH,1,100,24.812
1707823674.006110,76242.000,9465,1,TH,1,100,24.779
1707823674.142252,76374.000,9498,1,TH,1,100,24.786
1707823674.275300,76503.000,9516,1,TH,1,100,24.812
1707823674.408348,76632.000,9532,1,TH,1,100,24.812
1707823674.541395,76761.000,9564,1,TH,1,100,24.781
1707823674.673412,76889.000,9581,1,TH,1,100,24.781
1707823674.805428,77017.000,9597,1,TH,1,100,24.804
1707823674.938476,77146.000,9615,1,TH,1,100,24.811
1707823675.071524,77275.000,9648,1,TH,1,100,24.849
1707823675.203540,77403.000,9665,1,TH,1,100,24.849
1707823675.335557,77531.000,9682,1,TH,1,100,24.773
1707823675.468605,77660.000,9698,1,TH,1,100,24.780
1707823675.601652,77789.000,9730,1,TH,1,100,24.874
1707823675.734700,77918.000,9747,1,TH,1,100,24.874
1707823675.866717,78046.000,9763,1,TH,1,100,24.768
1707823675.998733,78174.000,9783,1,TH,1,100,24.768
1707823676.131781,78303.000,9814,1,TH,1,100,24.811
1707823676.264829,78432.000,9831,1,TH,1,100,24.818
1707823676.399939,78563.000,9848,1,TH,1,100,24.829
1707823676.534019,78693.000,9880,1,TH,1,100,24.829
1707823676.667066,78822.000,9896,1,TH,1,100,24.809
1707823676.797020,78948.000,9913,1,TH,1,100,24.809
1707823676.931099,79078.000,9932,1,TH,1,100,24.891
1707823677.063116,79206.000,9963,1,TH,1,100,24.891
1707823677.196164,79335.000,9980,1,TH,1,100,24.776
1707823677.328180,79463.000,9997,1,TH,1,100,24.783
1707823677.464322,79595.000,10014,1,TH,1,100,24.807
1707823677.597370,79724.000,10046,1,TH,1,100,24.807
1707823677.730418,79853.000,10064,1,TH,1,100,24.820
1707823677.863465,79982.000,10081,1,TH,1,100,24.827
1707823677.997545,80112.000,10119,2,TH,1,100,24.843
1707823678.131624,80242.000,10119,2,TH,1,100,24.843
1707823678.263640,80370.000,10136,1,TH,1,100,24.832
1707823678.396688,80499.000,10153,1,TH,1,100,24.832
1707823678.529736,80628.000,10169,1,TH,1,100,24.905
1707823678.662784,80757.000,10191,1,TH,1,100,24.912
1707823678.797894,80888.000,10207,1,TH,1,100,24.857
1707823678.931974,81018.000,10239,1,TH,1,100,24.857
1707823679.063990,81146.000,10256,1,TH,1,100,24.821
1707823679.196006,81274.000,10272,1,TH,1,100,24.821
1707823679.326991,81401.000,10290,1,TH,1,100,24.848
1707823679.460039,81530.000,10307,1,TH,1,100,24.855
1707823679.593087,81659.000,10326,1,TH,1,100,24.884
1707823679.725104,81787.000,10357,1,TH,1,100,24.884
1707823679.857120,81915.000,10374,1,TH,1,100,24.841
1707823679.990168,82044.000,10391,1,TH,1,100,24.841
1707823680.122184,82172.000,10408,1,TH,1,100,24.980
1707823680.255232,82301.000,10425,1,TH,1,100,24.987
1707823680.388280,82430.000,10458,1,TH,1,100,24.904
1707823680.519265,82557.000,10476,1,TH,1,100,24.904
1707823680.652313,82686.000,10492,1,TH,1,100,24.833
1707823680.785361,82815.000,10509,1,TH,1,100,24.833
1707823680.917377,82943.000,10526,1,TH,1,100,24.953
1707823681.049393,83071.000,10557,1,TH,1,100,24.960
1707823681.183473,83201.000,10575,1,TH,1,100,24.864
1707823681.315489,83329.000,10591,1,TH,1,100,24.864
1707823681.448537,83458.000,10610,1,TH,1,100,24.915
1707823681.582616,83588.000,10627,1,TH,1,100,24.922
1707823681.715664,83717.000,10644,1,TH,1,100,24.802
1707823681.848712,83846.000,10676,1,TH,1,100,24.802
1707823681.981760,83975.000,10692,1,TH,1,100,24.927
1707823682.116870,84106.000,10709,1,TH,1,100,24.927
1707823682.250949,84236.000,10726,1,TH,1,100,24.902
1707823682.382966,84364.000,10759,1,TH,1,100,24.902
1707823682.514982,84492.000,10777,1,TH,1,100,24.994
1707823682.650093,84623.000,10793,1,TH,1,100,25.001
1707823682.783141,84752.000,10810,1,TH,1,100,24.872
1707823682.916189,84881.000,10828,2,TH,1,100,24.872
1707823683.049236,85010.000,10828,2,TH,1,100,24.921
1707823683.182800,85139.500,10848,2,TH,1,100,24.921
1707823683.316363,85269.000,10848,2,TH,1,100,25.005
1707823683.449411,85398.000,10870,1,TH,1,100,25.012
1707823683.581428,85526.000,10889,1,TH,1,100,24.955
1707823683.714475,85655.000,10906,1,TH,1,100,24.955
1707823683.847523,85784.000,10922,1,TH,1,100,24.863
1707823683.981602,85914.000,10954,1,TH,1,100,24.863
1707823684.114650,86043.000,10973,1,TH,1,100,24.832
1707823684.246667,86171.000,10990,1,TH,1,100,24.839
1707823684.378683,86299.000,11007,1,TH,1,100,25.021
1707823684.512762,86429.000,11039,1,TH,1,100,25.020
1707823684.644779,86557.000,11055,1,TH,1,100,24.966
1707823684.777827,86686.000,11072,1,TH,1,100,24.966
1707823684.910874,86815.000,11089,1,TH,1,100,24.966
1707823685.041860,86942.000,11122,1,TH,1,100,24.973
1707823685.174907,87071.000,11139,1,TH,1,100,24.999
1707823685.307955,87200.000,11156,1,TH,1,100,24.999
1707823685.439972,87328.000,11187,1,TH,1,100,25.020
1707823685.574051,87458.000,11205,1,TH,1,100,25.020
1707823685.706067,87586.000,11221,1,TH,1,100,25.060
1707823685.838084,87714.000,11238,1,TH,1,100,25.067
1707823685.971132,87843.000,11272,1,TH,1,100,25.083
1707823686.104179,87972.000,11288,1,TH,1,100,25.083
1707823686.235164,88099.000,11306,1,TH,1,100,24.960
1707823686.368212,88228.000,11322,1,TH,1,100,24.960
1707823686.499197,88355.000,11354,1,TH,1,100,25.013
1707823686.635339,88487.000,11371,1,TH,1,100,25.020
1707823686.768387,88616.000,11387,1,TH,1,100,24.994
1707823686.900404,88744.000,11421,1,TH,1,100,24.994
1707823687.033451,88873.000,11438,1,TH,1,100,25.061
1707823687.166499,89002.000,11454,1,TH,1,100,25.061
1707823687.301610,89133.000,11472,1,TH,1,100,25.002
1707823687.434658,89262.000,11503,1,TH,1,100,25.009
1707823687.567705,89391.000,11520,1,TH,1,100,24.971
1707823687.698690,89518.000,11539,1,TH,1,100,24.971
1707823687.834832,89650.000,11571,1,TH,1,100,25.123
1707823687.968912,89780.000,11587,1,TH,1,100,25.123
1707823688.100928,89908.000,11604,1,TH,1,100,24.971
1707823688.233976,90037.000,11621,1,TH,1,100,24.978
1707823688.364961,90164.000,11652,1,TH,1,100,25.018
1707823688.501103,90296.000,11669,1,TH,1,100,25.018
1707823688.634151,90425.000,11690,1,TH,1,100,25.079
1707823688.767199,90554.000,11727,2,TH,1,100,25.086
1707823688.900246,90683.000,11727,2,TH,1,100,25.043
1707823689.032263,90811.000,11743,1,TH,1,100,25.043
1707823689.164279,90939.000,11775,1,TH,1,100,25.048
1707823689.297327,91068.000,11792,1,TH,1,100,25.048
1707823689.430375,91197.000,11808,1,TH,1,100,25.104
1707823689.561360,91324.000,11828,1,TH,1,100,25.104
1707823689.694408,91453.000,11859,1,TH,1,100,25.007
1707823689.827456,91582.000,11875,1,TH,1,100,25.014
1707823689.959472,91710.000,11893,1,TH,1,100,25.178
1707823690.092520,91839.000,11909,1,TH,1,100,25.178
1707823690.224536,91967.000,11941,1,TH,1,100,25.135
1707823690.356553,92095.000,11960,1,TH,1,100,25.142
1707823690.489601,92224.000,11976,1,TH,1,100,25.089
1707823690.622648,92353.000,12008,1,TH,1,100,25.089
1707823690.754665,92481.000,12025,1,TH,1,100,25.068
1707823690.885650,92608.000,12042,1,TH,1,100,25.068
1707823691.018698,92737.000,12059,1,TH,1,100,25.008
1707823691.154840,92869.000,12093,1,TH,1,100,25.015
1707823691.288919,92999.000,12109,1,TH,1,100,25.142
1707823691.420935,93127.000,12126,1,TH,1,100,25.142
1707823691.553983,93256.000,12158,1,TH,1,100,25.082
1707823691.684968,93383.000,12174,1,TH,1,100,25.082
1707823691.821110,93515.000,12191,1,TH,1,100,25.122
1707823691.954158,93644.000,12208,1,TH,1,100,25.122
