LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1707823635.024645,38446.500,3402,2,PR,1,100,160249
1707823635.065385,38486.000,3402,2,PR,1,100,160184
1707823635.105265,38524.667,3417,3,PR,1,100,160146
1707823635.145145,38563.333,3417,3,PR,1,100,160123
1707823635.185025,38602.000,3417,3,PR,1,100,160122
1707823635.224905,38640.667,3433,3,PR,1,100,160139
1707823635.264785,38679.333,3433,3,PR,1,100,160145
1707823635.304665,38718.000,3433,3,PR,1,100,160160
1707823635.344888,38757.000,3451,2,PR,1,100,160177
1707823635.385112,38796.000,3451,2,PR,1,100,160205
1707823635.424648,38834.333,3469,3,PR,1,100,160244
1707823635.464184,38872.667,3469,3,PR,1,100,160266
1707823635.503721,38911.000,3469,3,PR,1,100,160273
1707823635.550648,38956.500,3486,2,PR,1,100,160292
1707823635.597576,39002.000,3486,2,PR,1,100,160296
1707823635.637112,39040.333,3501,3,PR,1,100,160326
1707823635.676648,39078.667,3501,3,PR,1,100,160330
1707823635.716185,39117.000,3501,3,PR,1,100,160345
1707823635.755996,39155.600,3521,5,PR,1,100,160380
1707823635.795807,39194.200,3521,5,PR,1,100,160406
1707823635.835618,39232.800,3521,5,PR,1,100,160365
1707823635.875429,39271.400,3521,5,PR,1,100,160239
1707823635.915241,39310.000,3521,5,PR,1,100,160151
1707823635.955121,39348.667,3539,3,PR,1,100,160100
1707823635.995001,39387.333,3539,3,PR,1,100,160042
1707823636.034881,39426.000,3539,3,PR,1,100,159990
1707823636.074589,39464.500,3553,2,PR,1,100,159965
1707823636.114297,39503.000,3553,2,PR,1,100,159973
1707823636.154177,39541.667,3570,3,PR,1,100,159991
1707823636.194057,39580.333,3570,3,PR,1,100,160000
1707823636.233937,39619.000,3570,3,PR,1,100,160020
1707823636.273645,39657.500,3587,2,PR,1,100,160043
1707823636.313353,39696.000,3587,2,PR,1,100,160069
1707823636.352889,39734.333,3606,3,PR,1,100,160085
1707823636.392425,39772.667,3606,3,PR,1,100,160106
1707823636.431961,39811.000,3606,3,PR,1,100,160129
1707823636.471841,39849.667,3622,3,PR,1,100,160151
1707823636.511721,39888.333,3622,3,PR,1,100,160158
1707823636.551601,39927.000,3622,3,PR,1,100,160184
1707823636.591309,39965.500,3638,2,PR,1,100,160207
1707823636.631017,40004.000,3638,2,PR,1,100,160228
1707823636.670553,40042.333,3654,3,PR,1,100,160243
1707823636.710090,40080.667,3654,3,PR,1,100,160265
1707823636.749626,40119.000,3654,3,PR,1,100,160221
1707823636.789162,40157.333,3671,3,PR,1,100,160097
1707823636.828698,40195.667,3671,3,PR,1,100,160008
1707823636.868234,40234.000,3671,3,PR,1,100,159940
1707823636.907942,40272.500,3687,2,PR,1,100,159893
1707823636.947651,40311.000,3687,2,PR,1,100,159881
1707823636.987187,40349.333,3704,3,PR,1,100,159876
1707823637.026723,40387.667,3704,3,PR,1,100,159888
1707823637.066259,40426.000,3704,3,PR,1,100,159904
1707823637.105967,40464.500,3719,2,PR,1,100,159917
1707823637.145675,40503.000,3719,2,PR,1,100,159923
1707823637.186243,40542.333,3738,3,PR,1,100,159938
1707823637.226810,40581.667,3738,3,PR,1,100,159969
1707823637.267378,40621.000,3738,3,PR,1,100,159999
1707823637.307945,40660.333,3755,3,PR,1,100,160015
1707823637.348513,40699.667,3755,3,PR,1,100,160039
1707823637.389080,40739.000,3755,3,PR,1,100,160068
1707823637.429304,40778.000,3772,2,PR,1,100,160078
1707823637.469528,40817.000,3772,2,PR,1,100,160098
1707823637.508720,40855.000,3786,3,PR,1,100,160119
1707823637.547913,40893.000,3786,3,PR,1,100,160139
1707823637.587105,40931.000,3786,3,PR,1,100,160167
1707823637.626298,40969.000,3804,2,PR,1,100,160163
1707823637.665490,41007.000,3804,2,PR,1,100,160075
1707823637.705370,41045.667,3820,3,PR,1,100,159986
1707823637.745250,41084.333,3820,3,PR,1,100,159929
1707823637.785130,41123.000,3820,3,PR,1,100,159893
1707823637.826385,41163.000,3837,3,PR,1,100,159862
1707823637.867640,41203.000,3837,3,PR,1,100,159874
1707823637.908895,41243.000,3837,3,PR,1,100,159890
1707823637.949119,41282.000,3854,2,PR,1,100,159897
1707823637.989343,41321.000,3854,2,PR,1,100,159897
1707823638.029223,41359.667,3871,3,PR,1,100,159909
1707823638.069103,41398.333,3871,3,PR,1,100,159931
1707823638.108983,41437.000,3871,3,PR,1,100,159952
1707823638.148175,41475.000,3887,2,PR,1,100,159978
1707823638.187367,41513.000,3887,2,PR,1,100,160004
1707823638.226904,41551.333,3905,3,PR,1,100,160026
1707823638.266440,41589.667,3905,3,PR,1,100,160043
1707823638.305976,41628.000,3905,3,PR,1,100,160061
1707823638.345856,41666.667,3921,3,PR,1,100,160077
1707823638.385736,41705.333,3921,3,PR,1,100,160092
1707823638.425616,41744.000,3921,3,PR,1,100,160108
1707823638.466355,41783.500,3936,2,PR,1,100,160101
1707823638.507095,41823.000,3936,2,PR,1,100,160010
1707823638.547662,41862.333,3952,3,PR,1,100,159898
1707823638.588230,41901.667,3952,3,PR,1,100,159832
1707823638.628797,41941.000,3952,3,PR,1,100,159782
1707823638.669021,41980.000,3972,2,PR,1,100,159763
1707823638.709245,42019.000,3972,2,PR,1,100,159759
1707823638.748781,42057.333,3988,3,PR,1,100,159774
1707823638.788317,42095.667,3988,3,PR,1,100,159768
1707823638.827853,42134.000,3988,3,PR,1,100,159788
1707823638.867390,42172.333,4005,3,PR,1,100,159802
1707823638.906926,42210.667,4005,3,PR,1,100,159804
1707823638.946462,42249.000,4005,3,PR,1,100,159825
1707823638.986170,42287.500,4022,2,PR,1,100,159847
1707823639.025878,42326.000,4022,2,PR,1,100,159868
1707823639.066789,42365.667,4039,3,PR,1,100,159889
1707823639.107701,42405.333,4039,3,PR,1,100,159902
1707823639.148612,42445.000,4039,3,PR,1,100,159927
1707823639.188836,42484.000,4055,2,PR,1,100,159936
1707823639.229060,42523.000,4055,2,PR,1,100,159967
1707823639.268940,42561.667,4073,3,PR,1,100,159944
1707823639.308820,42600.333,4073,3,PR,1,100,159841
1707823639.348700,42639.000,4073,3,PR,1,100,159760
1707823639.387892,42677.000,4088,3,PR,1,100,159725
1707823639.427084,42715.000,4088,3,PR,1,100,159697
1707823639.466277,42753.000,4088,3,PR,1,100,159670
1707823639.506500,42792.000,4104,2,PR,1,100,159688
1707823639.546724,42831.000,4104,2,PR,1,100,159727
1707823639.587292,42870.333,4121,3,PR,1,100,159738
1707823639.627859,42909.667,4121,3,PR,1,100,159761
1707823639.668427,42949.000,4121,3,PR,1,100,159799
1707823639.708651,42988.000,4140,2,PR,1,100,159827
1707823639.748874,43027.000,4140,2,PR,1,100,159849
1707823639.788754,43065.667,4156,3,PR,1,100,159874
1707823639.828634,43104.333,4156,3,PR,1,100,159898
1707823639.868514,43143.000,4156,3,PR,1,100,159929
1707823639.908394,43181.667,4172,3,PR,1,100,159952
1707823639.948274,43220.333,4172,3,PR,1,100,159981
1707823639.988154,43259.000,4172,3,PR,1,100,159996
1707823640.026831,43296.500,4188,2,PR,1,100,160026
1707823640.065508,43334.000,4188,2,PR,1,100,160042
1707823640.105388,43372.667,4205,3,PR,1,100,159994
1707823640.145268,43411.333,4205,3,PR,1,100,159891
1707823640.185147,43450.000,4205,3,PR,1,100,159814
1707823640.226403,43490.000,4221,2,PR,1,100,159758
1707823640.267658,43530.000,4221,2,PR,1,100,159718
1707823640.307538,43568.667,4238,3,PR,1,100,159687
1707823640.347418,43607.333,4238,3,PR,1,100,159694
1707823640.387298,43646.000,4238,3,PR,1,100,159708
1707823640.427178,43684.667,4253,3,PR,1,100,159727
1707823640.467058,43723.333,4253,3,PR,1,100,159740
1707823640.506938,43762.000,4253,3,PR,1,100,159754
1707823640.546646,43800.500,4272,2,PR,1,100,159774
1707823640.586354,43839.000,4272,2,PR,1,100,159807
1707823640.626234,43877.667,4289,3,PR,1,100,159832
1707823640.666114,43916.333,4289,3,PR,1,100,159869
1707823640.705994,43955.000,4289,3,PR,1,100,159880
1707823640.753437,44001.000,4306,2,PR,1,100,159902
1707823640.800880,44047.000,4306,2,PR,1,100,159912
1707823640.840073,44085.000,4320,3,PR,1,100,159944
1707823640.879265,44123.000,4320,3,PR,1,100,159960
1707823640.918458,44161.000,4320,3,PR,1,100,159976
1707823640.957994,44199.333,4338,3,PR,1,100,159934
1707823640.997530,44237.667,4338,3,PR,1,100,159814
1707823641.037066,44276.000,4338,3,PR,1,100,159724
1707823641.076946,44314.667,4361,3,PR,1,100,159681
1707823641.116826,44353.333,4361,3,PR,1,100,159642
1707823641.156706,44392.000,4361,3,PR,1,100,159621
1707823641.196586,44430.667,4378,3,PR,1,100,159626
1707823641.236466,44469.333,4378,3,PR,1,100,159651
1707823641.276346,44508.000,4378,3,PR,1,100,159663
1707823641.316570,44547.000,4395,2,PR,1,100,159672
1707823641.356793,44586.000,4395,2,PR,1,100,159697
1707823641.396673,44624.667,4414,3,PR,1,100,159720
1707823641.436553,44663.333,4414,3,PR,1,100,159741
1707823641.476433,44702.000,4414,3,PR,1,100,159770
1707823641.514938,44739.333,4428,3,PR,1,100,159797
1707823641.553443,44776.667,4428,3,PR,1,100,159809
1707823641.591948,44814.000,4428,3,PR,1,100,159836
1707823641.631656,44852.500,4446,2,PR,1,100,159856
1707823641.671364,44891.000,4446,2,PR,1,100,159870
1707823641.711588,44930.000,4462,3,PR,1,100,159882
1707823641.751811,44969.000,4462,3,PR,1,100,159910
1707823641.792035,45008.000,4462,3,PR,1,100,159887
1707823641.833290,45048.000,4479,2,PR,1,100,159770
1707823641.874545,45088.000,4479,2,PR,1,100,159683
1707823641.914769,45127.000,4496,3,PR,1,100,159652
1707823641.954993,45166.000,4496,3,PR,1,100,159621
1707823641.995217,45205.000,4496,3,PR,1,100,159589
1707823642.034925,45243.500,4511,2,PR,1,100,159592
1707823642.074633,45282.000,4511,2,PR,1,100,159619
1707823642.113825,45320.000,4527,3,PR,1,100,159638
1707823642.153018,45358.000,4527,3,PR,1,100,159644
1707823642.192210,45396.000,4527,3,PR,1,100,159650
1707823642.232434,45435.000,4547,5,PR,1,100,159672
1707823642.272658,45474.000,4547,5,PR,1,100,159708
1707823642.312881,45513.000,4547,5,PR,1,100,159728
1707823642.353105,45552.000,4547,5,PR,1,100,159744
1707823642.393329,45591.000,4547,5,PR,1,100,159768
1707823642.434068,45630.500,4563,2,PR,1,100,159797
1707823642.474808,45670.000,4563,2,PR,1,100,159814
1707823642.515031,45709.000,4580,3,PR,1,100,159821
1707823642.555255,45748.000,4580,3,PR,1,100,159845
1707823642.595479,45787.000,4580,3,PR,1,100,159868
1707823642.635703,45826.000,4597,2,PR,1,100,159879
1707823642.675926,45865.000,4597,2,PR,1,100,159839
1707823642.715119,45903.000,4614,3,PR,1,100,159723
1707823642.754311,45941.000,4614,3,PR,1,100,159653
1707823642.793504,45979.000,4614,3,PR,1,100,159624
1707823642.833040,46017.333,4628,3,PR,1,100,159617
1707823642.872576,46055.667,4628,3,PR,1,100,159616
1707823642.912112,46094.000,4628,3,PR,1,100,159623
1707823642.952336,46133.000,4646,3,PR,1,100,159638
1707823642.992560,46172.000,4646,3,PR,1,100,159638
1707823643.032783,46211.000,4646,3,PR,1,100,159647
1707823643.073695,46250.667,4664,3,PR,1,100,159664
1707823643.114606,46290.333,4664,3,PR,1,100,159688
1707823643.155517,46330.000,4664,3,PR,1,100,159707
1707823643.195397,46368.667,4681,3,PR,1,100,159727
1707823643.235277,46407.333,4681,3,PR,1,100,159749
1707823643.275157,46446.000,4681,3,PR,1,100,159765
1707823643.315381,46485.000,4698,2,PR,1,100,159775
1707823643.355605,46524.000,4698,2,PR,1,100,159792
1707823643.394110,46561.333,4715,3,PR,1,100,159813
1707823643.432614,46598.667,4715,3,PR,1,100,159838
1707823643.471119,46636.000,4715,3,PR,1,100,159856
1707823643.510827,46674.500,4729,2,PR,1,100,159854
1707823643.550535,46713.000,4729,2,PR,1,100,159760
1707823643.591017,46752.250,4747,4,PR,1,100,159673
1707823643.631499,46791.500,4747,4,PR,1,100,159644
1707823643.671980,46830.750,4747,4,PR,1,100,159632
1707823643.712462,46870.000,4747,4,PR,1,100,159607
1707823643.753029,46909.333,4765,3,PR,1,100,159624
1707823643.793597,46948.667,4765,3,PR,1,100,159640
1707823643.834164,46988.000,4765,3,PR,1,100,159649
1707823643.873873,47026.500,4782,2,PR,1,100,159666
1707823643.913581,47065.000,4782,2,PR,1,100,159668
1707823643.953461,47103.667,4801,3,PR,1,100,159671
1707823643.993341,47142.333,4801,3,PR,1,100,159685
1707823644.033221,47181.000,4801,3,PR,1,100,159703
1707823644.073444,47220.000,4818,2,PR,1,100,159735
1707823644.113668,47259.000,4818,2,PR,1,100,159751
1707823644.154236,47298.333,4832,3,PR,1,100,159772
1707823644.194803,47337.667,4832,3,PR,1,100,159789
1707823644.235371,47377.000,4832,3,PR,1,100,159791
1707823644.275337,47415.750,4850,4,PR,1,100,159808
1707823644.315303,47454.500,4850,4,PR,1,100,159819
1707823644.355268,47493.250,4850,4,PR,1,100,159835
1707823644.395234,47532.000,4850,4,PR,1,100,159802
1707823644.435114,47570.667,4866,3,PR,1,100,159692
1707823644.474994,47609.333,4866,3,PR,1,100,159617
1707823644.514874,47648.000,4866,3,PR,1,100,159587
1707823644.554582,47686.500,4883,2,PR,1,100,159558
1707823644.594290,47725.000,4883,2,PR,1,100,159538
1707823644.633483,47763.000,4900,3,PR,1,100,159535
1707823644.672675,47801.000,4900,3,PR,1,100,159542
1707823644.711868,47839.000,4900,3,PR,1,100,159546
1707823644.753123,47879.000,4917,3,PR,1,100,159544
1707823644.794378,47919.000,4917,3,PR,1,100,159561
1707823644.835633,47959.000,4917,3,PR,1,100,159596
1707823644.875341,47997.500,4935,2,PR,1,100,159604
1707823644.915049,48036.000,4935,2,PR,1,100,159605
1707823644.955015,48074.750,4951,4,PR,1,100,159629
1707823644.994981,48113.500,4951,4,PR,1,100,159641
1707823645.034947,48152.250,4951,4,PR,1,100,159645
1707823645.074913,48191.000,4951,4,PR,1,100,159660
1707823645.114793,48229.667,4967,3,PR,1,100,159674
1707823645.154673,48268.333,4967,3,PR,1,100,159690
1707823645.194553,48307.000,4967,3,PR,1,100,159697
1707823645.233745,48345.000,4985,2,PR,1,100,159699
1707823645.272937,48383.000,4985,2,PR,1,100,159628
1707823645.313574,48422.400,5001,5,PR,1,100,159528
1707823645.354210,48461.800,5001,5,PR,1,100,159479
1707823645.394846,48501.200,5001,5,PR,1,100,159442
1707823645.435483,48540.600,5001,5,PR,1,100,159419
1707823645.476119,48580.000,5001,5,PR,1,100,159408
1707823645.515827,48618.500,5018,2,PR,1,100,159411
1707823645.555535,48657.000,5018,2,PR,1,100,159420
1707823645.595501,48695.750,5037,4,PR,1,100,159415
1707823645.635467,48734.500,5037,4,PR,1,100,159422
1707823645.675433,48773.250,5037,4,PR,1,100,159429
1707823645.715399,48812.000,5037,4,PR,1,100,159441
1707823645.755107,48850.500,5054,2,PR,1,100,159466
1707823645.794815,48889.000,5054,2,PR,1,100,159489
1707823645.838820,48931.667,5070,3,PR,1,100,159500
1707823645.882826,48974.333,5070,3,PR,1,100,159514
1707823645.926831,49017.000,5070,3,PR,1,100,159519
1707823645.967055,49056.000,5088,2,PR,1,100,159534
1707823646.007279,49095.000,5088,2,PR,1,100,159542
1707823646.046471,49133.000,5103,3,PR,1,100,159555
1707823646.085664,49171.000,5103,3,PR,1,100,159580
1707823646.124856,49209.000,5103,3,PR,1,100,159574
1707823646.164564,49247.500,5119,2,PR,1,100,159467
1707823646.204272,49286.000,5119,2,PR,1,100,159376
1707823646.244643,49325.143,5142,7,PR,1,100,159329
1707823646.285014,49364.286,5142,7,PR,1,100,159313
1707823646.325385,49403.429,5142,7,PR,1,100,159302
1707823646.365757,49442.571,5142,7,PR,1,100,159302
1707823646.406128,49481.714,5142,7,PR,1,100,159317
1707823646.446499,49520.857,5142,7,PR,1,100,159322
1707823646.486870,49560.000,5142,7,PR,1,100,159326
1707823646.527094,49599.000,5158,2,PR,1,100,159333
1707823646.567317,49638.000,5158,2,PR,1,100,159348
1707823646.607197,49676.667,5178,3,PR,1,100,159354
1707823646.647077,49715.333,5178,3,PR,1,100,159364
1707823646.686957,49754.000,5178,3,PR,1,100,159382
1707823646.725462,49791.333,5193,3,PR,1,100,159396
1707823646.763967,49828.667,5193,3,PR,1,100,159401
1707823646.802472,49866.000,5193,3,PR,1,100,159409
1707823646.842180,49904.500,5209,2,PR,1,100,159427
1707823646.881888,49943.000,5209,2,PR,1,100,159440
1707823646.922112,49982.000,5226,3,PR,1,100,159449
1707823646.962335,50021.000,5226,3,PR,1,100,159430
1707823647.002559,50060.000,5226,3,PR,1,100,159320
1707823647.042955,50099.167,5243,6,PR,1,100,159254
1707823647.083350,50138.333,5243,6,PR,1,100,159252
1707823647.123746,50177.500,5243,6,PR,1,100,159225
1707823647.164142,50216.667,5243,6,PR,1,100,159197
1707823647.204537,50255.833,5243,6,PR,1,100,159207
1707823647.244933,50295.000,5243,6,PR,1,100,159213
1707823647.284641,50333.500,5263,6,PR,1,100,159210
1707823647.324349,50372.000,5263,6,PR,1,100,159223
1707823647.364057,50410.500,5263,6,PR,1,100,159227
1707823647.403765,50449.000,5263,6,PR,1,100,159240
1707823647.443473,50487.500,5263,6,PR,1,100,159250
1707823647.483181,50526.000,5263,6,PR,1,100,159258
1707823647.523700,50565.286,5281,7,PR,1,100,159278
1707823647.564218,50604.571,5281,7,PR,1,100,159293
1707823647.604737,50643.857,5281,7,PR,1,100,159316
1707823647.645255,50683.143,5281,7,PR,1,100,159320
1707823647.685774,50722.429,5281,7,PR,1,100,159326
1707823647.726292,50761.714,5281,7,PR,1,100,159344
1707823647.766811,50801.000,5281,7,PR,1,100,159355
1707823647.806691,50839.667,5297,3,PR,1,100,159340
1707823647.846570,50878.333,5297,3,PR,1,100,159238
1707823647.886450,50917.000,5297,3,PR,1,100,159142
1707823647.925643,50955.000,5315,3,PR,1,100,159092
1707823647.964835,50993.000,5315,3,PR,1,100,159040
1707823648.004028,51031.000,5315,3,PR,1,100,159013
1707823648.043564,51069.333,5329,3,PR,1,100,159010
1707823648.083100,51107.667,5329,3,PR,1,100,159018
1707823648.122636,51146.000,5329,3,PR,1,100,159021
1707823648.162344,51184.500,5346,2,PR,1,100,159017
1707823648.202052,51223.000,5346,2,PR,1,100,159023
1707823648.242964,51262.667,5365,3,PR,1,100,159033
1707823648.283875,51302.333,5365,3,PR,1,100,159040
