index,TypeTag,binstart,binend,LocalTimestamp,HR
0,HR,0.0,7.996269189815539,1707824237.338823,72.01556653311465
1,HR,0.9907767832186963,8.997053819329373,1707824238.3295999,71.79995106445264
2,HR,1.9915614127325312,9.99783844884321,1707824239.3303845,71.3725704033547
3,HR,2.992346042246366,10.998623078357044,1707824240.3311691,70.9502475015597
4,HR,3.9931306717602006,11.999407707870878,1707824241.3319538,71.18425227564137
5,HR,4.993915301274035,12.990184491089575,1707824242.3327384,69.71274318467204
6,HR,5.99469993078787,13.99096912060341,1707824243.333523,69.30977935123462
7,HR,6.995484560301705,14.991753750117244,1707824244.3343077,69.20976523961669
8,HR,7.996269189815539,15.992538379631078,1707824245.3350923,69.11003935310427
9,HR,8.997053819329373,16.993323009144913,1707824246.335877,69.20976523961669
10,HR,9.99783844884321,17.994107638658747,1707824247.3366616,70.81058166002121
11,HR,10.998623078357044,18.99489226817258,1707824248.3374462,69.80292784597175
12,HR,11.999407707870878,19.99567689768642,1707824249.3382308,70.32605177573954
13,HR,12.990184491089575,20.996461527200253,1707824250.3290076,70.5328931044917
14,HR,13.99096912060341,21.997246156714088,1707824251.3297923,70.42932057423548
15,HR,14.991753750117244,22.998030786227922,1707824252.330577,70.12042004540112
16,HR,15.992538379631078,23.998815415741756,1707824253.3313615,71.3725704033547
17,HR,16.993323009144913,24.99960004525559,1707824254.3321462,69.89334614629037
18,HR,17.994107638658747,25.990376828474286,1707824255.3329308,69.11003935310427
19,HR,18.99489226817258,26.991161457988124,1707824256.3337154,68.81257863852849
20,HR,19.99567689768642,27.991946087501958,1707824257.3345,68.81257863852849
21,HR,20.996461527200253,28.992730717015792,1707824258.3352847,68.91144728599765
22,HR,21.997246156714088,29.993515346529627,1707824259.3360693,69.11003935310427
23,HR,22.998030786227922,30.99429997604346,1707824260.336854,70.2573739908023
24,HR,23.998815415741756,31.995084605557295,1707824261.3376384,69.08791706137792
25,HR,24.99960004525559,32.99586923507113,1707824262.338423,68.3224605570575
26,HR,25.990376828474286,33.996653864584964,1707824263.3291998,68.75339350781876
27,HR,26.991161457988124,34.9974384940988,1707824264.3299844,68.61569000150838
28,HR,27.991946087501958,35.99822312361263,1707824265.330769,69.30977935123462
29,HR,28.992730717015792,36.99900775312647,1707824266.3315537,70.81058166002121
30,HR,29.993515346529627,37.9997923826403,1707824267.3323383,70.6252136452044
31,HR,30.99429997604346,38.990569165859,1707824268.333123,71.09046538199757
32,HR,31.995084605557295,39.99135379537284,1707824269.3339076,71.88604213287525
33,HR,32.99586923507113,40.99213842488667,1707824270.3346922,71.20303935726598
34,HR,33.996653864584964,41.99292305440051,1707824271.3354769,73.51180275876861
35,HR,34.9974384940988,42.99370768391434,1707824272.3362615,71.46710360918696
36,HR,35.99822312361263,43.994492313428175,1707824273.3370461,69.71274318467204
37,HR,36.99900775312647,44.995276942942006,1707824274.3378308,69.01060044756025
38,HR,37.9997923826403,45.996061572455844,1707824275.3386154,68.6156900015084
39,HR,38.990569165859,46.99684620196968,1707824276.3293922,68.35027914848953
40,HR,39.99135379537284,47.99763083148351,1707824277.3301768,71.65692327348759
41,HR,40.99213842488667,48.99841546099735,1707824278.3309615,70.53289310449172
42,HR,41.99292305440051,49.99920009051118,1707824279.331746,71.09046538199757
43,HR,42.99370768391434,50.99998472002502,1707824280.3325307,71.90759716799755
44,HR,43.994492313428175,51.99076150324371,1707824281.3333154,71.90759716799755
45,HR,44.995276942942006,52.99154613275755,1707824282.3341,71.69262677287648
46,HR,45.996061572455844,53.99233076227138,1707824283.3348846,71.16078236061477
47,HR,46.99684620196968,54.99311539178522,1707824284.3356693,71.18425227564137
48,HR,47.99763083148351,55.993900021299055,1707824285.336454,69.354322911229
49,HR,48.99841546099735,56.994684650812886,1707824286.3372386,66.98654652381894
50,HR,49.99920009051118,57.99546928032672,1707824287.3380232,66.24636368930162
51,HR,50.99998472002502,58.996253909840554,1707824288.3388078,65.88237268001974
52,HR,51.99076150324371,59.99703853935439,1707824289.3295846,65.88237268001974
53,HR,52.99154613275755,60.99782316886822,1707824290.3303692,66.02748803834577
54,HR,53.99233076227138,61.99860779838206,1707824291.3311539,65.88237268001974
55,HR,54.99311539178522,62.9993924278959,1707824292.3319385,65.88237268001974
56,HR,55.993900021299055,63.99016921111459,1707824293.3327231,65.57354905808214
57,HR,56.994684650812886,64.99095384062842,1707824294.3335078,67.83927483883221
58,HR,57.99546928032672,65.99173847014227,1707824295.3342924,66.98654652381896
59,HR,58.996253909840554,66.9925230996561,1707824296.335077,66.15498939455775
60,HR,59.99703853935439,67.99330772916993,1707824297.3358617,65.34382467446099
61,HR,60.99782316886822,68.99409235868376,1707824298.3366463,65.43297041071537
62,HR,61.99860779838206,69.9948769881976,1707824299.337431,65.88237268001974
63,HR,62.9993924278959,70.99566161771143,1707824300.3382156,66.42987162195895
64,HR,63.99016921111459,71.99644624722526,1707824301.3289924,66.93312822515563
65,HR,64.99095384062842,72.99723087673911,1707824302.329777,66.89312037803955
66,HR,65.99173847014227,73.99801550625294,1707824303.3305616,68.99956934135058
67,HR,66.9925230996561,74.99880013576677,1707824304.3313463,68.41992483745274
68,HR,67.99330772916993,75.9995847652806,1707824305.332131,67.3628754368741
69,HR,68.99409235868376,76.99036154849931,1707824306.3329155,66.33799074834629
70,HR,69.9948769881976,77.99114617801314,1707824307.3337002,65.61199358557369
71,HR,70.99566161771143,78.99193080752697,1707824308.3344848,65.43297041071537
72,HR,71.99644624722526,79.99271543704081,1707824309.3352692,65.61199358557369
