LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1707824241.756105,626822.000,32321,3,PI,1,100,160864
1707824241.796300,626861.000,32321,3,PI,1,100,160337
1707824241.836494,626900.000,32321,3,PI,1,100,160176
1707824241.876689,626939.000,32338,2,PI,1,100,160142
1707824241.916884,626978.000,32338,2,PI,1,100,160146
1707824241.956048,627016.000,32354,3,PI,1,100,160228
1707824241.995212,627054.000,32354,3,PI,1,100,160350
1707824242.034376,627092.000,32354,3,PI,1,100,160387
1707824242.074227,627130.667,32372,3,PI,1,100,160423
1707824242.114078,627169.333,32372,3,PI,1,100,160475
1707824242.153929,627208.000,32372,3,PI,1,100,160548
1707824242.194123,627247.000,32388,2,PI,1,100,160610
1707824242.234318,627286.000,32388,2,PI,1,100,160651
1707824242.274169,627324.667,32405,3,PI,1,100,160692
1707824242.314020,627363.333,32405,3,PI,1,100,160767
1707824242.353871,627402.000,32405,3,PI,1,100,160814
1707824242.393808,627440.750,32422,4,PI,1,100,160863
1707824242.433745,627479.500,32422,4,PI,1,100,160942
1707824242.473682,627518.250,32422,4,PI,1,100,161039
1707824242.513619,627557.000,32422,4,PI,1,100,161081
1707824242.552783,627595.000,32439,3,PI,1,100,161001
1707824242.591947,627633.000,32439,3,PI,1,100,160495
1707824242.631111,627671.000,32439,3,PI,1,100,160137
1707824242.670790,627709.500,32455,2,PI,1,100,160042
1707824242.710469,627748.000,32455,2,PI,1,100,160013
1707824242.751351,627787.667,32474,3,PI,1,100,160044
1707824242.792233,627827.333,32474,3,PI,1,100,160148
1707824242.833114,627867.000,32474,3,PI,1,100,160227
1707824242.872793,627905.500,32489,2,PI,1,100,160264
1707824242.912473,627944.000,32489,2,PI,1,100,160308
1707824242.952324,627982.667,32508,3,PI,1,100,160340
1707824242.992175,628021.333,32508,3,PI,1,100,160428
1707824243.032026,628060.000,32508,3,PI,1,100,160506
1707824243.071963,628098.750,32525,4,PI,1,100,160607
1707824243.111900,628137.500,32525,4,PI,1,100,160683
1707824243.151837,628176.250,32525,4,PI,1,100,160743
1707824243.191774,628215.000,32525,4,PI,1,100,160801
1707824243.231453,628253.500,32542,2,PI,1,100,160859
1707824243.271132,628292.000,32542,2,PI,1,100,160932
1707824243.311670,628331.333,32559,3,PI,1,100,161020
1707824243.352208,628370.667,32559,3,PI,1,100,161080
1707824243.392747,628410.000,32559,3,PI,1,100,161014
1707824243.432941,628449.000,32576,2,PI,1,100,160476
1707824243.473136,628488.000,32576,2,PI,1,100,160093
1707824243.512987,628526.667,32590,3,PI,1,100,160009
1707824243.552838,628565.333,32590,3,PI,1,100,159958
1707824243.592689,628604.000,32590,3,PI,1,100,159962
1707824243.632540,628642.667,32612,3,PI,1,100,160047
1707824243.672391,628681.333,32612,3,PI,1,100,160132
1707824243.712242,628720.000,32612,3,PI,1,100,160150
1707824243.751921,628758.500,32631,4,PI,1,100,160165
1707824243.791601,628797.000,32631,4,PI,1,100,160220
1707824243.831280,628835.500,32631,4,PI,1,100,160302
1707824243.870959,628874.000,32631,4,PI,1,100,160390
1707824243.910123,628912.000,32648,2,PI,1,100,160490
1707824243.949287,628950.000,32648,2,PI,1,100,160568
1707824243.990512,628990.000,32665,3,PI,1,100,160626
1707824244.031738,629030.000,32665,3,PI,1,100,160701
1707824244.072963,629070.000,32665,3,PI,1,100,160749
1707824244.112642,629108.500,32682,2,PI,1,100,160800
1707824244.152321,629147.000,32682,2,PI,1,100,160879
1707824244.196638,629190.000,32696,3,PI,1,100,160950
1707824244.240956,629233.000,32696,3,PI,1,100,161003
1707824244.285273,629276.000,32696,3,PI,1,100,160781
1707824244.324952,629314.500,32713,2,PI,1,100,160204
1707824244.364631,629353.000,32713,2,PI,1,100,159976
1707824244.404568,629391.750,32730,4,PI,1,100,159916
1707824244.444505,629430.500,32730,4,PI,1,100,159915
1707824244.484442,629469.250,32730,4,PI,1,100,159984
1707824244.524379,629508.000,32730,4,PI,1,100,160106
1707824244.564574,629547.000,32747,2,PI,1,100,160159
1707824244.604768,629586.000,32747,2,PI,1,100,160162
1707824244.644276,629624.333,32765,3,PI,1,100,160199
1707824244.683783,629662.667,32765,3,PI,1,100,160267
1707824244.723291,629701.000,32765,3,PI,1,100,160369
1707824244.762455,629739.000,32782,2,PI,1,100,160467
1707824244.801619,629777.000,32782,2,PI,1,100,160547
1707824244.841470,629815.667,32797,3,PI,1,100,160634
1707824244.881321,629854.333,32797,3,PI,1,100,160696
1707824244.921172,629893.000,32797,3,PI,1,100,160732
1707824244.961023,629931.667,32814,3,PI,1,100,160782
1707824245.000874,629970.333,32814,3,PI,1,100,160858
1707824245.040725,630009.000,32814,3,PI,1,100,160932
1707824245.080232,630047.333,32831,3,PI,1,100,161002
1707824245.119740,630085.667,32831,3,PI,1,100,160971
1707824245.159247,630124.000,32831,3,PI,1,100,160448
1707824245.199098,630162.667,32848,3,PI,1,100,160032
1707824245.238949,630201.333,32848,3,PI,1,100,159931
1707824245.278800,630240.000,32848,3,PI,1,100,159911
1707824245.317964,630278.000,32864,2,PI,1,100,159944
1707824245.357128,630316.000,32864,2,PI,1,100,160076
1707824245.396636,630354.333,32880,3,PI,1,100,160178
1707824245.436143,630392.667,32880,3,PI,1,100,160175
1707824245.475651,630431.000,32880,3,PI,1,100,160205
1707824245.515845,630470.000,32898,3,PI,1,100,160291
1707824245.556040,630509.000,32898,3,PI,1,100,160367
1707824245.596235,630548.000,32898,3,PI,1,100,160441
1707824245.636945,630587.500,32915,2,PI,1,100,160520
1707824245.677654,630627.000,32915,2,PI,1,100,160594
1707824245.718193,630666.333,32932,3,PI,1,100,160673
1707824245.758731,630705.667,32932,3,PI,1,100,160734
1707824245.799269,630745.000,32932,3,PI,1,100,160806
1707824245.839120,630783.667,32949,3,PI,1,100,160874
1707824245.878971,630822.333,32949,3,PI,1,100,160936
1707824245.918822,630861.000,32949,3,PI,1,100,161007
1707824245.957299,630898.333,32965,3,PI,1,100,160888
1707824245.995776,630935.667,32965,3,PI,1,100,160343
1707824246.034253,630973.000,32965,3,PI,1,100,160031
1707824246.073932,631011.500,32981,2,PI,1,100,159933
1707824246.113611,631050.000,32981,2,PI,1,100,159919
1707824246.153806,631089.000,32997,3,PI,1,100,159910
1707824246.194000,631128.000,32997,3,PI,1,100,160007
1707824246.234195,631167.000,32997,3,PI,1,100,160106
1707824246.275420,631207.000,33014,2,PI,1,100,160118
1707824246.316645,631247.000,33014,2,PI,1,100,160150
1707824246.356582,631285.750,33033,4,PI,1,100,160228
1707824246.396519,631324.500,33033,4,PI,1,100,160321
1707824246.436456,631363.250,33033,4,PI,1,100,160446
1707824246.476393,631402.000,33033,4,PI,1,100,160542
1707824246.516244,631440.667,33050,3,PI,1,100,160602
1707824246.556095,631479.333,33050,3,PI,1,100,160679
1707824246.595946,631518.000,33050,3,PI,1,100,160755
1707824246.635110,631556.000,33065,2,PI,1,100,160809
1707824246.674274,631594.000,33065,2,PI,1,100,160880
1707824246.714125,631632.667,33082,3,PI,1,100,160979
1707824246.753976,631671.333,33082,3,PI,1,100,161078
1707824246.793827,631710.000,33082,3,PI,1,100,161066
1707824246.834537,631749.500,33098,2,PI,1,100,160612
1707824246.875247,631789.000,33098,2,PI,1,100,160124
1707824246.916129,631828.667,33115,3,PI,1,100,159953
1707824246.957011,631868.333,33115,3,PI,1,100,159888
1707824246.997892,631908.000,33115,3,PI,1,100,159868
1707824247.037468,631946.400,33133,5,PI,1,100,159914
1707824247.077045,631984.800,33133,5,PI,1,100,160043
1707824247.116621,632023.200,33133,5,PI,1,100,160097
1707824247.156197,632061.600,33133,5,PI,1,100,160117
1707824247.195773,632100.000,33133,5,PI,1,100,160153
1707824247.235195,632138.250,33151,4,PI,1,100,160242
1707824247.274617,632176.500,33151,4,PI,1,100,160348
1707824247.314038,632214.750,33151,4,PI,1,100,160445
1707824247.353460,632253.000,33151,4,PI,1,100,160521
1707824247.393860,632292.200,33169,5,PI,1,100,160624
1707824247.434261,632331.400,33169,5,PI,1,100,160681
1707824247.474662,632370.600,33169,5,PI,1,100,160740
1707824247.515063,632409.800,33169,5,PI,1,100,160814
1707824247.555463,632449.000,33169,5,PI,1,100,160896
1707824247.597719,632490.000,33187,6,PI,1,100,160981
1707824247.639975,632531.000,33187,6,PI,1,100,161067
1707824247.682231,632572.000,33187,6,PI,1,100,161043
1707824247.724487,632613.000,33187,6,PI,1,100,160521
1707824247.766743,632654.000,33187,6,PI,1,100,160082
1707824247.808998,632695.000,33187,6,PI,1,100,159973
1707824247.849193,632734.000,33205,3,PI,1,100,159951
1707824247.889388,632773.000,33205,3,PI,1,100,159955
1707824247.929582,632812.000,33205,3,PI,1,100,160059
1707824247.969262,632850.500,33221,2,PI,1,100,160158
1707824248.008941,632889.000,33221,2,PI,1,100,160174
1707824248.048105,632927.000,33239,3,PI,1,100,160193
1707824248.087269,632965.000,33239,3,PI,1,100,160253
1707824248.126433,633003.000,33239,3,PI,1,100,160349
1707824248.166112,633041.500,33256,2,PI,1,100,160460
1707824248.205791,633080.000,33256,2,PI,1,100,160566
1707824248.245986,633119.000,33272,3,PI,1,100,160660
1707824248.286180,633158.000,33272,3,PI,1,100,160723
1707824248.326375,633197.000,33272,3,PI,1,100,160800
1707824248.366226,633235.667,33290,3,PI,1,100,160879
1707824248.406077,633274.333,33290,3,PI,1,100,160935
1707824248.445928,633313.000,33290,3,PI,1,100,161016
1707824248.485607,633351.500,33304,2,PI,1,100,161114
1707824248.525287,633390.000,33304,2,PI,1,100,161193
1707824248.564794,633428.333,33321,3,PI,1,100,161205
1707824248.604302,633466.667,33321,3,PI,1,100,160712
1707824248.643809,633505.000,33321,3,PI,1,100,160212
1707824248.683317,633543.333,33338,3,PI,1,100,160112
1707824248.722824,633581.667,33338,3,PI,1,100,160105
1707824248.762332,633620.000,33338,3,PI,1,100,160127
1707824248.802526,633659.000,33355,2,PI,1,100,160231
1707824248.842721,633698.000,33355,2,PI,1,100,160377
1707824248.882503,633736.600,33379,5,PI,1,100,160413
1707824248.922286,633775.200,33379,5,PI,1,100,160422
1707824248.962068,633813.800,33379,5,PI,1,100,160493
1707824249.001850,633852.400,33379,5,PI,1,100,160587
1707824249.041633,633891.000,33379,5,PI,1,100,160677
1707824249.081484,633929.667,33396,3,PI,1,100,160793
1707824249.121335,633968.333,33396,3,PI,1,100,160878
1707824249.161186,634007.000,33396,3,PI,1,100,160963
1707824249.201380,634046.000,33412,2,PI,1,100,161026
1707824249.241575,634085.000,33412,2,PI,1,100,161091
1707824249.280052,634122.333,33429,3,PI,1,100,161155
1707824249.318529,634159.667,33429,3,PI,1,100,161218
1707824249.357006,634197.000,33429,3,PI,1,100,161307
1707824249.396857,634235.667,33444,3,PI,1,100,161396
1707824249.436708,634274.333,33444,3,PI,1,100,161433
1707824249.476559,634313.000,33444,3,PI,1,100,161102
1707824249.516238,634351.500,33461,2,PI,1,100,160501
1707824249.555917,634390.000,33461,2,PI,1,100,160328
1707824249.595768,634428.667,33477,3,PI,1,100,160336
1707824249.635619,634467.333,33477,3,PI,1,100,160362
1707824249.675470,634506.000,33477,3,PI,1,100,160450
1707824249.715665,634545.000,33495,2,PI,1,100,160595
1707824249.755860,634584.000,33495,2,PI,1,100,160629
1707824249.795711,634622.667,33513,3,PI,1,100,160641
1707824249.835562,634661.333,33513,3,PI,1,100,160681
1707824249.875413,634700.000,33513,3,PI,1,100,160754
1707824249.914577,634738.000,33528,3,PI,1,100,160853
1707824249.953741,634776.000,33528,3,PI,1,100,160951
1707824249.992905,634814.000,33528,3,PI,1,100,161033
1707824250.032584,634852.500,33545,2,PI,1,100,161113
1707824250.072263,634891.000,33545,2,PI,1,100,161175
1707824250.112114,634929.667,33562,3,PI,1,100,161239
1707824250.151965,634968.333,33562,3,PI,1,100,161287
1707824250.191816,635007.000,33562,3,PI,1,100,161357
1707824250.232011,635046.000,33578,2,PI,1,100,161447
1707824250.272205,635085.000,33578,2,PI,1,100,161521
1707824250.312057,635123.667,33595,3,PI,1,100,161503
1707824250.351908,635162.333,33595,3,PI,1,100,161012
1707824250.391759,635201.000,33595,3,PI,1,100,160528
1707824250.431266,635239.333,33610,3,PI,1,100,160445
1707824250.470774,635277.667,33610,3,PI,1,100,160454
1707824250.510281,635316.000,33610,3,PI,1,100,160491
1707824250.549445,635354.000,33627,2,PI,1,100,160616
1707824250.588609,635392.000,33627,2,PI,1,100,160725
1707824250.628804,635431.000,33646,3,PI,1,100,160743
1707824250.668998,635470.000,33646,3,PI,1,100,160760
1707824250.709193,635509.000,33646,3,PI,1,100,160814
1707824250.749044,635547.667,33663,3,PI,1,100,160920
1707824250.788895,635586.333,33663,3,PI,1,100,161012
1707824250.828746,635625.000,33663,3,PI,1,100,161091
1707824250.868425,635663.500,33677,2,PI,1,100,161165
1707824250.908105,635702.000,33677,2,PI,1,100,161207
1707824250.954483,635747.000,33694,2,PI,1,100,161259
1707824251.000861,635792.000,33694,2,PI,1,100,161313
1707824251.041743,635831.667,33711,3,PI,1,100,161371
1707824251.082625,635871.333,33711,3,PI,1,100,161459
1707824251.123506,635911.000,33711,3,PI,1,100,161551
1707824251.163701,635950.000,33728,3,PI,1,100,161612
1707824251.203895,635989.000,33728,3,PI,1,100,161389
1707824251.244090,636028.000,33728,3,PI,1,100,160754
1707824251.283769,636066.500,33744,2,PI,1,100,160489
1707824251.323449,636105.000,33744,2,PI,1,100,160418
1707824251.362956,636143.333,33760,3,PI,1,100,160425
1707824251.402464,636181.667,33760,3,PI,1,100,160480
1707824251.441971,636220.000,33760,3,PI,1,100,160588
1707824251.482681,636259.500,33776,2,PI,1,100,160672
1707824251.523391,636299.000,33776,2,PI,1,100,160689
1707824251.563929,636338.333,33795,3,PI,1,100,160716
1707824251.604467,636377.667,33795,3,PI,1,100,160792
1707824251.645005,636417.000,33795,3,PI,1,100,160872
1707824251.684856,636455.667,33812,3,PI,1,100,160967
1707824251.724707,636494.333,33812,3,PI,1,100,161059
1707824251.764558,636533.000,33812,3,PI,1,100,161139
1707824251.804238,636571.500,33827,2,PI,1,100,161202
1707824251.843917,636610.000,33827,2,PI,1,100,161263
1707824251.883425,636648.333,33843,3,PI,1,100,161321
1707824251.922932,636686.667,33843,3,PI,1,100,161407
1707824251.962440,636725.000,33843,3,PI,1,100,161473
1707824252.002291,636763.667,33861,3,PI,1,100,161547
1707824252.042142,636802.333,33861,3,PI,1,100,161507
1707824252.081993,636841.000,33861,3,PI,1,100,160955
1707824252.123218,636881.000,33877,2,PI,1,100,160512
1707824252.164443,636921.000,33877,2,PI,1,100,160417
1707824252.204294,636959.667,33894,3,PI,1,100,160399
1707824252.244145,636998.333,33894,3,PI,1,100,160422
1707824252.283996,637037.000,33894,3,PI,1,100,160515
1707824252.323676,637075.500,33909,2,PI,1,100,160631
1707824252.363355,637114.000,33909,2,PI,1,100,160666
1707824252.403206,637152.667,33928,3,PI,1,100,160681
1707824252.443057,637191.333,33928,3,PI,1,100,160732
1707824252.482908,637230.000,33928,3,PI,1,100,160807
1707824252.522072,637268.000,33944,3,PI,1,100,160902
1707824252.561236,637306.000,33944,3,PI,1,100,161004
1707824252.600400,637344.000,33944,3,PI,1,100,161084
1707824252.640079,637382.500,33962,2,PI,1,100,161157
1707824252.679758,637421.000,33962,2,PI,1,100,161232
1707824252.720640,637460.667,33979,3,PI,1,100,161276
1707824252.761522,637500.333,33979,3,PI,1,100,161336
1707824252.802403,637540.000,33979,3,PI,1,100,161414
1707824252.842083,637578.500,33995,2,PI,1,100,161520
1707824252.881762,637617.000,33995,2,PI,1,100,161568
1707824252.921613,637655.667,34011,3,PI,1,100,161240
1707824252.961464,637694.333,34011,3,PI,1,100,160664
1707824253.001315,637733.000,34011,3,PI,1,100,160487
1707824253.041166,637771.667,34029,3,PI,1,100,160453
1707824253.081017,637810.333,34029,3,PI,1,100,160474
1707824253.120868,637849.000,34029,3,PI,1,100,160557
1707824253.161063,637888.000,34045,2,PI,1,100,160689
1707824253.201257,637927.000,34045,2,PI,1,100,160714
1707824253.241109,637965.667,34062,3,PI,1,100,160709
1707824253.280960,638004.333,34062,3,PI,1,100,160744
1707824253.320811,638043.000,34062,3,PI,1,100,160816
1707824253.361521,638082.500,34079,2,PI,1,100,160902
1707824253.402230,638122.000,34079,2,PI,1,100,160994
1707824253.442081,638160.667,34096,3,PI,1,100,161065
1707824253.481933,638199.333,34096,3,PI,1,100,161151
1707824253.521784,638238.000,34096,3,PI,1,100,161220
1707824253.561978,638277.000,34112,3,PI,1,100,161253
1707824253.602173,638316.000,34112,3,PI,1,100,161323
1707824253.642367,638355.000,34112,3,PI,1,100,161396
1707824253.682047,638393.500,34130,2,PI,1,100,161471
1707824253.721726,638432.000,34130,2,PI,1,100,161517
1707824253.761233,638470.333,34144,3,PI,1,100,161268
1707824253.800741,638508.667,34144,3,PI,1,100,160678
1707824253.840248,638547.000,34144,3,PI,1,100,160429
1707824253.879412,638585.000,34161,2,PI,1,100,160388
1707824253.918576,638623.000,34161,2,PI,1,100,160400
1707824253.959802,638663.000,34178,3,PI,1,100,160442
1707824254.001027,638703.000,34178,3,PI,1,100,160561
1707824254.042252,638743.000,34178,3,PI,1,100,160611
1707824254.082103,638781.667,34197,3,PI,1,100,160626
1707824254.121954,638820.333,34197,3,PI,1,100,160664
1707824254.161805,638859.000,34197,3,PI,1,100,160725
1707824254.201484,638897.500,34216,4,PI,1,100,160817
1707824254.241164,638936.000,34216,4,PI,1,100,160905
1707824254.280843,638974.500,34216,4,PI,1,100,160998
1707824254.320522,639013.000,34216,4,PI,1,100,161071
1707824254.367931,639059.000,34234,2,PI,1,100,161117
1707824254.415340,639105.000,34234,2,PI,1,100,161180
1707824254.455535,639144.000,34248,2,PI,1,100,161233
1707824254.495729,639183.000,34248,2,PI,1,100,161305
1707824254.535580,639221.667,34265,3,PI,1,100,161385
1707824254.575432,639260.333,34265,3,PI,1,100,161439
1707824254.615283,639299.000,34265,3,PI,1,100,161254
1707824254.654447,639337.000,34282,3,PI,1,100,160614
1707824254.693610,639375.000,34282,3,PI,1,100,160315
1707824254.732774,639413.000,34282,3,PI,1,100,160225
1707824254.772969,639452.000,34299,2,PI,1,100,160173
1707824254.813164,639491.000,34299,2,PI,1,100,160184
1707824254.853358,639530.000,34315,3,PI,1,100,160296
1707824254.893553,639569.000,34315,3,PI,1,100,160375
1707824254.933747,639608.000,34315,3,PI,1,100,160407
1707824254.974457,639647.500,34331,2,PI,1,100,160431
1707824255.015167,639687.000,34331,2,PI,1,100,160496
1707824255.055362,639726.000,34349,3,PI,1,100,160595
1707824255.095556,639765.000,34349,3,PI,1,100,160698
1707824255.135751,639804.000,34349,3,PI,1,100,160789
1707824255.175602,639842.667,34366,3,PI,1,100,160862
1707824255.215453,639881.333,34366,3,PI,1,100,160941
1707824255.255304,639920.000,34366,3,PI,1,100,161001
1707824255.294468,639958.000,34382,2,PI,1,100,161060
1707824255.333632,639996.000,34382,2,PI,1,100,161139
1707824255.373140,640034.333,34399,3,PI,1,100,161228
1707824255.412647,640072.667,34399,3,PI,1,100,161300
1707824255.452155,640111.000,34399,3,PI,1,100,161235
1707824255.492349,640150.000,34414,3,PI,1,100,160663
1707824255.532544,640189.000,34414,3,PI,1,100,160250
1707824255.572738,640228.000,34414,3,PI,1,100,160117
1707824255.613448,640267.500,34431,2,PI,1,100,160057
1707824255.654158,640307.000,34431,2,PI,1,100,160061
1707824255.694696,640346.333,34448,3,PI,1,100,160156
1707824255.735234,640385.667,34448,3,PI,1,100,160259
1707824255.775773,640425.000,34448,3,PI,1,100,160275
1707824255.815452,640463.500,34465,2,PI,1,100,160304
1707824255.855131,640502.000,34465,2,PI,1,100,160357
1707824255.893952,640539.667,34481,3,PI,1,100,160450
1707824255.932772,640577.333,34481,3,PI,1,100,160559
1707824255.971592,640615.000,34481,3,PI,1,100,160648
1707824256.011100,640653.333,34499,3,PI,1,100,160733
1707824256.050607,640691.667,34499,3,PI,1,100,160794
1707824256.090115,640730.000,34499,3,PI,1,100,160851
1707824256.130309,640769.000,34515,2,PI,1,100,160886
1707824256.170504,640808.000,34515,2,PI,1,100,160980
1707824256.211386,640847.667,34532,3,PI,1,100,161062
1707824256.252267,640887.333,34532,3,PI,1,100,161132
1707824256.293149,640927.000,34532,3,PI,1,100,161188
1707824256.333344,640966.000,34548,2,PI,1,100,160865
1707824256.373538,641005.000,34548,2,PI,1,100,160276
1707824256.413389,641043.667,34564,3,PI,1,100,160087
1707824256.453240,641082.333,34564,3,PI,1,100,160052
1707824256.493091,641121.000,34564,3,PI,1,100,160058
1707824256.532255,641159.000,34580,3,PI,1,100,160136
1707824256.571419,641197.000,34580,3,PI,1,100,160263
1707824256.610583,641235.000,34580,3,PI,1,100,160291
1707824256.650778,641274.000,34598,2,PI,1,100,160303
1707824256.690972,641313.000,34598,2,PI,1,100,160344
1707824256.731167,641352.000,34616,3,PI,1,100,160417
1707824256.771362,641391.000,34616,3,PI,1,100,160504
1707824256.811556,641430.000,34616,3,PI,1,100,160620
1707824256.852266,641469.500,34631,2,PI,1,100,160702
1707824256.892976,641509.000,34631,2,PI,1,100,160767
1707824256.933171,641548.000,34647,3,PI,1,100,160835
1707824256.973365,641587.000,34647,3,PI,1,100,160884
