LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GZ
1707824245.040725,630009.000,32826,3,GZ,1,100,-0.092
1707824245.075766,630043.000,32843,3,GZ,1,100,-0.031
1707824245.110808,630077.000,32843,3,GZ,1,100,-0.366
1707824245.145849,630111.000,32843,3,GZ,1,100,-0.336
1707824245.186044,630150.000,32860,3,GZ,1,100,-0.092
1707824245.226238,630189.000,32860,3,GZ,1,100,0.031
1707824245.266433,630228.000,32860,3,GZ,1,100,0.122
1707824245.305597,630266.000,32874,3,GZ,1,100,0.031
1707824245.344761,630304.000,32874,3,GZ,1,100,-0.122
1707824245.383925,630342.000,32874,3,GZ,1,100,-0.122
1707824245.423604,630380.500,32892,2,GZ,1,100,0.061
1707824245.463283,630419.000,32892,2,GZ,1,100,-0.031
1707824245.503134,630457.667,32910,3,GZ,1,100,0.031
1707824245.542985,630496.333,32910,3,GZ,1,100,-0.336
1707824245.582836,630535.000,32910,3,GZ,1,100,-0.458
1707824245.623718,630574.667,32927,3,GZ,1,100,-0.092
