LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1707824407.361944,787506.000,57928,2,AK,1,100,57926
1707824407.405230,787548.000,57928,2,AK,1,100,RD
1707824409.989021,790055.000,58751,2,AK,1,100,57926
1707824412.572812,792562.000,58751,2,AK,1,100,RD
1707824415.208134,795119.000,59544,2,AK,1,100,58752
1707824417.843456,797676.000,59544,2,AK,1,100,RD
1707824417.853763,797686.000,59546,2,AK,1,100,58752
1707824417.864069,797696.000,59546,2,AK,1,100,RD
1707824417.916631,797747.000,59549,2,AK,1,100,59547
1707824417.969193,797798.000,59549,2,AK,1,100,RD
1707824420.531341,800284.000,60291,2,AK,1,100,59547
1707824423.093488,802770.000,60291,2,AK,1,100,RD
1707824425.736540,805334.500,61129,2,AK,1,100,60292
1707824428.379592,807899.000,61129,2,AK,1,100,RD
1707824428.385261,807904.500,61131,2,AK,1,100,60292
1707824428.390929,807910.000,61131,2,AK,1,100,RD
1707824428.406389,807925.000,61134,2,AK,1,100,61132
1707824428.421848,807940.000,61134,2,AK,1,100,RD
1707824431.033981,810474.500,61940,2,AK,1,100,61132
1707824433.646114,813009.000,61940,2,AK,1,100,RD
1707824433.692493,813054.000,61943,2,AK,1,100,61941
1707824433.738871,813099.000,61943,2,AK,1,100,RD
1707824436.325754,815609.000,62762,2,AK,1,100,61941
1707824438.912636,818119.000,62762,2,AK,1,100,RD
1707824438.936856,818142.500,62765,2,AK,1,100,62763
1707824438.961076,818166.000,62765,2,AK,1,100,RD
1707824441.587123,820714.000,63603,2,AK,1,100,62763
1707824444.213169,823262.000,63603,2,AK,1,100,RD
1707824444.225537,823274.000,63606,2,AK,1,100,63604
1707824444.237904,823286.000,63606,2,AK,1,100,RD
1707824446.912391,825881.000,64412,2,AK,1,100,63604
1707824449.586877,828476.000,64412,2,AK,1,100,RD
1707824449.598214,828487.000,64415,2,AK,1,100,64413
1707824449.609551,828498.000,64415,2,AK,1,100,RD
1707824452.256210,831066.000,65161,2,AK,1,100,64413
1707824454.902869,833634.000,65161,2,AK,1,100,RD
1707824454.915752,833646.500,65164,2,AK,1,100,65162
1707824454.928635,833659.000,65164,2,AK,1,100,RD
1707824457.564473,836216.500,467,2,AK,1,100,65162
1707824460.200310,838774.000,467,2,AK,1,100,RD
1707824462.849031,841344.000,1305,2,AK,1,100,468
1707824465.497751,843914.000,1305,2,AK,1,100,RD
1707824465.503420,843919.500,1307,2,AK,1,100,468
1707824465.509088,843925.000,1307,2,AK,1,100,RD
1707824465.521456,843937.000,1310,2,AK,1,100,1308
1707824465.533823,843949.000,1310,2,AK,1,100,RD
1707824468.154202,846491.500,2145,2,AK,1,100,1308
1707824470.774580,849034.000,2145,2,AK,1,100,RD
1707824470.786432,849045.500,2148,2,AK,1,100,2146
1707824470.798284,849057.000,2148,2,AK,1,100,RD
1707824473.433091,851613.500,2982,2,AK,1,100,2146
1707824476.067898,854170.000,2982,2,AK,1,100,RD
1707824476.083873,854185.500,2985,2,AK,1,100,2983
1707824476.099848,854201.000,2985,2,AK,1,100,RD
1707824478.710950,856734.500,3822,2,AK,1,100,2983
1707824481.322053,859268.000,3822,2,AK,1,100,RD
1707824481.338028,859283.500,3825,2,AK,1,100,3823
1707824481.354002,859299.000,3825,2,AK,1,100,RD
1707824483.969743,861837.000,4619,2,AK,1,100,3823
1707824486.585483,864375.000,4619,2,AK,1,100,RD
1707824486.598366,864387.500,4622,2,AK,1,100,4620
1707824486.611249,864400.000,4622,2,AK,1,100,RD
1707824489.237295,866948.000,5396,2,AK,1,100,4620
1707824491.863342,869496.000,5396,2,AK,1,100,RD
