LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1707824246.969035,631880.000,33114,4,EM,1,100,PS
1707824247.026235,631935.500,33131,4,EM,1,100,RS
1707824247.083435,631991.000,33131,4,EM,1,100,RB
1707824247.140635,632046.500,33131,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824247.197835,632102.000,33131,4,EM,1,100,PS
1707824247.293426,632194.750,33167,4,EM,1,100,RS
1707824247.389017,632287.500,33167,4,EM,1,100,RB
1707824247.484607,632380.250,33167,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824247.580198,632473.000,33167,4,EM,1,100,PS
1707824247.640748,632531.750,33185,4,EM,1,100,RS
1707824247.701298,632590.500,33185,4,EM,1,100,RB
1707824247.761847,632649.250,33185,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824247.822397,632708.000,33185,4,EM,1,100,PS
1707824247.874186,632758.250,33220,4,EM,1,100,RS
1707824247.925975,632808.500,33220,4,EM,1,100,RB
1707824247.977764,632858.750,33220,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824248.029553,632909.000,33220,4,EM,1,100,PS
1707824248.081343,632959.250,33255,4,EM,1,100,RS
1707824248.133132,633009.500,33255,4,EM,1,100,RB
1707824248.184921,633059.750,33255,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824248.236710,633110.000,33255,4,EM,1,100,PS
1707824248.288499,633160.250,33288,4,EM,1,100,RS
1707824248.340288,633210.500,33288,4,EM,1,100,RB
1707824248.392078,633260.750,33288,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824248.443867,633311.000,33288,4,EM,1,100,PS
1707824248.495656,633361.250,33320,4,EM,1,100,RS
1707824248.547445,633411.500,33320,4,EM,1,100,RB
1707824248.599234,633461.750,33320,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824248.651024,633512.000,33320,4,EM,1,100,PS
1707824248.702813,633562.250,33354,4,EM,1,100,RS
1707824248.754602,633612.500,33354,4,EM,1,100,RB
1707824248.806391,633662.750,33354,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824248.858180,633713.000,33354,4,EM,1,100,PS
1707824248.933674,633786.250,33395,4,EM,1,100,RS
1707824249.009168,633859.500,33395,4,EM,1,100,RB
1707824249.084661,633932.750,33395,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824249.160155,634006.000,33395,4,EM,1,100,PS
1707824249.211944,634056.250,33428,4,EM,1,100,RS
1707824249.263733,634106.500,33428,4,EM,1,100,RB
1707824249.315523,634156.750,33428,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824249.367312,634207.000,33428,4,EM,1,100,PS
1707824249.420132,634258.250,33460,4,EM,1,100,RS
1707824249.472951,634309.500,33460,4,EM,1,100,RB
1707824249.525771,634360.750,33460,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824249.578591,634412.000,33460,4,EM,1,100,PS
1707824249.630380,634462.250,33493,4,EM,1,100,RS
1707824249.682169,634512.500,33493,4,EM,1,100,RB
1707824249.733959,634562.750,33493,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824249.785748,634613.000,33493,4,EM,1,100,PS
1707824249.837537,634663.250,33527,4,EM,1,100,RS
1707824249.889326,634713.500,33527,4,EM,1,100,RB
1707824249.941115,634763.750,33527,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824249.992905,634814.000,33527,4,EM,1,100,PS
1707824250.044694,634864.250,33561,4,EM,1,100,RS
1707824250.096483,634914.500,33561,4,EM,1,100,RB
1707824250.148272,634964.750,33561,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824250.200061,635015.000,33561,4,EM,1,100,PS
1707824250.251851,635065.250,33593,4,EM,1,100,RS
1707824250.303640,635115.500,33593,4,EM,1,100,RB
1707824250.355429,635165.750,33593,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824250.407218,635216.000,33593,4,EM,1,100,PS
1707824250.459007,635266.250,33626,4,EM,1,100,RS
1707824250.510796,635316.500,33626,4,EM,1,100,RB
1707824250.562586,635366.750,33626,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824250.614375,635417.000,33626,4,EM,1,100,PS
1707824250.666164,635467.250,33662,4,EM,1,100,RS
1707824250.717953,635517.500,33662,4,EM,1,100,RB
1707824250.769742,635567.750,33662,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824250.821532,635618.000,33662,4,EM,1,100,PS
1707824250.873321,635668.250,33693,4,EM,1,100,RS
1707824250.925110,635718.500,33693,4,EM,1,100,RB
1707824250.976899,635768.750,33693,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824251.028688,635819.000,33693,4,EM,1,100,PS
1707824251.080477,635869.250,33727,4,EM,1,100,RS
1707824251.132267,635919.500,33727,4,EM,1,100,RB
1707824251.184056,635969.750,33727,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824251.235845,636020.000,33727,4,EM,1,100,PS
1707824251.287892,636070.500,33758,4,EM,1,100,RS
1707824251.339939,636121.000,33758,4,EM,1,100,RB
1707824251.391986,636171.500,33758,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824251.444032,636222.000,33758,4,EM,1,100,PS
1707824251.495822,636272.250,33792,4,EM,1,100,RS
1707824251.547611,636322.500,33792,4,EM,1,100,RB
1707824251.599400,636372.750,33792,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824251.651189,636423.000,33792,4,EM,1,100,PS
1707824251.702978,636473.250,33826,4,EM,1,100,RS
1707824251.754767,636523.500,33826,4,EM,1,100,RB
1707824251.806557,636573.750,33826,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824251.858346,636624.000,33826,4,EM,1,100,PS
1707824251.910135,636674.250,33859,4,EM,1,100,RS
1707824251.961924,636724.500,33859,4,EM,1,100,RB
1707824252.013713,636774.750,33859,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824252.065503,636825.000,33859,4,EM,1,100,PS
1707824252.117292,636875.250,33893,4,EM,1,100,RS
1707824252.169081,636925.500,33893,4,EM,1,100,RB
1707824252.220870,636975.750,33893,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824252.272659,637026.000,33893,4,EM,1,100,PS
1707824252.324449,637076.250,33925,4,EM,1,100,RS
1707824252.376238,637126.500,33925,4,EM,1,100,RB
1707824252.428027,637176.750,33925,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824252.479816,637227.000,33925,4,EM,1,100,PS
1707824252.531605,637277.250,33960,4,EM,1,100,RS
1707824252.583394,637327.500,33960,4,EM,1,100,RB
1707824252.635184,637377.750,33960,4,EM,1,100,2024-02-13_11-37-17-064291.csv
1707824252.686973,637428.000,33960,4,EM,1,100,PS
1707824252.738762,637478.250,33994,4,EM,1,100,RS
1707824252.790551,637528.500,33994,4,EM,1,100,RB
