"","category","item","stim","condition","edv","gid","dyad","pid1","pid2","RR","DET","NRLINE","maxL","L","ENTR","rENTR","LAM","TT","catH","win","TREND","t","use"
"112","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",17.3076923076923,22.2222222222222,6,4.33333333333333,4.33333333333333,0.450561208866305,0.650022421648354,49.5726495726496,2.76190476190476,NA,26,NA,17.3333333333333,1
"113","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",13.4615384615385,14.2857142857143,3,4.33333333333333,4.33333333333333,0.636514168294813,0.918295834054489,45.0549450549451,2.92857142857143,NA,27,NA,18,1
"114","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",5.62130177514793,NA,0,0,0,NA,NA,0,0,NA,28,NA,18.6666666666667,1
"115","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",12.4260355029586,10.7142857142857,2,4.5,4.5,0.693147180559945,1,41.6666666666667,2.1875,NA,29,NA,19.3333333333333,1
"116","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",21.5976331360947,56.1643835616438,16,5.125,5.125,1.2130075659799,0.875,86.3013698630137,4.2,NA,30,NA,20,1
"117","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",16.2721893491124,49.0909090909091,11,4.90909090909091,4.90909090909091,1.16222554492109,0.838368515026066,64.5454545454545,5.07142857142857,NA,31,NA,20.6666666666667,1
"118","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",21.301775147929,52.7777777777778,17,4.47058823529412,4.47058823529412,0.873900414269067,0.795458437233149,80.5555555555556,4.46153846153846,NA,32,NA,21.3333333333333,1
"119","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",16.8639053254438,38.5964912280702,9,4.88888888888889,4.88888888888889,0.936888307539016,0.85279248849004,71.0526315789474,3.85714285714286,NA,33,NA,22,1
"120","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",14.4970414201183,37.7551020408163,7,5.28571428571429,5.28571428571429,1.35178399428965,0.975106032457373,83.6734693877551,4.31578947368421,NA,34,NA,22.6666666666667,1
"121","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",18.3431952662722,66.9354838709677,12,6.91666666666667,6.91666666666667,1.82007597536062,0.93533402672483,87.0967741935484,4.15384615384615,NA,35,NA,23.3333333333333,1
"122","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",25,67.4556213017752,20,5.7,5.7,1.47862587649296,0.918721912208904,84.6153846153846,3.76315789473684,NA,36,NA,24,1
"123","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",25,80.4733727810651,16,8.5,8.5,2.07944154167984,0.946394630357186,89.9408284023669,4.75,NA,37,NA,24.6666666666667,1
"124","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",21.4497041420118,57.9310344827586,13,6.46153846153846,6.46153846153846,1.73798344858705,0.969987031426616,81.3793103448276,3.6875,NA,38,NA,25.3333333333333,1
"125","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",21.301775147929,56.25,9,9,9,1.88915916375402,0.970835762725816,80.5555555555556,4.14285714285714,NA,39,NA,26,1
"126","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",27.0710059171598,84.6994535519126,15,10.3333333333333,10.3333333333333,2.30348849521927,0.96062931577953,92.896174863388,6.8,NA,40,NA,26.6666666666667,1
"127","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",21.1538461538462,48.2517482517483,11,6.27272727272727,6.27272727272727,1.54030582522652,0.859661049197707,88.1118881118881,3.31578947368421,NA,41,NA,27.3333333333333,1
"128","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",18.1952662721894,35.7723577235772,7,6.28571428571429,6.28571428571429,1.35178399428965,0.975106032457373,74.7967479674797,3.28571428571429,NA,42,NA,28,1
"129","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",16.4201183431953,49.5495495495495,10,5.5,5.5,1.35923670066501,0.844541246458714,79.2792792792793,3.03448275862069,NA,43,NA,28.6666666666667,1
"130","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",16.2721893491124,57.2727272727273,11,5.72727272727273,5.72727272727273,1.46813993901621,0.912206632932989,82.7272727272727,3.03333333333333,NA,44,NA,29.3333333333333,1
"131","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",10.7988165680473,5.47945205479452,1,4,4,0,NA,38.3561643835616,2.33333333333333,NA,45,NA,30,1
"132","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",11.6863905325444,36.7088607594937,5,5.8,5.8,0.950270539233235,0.864973520717927,67.0886075949367,2.94444444444444,NA,46,NA,30.6666666666667,1
"133","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",15.5325443786982,28.5714285714286,7,4.28571428571429,4.28571428571429,0.598269588585257,0.863120568566631,59.0476190476191,2.95238095238095,NA,47,NA,31.3333333333333,1
"134","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",11.3905325443787,5.19480519480519,1,4,4,0,NA,28.5714285714286,2.44444444444444,NA,48,NA,32,1
"135","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",11.094674556213,6.66666666666667,1,5,5,0,NA,52,2.16666666666667,NA,49,NA,32.6666666666667,1
"136","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",13.1656804733728,8.98876404494382,2,4,4,0,NA,41.5730337078652,2.46666666666667,NA,50,NA,33.3333333333333,1
"137","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",12.8698224852071,17.2413793103448,3,5,5,0.636514168294813,0.918295834054489,28.735632183908,2.5,NA,51,NA,34,1
"138","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",10.6508875739645,11.1111111111111,2,4,4,0,NA,13.8888888888889,2,NA,52,NA,34.6666666666667,1
"139","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",8.72781065088757,6.77966101694915,1,4,4,0,NA,10.1694915254237,2,NA,53,NA,35.3333333333333,1
"140","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",10.0591715976331,11.7647058823529,2,4,4,0,NA,32.3529411764706,2,NA,54,NA,36,1
"141","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",5.62130177514793,NA,0,0,0,NA,NA,0,0,NA,55,NA,36.6666666666667,1
"142","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",4.43786982248521,16.6666666666667,1,5,5,0,NA,40,2,NA,56,NA,37.3333333333333,1
"143","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",5.91715976331361,10,1,4,4,0,NA,25,2,NA,57,NA,38,1
"144","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",2.9585798816568,NA,0,0,0,NA,NA,0,0,NA,58,NA,38.6666666666667,1
"145","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",5.62130177514793,NA,0,0,0,NA,NA,0,0,NA,59,NA,39.3333333333333,1
"146","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",4.58579881656805,NA,0,0,0,NA,NA,0,0,NA,60,NA,40,1
"147","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",9.31952662721894,NA,0,0,0,NA,NA,0,0,NA,61,NA,40.6666666666667,1
"148","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",18.0473372781065,54.9180327868852,10,6.7,6.7,1.08889997534522,0.991159471432219,72.1311475409836,4.19047619047619,NA,62,NA,41.3333333333333,1
"149","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",23.3727810650888,61.3924050632911,16,6.0625,6.0625,1.4402347497046,0.803810318538513,96.8354430379747,5.66666666666667,NA,63,NA,42,1
"150","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",16.2721893491124,63.6363636363636,13,5.38461538461539,5.38461538461539,1.23093162304792,0.88792947412232,95.4545454545455,5.52631578947368,NA,64,NA,42.6666666666667,1
"151","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",17.603550295858,64.7058823529412,17,4.52941176470588,4.52941176470588,0.893888536244996,0.813652409922241,96.6386554621849,5,NA,65,NA,43.3333333333333,1
"152","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",5.17751479289941,NA,0,0,0,NA,NA,0,0,NA,66,NA,44,1
"153","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",15.9763313609467,73.1481481481482,15,5.26666666666667,5.26666666666667,1.0775733728922,0.777304880632783,96.2962962962963,8.66666666666667,NA,67,NA,44.6666666666667,1
"154","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",24.4082840236686,81.8181818181818,20,6.75,6.75,1.5649304982285,0.873404340875462,90.3030303030303,12.4166666666667,NA,68,NA,45.3333333333333,1
"155","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",18.1952662721894,43.9024390243902,11,4.90909090909091,4.90909090909091,1.03619878481928,0.943188780525573,88.6178861788618,5.45,NA,69,NA,46,1
"156","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",15.9763313609467,31.4814814814815,8,4.25,4.25,0.562335144618808,0.811278124459133,93.5185185185185,4.80952380952381,NA,70,NA,46.6666666666667,1
"157","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",23.9644970414201,60.4938271604938,18,5.44444444444444,5.44444444444444,1.21488965394912,0.876357639489852,97.5308641975309,6.32,NA,71,NA,47.3333333333333,1
"158","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",19.6745562130178,41.3533834586466,13,4.23076923076923,4.23076923076923,0.540204142388861,0.779349837292085,87.9699248120301,4.33333333333333,NA,72,NA,48,1
"159","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",18.6390532544379,36.5079365079365,9,5.11111111111111,5.11111111111111,0.686961576597323,0.991076059838222,86.5079365079365,3.89285714285714,NA,73,NA,48.6666666666667,1
"160","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",17.8994082840237,39.6694214876033,9,5.33333333333333,5.33333333333333,1.42706104338072,0.886682880001534,65.2892561983471,4.15789473684211,NA,74,NA,49.3333333333333,1
"161","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",21.1538461538462,51.7482517482517,12,6.16666666666667,6.16666666666667,1.74815545724768,0.975664137553482,86.7132867132867,4.27586206896552,NA,75,NA,50,1
"162","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",14.0532544378698,21.0526315789474,5,4,4,0,NA,52.6315789473684,2.38095238095238,NA,76,NA,50.6666666666667,1
"163","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",12.7218934911243,48.8372093023256,7,6,6,1.07899220787758,0.982141032834875,69.7674418604651,2.4,NA,77,NA,51.3333333333333,1
"164","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",15.2366863905325,43.6893203883495,7,6.42857142857143,6.42857142857143,1.15374194270109,0.832248889600231,70.873786407767,2.80769230769231,NA,78,NA,52,1
"165","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",22.4852071005917,44.7368421052632,17,4,4,0,NA,82.8947368421053,3.40540540540541,NA,79,NA,52.6666666666667,1
"166","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",13.905325443787,48.936170212766,8,5.75,5.75,1.49417513828931,0.928383211769586,74.468085106383,3.04347826086957,NA,80,NA,53.3333333333333,1
"167","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",10.207100591716,13.0434782608696,2,4.5,4.5,0.693147180559945,1,27.536231884058,2.375,NA,81,NA,54,1
"168","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",6.06508875739645,NA,0,0,0,NA,NA,0,0,NA,82,NA,54.6666666666667,1
"169","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",18.1952662721894,42.2764227642276,8,6.5,6.5,1.25548232517875,0.905639062229566,64.2276422764228,3.76190476190476,NA,83,NA,55.3333333333333,1
"170","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",13.3136094674556,33.3333333333333,7,4.28571428571429,4.28571428571429,0.410116318288409,0.591672778582327,53.3333333333333,2.66666666666667,NA,84,NA,56,1
"171","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",16.2721893491124,33.6363636363636,6,6.16666666666667,6.16666666666667,0.867563228481461,0.789690082142847,61.8181818181818,2.83333333333333,NA,85,NA,56.6666666666667,1
"172","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",2,"10370290","10370528",0,NA,0,0,0,NA,NA,NA,NA,NA,86,NA,57.3333333333333,1
"173","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.6508875739645,25,3,6,6,1.09861228866811,1,19.4444444444444,2,NA,1,NA,0.666666666666667,1
"174","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",7.98816568047337,NA,0,0,0,NA,NA,0,0,NA,2,NA,1.33333333333333,1
"175","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.02366863905326,9.83606557377049,1,6,6,0,NA,6.55737704918033,2,NA,3,NA,2,1
"176","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",5.47337278106509,27.027027027027,2,5,5,0,NA,29.7297297297297,2.2,NA,4,NA,2.66666666666667,1
"177","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",8.28402366863905,28.5714285714286,3,5.33333333333333,5.33333333333333,0.636514168294813,0.918295834054489,42.8571428571429,3,NA,5,NA,3.33333333333333,1
"178","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",11.2426035502959,22.3684210526316,4,4.25,4.25,0.562335144618808,0.811278124459133,28.9473684210526,2.75,NA,6,NA,4,1
"179","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",11.2426035502959,NA,0,0,0,NA,NA,0,0,NA,7,NA,4.66666666666667,1
"180","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.3550295857988,7.14285714285714,1,5,5,0,NA,18.5714285714286,2.6,NA,8,NA,5.33333333333333,1
"181","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",8.72781065088757,13.5593220338983,2,4,4,0,NA,8.47457627118644,2.5,NA,9,NA,6,1
"182","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.207100591716,23.1884057971014,3,5.33333333333333,5.33333333333333,1.09861228866811,1,8.69565217391304,2,NA,10,NA,6.66666666666667,1
"183","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.9112426035503,19.4029850746269,3,4.33333333333333,4.33333333333333,0.636514168294813,0.918295834054489,28.3582089552239,2.11111111111111,NA,11,NA,7.33333333333333,1
"184","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.17159763313609,9.67741935483871,1,6,6,0,NA,19.3548387096774,2,NA,12,NA,8,1
"185","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.7988165680473,6.84931506849315,1,5,5,0,NA,35.6164383561644,2,NA,13,NA,8.66666666666667,1
"186","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",16.7159763313609,30.9734513274336,6,5.83333333333333,5.83333333333333,1.01140426470735,0.920619835714305,68.141592920354,2.75,NA,14,NA,9.33333333333333,1
"187","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",11.094674556213,13.3333333333333,2,5,5,0.693147180559945,1,88,4.4,NA,15,NA,10,1
"188","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",16.8639053254438,16.6666666666667,3,6.33333333333333,6.33333333333333,1.09861228866811,1,95.6140350877193,6.8125,NA,16,NA,10.6666666666667,1
"189","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",16.2721893491124,32.7272727272727,8,4.5,4.5,0.735621939758795,0.669591945535779,98.1818181818182,5.4,NA,17,NA,11.3333333333333,1
"190","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",19.5266272189349,58.3333333333333,15,5.13333333333333,5.13333333333333,1.08518861296765,0.987781243811924,91.6666666666667,6.36842105263158,NA,18,NA,12,1
"191","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",17.3076923076923,48.7179487179487,10,5.7,5.7,0.943348392329039,0.858672711073255,88.8888888888889,5.77777777777778,NA,19,NA,12.6666666666667,1
"192","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",17.4556213017751,55.9322033898305,13,5.07692307692308,5.07692307692308,1.37781950803903,0.856087393862389,91.5254237288136,5.68421052631579,NA,20,NA,13.3333333333333,1
"193","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",7.84023668639053,NA,0,0,0,NA,NA,0,0,NA,21,NA,14,1
"194","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",12.8698224852071,37.9310344827586,6,5.5,5.5,1.32966134885476,0.959147917027245,54.0229885057471,2.47368421052632,NA,22,NA,14.6666666666667,1
"195","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.3550295857988,NA,0,0,0,NA,NA,0,0,NA,23,NA,15.3333333333333,1
"196","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",8.13609467455621,7.27272727272727,1,4,4,0,NA,14.5454545454545,2,NA,24,NA,16,1
"197","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",8.87573964497041,15,2,4.5,4.5,0.693147180559945,1,10,3,NA,25,NA,16.6666666666667,1
"198","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",14.4970414201183,58.1632653061224,6,9.5,9.5,1.79175946922805,1,47.9591836734694,2.35,NA,26,NA,17.3333333333333,1
"199","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",11.6863905325444,27.8481012658228,3,7.33333333333333,7.33333333333333,1.09861228866811,1,35.4430379746835,2.15384615384615,NA,27,NA,18,1
"200","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",5.76923076923077,15.3846153846154,1,6,6,0,NA,10.2564102564103,2,NA,28,NA,18.6666666666667,1
"201","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.46745562130178,18.75,2,6,6,0.693147180559945,1,31.25,2,NA,29,NA,19.3333333333333,1
"202","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",16.7159763313609,46.0176991150442,8,6.5,6.5,1.73286795139986,0.967132018086354,76.1061946902655,3.07142857142857,NA,30,NA,20,1
"203","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",18.6390532544379,50.7936507936508,9,7.11111111111111,7.11111111111111,1.31078367809971,0.945530556036326,81.7460317460317,4.47826086956522,NA,31,NA,20.6666666666667,1
"204","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",19.0828402366864,62.7906976744186,12,6.75,6.75,1.7045514452673,0.951328275106965,86.8217054263566,3.11111111111111,NA,32,NA,21.3333333333333,1
"205","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",14.0532544378698,26.3157894736842,4,6.25,6.25,0.562335144618808,0.811278124459133,70.5263157894737,3.35,NA,33,NA,22,1
"206","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",13.0177514792899,12.5,2,5.5,5.5,0.693147180559945,1,63.6363636363636,4,NA,34,NA,22.6666666666667,1
"207","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.0591715976331,11.7647058823529,1,8,8,0,NA,57.3529411764706,3,NA,35,NA,23.3333333333333,1
"208","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",14.3491124260355,19.5876288659794,4,4.75,4.75,0.562335144618808,0.811278124459133,60.8247422680412,2.80952380952381,NA,36,NA,24,1
"209","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",17.603550295858,21.0084033613445,5,5,5,0.950270539233235,0.864973520717927,68.0672268907563,3.11538461538462,NA,37,NA,24.6666666666667,1
"210","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.9112426035503,17.910447761194,2,6,6,0.693147180559945,1,53.7313432835821,3,NA,38,NA,25.3333333333333,1
"211","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.207100591716,5.79710144927536,1,4,4,0,NA,66.6666666666667,2.70588235294118,NA,39,NA,26,1
"212","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",5.91715976331361,NA,0,0,0,NA,NA,0,0,NA,40,NA,26.6666666666667,1
"213","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",4.73372781065089,NA,0,0,0,NA,NA,0,0,NA,41,NA,27.3333333333333,1
"214","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.46745562130178,6.25,1,4,4,0,NA,70.3125,2.25,NA,42,NA,28,1
"215","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",12.4260355029586,10.7142857142857,2,4.5,4.5,0.693147180559945,1,64.2857142857143,2.84210526315789,NA,43,NA,28.6666666666667,1
"216","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",13.4615384615385,9.89010989010989,2,4.5,4.5,0.693147180559945,1,64.8351648351648,2.68181818181818,NA,44,NA,29.3333333333333,1
"217","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",8.87573964497041,35,4,5.25,5.25,1.03972077083992,0.946394630357186,30,2.25,NA,45,NA,30,1
"218","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.5029585798817,11.2676056338028,2,4,4,0,NA,18.3098591549296,2.16666666666667,NA,46,NA,30.6666666666667,1
"219","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.3550295857988,5.71428571428571,1,4,4,0,NA,45.7142857142857,2,NA,47,NA,31.3333333333333,1
"220","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",10.3550295857988,12.8571428571429,2,4.5,4.5,0.693147180559945,1,47.1428571428571,2.0625,NA,48,NA,32,1
"221","narrative_order","benz","LATE_MB.mp4","end","EA","narrative_order§benz§LATE_MB.mp4§end",3,"10370446","10370528",9.17159763313609,6.45161290322581,1,4,4,0,NA,50,2.21428571428571,NA,49,NA,32.6666666666667,1
