LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1707151608.381472,501212.000,13358,1,EL,1,100,-19118.000000
1707151608.449065,501277.500,13374,2,EL,1,100,-19118.000000
1707151608.516659,501343.000,13374,2,EL,1,100,-19118.000000
1707151608.584252,501408.500,13391,2,EL,1,100,-19118.000000
1707151608.651845,501474.000,13391,2,EL,1,100,-19118.000000
1707151608.717891,501538.000,13408,1,EL,1,100,-19118.000000
1707151608.783420,501601.500,13423,2,EL,1,100,-19118.000000
1707151608.848950,501665.000,13423,2,EL,1,100,-19118.199219
1707151608.916027,501730.000,13439,1,EL,1,100,-19118.000000
1707151608.982072,501794.000,13457,2,EL,1,100,-19118.400391
1707151609.048118,501858.000,13457,2,EL,1,100,-19118.000000
1707151609.116227,501924.000,13475,2,EL,1,100,-19118.800781
1707151609.184336,501990.000,13475,2,EL,1,100,-19119.000000
1707151609.251414,502055.000,13492,2,EL,1,100,-19119.000000
1707151609.318491,502120.000,13492,2,EL,1,100,-19119.000000
1707151609.384537,502184.000,13509,1,EL,1,100,-19119.000000
1707151609.450066,502247.500,13524,2,EL,1,100,-19119.199219
1707151609.515595,502311.000,13524,2,EL,1,100,-19119.199219
1707151609.582673,502376.000,13540,1,EL,1,100,-19120.000000
1707151609.649234,502440.500,13558,2,EL,1,100,-19120.199219
1707151609.715796,502505.000,13558,2,EL,1,100,-19120.199219
1707151609.782357,502569.500,13574,2,EL,1,100,-19120.199219
1707151609.848918,502634.000,13574,2,EL,1,100,-19120.800781
1707151609.912900,502696.000,13590,1,EL,1,100,-19120.599609
1707151609.979977,502761.000,13606,2,EL,1,100,-19121.000000
1707151610.047055,502826.000,13606,2,EL,1,100,-19121.000000
1707151610.113100,502890.000,13625,1,EL,1,100,-19121.800781
1707151610.181209,502956.000,13641,2,EL,1,100,-19121.800781
1707151610.249319,503022.000,13641,2,EL,1,100,-19122.000000
1707151610.316396,503087.000,13659,2,EL,1,100,-19122.199219
1707151610.383473,503152.000,13659,2,EL,1,100,-19123.199219
1707151610.449519,503216.000,13677,1,EL,1,100,-19123.599609
1707151610.516080,503280.500,13692,2,EL,1,100,-19124.199219
1707151610.582641,503345.000,13692,2,EL,1,100,-19124.199219
1707151610.648171,503408.500,13709,2,EL,1,100,-19124.400391
1707151610.713700,503472.000,13709,2,EL,1,100,-19124.800781
1707151610.781810,503538.000,13726,1,EL,1,100,-19124.400391
1707151610.847855,503602.000,13742,2,EL,1,100,-19124.800781
1707151610.913900,503666.000,13742,2,EL,1,100,-19124.800781
1707151610.979946,503730.000,13761,1,EL,1,100,-19124.199219
1707151611.045991,503794.000,13776,2,EL,1,100,-19124.599609
1707151611.112037,503858.000,13776,2,EL,1,100,-19124.400391
