LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MX
1707151608.354297,501185.667,13367,3,MX,1,100,35
1707151608.394199,501224.333,13367,3,MX,1,100,35
1707151608.434102,501263.000,13367,3,MX,1,100,36
1707151608.475380,501303.000,13383,2,MX,1,100,36
1707151608.516659,501343.000,13383,2,MX,1,100,35
1707151608.557249,501382.333,13400,3,MX,1,100,35
1707151608.597839,501421.667,13400,3,MX,1,100,34
1707151608.638430,501461.000,13400,3,MX,1,100,35
1707151608.678332,501499.667,13415,3,MX,1,100,36
1707151608.718235,501538.333,13415,3,MX,1,100,35
1707151608.758137,501577.000,13415,3,MX,1,100,35
1707151608.797352,501615.000,13432,2,MX,1,100,34
1707151608.836566,501653.000,13432,2,MX,1,100,35
1707151608.876125,501691.333,13448,3,MX,1,100,36
1707151608.915683,501729.667,13448,3,MX,1,100,35
1707151608.955241,501768.000,13448,3,MX,1,100,35
1707151608.995144,501806.667,13466,3,MX,1,100,36
1707151609.035046,501845.333,13466,3,MX,1,100,36
1707151609.074949,501884.000,13466,3,MX,1,100,35
1707151609.115883,501923.667,13484,3,MX,1,100,35
1707151609.156817,501963.333,13484,3,MX,1,100,35
1707151609.197752,502003.000,13484,3,MX,1,100,35
1707151609.237998,502042.000,13501,3,MX,1,100,36
1707151609.278245,502081.000,13501,3,MX,1,100,35
1707151609.318491,502120.000,13501,3,MX,1,100,36
1707151609.358222,502158.500,13516,2,MX,1,100,35
1707151609.397952,502197.000,13516,2,MX,1,100,34
1707151609.437166,502235.000,13533,3,MX,1,100,37
1707151609.476381,502273.000,13533,3,MX,1,100,35
1707151609.515595,502311.000,13533,3,MX,1,100,35
1707151609.555498,502349.667,13549,3,MX,1,100,36
1707151609.595400,502388.333,13549,3,MX,1,100,35
1707151609.635303,502427.000,13549,3,MX,1,100,35
1707151609.670733,502461.333,13567,3,MX,1,100,35
1707151609.706164,502495.667,13567,3,MX,1,100,35
1707151609.741595,502530.000,13567,3,MX,1,100,35
1707151609.781841,502569.000,13582,2,MX,1,100,36
1707151609.822087,502608.000,13582,2,MX,1,100,36
1707151609.861646,502646.333,13598,3,MX,1,100,35
1707151609.901204,502684.667,13598,3,MX,1,100,36
1707151609.940763,502723.000,13598,3,MX,1,100,35
1707151609.980665,502761.667,13615,3,MX,1,100,35
1707151610.020568,502800.333,13615,3,MX,1,100,35
1707151610.060470,502839.000,13615,3,MX,1,100,36
1707151610.100200,502877.500,13634,2,MX,1,100,36
1707151610.139931,502916.000,13634,2,MX,1,100,35
1707151610.180865,502955.667,13650,3,MX,1,100,35
1707151610.221800,502995.333,13650,3,MX,1,100,35
1707151610.262734,503035.000,13650,3,MX,1,100,36
1707151610.302980,503074.000,13668,3,MX,1,100,35
1707151610.343227,503113.000,13668,3,MX,1,100,35
1707151610.383473,503152.000,13668,3,MX,1,100,35
1707151610.423376,503190.667,13684,3,MX,1,100,35
1707151610.463278,503229.333,13684,3,MX,1,100,35
1707151610.503181,503268.000,13684,3,MX,1,100,35
1707151610.542911,503306.500,13701,2,MX,1,100,35
1707151610.582641,503345.000,13701,2,MX,1,100,36
1707151610.622200,503383.333,13718,3,MX,1,100,35
1707151610.661758,503421.667,13718,3,MX,1,100,35
1707151610.701317,503460.000,13718,3,MX,1,100,36
1707151610.741563,503499.000,13735,3,MX,1,100,35
1707151610.781810,503538.000,13735,3,MX,1,100,35
1707151610.822056,503577.000,13735,3,MX,1,100,36
1707151610.861787,503615.500,13751,2,MX,1,100,35
1707151610.901517,503654.000,13751,2,MX,1,100,36
1707151610.941075,503692.333,13768,3,MX,1,100,36
1707151610.980634,503730.667,13768,3,MX,1,100,35
1707151611.020192,503769.000,13768,3,MX,1,100,35
1707151611.060095,503807.667,13785,3,MX,1,100,35
1707151611.099997,503846.333,13785,3,MX,1,100,35
1707151611.139900,503885.000,13785,3,MX,1,100,37
1707151611.179802,503923.667,13802,3,MX,1,100,36
1707151611.219704,503962.333,13802,3,MX,1,100,34
1707151611.259607,504001.000,13802,3,MX,1,100,35
1707151611.299509,504039.667,13819,3,MX,1,100,35
1707151611.339412,504078.333,13819,3,MX,1,100,35
1707151611.379314,504117.000,13819,3,MX,1,100,36
1707151611.419045,504155.500,13836,2,MX,1,100,35
1707151611.458775,504194.000,13836,2,MX,1,100,35
1707151611.498334,504232.333,13852,3,MX,1,100,35
1707151611.537892,504270.667,13852,3,MX,1,100,35
1707151611.577450,504309.000,13852,3,MX,1,100,35
1707151611.617181,504347.500,13867,2,MX,1,100,36
1707151611.656911,504386.000,13867,2,MX,1,100,36
1707151611.696814,504424.667,13886,3,MX,1,100,35
1707151611.736716,504463.333,13886,3,MX,1,100,35
1707151611.776619,504502.000,13886,3,MX,1,100,35
1707151611.816521,504540.667,13903,3,MX,1,100,37
1707151611.856423,504579.333,13903,3,MX,1,100,35
1707151611.896326,504618.000,13903,3,MX,1,100,35
1707151611.936572,504657.000,13919,2,MX,1,100,35
1707151611.976819,504696.000,13919,2,MX,1,100,35
1707151612.016291,504734.250,13943,4,MX,1,100,36
1707151612.055764,504772.500,13943,4,MX,1,100,36
1707151612.095236,504810.750,13943,4,MX,1,100,35
1707151612.134709,504849.000,13943,4,MX,1,100,35
1707151612.172203,504885.333,13959,6,MX,1,100,35
1707151612.209698,504921.667,13959,6,MX,1,100,35
