LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1707151606.805670,499685.000,13117,2,RD,1,100,TL
1707151606.805670,499685.000,13117,2,RD,1,100,TU
1707151609.445422,502243.000,13925,2,RD,1,100,TL
1707151612.085174,504801.000,13925,2,RD,1,100,TU
1707151614.721831,507356.000,14689,2,RD,1,100,TL
1707151617.358487,509911.000,14689,2,RD,1,100,TU
1707151619.999788,512470.500,15528,2,RD,1,100,TL
1707151622.641088,515030.000,15528,2,RD,1,100,TU
1707151625.291160,517598.000,16382,2,RD,1,100,TL
1707151627.941232,520166.000,16382,2,RD,1,100,TU
1707151630.575824,522719.000,17218,2,RD,1,100,TL
1707151633.210417,525272.000,17218,2,RD,1,100,TU
1707151635.845525,527825.500,18057,2,RD,1,100,TL
1707151638.480634,530379.000,18057,2,RD,1,100,TU
1707151641.130190,532946.500,18865,2,RD,1,100,TL
1707151643.779746,535514.000,18865,2,RD,1,100,TU
1707151646.430850,538083.000,19647,2,RD,1,100,TL
1707151649.081953,540652.000,19647,2,RD,1,100,TU
1707151651.717578,543206.000,20484,2,RD,1,100,TL
1707151654.353202,545760.000,20484,2,RD,1,100,TU
1707151656.990375,548315.500,21324,2,RD,1,100,TL
1707151659.627547,550871.000,21324,2,RD,1,100,TU
1707151662.273491,553435.000,22182,2,RD,1,100,TL
1707151664.919435,555999.000,22182,2,RD,1,100,TU
1707151667.555060,558553.000,23021,2,RD,1,100,TL
1707151670.190684,561107.000,23021,2,RD,1,100,TU
1707151672.826309,563661.000,23846,2,RD,1,100,TL
1707151675.461933,566215.000,23846,2,RD,1,100,TU
1707151678.100138,568771.500,24671,2,RD,1,100,TL
1707151680.738342,571328.000,24671,2,RD,1,100,TU
1707151683.373451,573881.500,25448,2,RD,1,100,TL
1707151686.008559,576435.000,25448,2,RD,1,100,TU
1707151688.663791,579008.000,26287,2,RD,1,100,TL
1707151691.319023,581581.000,26287,2,RD,1,100,TU
1707151693.971674,584151.500,27141,2,RD,1,100,TL
1707151696.624326,586722.000,27141,2,RD,1,100,TU
1707151699.258919,589275.000,27979,2,RD,1,100,TL
1707151701.893511,591828.000,27979,2,RD,1,100,TU
1707151704.545131,594397.500,28833,2,RD,1,100,TL
1707151707.196751,596967.000,28833,2,RD,1,100,TU
1707151709.832375,599521.000,29638,2,RD,1,100,TL
1707151712.468000,602075.000,29638,2,RD,1,100,TU
1707151715.109300,604634.500,30384,2,RD,1,100,TL
1707151717.750600,607194.000,30384,2,RD,1,100,TU
1707151720.415120,609776.000,31224,2,RD,1,100,TL
1707151723.079639,612358.000,31224,2,RD,1,100,TU
1707151725.707524,614904.500,32062,2,RD,1,100,TL
1707151728.335409,617451.000,32062,2,RD,1,100,TU
1707151730.971033,620005.000,32900,2,RD,1,100,TL
1707151733.606658,622559.000,32900,2,RD,1,100,TU
1707151736.258794,625129.000,33740,2,RD,1,100,TL
1707151738.910929,627699.000,33740,2,RD,1,100,TU
1707151741.542426,630249.000,34548,2,RD,1,100,TL
1707151744.173923,632799.000,34548,2,RD,1,100,TU
1707151746.810579,635354.000,35342,2,RD,1,100,TL
1707151749.447236,637909.000,35342,2,RD,1,100,TU
1707151752.114335,640493.500,36087,2,RD,1,100,TL
1707151754.781434,643078.000,36087,2,RD,1,100,TU
1707151757.416543,645631.500,36912,2,RD,1,100,TL
1707151760.051651,648185.000,36912,2,RD,1,100,TU
1707151762.694499,650746.000,37750,2,RD,1,100,TL
1707151765.337347,653307.000,37750,2,RD,1,100,TU
1707151767.981228,655869.000,38586,2,RD,1,100,TL
1707151770.625108,658431.000,38586,2,RD,1,100,TU
1707151773.262280,660986.500,39424,2,RD,1,100,TL
1707151775.899453,663542.000,39424,2,RD,1,100,TU
1707151778.540753,666101.500,40216,2,RD,1,100,TL
1707151781.182053,668661.000,40216,2,RD,1,100,TU
1707151783.821290,671218.500,40974,2,RD,1,100,TL
1707151786.460526,673776.000,40974,2,RD,1,100,TU
1707151789.119369,676352.500,41812,2,RD,1,100,TL
1707151791.778213,678929.000,41812,2,RD,1,100,TU
1707151794.409194,681478.500,42636,2,RD,1,100,TL
1707151797.040174,684028.000,42636,2,RD,1,100,TU
1707151799.683023,686589.000,43474,2,RD,1,100,TL
1707151802.325871,689150.000,43474,2,RD,1,100,TU
1707151804.969235,691711.500,44313,2,RD,1,100,TL
1707151807.612599,694273.000,44313,2,RD,1,100,TU
1707151810.265251,696843.500,45139,2,RD,1,100,TL
1707151812.917903,699414.000,45139,2,RD,1,100,TU
1707151815.556623,701971.000,45950,2,RD,1,100,TL
1707151818.195343,704528.000,45950,2,RD,1,100,TU
1707151820.830968,707082.000,46714,2,RD,1,100,TL
1707151823.466592,709636.000,46714,2,RD,1,100,TU
1707151826.108925,712196.500,47539,2,RD,1,100,TL
1707151828.751257,714757.000,47539,2,RD,1,100,TU
1707151831.399781,717323.500,48379,2,RD,1,100,TL
1707151834.048305,719890.000,48379,2,RD,1,100,TU
1707151836.696829,722456.500,49216,2,RD,1,100,TL
1707151839.345353,725023.000,49216,2,RD,1,100,TU
1707151841.998005,727593.500,50056,2,RD,1,100,TL
1707151844.650656,730164.000,50056,2,RD,1,100,TU
1707151847.298148,732729.500,50864,2,RD,1,100,TL
1707151849.945640,735295.000,50864,2,RD,1,100,TU
1707151852.601388,737868.500,51632,2,RD,1,100,TL
1707151855.257136,740442.000,51632,2,RD,1,100,TU
1707151857.920107,743022.500,52472,2,RD,1,100,TL
1707151860.583079,745603.000,52472,2,RD,1,100,TU
1707151863.218703,748157.000,53312,2,RD,1,100,TL
1707151865.854328,750711.000,53312,2,RD,1,100,TU
1707151868.503884,753278.500,54150,2,RD,1,100,TL
1707151871.153440,755846.000,54150,2,RD,1,100,TU
1707151873.802480,758413.000,54988,2,RD,1,100,TL
1707151876.451519,760980.000,54988,2,RD,1,100,TU
1707151879.086628,763533.500,55800,2,RD,1,100,TL
1707151881.721736,766087.000,55800,2,RD,1,100,TU
