LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1707151602.625202,495634.000,12478,4,EM,1,100,RS
1707151602.625202,495634.000,12478,4,EM,1,100,RB
1707151602.625202,495634.000,12478,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151602.625202,495634.000,12478,4,EM,1,100,PS
1707151602.677058,495684.250,12496,4,EM,1,100,RS
1707151602.728914,495734.500,12496,4,EM,1,100,RB
1707151602.780770,495784.750,12496,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151602.832626,495835.000,12496,4,EM,1,100,PS
1707151602.884482,495885.250,12529,4,EM,1,100,RS
1707151602.936338,495935.500,12529,4,EM,1,100,RB
1707151602.988194,495985.750,12529,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151603.040050,496036.000,12529,4,EM,1,100,PS
1707151603.091906,496086.250,12561,4,EM,1,100,RS
1707151603.143762,496136.500,12561,4,EM,1,100,RB
1707151603.195618,496186.750,12561,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151603.247474,496237.000,12561,4,EM,1,100,PS
1707151603.299330,496287.250,12596,4,EM,1,100,RS
1707151603.351186,496337.500,12596,4,EM,1,100,RB
1707151603.403041,496387.750,12596,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151603.454897,496438.000,12596,4,EM,1,100,PS
1707151603.506753,496488.250,12628,4,EM,1,100,RS
1707151603.558609,496538.500,12628,4,EM,1,100,RB
1707151603.610465,496588.750,12628,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151603.662321,496639.000,12628,4,EM,1,100,PS
1707151603.714177,496689.250,12662,4,EM,1,100,RS
1707151603.766033,496739.500,12662,4,EM,1,100,RB
1707151603.817889,496789.750,12662,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151603.869745,496840.000,12662,4,EM,1,100,PS
1707151603.921601,496890.250,12694,4,EM,1,100,RS
1707151603.973457,496940.500,12694,4,EM,1,100,RB
1707151604.025313,496990.750,12694,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151604.077169,497041.000,12694,4,EM,1,100,PS
1707151604.129025,497091.250,12729,4,EM,1,100,RS
1707151604.180881,497141.500,12729,4,EM,1,100,RB
1707151604.232737,497191.750,12729,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151604.284593,497242.000,12729,4,EM,1,100,PS
1707151604.336449,497292.250,12763,4,EM,1,100,RS
1707151604.388305,497342.500,12763,4,EM,1,100,RB
1707151604.440161,497392.750,12763,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151604.492017,497443.000,12763,4,EM,1,100,PS
1707151604.543873,497493.250,12794,4,EM,1,100,RS
1707151604.595729,497543.500,12794,4,EM,1,100,RB
1707151604.647585,497593.750,12794,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151604.699441,497644.000,12794,4,EM,1,100,PS
1707151604.751297,497694.250,12828,4,EM,1,100,RS
1707151604.803152,497744.500,12828,4,EM,1,100,RB
1707151604.855008,497794.750,12828,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151604.906864,497845.000,12828,4,EM,1,100,PS
1707151604.987099,497922.750,12861,4,EM,1,100,RS
1707151605.067334,498000.500,12861,4,EM,1,100,RB
1707151605.147569,498078.250,12861,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151605.227804,498156.000,12861,4,EM,1,100,PS
1707151605.279660,498206.250,12895,4,EM,1,100,RS
1707151605.331516,498256.500,12895,4,EM,1,100,RB
1707151605.383372,498306.750,12895,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151605.435228,498357.000,12895,4,EM,1,100,PS
1707151605.487084,498407.250,12929,4,EM,1,100,RS
1707151605.538940,498457.500,12929,4,EM,1,100,RB
1707151605.590796,498507.750,12929,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151605.642652,498558.000,12929,4,EM,1,100,PS
1707151605.694507,498608.250,12965,4,EM,1,100,RS
1707151605.746363,498658.500,12965,4,EM,1,100,RB
1707151605.798219,498708.750,12965,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151605.850075,498759.000,12965,4,EM,1,100,PS
1707151605.901931,498809.250,12996,4,EM,1,100,RS
1707151605.953787,498859.500,12996,4,EM,1,100,RB
1707151606.005643,498909.750,12996,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151606.057499,498960.000,12996,4,EM,1,100,PS
1707151606.113483,499014.250,13030,4,EM,1,100,RS
1707151606.169467,499068.500,13030,4,EM,1,100,RB
1707151606.225451,499122.750,13030,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151606.281434,499177.000,13030,4,EM,1,100,PS
1707151606.333032,499227.000,13064,4,EM,1,100,RS
1707151606.384630,499277.000,13064,4,EM,1,100,RB
1707151606.436228,499327.000,13064,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151606.487826,499377.000,13064,4,EM,1,100,PS
1707151606.539682,499427.250,13097,4,EM,1,100,RS
1707151606.591538,499477.500,13097,4,EM,1,100,RB
1707151606.643394,499527.750,13097,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151606.695250,499578.000,13097,4,EM,1,100,PS
1707151606.751492,499632.500,13119,4,EM,1,100,RS
1707151606.807734,499687.000,13119,4,EM,1,100,RB
1707151606.863976,499741.500,13119,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151606.920217,499796.000,13119,4,EM,1,100,PS
1707151606.972073,499846.250,13150,4,EM,1,100,RS
1707151607.023929,499896.500,13150,4,EM,1,100,RB
1707151607.075785,499946.750,13150,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151607.127641,499997.000,13150,4,EM,1,100,PS
1707151607.179755,500047.500,13184,4,EM,1,100,RS
1707151607.231869,500098.000,13184,4,EM,1,100,RB
1707151607.283983,500148.500,13184,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151607.336097,500199.000,13184,4,EM,1,100,PS
1707151607.387953,500249.250,13218,4,EM,1,100,RS
1707151607.439809,500299.500,13218,4,EM,1,100,RB
1707151607.491665,500349.750,13218,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151607.543521,500400.000,13218,4,EM,1,100,PS
1707151607.595377,500450.250,13251,4,EM,1,100,RS
1707151607.647233,500500.500,13251,4,EM,1,100,RB
1707151607.699089,500550.750,13251,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151607.750945,500601.000,13251,4,EM,1,100,PS
1707151607.802801,500651.250,13285,4,EM,1,100,RS
1707151607.854657,500701.500,13285,4,EM,1,100,RB
1707151607.906513,500751.750,13285,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151607.958369,500802.000,13285,4,EM,1,100,PS
1707151608.027510,500869.000,13317,4,EM,1,100,RS
1707151608.096651,500936.000,13317,4,EM,1,100,RB
1707151608.165792,501003.000,13317,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151608.234934,501070.000,13317,4,EM,1,100,PS
1707151608.286532,501120.000,13350,4,EM,1,100,RS
1707151608.338130,501170.000,13350,4,EM,1,100,RB
1707151608.389728,501220.000,13350,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151608.441326,501270.000,13350,4,EM,1,100,PS
1707151608.493182,501320.250,13386,4,EM,1,100,RS
1707151608.545038,501370.500,13386,4,EM,1,100,RB
1707151608.596893,501420.750,13386,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151608.648749,501471.000,13386,4,EM,1,100,PS
1707151608.700605,501521.250,13418,4,EM,1,100,RS
1707151608.752461,501571.500,13418,4,EM,1,100,RB
1707151608.804317,501621.750,13418,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151608.856173,501672.000,13418,4,EM,1,100,PS
1707151608.908029,501722.250,13451,4,EM,1,100,RS
1707151608.959885,501772.500,13451,4,EM,1,100,RB
1707151609.011741,501822.750,13451,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151609.063597,501873.000,13451,4,EM,1,100,PS
1707151609.118807,501926.500,13487,4,EM,1,100,RS
1707151609.174017,501980.000,13487,4,EM,1,100,RB
1707151609.229227,502033.500,13487,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151609.284436,502087.000,13487,4,EM,1,100,PS
1707151609.336034,502137.000,13519,4,EM,1,100,RS
1707151609.387632,502187.000,13519,4,EM,1,100,RB
1707151609.439230,502237.000,13519,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151609.490828,502287.000,13519,4,EM,1,100,PS
1707151609.542684,502337.250,13552,4,EM,1,100,RS
1707151609.594540,502387.500,13552,4,EM,1,100,RB
1707151609.646396,502437.750,13552,4,EM,1,100,2024-02-05_16-46-42-410261.csv
1707151609.698252,502488.000,13552,4,EM,1,100,PS
1707151609.750108,502538.250,13585,4,EM,1,100,RS
