LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1707151787.802073,675076,41175,1,BI,1,100,880
1707151788.720517,675966,41323,1,BI,1,100,920
1707151789.634833,676852,41473,1,BI,1,100,920
1707151790.567725,677756,41625,1,BI,1,100,920
1707151791.449018,678610,41759,1,BI,1,100,880
1707151792.330311,679464,41899,1,BI,1,100,880
1707151793.207477,680314,42032,1,BI,1,100,880
1707151794.046460,681127,42165,1,BI,1,100,840
1707151794.898858,681953,42299,1,BI,1,100,840
1707151795.743001,682771,42434,1,BI,1,100,840
1707151796.576825,683579,42566,1,BI,1,100,840
1707151797.460182,684435,42688,1,BI,1,100,880
1707151798.297101,685246,42838,1,BI,1,100,840
1707151799.190778,686112,42972,1,BI,1,100,880
1707151800.067943,686962,43104,1,BI,1,100,880
1707151800.950269,687817,43256,1,BI,1,100,880
1707151801.788220,688629,43389,1,BI,1,100,840
1707151802.640618,689455,43527,1,BI,1,100,840
1707151803.476506,690265,43660,1,BI,1,100,840
1707151804.315489,691078,43794,1,BI,1,100,840
1707151805.152408,691889,43929,1,BI,1,100,840
1707151805.955272,692667,44044,1,BI,1,100,800
1707151806.813862,693499,44179,1,BI,1,100,840
1707151807.648718,694308,44317,1,BI,1,100,840
1707151808.445390,695080,44434,1,BI,1,100,800
1707151809.282310,695891,44567,1,BI,1,100,840
1707151810.085174,696669,44702,1,BI,1,100,800
1707151810.938604,697496,44836,1,BI,1,100,840
1707151811.732181,698265,44953,1,BI,1,100,800
1707151812.566005,699073,45087,1,BI,1,100,840
1707151813.402924,699884,45210,1,BI,1,100,840
1707151814.203724,700660,45326,1,BI,1,100,800
1707151815.057155,701487,45462,1,BI,1,100,840
1707151815.855891,702261,45580,1,BI,1,100,800
1707151816.691779,703071,45712,1,BI,1,100,840
1707151817.489483,703844,45831,1,BI,1,100,800
1707151818.319179,704648,45971,1,BI,1,100,840
1707151819.212856,705514,46043,1,BI,1,100,880
1707151820.053902,706329,46180,1,BI,1,100,840
1707151820.891854,707141,46312,1,BI,1,100,840
1707151821.730837,707954,46445,1,BI,1,100,840
1707151822.567756,708765,46579,1,BI,1,100,840
1707151823.414994,709586,46717,1,BI,1,100,840
1707151824.256041,710401,46818,1,BI,1,100,840
1707151825.056842,711177,46953,1,BI,1,100,800
1707151825.895825,711990,47087,1,BI,1,100,840
1707151826.693530,712763,47203,1,BI,1,100,800
1707151827.545928,713589,47338,1,BI,1,100,840
1707151828.341569,714360,47470,1,BI,1,100,800
1707151829.184680,715177,47609,1,BI,1,100,840
1707151830.062877,716028,47745,1,BI,1,100,880
1707151830.946235,716884,47877,1,BI,1,100,880
1707151831.840944,717751,48026,1,BI,1,100,880
1707151832.718109,718601,48176,1,BI,1,100,880
1707151833.560188,719417,48293,1,BI,1,100,840
1707151834.399171,720230,48431,1,BI,1,100,840
1707151835.281496,721085,48567,1,BI,1,100,880
1707151836.163822,721940,48717,1,BI,1,100,880
1707151836.967718,722719,48832,1,BI,1,100,800
1707151837.770583,723497,48967,1,BI,1,100,800
1707151838.607502,724308,49099,1,BI,1,100,840
1707151839.383535,725060,49220,1,BI,1,100,760
1707151840.177112,725829,49340,1,BI,1,100,800
1707151840.972753,726600,49472,1,BI,1,100,800
1707151841.810704,727412,49605,1,BI,1,100,840
1707151842.569194,728147,49723,1,BI,1,100,760
1707151843.409209,728961,49856,1,BI,1,100,840
1707151844.262640,729788,49988,1,BI,1,100,840
1707151845.059312,730560,50111,1,BI,1,100,800
1707151845.853921,731330,50229,1,BI,1,100,800
1707151846.691872,732142,50364,1,BI,1,100,840
1707151847.506088,732931,50496,1,BI,1,100,800
1707151848.309985,733710,50612,1,BI,1,100,800
1707151849.143808,734518,50745,1,BI,1,100,840
1707151849.979695,735328,50868,1,BI,1,100,840
1707151850.777400,736101,50988,1,BI,1,100,800
1707151851.618447,736916,51122,1,BI,1,100,840
1707151852.469813,737741,51255,1,BI,1,100,840
1707151853.343883,738588,51360,1,BI,1,100,880
1707151854.225176,739442,51477,1,BI,1,100,880
1707151855.098214,740288,51612,1,BI,1,100,880
1707151855.987763,741150,51734,1,BI,1,100,880
1707151856.865961,742001,51884,1,BI,1,100,880
1707151857.745190,742853,52018,1,BI,1,100,880
1707151858.628547,743709,52150,1,BI,1,100,880
1707151859.464435,744519,52283,1,BI,1,100,840
1707151860.356048,745383,52435,1,BI,1,100,880
1707151861.233213,746233,52575,1,BI,1,100,880
1707151862.115539,747088,52709,1,BI,1,100,880
1707151862.953490,747900,52842,1,BI,1,100,840
1707151863.714044,748637,52958,1,BI,1,100,760
1707151864.526196,749424,53091,1,BI,1,100,800
1707151865.370339,750242,53227,1,BI,1,100,840
1707151866.249568,751094,53364,1,BI,1,100,880
1707151867.092679,751911,53499,1,BI,1,100,840
1707151867.969845,752761,53649,1,BI,1,100,880
1707151868.860426,753624,53781,1,BI,1,100,880
1707151869.734495,754471,53930,1,BI,1,100,880
1707151870.618885,755328,54064,1,BI,1,100,880
1707151871.495018,756177,54202,1,BI,1,100,880
1707151872.426878,757080,54352,1,BI,1,100,920
1707151873.345321,757970,54487,1,BI,1,100,920
1707151874.261701,758858,54635,1,BI,1,100,920
1707151875.144027,759713,54787,1,BI,1,100,880
1707151876.022224,760564,54920,1,BI,1,100,880
1707151876.912805,761427,55059,1,BI,1,100,880
1707151877.789971,762277,55192,1,BI,1,100,880
1707151878.703255,763162,55341,1,BI,1,100,920
1707151879.581453,764013,55473,1,BI,1,100,880
1707151880.437979,764843,55611,1,BI,1,100,840
1707151881.357455,765734,55746,1,BI,1,100,920
1707151882.154127,766506,55854,1,BI,1,100,800
1707151882.947704,767275,55987,1,BI,1,100,800
1707151883.743345,768046,56105,1,BI,1,100,800
1707151884.595744,768872,56242,1,BI,1,100,840
1707151885.435759,769686,56361,1,BI,1,100,840
1707151886.314988,770538,56494,1,BI,1,100,880
