LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1707151603.152533,496145,12562,1,BI,1,100,640
1707151603.997708,496964,12695,1,BI,1,100,840
1707151604.876938,497816,12829,1,BI,1,100,880
1707151605.760295,498672,12946,1,BI,1,100,880
1707151606.612693,499498,13081,1,BI,1,100,840
1707151607.486763,500345,13219,1,BI,1,100,880
1707151608.364961,501196,13351,1,BI,1,100,880
1707151609.211167,502016,13469,1,BI,1,100,840
1707151610.084205,502862,13619,1,BI,1,100,880
1707151610.937636,503689,13755,1,BI,1,100,840
1707151611.776619,504502,13870,1,BI,1,100,840
1707151612.647592,505346,13981,1,BI,1,100,880
1707151613.490703,506163,14085,1,BI,1,100,840
1707151614.373029,507018,14217,1,BI,1,100,880
1707151615.305920,507922,14366,1,BI,1,100,920
1707151616.181022,508770,14502,1,BI,1,100,880
1707151617.092242,509653,14653,1,BI,1,100,920
1707151617.971471,510505,14790,1,BI,1,100,880
1707151618.853797,511360,14925,1,BI,1,100,880
1707151619.745410,512224,15074,1,BI,1,100,880
1707151620.622575,513074,15208,1,BI,1,100,880
1707151621.493549,513918,15358,1,BI,1,100,880
1707151622.374842,514772,15490,1,BI,1,100,880
1707151623.291222,515660,15630,1,BI,1,100,920
1707151624.187995,516529,15779,1,BI,1,100,880
1707151625.105407,517418,15929,1,BI,1,100,920
1707151625.980509,518266,16063,1,BI,1,100,880
1707151626.894825,519152,16212,1,BI,1,100,920
1707151627.773022,520003,16347,1,BI,1,100,880
1707151628.705914,520907,16501,1,BI,1,100,920
1707151629.585143,521759,16650,1,BI,1,100,880
1707151630.496363,522642,16802,1,BI,1,100,920
1707151631.373529,523492,16935,1,BI,1,100,880
1707151632.303324,524393,17083,1,BI,1,100,920
1707151633.221768,525283,17221,1,BI,1,100,920
1707151634.102030,526136,17372,1,BI,1,100,880
1707151635.055560,527060,17521,1,BI,1,100,960
1707151635.971940,527948,17672,1,BI,1,100,920
1707151636.907928,528855,17805,1,BI,1,100,920
1707151637.826371,529745,17954,1,BI,1,100,920
1707151638.710761,530602,18093,1,BI,1,100,880
1707151639.624045,531487,18243,1,BI,1,100,920
1707151640.510498,532346,18380,1,BI,1,100,880
1707151641.437198,533244,18513,1,BI,1,100,920
1707151642.271021,534052,18647,1,BI,1,100,840
1707151643.112068,534867,18782,1,BI,1,100,840
1707151643.994393,535722,18903,1,BI,1,100,880
1707151644.888070,536588,19052,1,BI,1,100,880
1707151645.765236,537438,19189,1,BI,1,100,880
1707151646.644465,538290,19324,1,BI,1,100,880
1707151647.525759,539144,19409,1,BI,1,100,880
1707151648.449362,540039,19544,1,BI,1,100,920
1707151649.335815,540898,19699,1,BI,1,100,880
1707151650.256323,541790,19833,1,BI,1,100,920
1707151651.178895,542684,19984,1,BI,1,100,920
1707151652.059156,543537,20116,1,BI,1,100,880
1707151652.994112,544443,20266,1,BI,1,100,920
1707151653.868181,545290,20415,1,BI,1,100,880
1707151654.788689,546182,20555,1,BI,1,100,920
1707151655.667919,547034,20707,1,BI,1,100,880
1707151656.589459,547927,20839,1,BI,1,100,920
1707151657.475912,548786,20988,1,BI,1,100,880
1707151658.271553,549557,21120,1,BI,1,100,800
1707151659.070289,550331,21239,1,BI,1,100,800
1707151659.864898,551101,21378,1,BI,1,100,800
1707151660.623388,551836,21497,1,BI,1,100,760
1707151661.398390,552587,21614,1,BI,1,100,760
1707151662.194030,553358,21748,1,BI,1,100,800
1707151662.989671,554129,21881,1,BI,1,100,800
1707151663.746097,554862,21996,1,BI,1,100,760
1707151664.501492,555594,22114,1,BI,1,100,760
1707151665.262046,556331,22234,1,BI,1,100,760
1707151666.034984,557080,22371,1,BI,1,100,760
1707151666.795538,557817,22487,1,BI,1,100,760
1707151667.591178,558588,22619,1,BI,1,100,800
1707151668.468344,559438,22754,1,BI,1,100,880
1707151669.302167,560246,22887,1,BI,1,100,840
1707151670.239186,561154,23042,1,BI,1,100,920
1707151671.161758,562048,23176,1,BI,1,100,920
1707151672.079170,562937,23327,1,BI,1,100,920
1707151672.994518,563824,23476,1,BI,1,100,920
1707151673.875812,564678,23608,1,BI,1,100,880
1707151674.798383,565572,23741,1,BI,1,100,920
1707151675.638398,566386,23883,1,BI,1,100,840
1707151676.475318,567197,24015,1,BI,1,100,840
1707151677.353515,568048,24150,1,BI,1,100,880
1707151678.247192,568914,24282,1,BI,1,100,880
1707151679.085143,569726,24417,1,BI,1,100,840
1707151679.965404,570579,24550,1,BI,1,100,880
1707151680.882816,571468,24691,1,BI,1,100,920
1707151681.804356,572361,24779,1,BI,1,100,920
1707151682.733120,573261,24929,1,BI,1,100,920
1707151683.574167,574076,25061,1,BI,1,100,840
1707151684.452364,574927,25210,1,BI,1,100,880
1707151685.294443,575743,25345,1,BI,1,100,840
1707151686.134458,576557,25468,1,BI,1,100,840
1707151686.990985,577387,25603,1,BI,1,100,840
1707151687.828936,578199,25735,1,BI,1,100,840
1707151688.672047,579016,25868,1,BI,1,100,840
1707151689.585331,579901,26018,1,BI,1,100,920
1707151690.506870,580794,26152,1,BI,1,100,920
1707151691.395388,581655,26307,1,BI,1,100,880
1707151692.311768,582543,26456,1,BI,1,100,920
1707151693.233307,583436,26606,1,BI,1,100,920
1707151694.113569,584289,26738,1,BI,1,100,880
1707151695.046460,585193,26887,1,BI,1,100,920
1707151695.962840,586081,27039,1,BI,1,100,920
1707151696.874060,586964,27193,1,BI,1,100,920
1707151697.759482,587822,27327,1,BI,1,100,880
1707151698.716108,588749,27477,1,BI,1,100,960
1707151699.687182,589690,27626,1,BI,1,100,960
1707151700.604594,590579,27777,1,BI,1,100,920
1707151701.557092,591502,27926,1,BI,1,100,960
1707151702.480696,592397,28081,1,BI,1,100,920
1707151703.452802,593339,28230,1,BI,1,100,960
1707151704.411492,594268,28380,1,BI,1,100,960
1707151705.365023,595192,28533,1,BI,1,100,960
1707151706.281403,596080,28683,1,BI,1,100,920
1707151707.211198,596981,28836,1,BI,1,100,920
1707151708.129642,597871,28970,1,BI,1,100,920
1707151709.089365,598801,29119,1,BI,1,100,960
1707151710.005745,599689,29254,1,BI,1,100,920
1707151710.921093,600576,29406,1,BI,1,100,920
1707151711.887007,601512,29555,1,BI,1,100,960
1707151712.808547,602405,29692,1,BI,1,100,920
1707151713.731118,603299,29826,1,BI,1,100,920
1707151714.686713,604225,29977,1,BI,1,100,960
1707151715.571102,605082,30082,1,BI,1,100,880
1707151716.493674,605976,30199,1,BI,1,100,920
1707151717.419341,606873,30332,1,BI,1,100,920
1707151718.338817,607764,30468,1,BI,1,100,920
1707151719.255197,608652,30620,1,BI,1,100,920
1707151720.190153,609558,30771,1,BI,1,100,920
1707151721.110660,610450,30903,1,BI,1,100,920
1707151722.031168,611342,31053,1,BI,1,100,920
1707151722.905238,612189,31202,1,BI,1,100,880
1707151723.838129,613093,31343,1,BI,1,100,920
1707151724.678144,613907,31476,1,BI,1,100,840
1707151725.522287,614725,31610,1,BI,1,100,840
1707151726.396357,615572,31760,1,BI,1,100,880
1707151727.278682,616427,31894,1,BI,1,100,880
1707151728.211574,617331,32044,1,BI,1,100,920
1707151729.124858,618216,32181,1,BI,1,100,920
1707151730.048461,619111,32331,1,BI,1,100,920
1707151730.963810,619998,32482,1,BI,1,100,920
1707151731.944171,620948,32632,1,BI,1,100,960
1707151732.860551,621836,32780,1,BI,1,100,920
1707151733.813050,622759,32919,1,BI,1,100,960
1707151734.733557,623651,33069,1,BI,1,100,920
1707151735.648905,624538,33220,1,BI,1,100,920
1707151736.540518,625402,33371,1,BI,1,100,880
1707151737.417684,626252,33504,1,BI,1,100,880
1707151738.174110,626985,33619,1,BI,1,100,760
1707151738.926409,627714,33744,1,BI,1,100,760
1707151739.689027,628453,33861,1,BI,1,100,760
1707151740.503243,629242,33996,1,BI,1,100,800
1707151741.383504,630095,34128,1,BI,1,100,880
1707151742.297820,630981,34264,1,BI,1,100,920
1707151743.253415,631907,34415,1,BI,1,100,960
1707151744.165667,632791,34551,1,BI,1,100,920
1707151745.144997,633740,34688,1,BI,1,100,960
1707151746.101623,634667,34837,1,BI,1,100,960
1707151746.978789,635517,34972,1,BI,1,100,880
1707151747.854922,636366,35107,1,BI,1,100,880
1707151748.706289,637191,35222,1,BI,1,100,840
1707151749.573135,638031,35363,1,BI,1,100,880
1707151750.465780,638896,35402,1,BI,1,100,880
1707151751.383192,639785,35553,1,BI,1,100,920
1707151752.256229,640631,35703,1,BI,1,100,880
1707151753.187057,641533,35853,1,BI,1,100,920
1707151754.149875,642466,36002,1,BI,1,100,960
1707151755.070383,643358,36125,1,BI,1,100,920
1707151755.989859,644249,36276,1,BI,1,100,920
1707151756.920686,645151,36426,1,BI,1,100,920
1707151757.842226,646044,36575,1,BI,1,100,920
1707151758.759638,646933,36725,1,BI,1,100,920
1707151759.720392,647864,36859,1,BI,1,100,960
1707151760.722425,648835,37016,1,BI,1,100,1000
1707151761.735809,649817,37182,1,BI,1,100,1000
1707151762.733714,650784,37332,1,BI,1,100,1000
1707151763.731619,651751,37498,1,BI,1,100,1000
1707151764.773898,652761,37663,1,BI,1,100,1040
1707151765.787282,653743,37819,1,BI,1,100,1000
1707151766.783123,654708,37968,1,BI,1,100,1000
1707151767.779996,655674,38134,1,BI,1,100,1000
1707151768.785124,656648,38284,1,BI,1,100,1000
1707151769.793348,657625,38450,1,BI,1,100,1000
1707151770.790221,658591,38606,1,BI,1,100,1000
1707151771.827341,659596,38773,1,BI,1,100,1040
1707151772.792223,660531,38922,1,BI,1,100,960
1707151773.799415,661507,39089,1,BI,1,100,1000
1707151774.756042,662434,39237,1,BI,1,100,960
1707151775.748787,663396,39406,1,BI,1,100,1000
1707151776.670326,664289,39543,1,BI,1,100,920
1707151777.626953,665216,39678,1,BI,1,100,960
1707151778.561908,666122,39827,1,BI,1,100,920
1707151779.480352,667012,39962,1,BI,1,100,920
1707151780.473097,667974,40113,1,BI,1,100,1000
1707151781.425596,668897,40252,1,BI,1,100,960
1707151782.399765,669841,40400,1,BI,1,100,960
1707151783.320273,670733,40535,1,BI,1,100,920
1707151784.234589,671619,40652,1,BI,1,100,920
1707151785.115883,672473,40755,1,BI,1,100,880
1707151785.988920,673319,40905,1,BI,1,100,880
1707151786.920780,674222,41042,1,BI,1,100,920
