LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1707151828.039205,714067.000,47420,1,SF,1,100,0.0101
1707151828.371496,714389.000,47472,1,SF,1,100,0.0100
1707151828.640837,714650.000,47520,1,SF,1,100,0.0099
1707151829.041238,715038.000,47576,1,SF,1,100,0.0098
1707151829.372496,715359.000,47626,1,SF,1,100,0.0097
1707151829.639774,715618.000,47677,1,SF,1,100,0.0095
1707151829.972065,715940.000,47725,1,SF,1,100,0.0094
1707151830.306420,716264.000,47778,1,SF,1,100,0.0093
1707151830.704756,716650.000,47844,1,SF,1,100,0.0092
1707151831.040143,716975.000,47895,1,SF,1,100,0.0091
1707151831.309484,717236.000,47944,1,SF,1,100,0.0090
1707151831.639711,717556.000,47993,1,SF,1,100,0.0089
1707151831.977162,717883.000,48045,1,SF,1,100,0.0088
1707151832.373435,718267.000,48110,1,SF,1,100,0.0087
1707151832.709853,718593.000,48158,1,SF,1,100,0.0086
1707151832.973003,718848.000,48211,1,SF,1,100,0.0085
1707151833.310454,719175.000,48259,1,SF,1,100,0.0084
1707151833.639649,719494.000,48310,1,SF,1,100,0.0083
1707151833.974004,719818.000,48360,1,SF,1,100,0.0082
1707151834.307327,720141.000,48416,1,SF,1,100,0.0081
1707151834.640650,720464.000,48466,1,SF,1,100,0.0080
1707151834.976036,720789.000,48515,1,SF,1,100,0.0079
1707151835.374373,721175.000,48585,1,SF,1,100,0.0078
1707151835.704600,721495.000,48634,1,SF,1,100,0.0077
1707151836.036891,721817.000,48683,1,SF,1,100,0.0077
1707151836.301072,722073.000,48735,1,SF,1,100,0.0076
1707151836.638523,722400.000,48784,1,SF,1,100,0.0075
1707151836.967718,722719.000,48834,1,SF,1,100,0.0074
1707151837.370182,723109.000,48900,1,SF,1,100,0.0073
1707151837.703505,723432.000,48950,1,SF,1,100,0.0072
1707151837.971815,723692.000,49000,1,SF,1,100,0.0071
1707151838.303074,724013.000,49051,1,SF,1,100,0.0071
1707151838.637429,724337.000,49101,1,SF,1,100,0.0070
1707151839.036797,724724.000,49166,1,SF,1,100,0.0069
1707151839.437197,725112.000,49222,1,SF,1,100,0.0068
1707151839.634301,725303.000,49256,1,SF,1,100,0.0067
1707151839.966592,725625.000,49304,1,SF,1,100,0.0067
1707151840.296819,725945.000,49357,1,SF,1,100,0.0066
1707151840.629110,726267.000,49407,1,SF,1,100,0.0065
1707151841.026415,726652.000,49474,1,SF,1,100,0.0064
1707151841.357674,726973.000,49523,1,SF,1,100,0.0064
1707151841.623919,727231.000,49573,1,SF,1,100,0.0063
1707151841.958274,727555.000,49624,1,SF,1,100,0.0062
1707151842.291597,727878.000,49672,1,SF,1,100,0.0061
1707151842.688901,728263.000,49740,1,SF,1,100,0.0061
1707151843.025320,728589.000,49790,1,SF,1,100,0.0060
1707151843.289502,728845.000,49838,1,SF,1,100,0.0059
1707151843.625921,729171.000,49890,1,SF,1,100,0.0059
1707151843.958212,729493.000,49939,1,SF,1,100,0.0058
1707151844.355516,729878.000,50006,1,SF,1,100,0.0057
1707151844.753852,730264.000,50060,1,SF,1,100,0.0057
1707151844.951989,730456.000,50092,1,SF,1,100,0.0056
1707151845.350325,730842.000,50162,1,SF,1,100,0.0055
1707151845.682616,731164.000,50211,1,SF,1,100,0.0055
1707151845.947829,731421.000,50247,1,SF,1,100,0.0054
1707151846.281152,731744.000,50297,1,SF,1,100,0.0053
1707151846.612411,732065.000,50346,1,SF,1,100,0.0053
1707151846.948830,732391.000,50397,1,SF,1,100,0.0052
1707151847.280089,732712.000,50447,1,SF,1,100,0.0052
1707151847.682553,733102.000,50514,1,SF,1,100,0.0051
1707151848.013812,733423.000,50563,1,SF,1,100,0.0050
1707151848.351263,733750.000,50614,1,SF,1,100,0.0050
1707151848.615445,734006.000,50663,1,SF,1,100,0.0049
1707151849.013781,734392.000,50713,1,SF,1,100,0.0049
1707151849.278995,734649.000,50764,1,SF,1,100,0.0048
1707151849.610254,734970.000,50813,1,SF,1,100,0.0047
1707151850.007558,735355.000,50870,1,SF,1,100,0.0047
1707151850.340881,735678.000,50922,1,SF,1,100,0.0046
1707151850.670076,735997.000,50971,1,SF,1,100,0.0046
1707151851.003399,736320.000,51023,1,SF,1,100,0.0045
1707151851.334658,736641.000,51072,1,SF,1,100,0.0045
1707151851.605031,736903.000,51124,1,SF,1,100,0.0044
1707151852.003368,737289.000,51173,1,SF,1,100,0.0044
1707151852.271677,737549.000,51223,1,SF,1,100,0.0043
1707151852.602936,737870.000,51274,1,SF,1,100,0.0043
1707151853.070414,738323.000,51325,1,SF,1,100,0.0042
1707151853.269582,738516.000,51342,1,SF,1,100,0.0042
1707151853.603937,738840.000,51378,1,SF,1,100,0.0041
1707151853.935196,739161.000,51427,1,SF,1,100,0.0041
1707151854.267487,739483.000,51479,1,SF,1,100,0.0040
1707151854.598746,739804.000,51528,1,SF,1,100,0.0040
