LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1707151644.970627,536668,19103,1,SA,1,100,0.017620
1707151659.344790,550597,21345,1,SA,1,100,0.032963
1707151883.479163,767790,56123,1,SA,1,100,0.044342
