LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1707151602.719110,495725.000,12481,3,PR,1,100,142062
1707151602.719110,495725.000,12481,3,PR,1,100,142095
1707151602.719110,495725.000,12481,3,PR,1,100,142120
1707151602.759357,495764.000,12498,2,PR,1,100,142165
1707151602.799603,495803.000,12498,2,PR,1,100,142063
1707151602.839850,495842.000,12514,3,PR,1,100,141589
1707151602.880096,495881.000,12514,3,PR,1,100,141446
1707151602.920342,495920.000,12514,3,PR,1,100,141455
1707151602.959557,495958.000,12531,3,PR,1,100,141463
1707151602.998771,495996.000,12531,3,PR,1,100,141480
1707151603.037986,496034.000,12531,3,PR,1,100,141563
1707151603.077200,496072.000,12547,2,PR,1,100,141674
1707151603.116415,496110.000,12547,2,PR,1,100,141707
1707151603.155973,496148.333,12565,3,PR,1,100,141718
1707151603.195532,496186.667,12565,3,PR,1,100,141730
1707151603.235090,496225.000,12565,3,PR,1,100,141774
1707151603.276368,496265.000,12581,2,PR,1,100,141822
1707151603.317647,496305.000,12581,2,PR,1,100,141876
1707151603.358237,496344.333,12599,3,PR,1,100,141924
1707151603.398828,496383.667,12599,3,PR,1,100,141975
1707151603.439418,496423.000,12599,3,PR,1,100,142031
1707151603.479320,496461.667,12615,3,PR,1,100,142062
1707151603.519223,496500.333,12615,3,PR,1,100,142091
1707151603.559125,496539.000,12615,3,PR,1,100,142126
1707151603.598340,496577.000,12630,2,PR,1,100,142145
1707151603.637554,496615.000,12630,2,PR,1,100,141994
1707151603.677113,496653.333,12647,3,PR,1,100,141517
1707151603.716671,496691.667,12647,3,PR,1,100,141392
1707151603.756230,496730.000,12647,3,PR,1,100,141393
1707151603.796476,496769.000,12664,3,PR,1,100,141406
1707151603.836722,496808.000,12664,3,PR,1,100,141425
1707151603.876969,496847.000,12664,3,PR,1,100,141501
1707151603.918247,496887.000,12680,2,PR,1,100,141607
1707151603.959526,496927.000,12680,2,PR,1,100,141657
1707151603.999772,496966.000,12699,3,PR,1,100,141656
1707151604.040018,497005.000,12699,3,PR,1,100,141678
1707151604.080265,497044.000,12699,3,PR,1,100,141721
1707151604.120167,497082.667,12714,3,PR,1,100,141760
1707151604.160070,497121.333,12714,3,PR,1,100,141829
1707151604.199972,497160.000,12714,3,PR,1,100,141887
1707151604.238671,497197.500,12731,2,PR,1,100,141947
1707151604.277369,497235.000,12731,2,PR,1,100,141991
1707151604.316928,497273.333,12748,3,PR,1,100,142025
1707151604.356486,497311.667,12748,3,PR,1,100,142062
1707151604.396044,497350.000,12748,3,PR,1,100,142091
1707151604.436291,497389.000,12765,2,PR,1,100,142116
1707151604.476537,497428.000,12765,2,PR,1,100,142143
1707151604.517472,497467.667,12780,3,PR,1,100,141916
1707151604.558406,497507.333,12780,3,PR,1,100,141447
1707151604.599340,497547.000,12780,3,PR,1,100,141370
1707151604.639587,497586.000,12797,3,PR,1,100,141383
1707151604.679833,497625.000,12797,3,PR,1,100,141406
1707151604.720080,497664.000,12797,3,PR,1,100,141425
1707151604.759810,497702.500,12813,2,PR,1,100,141519
1707151604.799541,497741.000,12813,2,PR,1,100,141626
1707151604.839099,497779.333,12832,3,PR,1,100,141674
1707151604.878658,497817.667,12832,3,PR,1,100,141669
1707151604.918216,497856.000,12832,3,PR,1,100,141669
1707151604.958462,497895.000,12848,2,PR,1,100,141710
1707151604.998709,497934.000,12848,2,PR,1,100,141765
1707151605.038955,497973.000,12864,5,PR,1,100,141834
1707151605.079202,498012.000,12864,5,PR,1,100,141894
1707151605.119448,498051.000,12864,5,PR,1,100,141929
1707151605.159694,498090.000,12864,5,PR,1,100,141980
1707151605.199941,498129.000,12864,5,PR,1,100,141999
1707151605.240187,498168.000,12880,3,PR,1,100,142035
1707151605.280434,498207.000,12880,3,PR,1,100,142077
1707151605.320680,498246.000,12880,3,PR,1,100,142096
1707151605.360583,498284.667,12898,3,PR,1,100,142104
1707151605.400485,498323.333,12898,3,PR,1,100,141862
1707151605.440387,498362.000,12898,3,PR,1,100,141411
1707151605.479086,498399.500,12915,2,PR,1,100,141363
1707151605.517784,498437.000,12915,2,PR,1,100,141392
1707151605.558375,498476.333,12931,3,PR,1,100,141429
1707151605.598965,498515.667,12931,3,PR,1,100,141490
1707151605.639556,498555.000,12931,3,PR,1,100,141617
1707151605.679802,498594.000,12950,3,PR,1,100,141696
1707151605.720048,498633.000,12950,3,PR,1,100,141692
1707151605.760295,498672.000,12950,3,PR,1,100,141694
1707151605.800541,498711.000,12967,2,PR,1,100,141728
1707151605.840788,498750.000,12967,2,PR,1,100,141772
1707151605.880690,498788.667,12983,3,PR,1,100,141821
1707151605.920593,498827.333,12983,3,PR,1,100,141866
1707151605.960495,498866.000,12983,3,PR,1,100,141940
1707151606.000225,498904.500,12999,2,PR,1,100,141980
1707151606.039956,498943.000,12999,2,PR,1,100,142020
1707151606.079428,498981.250,13015,4,PR,1,100,142043
1707151606.118901,499019.500,13015,4,PR,1,100,142073
1707151606.158373,499057.750,13015,4,PR,1,100,142103
1707151606.197846,499096.000,13015,4,PR,1,100,142115
1707151606.238780,499135.667,13032,3,PR,1,100,142034
1707151606.279714,499175.333,13032,3,PR,1,100,141523
1707151606.320649,499215.000,13032,3,PR,1,100,141343
1707151606.360379,499253.500,13049,2,PR,1,100,141357
1707151606.400110,499292.000,13049,2,PR,1,100,141373
1707151606.440356,499331.000,13066,3,PR,1,100,141410
1707151606.480603,499370.000,13066,3,PR,1,100,141483
1707151606.520849,499409.000,13066,3,PR,1,100,141598
1707151606.566771,499453.500,13084,2,PR,1,100,141645
1707151606.612693,499498.000,13084,2,PR,1,100,141653
1707151606.652596,499536.667,13100,3,PR,1,100,141649
1707151606.692498,499575.333,13100,3,PR,1,100,141697
1707151606.732401,499614.000,13100,3,PR,1,100,141742
1707151606.772389,499652.750,13121,4,PR,1,100,141788
1707151606.812378,499691.500,13121,4,PR,1,100,141857
1707151606.852366,499730.250,13121,4,PR,1,100,141898
1707151606.892354,499769.000,13121,4,PR,1,100,141950
1707151606.931569,499807.000,13137,3,PR,1,100,141977
1707151606.970783,499845.000,13137,3,PR,1,100,142007
1707151607.009998,499883.000,13137,3,PR,1,100,142037
1707151607.049900,499921.667,13153,3,PR,1,100,142065
1707151607.089803,499960.333,13153,3,PR,1,100,142078
1707151607.129705,499999.000,13153,3,PR,1,100,141883
1707151607.169608,500037.667,13169,3,PR,1,100,141391
1707151607.209510,500076.333,13169,3,PR,1,100,141309
1707151607.249412,500115.000,13169,3,PR,1,100,141320
1707151607.289659,500154.000,13186,3,PR,1,100,141339
1707151607.329905,500193.000,13186,3,PR,1,100,141368
1707151607.370152,500232.000,13186,3,PR,1,100,141449
1707151607.410398,500271.000,13203,2,PR,1,100,141570
1707151607.450644,500310.000,13203,2,PR,1,100,141603
1707151607.490203,500348.333,13222,3,PR,1,100,141605
1707151607.529761,500386.667,13222,3,PR,1,100,141628
1707151607.569320,500425.000,13222,3,PR,1,100,141664
1707151607.608534,500463.000,13237,3,PR,1,100,141710
1707151607.647749,500501.000,13237,3,PR,1,100,141768
1707151607.686963,500539.000,13237,3,PR,1,100,141830
1707151607.726694,500577.500,13254,2,PR,1,100,141875
1707151607.766424,500616.000,13254,2,PR,1,100,141917
1707151607.807015,500655.333,13270,3,PR,1,100,141944
1707151607.847605,500694.667,13270,3,PR,1,100,141977
1707151607.888195,500734.000,13270,3,PR,1,100,142002
1707151607.929474,500774.000,13287,2,PR,1,100,142035
1707151607.970752,500814.000,13287,2,PR,1,100,142034
1707151608.010655,500852.667,13304,3,PR,1,100,141700
1707151608.050557,500891.333,13304,3,PR,1,100,141329
1707151608.090459,500930.000,13304,3,PR,1,100,141301
1707151608.130018,500968.333,13319,3,PR,1,100,141324
1707151608.169576,501006.667,13319,3,PR,1,100,141353
1707151608.209135,501045.000,13319,3,PR,1,100,141397
