LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1707151618.840381,511347.000,14934,2,AZ,1,100,-0.280
1707151618.881316,511386.667,14950,3,AZ,1,100,-0.283
1707151618.922250,511426.333,14950,3,AZ,1,100,-0.281
1707151618.963184,511466.000,14950,3,AZ,1,100,-0.281
1707151619.003087,511504.667,14968,3,AZ,1,100,-0.281
1707151619.042989,511543.333,14968,3,AZ,1,100,-0.282
1707151619.082892,511582.000,14968,3,AZ,1,100,-0.280
1707151619.123138,511621.000,14984,2,AZ,1,100,-0.281
1707151619.163384,511660.000,14984,2,AZ,1,100,-0.279
1707151619.202599,511698.000,15000,3,AZ,1,100,-0.282
1707151619.241813,511736.000,15000,3,AZ,1,100,-0.279
1707151619.281028,511774.000,15000,3,AZ,1,100,-0.279
1707151619.320758,511812.500,15016,2,AZ,1,100,-0.280
1707151619.360489,511851.000,15016,2,AZ,1,100,-0.280
1707151619.399703,511889.000,15033,3,AZ,1,100,-0.281
1707151619.438918,511927.000,15033,3,AZ,1,100,-0.283
1707151619.478132,511965.000,15033,3,AZ,1,100,-0.284
1707151619.514251,512000.000,15049,3,AZ,1,100,-0.280
1707151619.550369,512035.000,15049,3,AZ,1,100,-0.281
1707151619.586488,512070.000,15049,3,AZ,1,100,-0.281
1707151619.626390,512108.667,15067,3,AZ,1,100,-0.281
1707151619.666293,512147.333,15067,3,AZ,1,100,-0.282
1707151619.706195,512186.000,15067,3,AZ,1,100,-0.284
1707151619.746442,512225.000,15083,2,AZ,1,100,-0.282
1707151619.786688,512264.000,15083,2,AZ,1,100,-0.283
1707151619.826246,512302.333,15100,3,AZ,1,100,-0.281
1707151619.865805,512340.667,15100,3,AZ,1,100,-0.278
1707151619.905363,512379.000,15100,3,AZ,1,100,-0.279
