LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PG
1707151615.061346,507685.000,14337,2,PG,1,100,11516
1707151615.107784,507730.000,14337,2,PG,1,100,11512
1707151615.147686,507768.667,14352,3,PG,1,100,11532
1707151615.187589,507807.333,14352,3,PG,1,100,11564
1707151615.227491,507846.000,14352,3,PG,1,100,11580
1707151615.267393,507884.667,14370,3,PG,1,100,11586
1707151615.307296,507923.333,14370,3,PG,1,100,11596
1707151615.347198,507962.000,14370,3,PG,1,100,11605
1707151615.387445,508001.000,14390,2,PG,1,100,11617
1707151615.427691,508040.000,14390,2,PG,1,100,11629
1707151615.466562,508077.667,14406,3,PG,1,100,11648
1707151615.505432,508115.333,14406,3,PG,1,100,11647
1707151615.544303,508153.000,14406,3,PG,1,100,11658
1707151615.584205,508191.667,14422,3,PG,1,100,11681
1707151615.624107,508230.333,14422,3,PG,1,100,11687
1707151615.664010,508269.000,14422,3,PG,1,100,11678
1707151615.703912,508307.667,14438,3,PG,1,100,11683
1707151615.743815,508346.333,14438,3,PG,1,100,11699
1707151615.783717,508385.000,14438,3,PG,1,100,11698
1707151615.823448,508423.500,14455,2,PG,1,100,11637
1707151615.863178,508462.000,14455,2,PG,1,100,11546
1707151615.903081,508500.667,14471,3,PG,1,100,11506
1707151615.942983,508539.333,14471,3,PG,1,100,11492
1707151615.982885,508578.000,14471,3,PG,1,100,11488
1707151616.022788,508616.667,14489,3,PG,1,100,11508
1707151616.062690,508655.333,14489,3,PG,1,100,11531
1707151616.102593,508694.000,14489,3,PG,1,100,11556
1707151616.141807,508732.000,14506,2,PG,1,100,11565
1707151616.181022,508770.000,14506,2,PG,1,100,11572
1707151616.220924,508808.667,14522,3,PG,1,100,11580
1707151616.260826,508847.333,14522,3,PG,1,100,11593
1707151616.300729,508886.000,14522,3,PG,1,100,11602
1707151616.340459,508924.500,14539,2,PG,1,100,11621
1707151616.380190,508963.000,14539,2,PG,1,100,11642
1707151616.420436,509002.000,14556,3,PG,1,100,11650
1707151616.460683,509041.000,14556,3,PG,1,100,11649
1707151616.500929,509080.000,14556,3,PG,1,100,11661
1707151616.540401,509118.250,14572,4,PG,1,100,11668
1707151616.579874,509156.500,14572,4,PG,1,100,11671
1707151616.619346,509194.750,14572,4,PG,1,100,11675
1707151616.658819,509233.000,14572,4,PG,1,100,11679
1707151616.698033,509271.000,14590,3,PG,1,100,11665
1707151616.737248,509309.000,14590,3,PG,1,100,11568
1707151616.776462,509347.000,14590,3,PG,1,100,11511
1707151616.816709,509386.000,14606,2,PG,1,100,11499
1707151616.856955,509425.000,14606,2,PG,1,100,11495
1707151616.896857,509463.667,14621,3,PG,1,100,11499
1707151616.936760,509502.333,14621,3,PG,1,100,11521
1707151616.976662,509541.000,14621,3,PG,1,100,11552
1707151617.016393,509579.500,14638,2,PG,1,100,11566
1707151617.056123,509618.000,14638,2,PG,1,100,11570
1707151617.095682,509656.333,14657,3,PG,1,100,11577
1707151617.135240,509694.667,14657,3,PG,1,100,11583
1707151617.174799,509733.000,14657,3,PG,1,100,11605
1707151617.215045,509772.000,14673,3,PG,1,100,11622
1707151617.255291,509811.000,14673,3,PG,1,100,11623
1707151617.295538,509850.000,14673,3,PG,1,100,11632
1707151617.334236,509887.500,14696,2,PG,1,100,11651
1707151617.372935,509925.000,14696,2,PG,1,100,11657
1707151617.412493,509963.333,14710,3,PG,1,100,11662
1707151617.452052,510001.667,14710,3,PG,1,100,11668
1707151617.491610,510040.000,14710,3,PG,1,100,11673
1707151617.531857,510079.000,14727,3,PG,1,100,11673
1707151617.572103,510118.000,14727,3,PG,1,100,11682
1707151617.612349,510157.000,14727,3,PG,1,100,11662
1707151617.653628,510197.000,14744,2,PG,1,100,11566
1707151617.694906,510237.000,14744,2,PG,1,100,11522
1707151617.735153,510276.000,14761,3,PG,1,100,11516
1707151617.775399,510315.000,14761,3,PG,1,100,11523
1707151617.815645,510354.000,14761,3,PG,1,100,11528
1707151617.855376,510392.500,14776,2,PG,1,100,11558
1707151617.895106,510431.000,14776,2,PG,1,100,11587
1707151617.934321,510469.000,14795,3,PG,1,100,11581
1707151617.973535,510507.000,14795,3,PG,1,100,11599
1707151618.012750,510545.000,14795,3,PG,1,100,11609
1707151618.052308,510583.333,14811,3,PG,1,100,11611
1707151618.091867,510621.667,14811,3,PG,1,100,11623
1707151618.131425,510660.000,14811,3,PG,1,100,11645
1707151618.171671,510699.000,14828,2,PG,1,100,11649
1707151618.211918,510738.000,14828,2,PG,1,100,11657
1707151618.252852,510777.667,14844,3,PG,1,100,11662
1707151618.293787,510817.333,14844,3,PG,1,100,11675
1707151618.334721,510857.000,14844,3,PG,1,100,11671
1707151618.374967,510896.000,14860,2,PG,1,100,11683
1707151618.415214,510935.000,14860,2,PG,1,100,11690
1707151618.455116,510973.667,14876,3,PG,1,100,11694
1707151618.495019,511012.333,14876,3,PG,1,100,11645
1707151618.534921,511051.000,14876,3,PG,1,100,11556
1707151618.574136,511089.000,14893,3,PG,1,100,11521
1707151618.613350,511127.000,14893,3,PG,1,100,11506
1707151618.652565,511165.000,14893,3,PG,1,100,11504
1707151618.692811,511204.000,14910,2,PG,1,100,11516
1707151618.733057,511243.000,14910,2,PG,1,100,11539
1707151618.773304,511282.000,14929,3,PG,1,100,11579
1707151618.813550,511321.000,14929,3,PG,1,100,11585
1707151618.853797,511360.000,14929,3,PG,1,100,11579
1707151618.894559,511399.500,14943,2,PG,1,100,11595
1707151618.935321,511439.000,14943,2,PG,1,100,11610
1707151618.975568,511478.000,14961,3,PG,1,100,11624
1707151619.015814,511517.000,14961,3,PG,1,100,11629
1707151619.056061,511556.000,14961,3,PG,1,100,11640
1707151619.095963,511594.667,14977,3,PG,1,100,11652
1707151619.135866,511633.333,14977,3,PG,1,100,11660
1707151619.175768,511672.000,14977,3,PG,1,100,11670
1707151619.214982,511710.000,14994,2,PG,1,100,11675
1707151619.254197,511748.000,14994,2,PG,1,100,11681
1707151619.298571,511791.000,15010,3,PG,1,100,11682
1707151619.342945,511834.000,15010,3,PG,1,100,11690
1707151619.387320,511877.000,15010,3,PG,1,100,11613
1707151619.426018,511914.500,15026,2,PG,1,100,11532
1707151619.464717,511952.000,15026,2,PG,1,100,11504
1707151619.505307,511991.333,15042,3,PG,1,100,11496
1707151619.545897,512030.667,15042,3,PG,1,100,11489
1707151619.586488,512070.000,15042,3,PG,1,100,11499
1707151619.626734,512109.000,15060,2,PG,1,100,11533
1707151619.666981,512148.000,15060,2,PG,1,100,11555
1707151619.706883,512186.667,15078,3,PG,1,100,11561
1707151619.746786,512225.333,15078,3,PG,1,100,11569
1707151619.786688,512264.000,15078,3,PG,1,100,11577
1707151619.826246,512302.333,15093,3,PG,1,100,11605
1707151619.865805,512340.667,15093,3,PG,1,100,11614
1707151619.905363,512379.000,15093,3,PG,1,100,11617
1707151619.945094,512417.500,15109,2,PG,1,100,11627
1707151619.984824,512456.000,15109,2,PG,1,100,11646
1707151620.024039,512494.000,15127,3,PG,1,100,11641
1707151620.063253,512532.000,15127,3,PG,1,100,11654
1707151620.102468,512570.000,15127,3,PG,1,100,11659
1707151620.142714,512609.000,15143,3,PG,1,100,11661
1707151620.182960,512648.000,15143,3,PG,1,100,11669
1707151620.223207,512687.000,15143,3,PG,1,100,11679
1707151620.262937,512725.500,15160,2,PG,1,100,11616
1707151620.302668,512764.000,15160,2,PG,1,100,11527
1707151620.342570,512802.667,15177,3,PG,1,100,11489
1707151620.382473,512841.333,15177,3,PG,1,100,11480
1707151620.422375,512880.000,15177,3,PG,1,100,11476
1707151620.462277,512918.667,15194,3,PG,1,100,11482
1707151620.502180,512957.333,15194,3,PG,1,100,11516
1707151620.542082,512996.000,15194,3,PG,1,100,11541
1707151620.582329,513035.000,15212,2,PG,1,100,11553
1707151620.622575,513074.000,15212,2,PG,1,100,11568
1707151620.661790,513112.000,15230,3,PG,1,100,11566
1707151620.701004,513150.000,15230,3,PG,1,100,11579
1707151620.740219,513188.000,15230,3,PG,1,100,11594
1707151620.780121,513226.667,15246,3,PG,1,100,11610
1707151620.820023,513265.333,15246,3,PG,1,100,11615
1707151620.859926,513304.000,15246,3,PG,1,100,11627
1707151620.899656,513342.500,15261,2,PG,1,100,11633
1707151620.939387,513381.000,15261,2,PG,1,100,11637
1707151620.979289,513419.667,15278,3,PG,1,100,11644
1707151621.019192,513458.333,15278,3,PG,1,100,11658
1707151621.059094,513497.000,15278,3,PG,1,100,11667
1707151621.099340,513536.000,15295,2,PG,1,100,11660
1707151621.139587,513575.000,15295,2,PG,1,100,11605
1707151621.179489,513613.667,15311,3,PG,1,100,11520
1707151621.219392,513652.333,15311,3,PG,1,100,11486
1707151621.259294,513691.000,15311,3,PG,1,100,11485
1707151621.298509,513729.000,15328,3,PG,1,100,11485
1707151621.337723,513767.000,15328,3,PG,1,100,11498
1707151621.376938,513805.000,15328,3,PG,1,100,11541
1707151621.416668,513843.500,15343,2,PG,1,100,11560
1707151621.456398,513882.000,15343,2,PG,1,100,11562
1707151621.496301,513920.667,15362,3,PG,1,100,11560
1707151621.536203,513959.333,15362,3,PG,1,100,11578
1707151621.576106,513998.000,15362,3,PG,1,100,11585
1707151621.616352,514037.000,15379,2,PG,1,100,11599
1707151621.656599,514076.000,15379,2,PG,1,100,11613
1707151621.696501,514114.667,15396,3,PG,1,100,11621
1707151621.736403,514153.333,15396,3,PG,1,100,11629
1707151621.776306,514192.000,15396,3,PG,1,100,11643
1707151621.816208,514230.667,15410,3,PG,1,100,11652
1707151621.856111,514269.333,15410,3,PG,1,100,11657
1707151621.896013,514308.000,15410,3,PG,1,100,11657
1707151621.934712,514345.500,15427,2,PG,1,100,11666
1707151621.973410,514383.000,15427,2,PG,1,100,11669
1707151622.013313,514421.667,15444,3,PG,1,100,11597
1707151622.053215,514460.333,15444,3,PG,1,100,11510
1707151622.093117,514499.000,15444,3,PG,1,100,11474
1707151622.133708,514538.333,15461,3,PG,1,100,11453
1707151622.174298,514577.667,15461,3,PG,1,100,11456
1707151622.214889,514617.000,15461,3,PG,1,100,11472
1707151622.255651,514656.500,15477,2,PG,1,100,11499
1707151622.296413,514696.000,15477,2,PG,1,100,11517
1707151622.336316,514734.667,15495,3,PG,1,100,11530
