category,condition,item,stim,edv,t,metric,y
narrative_order,end,benz,LATE_MB.mp4,ACC,16,raw,1.0223188070492
narrative_order,end,benz,LATE_MB.mp4,EA,16,raw,4.46005519565217
narrative_order,end,benz,LATE_MB.mp4,HR,16,raw,66.0752782822342
narrative_order,end,benz,LATE_MB.mp4,ACC,17,raw,1.02205997925175
narrative_order,end,benz,LATE_MB.mp4,EA,17,raw,4.4378382
narrative_order,end,benz,LATE_MB.mp4,HR,17,raw,66.1561650133621
narrative_order,end,benz,LATE_MB.mp4,ACC,18,raw,1.02245581908503
narrative_order,end,benz,LATE_MB.mp4,EA,18,raw,4.41572908888889
narrative_order,end,benz,LATE_MB.mp4,HR,18,raw,67.0687557950963
narrative_order,end,benz,LATE_MB.mp4,ACC,19,raw,1.02208286459481
narrative_order,end,benz,LATE_MB.mp4,EA,19,raw,4.40400704444444
narrative_order,end,benz,LATE_MB.mp4,HR,19,raw,66.8510246118683
narrative_order,end,benz,LATE_MB.mp4,ACC,20,raw,1.0217359576723
narrative_order,end,benz,LATE_MB.mp4,EA,20,raw,4.39343662222222
narrative_order,end,benz,LATE_MB.mp4,HR,20,raw,66.1012056735616
narrative_order,end,benz,LATE_MB.mp4,ACC,21,raw,1.02211408410596
narrative_order,end,benz,LATE_MB.mp4,EA,21,raw,4.38092406666667
narrative_order,end,benz,LATE_MB.mp4,HR,21,raw,66.5387612278772
narrative_order,end,benz,LATE_MB.mp4,EA,22,raw,4.38000777777778
narrative_order,end,benz,LATE_MB.mp4,ACC,22,raw,1.02238384235689
narrative_order,end,benz,LATE_MB.mp4,HR,22,raw,65.9013581862301
narrative_order,end,benz,LATE_MB.mp4,EA,23,raw,4.3715906
narrative_order,end,benz,LATE_MB.mp4,ACC,23,raw,1.02218031422887
narrative_order,end,benz,LATE_MB.mp4,HR,23,raw,67.6828662722161
narrative_order,end,benz,LATE_MB.mp4,EA,24,raw,4.34213786666667
narrative_order,end,benz,LATE_MB.mp4,ACC,24,raw,1.02195418122652
narrative_order,end,benz,LATE_MB.mp4,HR,24,raw,67.8328758262796
narrative_order,end,benz,LATE_MB.mp4,EA,25,raw,4.30553144444444
narrative_order,end,benz,LATE_MB.mp4,ACC,25,raw,1.02294333821247
narrative_order,end,benz,LATE_MB.mp4,HR,25,raw,68.0657010426822
narrative_order,end,benz,LATE_MB.mp4,EA,26,raw,4.28488982222222
narrative_order,end,benz,LATE_MB.mp4,ACC,26,raw,1.02230520130938
narrative_order,end,benz,LATE_MB.mp4,HR,26,raw,68.0850412429759
narrative_order,end,benz,LATE_MB.mp4,EA,27,raw,4.26544148888889
narrative_order,end,benz,LATE_MB.mp4,ACC,27,raw,1.02214224785371
narrative_order,end,benz,LATE_MB.mp4,HR,27,raw,68.8528244828724
narrative_order,end,benz,LATE_MB.mp4,EA,28,raw,4.25496068888889
narrative_order,end,benz,LATE_MB.mp4,ACC,28,raw,1.02223578563819
narrative_order,end,benz,LATE_MB.mp4,HR,28,raw,69.2638585090079
narrative_order,end,benz,LATE_MB.mp4,EA,29,raw,4.25006263043478
narrative_order,end,benz,LATE_MB.mp4,ACC,29,raw,1.02236200682541
narrative_order,end,benz,LATE_MB.mp4,HR,29,raw,67.1029861709179
narrative_order,end,benz,LATE_MB.mp4,ACC,30,raw,1.02217309262537
narrative_order,end,benz,LATE_MB.mp4,EA,30,raw,4.24349077777778
narrative_order,end,benz,LATE_MB.mp4,HR,30,raw,66.7626427335095
narrative_order,end,benz,LATE_MB.mp4,ACC,31,raw,1.02199716350928
narrative_order,end,benz,LATE_MB.mp4,EA,31,raw,4.2333747173913
narrative_order,end,benz,LATE_MB.mp4,HR,31,raw,66.5312237557544
narrative_order,end,benz,LATE_MB.mp4,ACC,32,raw,1.02205244702139
narrative_order,end,benz,LATE_MB.mp4,EA,32,raw,4.21756617777778
narrative_order,end,benz,LATE_MB.mp4,HR,32,raw,66.4487062052791
narrative_order,end,benz,LATE_MB.mp4,ACC,33,raw,1.02298317205502
narrative_order,end,benz,LATE_MB.mp4,EA,33,raw,4.2085384
narrative_order,end,benz,LATE_MB.mp4,HR,33,raw,66.8227448429067
narrative_order,end,benz,LATE_MB.mp4,ACC,34,raw,1.02217806284257
narrative_order,end,benz,LATE_MB.mp4,EA,34,raw,4.19493524444444
narrative_order,end,benz,LATE_MB.mp4,HR,34,raw,67.3424254422027
narrative_order,end,benz,LATE_MB.mp4,ACC,35,raw,1.0218736130581
narrative_order,end,benz,LATE_MB.mp4,EA,35,raw,4.18862913333333
narrative_order,end,benz,LATE_MB.mp4,HR,35,raw,67.7350449288502
narrative_order,end,benz,LATE_MB.mp4,ACC,36,raw,1.02280181527474
narrative_order,end,benz,LATE_MB.mp4,EA,36,raw,4.17489913043478
narrative_order,end,benz,LATE_MB.mp4,HR,36,raw,68.6496646998632
narrative_order,end,benz,LATE_MB.mp4,ACC,37,raw,1.02268282852333
narrative_order,end,benz,LATE_MB.mp4,EA,37,raw,4.17163717777778
narrative_order,end,benz,LATE_MB.mp4,HR,37,raw,69.0329009079526
narrative_order,end,benz,LATE_MB.mp4,ACC,38,raw,1.02232182579865
narrative_order,end,benz,LATE_MB.mp4,EA,38,raw,4.16657397777778
narrative_order,end,benz,LATE_MB.mp4,HR,38,raw,70.1644471146502
narrative_order,end,benz,LATE_MB.mp4,ACC,39,raw,1.02286746590776
narrative_order,end,benz,LATE_MB.mp4,EA,39,raw,4.16624397777778
narrative_order,end,benz,LATE_MB.mp4,HR,39,raw,70.8604421026492
narrative_order,end,benz,LATE_MB.mp4,ACC,40,raw,1.02210477298776
narrative_order,end,benz,LATE_MB.mp4,EA,40,raw,4.17167037777778
narrative_order,end,benz,LATE_MB.mp4,HR,40,raw,70.7209000087977
narrative_order,end,benz,LATE_MB.mp4,ACC,41,raw,1.02255687166489
narrative_order,end,benz,LATE_MB.mp4,EA,41,raw,4.17641291111111
narrative_order,end,benz,LATE_MB.mp4,HR,41,raw,71.3011502652517
narrative_order,end,benz,LATE_MB.mp4,EA,42,raw,4.18590924444445
narrative_order,end,benz,LATE_MB.mp4,ACC,42,raw,1.02262953166386
narrative_order,end,benz,LATE_MB.mp4,HR,42,raw,72.0557521177025
narrative_order,end,benz,LATE_MB.mp4,ACC,43,raw,1.02272325957632
narrative_order,end,benz,LATE_MB.mp4,EA,43,raw,4.21104155555556
narrative_order,end,benz,LATE_MB.mp4,HR,43,raw,71.952869676437
narrative_order,end,benz,LATE_MB.mp4,ACC,44,raw,1.0226026712719
narrative_order,end,benz,LATE_MB.mp4,EA,44,raw,4.2220414
narrative_order,end,benz,LATE_MB.mp4,HR,44,raw,71.7123504130062
narrative_order,end,benz,LATE_MB.mp4,ACC,45,raw,1.02211251290363
narrative_order,end,benz,LATE_MB.mp4,EA,45,raw,4.25721984444444
narrative_order,end,benz,LATE_MB.mp4,HR,45,raw,71.5798120950862
narrative_order,end,benz,LATE_MB.mp4,EA,46,raw,4.23537617777778
narrative_order,end,benz,LATE_MB.mp4,ACC,46,raw,1.02231120497753
narrative_order,end,benz,LATE_MB.mp4,HR,46,raw,71.2033769990221
narrative_order,end,benz,LATE_MB.mp4,EA,47,raw,4.27969477777778
narrative_order,end,benz,LATE_MB.mp4,ACC,47,raw,1.02306617143482
narrative_order,end,benz,LATE_MB.mp4,HR,47,raw,70.4944944726221
narrative_order,end,benz,LATE_MB.mp4,EA,48,raw,4.30446664444444
narrative_order,end,benz,LATE_MB.mp4,ACC,48,raw,1.02287420803119
narrative_order,end,benz,LATE_MB.mp4,HR,48,raw,69.5159746811535
narrative_order,end,benz,LATE_MB.mp4,EA,49,raw,4.3079545
narrative_order,end,benz,LATE_MB.mp4,ACC,49,raw,1.02245248011882
narrative_order,end,benz,LATE_MB.mp4,HR,49,raw,68.6523058455501
narrative_order,end,benz,LATE_MB.mp4,ACC,50,raw,1.02274424974272
narrative_order,end,benz,LATE_MB.mp4,EA,50,raw,4.3160952
narrative_order,end,benz,LATE_MB.mp4,HR,50,raw,68.8902727673663
narrative_order,end,benz,LATE_MB.mp4,ACC,51,raw,1.0225957919003
narrative_order,end,benz,LATE_MB.mp4,EA,51,raw,4.31550266666667
narrative_order,end,benz,LATE_MB.mp4,HR,51,raw,68.6464194535656
narrative_order,end,benz,LATE_MB.mp4,ACC,52,raw,1.02262672081461
narrative_order,end,benz,LATE_MB.mp4,EA,52,raw,4.31086266666667
narrative_order,end,benz,LATE_MB.mp4,HR,52,raw,69.667659481533
narrative_order,end,benz,LATE_MB.mp4,ACC,53,raw,1.022565673384
narrative_order,end,benz,LATE_MB.mp4,EA,53,raw,4.30445282222222
narrative_order,end,benz,LATE_MB.mp4,HR,53,raw,69.0559498187536
narrative_order,end,benz,LATE_MB.mp4,ACC,54,raw,1.02203787831495
narrative_order,end,benz,LATE_MB.mp4,EA,54,raw,4.29115617777778
narrative_order,end,benz,LATE_MB.mp4,HR,54,raw,69.5066065402206
narrative_order,end,benz,LATE_MB.mp4,ACC,55,raw,1.0226845797278
narrative_order,end,benz,LATE_MB.mp4,EA,55,raw,4.28082219565217
narrative_order,end,benz,LATE_MB.mp4,HR,55,raw,69.4345461781536
narrative_order,end,benz,LATE_MB.mp4,ACC,56,raw,1.02299331297913
narrative_order,end,benz,LATE_MB.mp4,EA,56,raw,4.26380873333333
narrative_order,end,benz,LATE_MB.mp4,HR,56,raw,69.2144892228262
narrative_order,end,benz,LATE_MB.mp4,ACC,57,raw,1.02213190609025
narrative_order,end,benz,LATE_MB.mp4,EA,57,raw,4.24561695652174
narrative_order,end,benz,LATE_MB.mp4,HR,57,raw,68.93769476657
narrative_order,end,benz,LATE_MB.mp4,ACC,58,raw,1.02374341182684
narrative_order,end,benz,LATE_MB.mp4,EA,58,raw,4.23657772222222
narrative_order,end,benz,LATE_MB.mp4,HR,58,raw,69.2328205655347
cluster,man,pizza,pizza.mp4,ACC,0,raw,1.02243153916977
cluster,man,pizza,pizza.mp4,EA,0,raw,4.1654487173913
cluster,man,pizza,pizza.mp4,HR,0,raw,67.5667637065502
cluster,man,pizza,pizza.mp4,EA,1,raw,4.16903182222222
cluster,man,pizza,pizza.mp4,ACC,1,raw,1.02236710485289
cluster,man,pizza,pizza.mp4,HR,1,raw,67.76719995105
cluster,man,pizza,pizza.mp4,EA,2,raw,4.16809951111111
cluster,man,pizza,pizza.mp4,ACC,2,raw,1.02304045944244
cluster,man,pizza,pizza.mp4,HR,2,raw,68.0688489547513
cluster,man,pizza,pizza.mp4,ACC,3,raw,1.02279696749624
cluster,man,pizza,pizza.mp4,EA,3,raw,4.1586044
cluster,man,pizza,pizza.mp4,HR,3,raw,67.8347868125202
cluster,man,pizza,pizza.mp4,ACC,4,raw,1.02295301927411
cluster,man,pizza,pizza.mp4,EA,4,raw,4.14476657777778
cluster,man,pizza,pizza.mp4,HR,4,raw,67.2727000646533
cluster,man,pizza,pizza.mp4,ACC,5,raw,1.0223690835369
cluster,man,pizza,pizza.mp4,EA,5,raw,4.13804246666667
cluster,man,pizza,pizza.mp4,HR,5,raw,67.601011784344
cluster,man,pizza,pizza.mp4,EA,6,raw,4.12691295652174
cluster,man,pizza,pizza.mp4,ACC,6,raw,1.0233941758029
cluster,man,pizza,pizza.mp4,HR,6,raw,68.0243186376943
cluster,man,pizza,pizza.mp4,EA,7,raw,4.12328186666667
cluster,man,pizza,pizza.mp4,ACC,7,raw,1.02306324216994
cluster,man,pizza,pizza.mp4,HR,7,raw,68.7014291687289
cluster,man,pizza,pizza.mp4,ACC,8,raw,1.02340438812168
