category,condition,item,stim,mean_raw_ACC,mean_raw_EA,mean_raw_HR,sd_raw_ACC,sd_raw_EA,sd_raw_HR,min_raw_ACC,min_raw_EA,min_raw_HR,max_raw_ACC,max_raw_EA,max_raw_HR,range_raw_ACC,range_raw_EA,range_raw_HR,mean_norm_ACC,mean_norm_EA,mean_norm_HR,sd_norm_ACC,sd_norm_EA,sd_norm_HR,min_norm_ACC,min_norm_EA,min_norm_HR,max_norm_ACC,max_norm_EA,max_norm_HR,range_norm_ACC,range_norm_EA,range_norm_HR
narrative_order,end,benz,LATE_MB.mp4,1.02226925100779,4.27873176729117,68.9860924591316,0.00348612816737317,0.164967521848647,2.628262229131,1.00058965489602,4.010413,64.133873913618,1.04296518628759,4.691528,74.9441220853139,0.0423755313915739,0.681115,10.8102481716959,-0.0691518927668644,0.497128273210588,-0.148670748283844,1.03716280785221,1.06032078536065,1.18356868061574,-6.52066500303975,-1.30455172318589,-2.32880855609263,6.05642533772404,3.12682044226228,2.48459389002212,12.5770903407638,4.43137216544817,4.81340244611475
cluster,man,pizza,pizza.mp4,1.02261376538361,4.10335680379338,69.5582031454266,0.00295746329769444,0.0628342014455637,1.84257838657821,1.00035682659255,4.00367666666667,65.9384679967656,1.05081917198027,4.28722066666667,74.4780468918533,0.0504623453877278,0.283544,8.53957889508769,0.0490680977766632,-0.319958316155721,0.095712448585018,0.922353564389952,0.490409356535565,0.827313248882901,-6.76935610890885,-1.08295788782458,-1.55252013965916,9.05171836605501,1.0269968313419,2.30168062307365,15.8210744749639,2.10995471916648,3.85420076273282
