LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1707824062.370125,452798.000,4299,1,SF,1,100,1.9739
1707824062.701045,453119.000,4350,1,SF,1,100,1.9510
1707824063.032995,453441.000,4400,1,SF,1,100,1.9284
1707824063.363915,453762.000,4451,1,SF,1,100,1.9061
1707824063.695865,454084.000,4501,1,SF,1,100,1.8841
1707824064.025754,454404.000,4557,1,SF,1,100,1.8623
1707824064.422651,454789.000,4623,1,SF,1,100,1.8408
1707824064.754602,455111.000,4674,1,SF,1,100,1.8195
1707824065.018513,455367.000,4723,1,SF,1,100,1.7984
1707824065.420564,455757.000,4773,1,SF,1,100,1.7776
1707824065.750453,456077.000,4824,1,SF,1,100,1.7570
1707824066.019519,456338.000,4874,1,SF,1,100,1.7367
1707824066.352500,456661.000,4923,1,SF,1,100,1.7166
1707824066.686512,456985.000,4973,1,SF,1,100,1.6968
1707824067.018463,457307.000,5024,1,SF,1,100,1.6771
1707824067.352475,457631.000,5072,1,SF,1,100,1.6577
1707824067.748342,458015.000,5139,1,SF,1,100,1.6386
1707824068.080292,458337.000,5192,1,SF,1,100,1.6196
1707824068.345234,458594.000,5242,1,SF,1,100,1.6009
1707824068.676153,458915.000,5292,1,SF,1,100,1.5824
1707824069.008104,459237.000,5341,1,SF,1,100,1.5640
1707824069.339024,459558.000,5397,1,SF,1,100,1.5460
1707824069.673036,459882.000,5447,1,SF,1,100,1.5281
1707824070.004986,460204.000,5498,1,SF,1,100,1.5104
1707824070.403945,460591.000,5564,1,SF,1,100,1.4929
1707824070.738989,460916.000,5615,1,SF,1,100,1.4757
1707824071.002900,461172.000,5664,1,SF,1,100,1.4586
1707824071.338974,461498.000,5714,1,SF,1,100,1.4417
1707824071.670924,461820.000,5765,1,SF,1,100,1.4250
1707824072.003906,462143.000,5813,1,SF,1,100,1.4085
1707824072.404927,462532.000,5880,1,SF,1,100,1.3923
1707824072.670899,462790.000,5931,1,SF,1,100,1.3761
1707824073.004912,463114.000,5979,1,SF,1,100,1.3602
1707824073.338924,463438.000,6032,1,SF,1,100,1.3445
1707824073.737883,463825.000,6098,1,SF,1,100,1.3289
1707824074.073957,464151.000,6149,1,SF,1,100,1.3136
1707824074.337868,464407.000,6198,1,SF,1,100,1.2984
1707824074.739920,464797.000,6253,1,SF,1,100,1.2833
1707824075.003831,465053.000,6304,1,SF,1,100,1.2685
1707824075.338874,465378.000,6353,1,SF,1,100,1.2538
1707824075.668763,465698.000,6403,1,SF,1,100,1.2393
1707824076.071846,466089.000,6470,1,SF,1,100,1.2250
1707824076.405858,466413.000,6518,1,SF,1,100,1.2108
1707824076.671831,466671.000,6571,1,SF,1,100,1.1968
1707824077.002750,466992.000,6619,1,SF,1,100,1.1830
1707824077.332639,467312.000,6668,1,SF,1,100,1.1693
1707824077.663558,467633.000,6720,1,SF,1,100,1.1558
1707824078.061487,468019.000,6787,1,SF,1,100,1.1424
1707824078.392406,468340.000,6838,1,SF,1,100,1.1292
1707824078.657348,468597.000,6888,1,SF,1,100,1.1161
1707824078.987237,468917.000,6937,1,SF,1,100,1.1032
1707824079.323311,469243.000,6987,1,SF,1,100,1.0904
1707824079.720208,469628.000,7052,1,SF,1,100,1.0778
1707824080.057313,469955.000,7108,1,SF,1,100,1.0654
1707824080.387202,470275.000,7158,1,SF,1,100,1.0530
1707824080.656267,470536.000,7209,1,SF,1,100,1.0408
1707824080.987187,470857.000,7259,1,SF,1,100,1.0288
1707824081.323261,471183.000,7308,1,SF,1,100,1.0169
1707824081.720158,471568.000,7374,1,SF,1,100,1.0051
1707824082.052109,471890.000,7425,1,SF,1,100,0.9935
1707824082.383029,472211.000,7474,1,SF,1,100,0.9820
1707824082.647970,472468.000,7524,1,SF,1,100,0.9707
1707824082.979921,472790.000,7575,1,SF,1,100,0.9594
1707824083.311871,473112.000,7625,1,SF,1,100,0.9483
1707824083.641760,473432.000,7676,1,SF,1,100,0.9374
1707824084.040719,473819.000,7743,1,SF,1,100,0.9265
1707824084.369577,474138.000,7791,1,SF,1,100,0.9158
1707824084.634519,474395.000,7844,1,SF,1,100,0.9052
1707824084.966469,474717.000,7892,1,SF,1,100,0.8947
1707824085.299451,475040.000,7947,1,SF,1,100,0.8844
1707824085.632432,475363.000,7998,1,SF,1,100,0.8742
1707824086.033453,475752.000,8063,1,SF,1,100,0.8640
1707824086.367465,476076.000,8114,1,SF,1,100,0.8540
1707824086.633438,476334.000,8164,1,SF,1,100,0.8442
1707824086.967450,476658.000,8213,1,SF,1,100,0.8344
1707824087.298370,476979.000,8263,1,SF,1,100,0.8247
1707824087.629290,477300.000,8314,1,SF,1,100,0.8152
1707824088.097319,477754.000,8383,1,SF,1,100,0.8058
1707824088.295252,477946.000,8417,1,SF,1,100,0.7965
1707824088.763282,478400.000,8484,1,SF,1,100,0.7872
1707824088.960184,478591.000,8518,1,SF,1,100,0.7781
1707824089.296258,478917.000,8566,1,SF,1,100,0.7691
1707824089.628209,479239.000,8617,1,SF,1,100,0.7602
1707824089.963252,479564.000,8667,1,SF,1,100,0.7514
1707824090.294172,479885.000,8718,1,SF,1,100,0.7428
1707824090.693131,480272.000,8773,1,SF,1,100,0.7342
1707824091.025081,480594.000,8823,1,SF,1,100,0.7257
1707824091.357032,480916.000,8872,1,SF,1,100,0.7173
1707824091.687951,481237.000,8924,1,SF,1,100,0.7090
1707824092.019902,481559.000,8973,1,SF,1,100,0.7008
1707824092.284844,481816.000,9007,1,SF,1,100,0.6927
1707824092.615763,482137.000,9058,1,SF,1,100,0.6847
1707824093.147709,482653.000,9111,1,SF,1,100,0.6767
1707824093.347704,482847.000,9131,1,SF,1,100,0.6689
1707824093.610584,483102.000,9165,1,SF,1,100,0.6612
1707824093.946658,483428.000,9213,1,SF,1,100,0.6535
1707824094.276547,483748.000,9266,1,SF,1,100,0.6460
1707824094.678599,484138.000,9331,1,SF,1,100,0.6385
1707824095.010549,484460.000,9381,1,SF,1,100,0.6311
1707824095.276522,484718.000,9432,1,SF,1,100,0.6238
1707824095.744551,485172.000,9488,1,SF,1,100,0.6166
1707824095.942485,485364.000,9522,1,SF,1,100,0.6094
1707824096.274435,485686.000,9570,1,SF,1,100,0.6024
1707824096.606386,486008.000,9619,1,SF,1,100,0.5954
1707824096.936274,486328.000,9671,1,SF,1,100,0.5885
1707824097.335233,486715.000,9736,1,SF,1,100,0.5817
1707824097.665122,487035.000,9787,1,SF,1,100,0.5750
1707824097.930064,487292.000,9837,1,SF,1,100,0.5684
1707824098.326961,487677.000,9887,1,SF,1,100,0.5618
1707824098.597058,487939.000,9939,1,SF,1,100,0.5553
1707824098.929008,488261.000,9988,1,SF,1,100,0.5489
1707824099.263020,488585.000,10036,1,SF,1,100,0.5425
1707824099.664041,488974.000,10105,1,SF,1,100,0.5362
1707824099.930014,489232.000,10137,1,SF,1,100,0.5300
1707824100.264026,489556.000,10188,1,SF,1,100,0.5239
1707824100.662986,489943.000,10253,1,SF,1,100,0.5178
1707824101.061945,490330.000,10304,1,SF,1,100,0.5118
1707824101.260909,490523.000,10339,1,SF,1,100,0.5059
1707824101.595952,490848.000,10390,1,SF,1,100,0.5001
1707824101.926872,491169.000,10438,1,SF,1,100,0.4943
1707824102.322738,491553.000,10505,1,SF,1,100,0.4886
1707824102.658812,491879.000,10556,1,SF,1,100,0.4829
1707824102.923754,492136.000,10606,1,SF,1,100,0.4773
1707824103.258797,492461.000,10657,1,SF,1,100,0.4718
1707824103.588686,492781.000,10707,1,SF,1,100,0.4664
1707824103.991769,493172.000,10774,1,SF,1,100,0.4610
1707824104.322688,493493.000,10823,1,SF,1,100,0.4556
1707824104.589692,493752.000,10873,1,SF,1,100,0.4504
1707824104.924735,494077.000,10924,1,SF,1,100,0.4451
1707824105.255655,494398.000,10972,1,SF,1,100,0.4400
1707824105.656676,494787.000,11040,1,SF,1,100,0.4349
1707824105.989657,495110.000,11090,1,SF,1,100,0.4299
1707824106.253568,495366.000,11129,1,SF,1,100,0.4249
1707824106.585518,495688.000,11179,1,SF,1,100,0.4200
1707824106.982416,496073.000,11244,1,SF,1,100,0.4151
1707824107.314366,496395.000,11297,1,SF,1,100,0.4103
1707824107.577246,496650.000,11345,1,SF,1,100,0.4056
1707824107.913320,496976.000,11395,1,SF,1,100,0.4009
1707824108.246302,497299.000,11448,1,SF,1,100,0.3962
1707824108.645261,497686.000,11513,1,SF,1,100,0.3917
