LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AY
1707823982.453559,375277.000,57574,3,AY,1,100,-0.883
1707823982.488953,375311.333,57592,3,AY,1,100,-0.880
1707823982.524347,375345.667,57592,3,AY,1,100,-0.876
1707823982.559742,375380.000,57592,3,AY,1,100,-0.876
1707823982.599431,375418.500,57606,2,AY,1,100,-0.876
1707823982.639121,375457.000,57606,2,AY,1,100,-0.874
1707823982.678295,375495.000,57625,3,AY,1,100,-0.879
1707823982.717470,375533.000,57625,3,AY,1,100,-0.880
1707823982.756644,375571.000,57625,3,AY,1,100,-0.876
1707823982.796506,375609.667,57641,3,AY,1,100,-0.878
1707823982.836367,375648.333,57641,3,AY,1,100,-0.883
1707823982.876229,375687.000,57641,3,AY,1,100,-0.880
1707823982.917465,375727.000,57659,2,AY,1,100,-0.878
1707823982.958701,375767.000,57659,2,AY,1,100,-0.884
1707823982.999250,375806.333,57674,3,AY,1,100,-0.877
1707823983.039799,375845.667,57674,3,AY,1,100,-0.885
1707823983.080347,375885.000,57674,3,AY,1,100,-0.879
1707823983.120037,375923.500,57690,2,AY,1,100,-0.880
1707823983.159727,375962.000,57690,2,AY,1,100,-0.879
1707823983.199588,376000.667,57709,3,AY,1,100,-0.882
1707823983.239450,376039.333,57709,3,AY,1,100,-0.878
1707823983.279311,376078.000,57709,3,AY,1,100,-0.874
1707823983.318829,376116.333,57726,3,AY,1,100,-0.877
1707823983.358347,376154.667,57726,3,AY,1,100,-0.884
1707823983.397865,376193.000,57726,3,AY,1,100,-0.880
1707823983.438070,376232.000,57742,2,AY,1,100,-0.879
1707823983.478276,376271.000,57742,2,AY,1,100,-0.878
1707823983.518824,376310.333,57758,3,AY,1,100,-0.877
1707823983.559373,376349.667,57758,3,AY,1,100,-0.880
1707823983.599922,376389.000,57758,3,AY,1,100,-0.885
1707823983.640127,376428.000,57776,2,AY,1,100,-0.883
1707823983.680332,376467.000,57776,2,AY,1,100,-0.872
1707823983.720194,376505.667,57793,3,AY,1,100,-0.882
1707823983.760055,376544.333,57793,3,AY,1,100,-0.881
1707823983.799917,376583.000,57793,3,AY,1,100,-0.882
1707823983.839435,376621.333,57810,3,AY,1,100,-0.880
1707823983.878953,376659.667,57810,3,AY,1,100,-0.887
1707823983.918471,376698.000,57810,3,AY,1,100,-0.887
1707823983.958161,376736.500,57826,2,AY,1,100,-0.876
1707823983.997850,376775.000,57826,2,AY,1,100,-0.887
1707823984.037712,376813.667,57841,3,AY,1,100,-0.882
1707823984.077573,376852.333,57841,3,AY,1,100,-0.892
1707823984.117435,376891.000,57841,3,AY,1,100,-0.885
1707823984.157640,376930.000,57859,6,AY,1,100,-0.878
1707823984.197845,376969.000,57859,6,AY,1,100,-0.880
1707823984.238050,377008.000,57859,6,AY,1,100,-0.881
1707823984.278256,377047.000,57859,6,AY,1,100,-0.885
1707823984.318461,377086.000,57859,6,AY,1,100,-0.883
1707823984.358666,377125.000,57859,6,AY,1,100,-0.883
1707823984.398356,377163.500,57875,2,AY,1,100,-0.877
1707823984.438045,377202.000,57875,2,AY,1,100,-0.877
1707823984.477907,377240.667,57895,3,AY,1,100,-0.878
1707823984.517769,377279.333,57895,3,AY,1,100,-0.879
1707823984.557630,377318.000,57895,3,AY,1,100,-0.889
1707823984.597320,377356.500,57909,2,AY,1,100,-0.891
1707823984.637010,377395.000,57909,2,AY,1,100,-0.877
1707823984.676871,377433.667,57926,3,AY,1,100,-0.880
1707823984.716733,377472.333,57926,3,AY,1,100,-0.885
1707823984.756594,377511.000,57926,3,AY,1,100,-0.882
1707823984.797315,377550.500,57948,4,AY,1,100,-0.884
1707823984.838036,377590.000,57948,4,AY,1,100,-0.885
1707823984.878756,377629.500,57948,4,AY,1,100,-0.881
1707823984.919477,377669.000,57948,4,AY,1,100,-0.884
1707823984.959424,377707.750,57965,4,AY,1,100,-0.876
1707823984.999372,377746.500,57965,4,AY,1,100,-0.885
1707823985.039319,377785.250,57965,4,AY,1,100,-0.884
1707823985.079267,377824.000,57965,4,AY,1,100,-0.883
1707823985.113974,377857.667,57979,3,AY,1,100,-0.885
1707823985.148681,377891.333,57979,3,AY,1,100,-0.877
1707823985.183388,377925.000,57979,3,AY,1,100,-0.884
1707823985.224280,377964.667,57997,3,AY,1,100,-0.884
1707823985.265173,378004.333,57997,3,AY,1,100,-0.882
1707823985.306065,378044.000,57997,3,AY,1,100,-0.883
1707823985.345755,378082.500,58013,2,AY,1,100,-0.885
1707823985.385445,378121.000,58013,2,AY,1,100,-0.879
1707823985.425306,378159.667,58030,3,AY,1,100,-0.879
1707823985.465168,378198.333,58030,3,AY,1,100,-0.883
1707823985.505029,378237.000,58030,3,AY,1,100,-0.885
1707823985.545234,378276.000,58048,3,AY,1,100,-0.885
1707823985.585440,378315.000,58048,3,AY,1,100,-0.880
1707823985.625645,378354.000,58048,3,AY,1,100,-0.881
1707823985.665077,378392.250,58065,4,AY,1,100,-0.884
1707823985.704509,378430.500,58065,4,AY,1,100,-0.883
1707823985.743941,378468.750,58065,4,AY,1,100,-0.883
1707823985.783373,378507.000,58065,4,AY,1,100,-0.883
1707823985.823578,378546.000,58082,2,AY,1,100,-0.883
1707823985.863783,378585.000,58082,2,AY,1,100,-0.885
1707823985.904332,378624.333,58097,3,AY,1,100,-0.886
1707823985.944881,378663.667,58097,3,AY,1,100,-0.881
1707823985.985430,378703.000,58097,3,AY,1,100,-0.881
1707823986.025291,378741.667,58113,3,AY,1,100,-0.884
1707823986.065153,378780.333,58113,3,AY,1,100,-0.876
1707823986.105014,378819.000,58113,3,AY,1,100,-0.885
1707823986.144704,378857.500,58130,2,AY,1,100,-0.882
1707823986.184394,378896.000,58130,2,AY,1,100,-0.881
1707823986.224255,378934.667,58147,3,AY,1,100,-0.881
1707823986.264117,378973.333,58147,3,AY,1,100,-0.885
1707823986.303978,379012.000,58147,3,AY,1,100,-0.879
1707823986.343926,379050.750,58164,4,AY,1,100,-0.887
1707823986.383873,379089.500,58164,4,AY,1,100,-0.884
1707823986.423821,379128.250,58164,4,AY,1,100,-0.876
1707823986.463768,379167.000,58164,4,AY,1,100,-0.875
1707823986.503973,379206.000,58183,2,AY,1,100,-0.883
1707823986.544179,379245.000,58183,2,AY,1,100,-0.885
1707823986.583353,379283.000,58198,3,AY,1,100,-0.879
1707823986.622527,379321.000,58198,3,AY,1,100,-0.883
1707823986.661701,379359.000,58198,3,AY,1,100,-0.881
1707823986.701391,379397.500,58214,2,AY,1,100,-0.878
1707823986.741081,379436.000,58214,2,AY,1,100,-0.878
1707823986.780942,379474.667,58231,3,AY,1,100,-0.882
1707823986.820804,379513.333,58231,3,AY,1,100,-0.884
1707823986.860666,379552.000,58231,3,AY,1,100,-0.881
1707823986.900527,379590.667,58248,3,AY,1,100,-0.881
1707823986.940389,379629.333,58248,3,AY,1,100,-0.870
1707823986.980250,379668.000,58248,3,AY,1,100,-0.877
1707823987.020198,379706.750,58265,4,AY,1,100,-0.883
1707823987.060145,379745.500,58265,4,AY,1,100,-0.880
1707823987.100093,379784.250,58265,4,AY,1,100,-0.884
1707823987.140040,379823.000,58265,4,AY,1,100,-0.873
1707823987.179730,379861.500,58282,2,AY,1,100,-0.875
1707823987.219419,379900.000,58282,2,AY,1,100,-0.886
1707823987.258937,379938.333,58298,3,AY,1,100,-0.892
1707823987.298455,379976.667,58298,3,AY,1,100,-0.870
1707823987.337973,380015.000,58298,3,AY,1,100,-0.865
1707823987.377663,380053.500,58313,2,AY,1,100,-0.884
1707823987.417353,380092.000,58313,2,AY,1,100,-0.891
1707823987.457214,380130.667,58333,3,AY,1,100,-0.882
1707823987.497076,380169.333,58333,3,AY,1,100,-0.866
1707823987.536937,380208.000,58333,3,AY,1,100,-0.863
1707823987.576455,380246.333,58349,3,AY,1,100,-0.879
1707823987.615973,380284.667,58349,3,AY,1,100,-0.885
1707823987.655491,380323.000,58349,3,AY,1,100,-0.873
1707823987.695353,380361.667,58366,3,AY,1,100,-0.870
1707823987.735214,380400.333,58366,3,AY,1,100,-0.880
1707823987.775076,380439.000,58366,3,AY,1,100,-0.883
1707823987.810126,380473.000,58383,3,AY,1,100,-0.880
1707823987.845177,380507.000,58383,3,AY,1,100,-0.872
1707823987.880228,380541.000,58383,3,AY,1,100,-0.874
1707823987.920089,380579.667,58399,3,AY,1,100,-0.868
1707823987.959951,380618.333,58399,3,AY,1,100,-0.879
1707823987.999812,380657.000,58399,3,AY,1,100,-0.878
1707823988.039502,380695.500,58414,2,AY,1,100,-0.878
1707823988.079192,380734.000,58414,2,AY,1,100,-0.882
1707823988.119741,380773.333,58432,3,AY,1,100,-0.879
1707823988.160290,380812.667,58432,3,AY,1,100,-0.875
1707823988.200838,380852.000,58432,3,AY,1,100,-0.874
1707823988.241044,380891.000,58450,3,AY,1,100,-0.878
1707823988.281249,380930.000,58450,3,AY,1,100,-0.875
1707823988.321454,380969.000,58450,3,AY,1,100,-0.879
1707823988.361315,381007.667,58469,3,AY,1,100,-0.880
1707823988.401177,381046.333,58469,3,AY,1,100,-0.873
1707823988.441039,381085.000,58469,3,AY,1,100,-0.870
1707823988.480213,381123.000,58486,3,AY,1,100,-0.872
1707823988.519387,381161.000,58486,3,AY,1,100,-0.880
1707823988.558561,381199.000,58486,3,AY,1,100,-0.880
1707823988.598767,381238.000,58501,2,AY,1,100,-0.876
1707823988.638972,381277.000,58501,2,AY,1,100,-0.882
1707823988.679177,381316.000,58517,3,AY,1,100,-0.881
1707823988.719382,381355.000,58517,3,AY,1,100,-0.870
1707823988.759587,381394.000,58517,3,AY,1,100,-0.865
1707823988.800136,381433.333,58534,3,AY,1,100,-0.877
1707823988.840685,381472.667,58534,3,AY,1,100,-0.874
1707823988.881234,381512.000,58534,3,AY,1,100,-0.884
1707823988.920924,381550.500,58551,2,AY,1,100,-0.889
1707823988.960613,381589.000,58551,2,AY,1,100,-0.867
1707823989.000229,381627.429,58569,7,AY,1,100,-0.857
1707823989.039845,381665.857,58569,7,AY,1,100,-0.871
1707823989.079462,381704.286,58569,7,AY,1,100,-0.889
1707823989.119078,381742.714,58569,7,AY,1,100,-0.885
1707823989.158694,381781.143,58569,7,AY,1,100,-0.872
1707823989.198310,381819.571,58569,7,AY,1,100,-0.863
1707823989.237926,381858.000,58569,7,AY,1,100,-0.868
1707823989.278475,381897.333,58588,6,AY,1,100,-0.880
1707823989.319024,381936.667,58588,6,AY,1,100,-0.875
1707823989.359572,381976.000,58588,6,AY,1,100,-0.871
1707823989.400121,382015.333,58588,6,AY,1,100,-0.877
1707823989.440670,382054.667,58588,6,AY,1,100,-0.869
1707823989.481219,382094.000,58588,6,AY,1,100,-0.865
1707823989.521080,382132.667,58606,6,AY,1,100,-0.882
1707823989.560942,382171.333,58606,6,AY,1,100,-0.884
1707823989.600803,382210.000,58606,6,AY,1,100,-0.879
1707823989.640665,382248.667,58606,6,AY,1,100,-0.863
1707823989.680527,382287.333,58606,6,AY,1,100,-0.873
1707823989.720388,382326.000,58606,6,AY,1,100,-0.877
1707823989.759906,382364.333,58621,3,AY,1,100,-0.873
1707823989.799424,382402.667,58621,3,AY,1,100,-0.883
1707823989.838942,382441.000,58621,3,AY,1,100,-0.878
1707823989.878803,382479.667,58639,3,AY,1,100,-0.871
1707823989.918665,382518.333,58639,3,AY,1,100,-0.871
1707823989.958527,382557.000,58639,3,AY,1,100,-0.871
1707823989.999247,382596.500,58655,2,AY,1,100,-0.870
1707823990.039968,382636.000,58655,2,AY,1,100,-0.877
1707823990.080173,382675.000,58678,5,AY,1,100,-0.881
1707823990.120378,382714.000,58678,5,AY,1,100,-0.880
1707823990.160583,382753.000,58678,5,AY,1,100,-0.872
1707823990.200789,382792.000,58678,5,AY,1,100,-0.862
1707823990.240994,382831.000,58678,5,AY,1,100,-0.871
1707823990.280683,382869.500,58694,2,AY,1,100,-0.886
1707823990.320373,382908.000,58694,2,AY,1,100,-0.883
1707823990.360235,382946.667,58711,3,AY,1,100,-0.872
1707823990.400096,382985.333,58711,3,AY,1,100,-0.874
1707823990.439958,383024.000,58711,3,AY,1,100,-0.880
1707823990.475352,383058.333,58728,3,AY,1,100,-0.882
1707823990.510746,383092.667,58728,3,AY,1,100,-0.871
1707823990.546141,383127.000,58728,3,AY,1,100,-0.870
1707823990.585315,383165.000,58743,2,AY,1,100,-0.887
1707823990.624489,383203.000,58743,2,AY,1,100,-0.882
1707823990.664351,383241.667,58759,3,AY,1,100,-0.878
1707823990.704212,383280.333,58759,3,AY,1,100,-0.881
1707823990.744074,383319.000,58759,3,AY,1,100,-0.875
1707823990.783936,383357.667,58776,3,AY,1,100,-0.865
1707823990.823797,383396.333,58776,3,AY,1,100,-0.872
1707823990.863659,383435.000,58776,3,AY,1,100,-0.882
1707823990.903864,383474.000,58793,2,AY,1,100,-0.878
1707823990.944069,383513.000,58793,2,AY,1,100,-0.878
1707823990.983587,383551.333,58810,3,AY,1,100,-0.879
1707823991.023105,383589.667,58810,3,AY,1,100,-0.869
1707823991.062623,383628.000,58810,3,AY,1,100,-0.870
1707823991.102141,383666.333,58826,3,AY,1,100,-0.881
1707823991.141659,383704.667,58826,3,AY,1,100,-0.881
1707823991.181176,383743.000,58826,3,AY,1,100,-0.872
1707823991.220351,383781.000,58844,2,AY,1,100,-0.876
1707823991.259525,383819.000,58844,2,AY,1,100,-0.875
1707823991.299387,383857.667,58860,3,AY,1,100,-0.883
1707823991.339248,383896.333,58860,3,AY,1,100,-0.872
1707823991.379110,383935.000,58860,3,AY,1,100,-0.885
1707823991.418971,383973.667,58877,3,AY,1,100,-0.875
1707823991.458833,384012.333,58877,3,AY,1,100,-0.878
1707823991.498694,384051.000,58877,3,AY,1,100,-0.878
1707823991.538900,384090.000,58893,2,AY,1,100,-0.875
1707823991.579105,384129.000,58893,2,AY,1,100,-0.878
1707823991.618966,384167.667,58909,3,AY,1,100,-0.874
1707823991.658828,384206.333,58909,3,AY,1,100,-0.878
1707823991.698689,384245.000,58909,3,AY,1,100,-0.877
1707823991.737864,384283.000,58925,2,AY,1,100,-0.874
1707823991.777038,384321.000,58925,2,AY,1,100,-0.878
1707823991.816556,384359.333,58943,3,AY,1,100,-0.877
1707823991.856074,384397.667,58943,3,AY,1,100,-0.877
1707823991.895592,384436.000,58943,3,AY,1,100,-0.875
1707823991.935453,384474.667,58961,3,AY,1,100,-0.881
1707823991.975315,384513.333,58961,3,AY,1,100,-0.880
1707823992.015176,384552.000,58961,3,AY,1,100,-0.876
1707823992.055382,384591.000,58976,2,AY,1,100,-0.878
1707823992.095587,384630.000,58976,2,AY,1,100,-0.877
1707823992.135448,384668.667,58993,3,AY,1,100,-0.876
1707823992.175310,384707.333,58993,3,AY,1,100,-0.873
1707823992.215171,384746.000,58993,3,AY,1,100,-0.886
1707823992.255033,384784.667,59010,3,AY,1,100,-0.882
1707823992.294894,384823.333,59010,3,AY,1,100,-0.875
1707823992.334756,384862.000,59010,3,AY,1,100,-0.874
1707823992.373930,384900.000,59026,2,AY,1,100,-0.876
1707823992.413105,384938.000,59026,2,AY,1,100,-0.880
1707823992.452966,384976.667,59044,3,AY,1,100,-0.878
1707823992.492828,385015.333,59044,3,AY,1,100,-0.875
1707823992.532689,385054.000,59044,3,AY,1,100,-0.878
1707823992.572379,385092.500,59058,2,AY,1,100,-0.886
1707823992.612069,385131.000,59058,2,AY,1,100,-0.875
1707823992.651930,385169.667,59075,3,AY,1,100,-0.873
1707823992.691792,385208.333,59075,3,AY,1,100,-0.877
1707823992.731653,385247.000,59075,3,AY,1,100,-0.880
1707823992.771515,385285.667,59093,3,AY,1,100,-0.881
1707823992.811376,385324.333,59093,3,AY,1,100,-0.879
1707823992.851238,385363.000,59093,3,AY,1,100,-0.878
1707823992.891443,385402.000,59111,2,AY,1,100,-0.881
1707823992.931648,385441.000,59111,2,AY,1,100,-0.881
1707823992.971166,385479.333,59126,3,AY,1,100,-0.868
