EpochTimestamp,TypeTag,AX,AY,AZ,ACC
1707823980.37526,ACC,0.261,-0.889,0.508,1.05664847513258
1707823980.41495,ACC,0.241,-0.938,0.49,1.08536860098309
1707823980.45464,ACC,0.19,-0.955,0.437,1.06728346750055
1707823980.49416,ACC,0.175,-0.863,0.458,0.992551258122219
1707823980.53368,ACC,0.221,-0.83,0.512,0.99994249834678
1707823980.57319,ACC,0.198,-0.858,0.484,1.00480047770689
1707823980.6134,ACC,0.223,-0.879,0.491,1.03123760598613
1707823980.6536,ACC,0.277,-0.844,0.533,1.03593146491455
1707823980.69415,ACC,0.282,-0.805,0.533,1.00580216742658
1707823980.7347,ACC,0.255,-0.867,0.521,1.04314668191966
1707823980.77525,ACC,0.228,-0.907,0.478,1.05029376842862
1707823980.81511,ACC,0.174,-0.956,0.438,1.06585927776607
1707823980.85497,ACC,0.148,-0.966,0.447,1.07464831456621
1707823980.89484,ACC,0.175,-0.918,0.441,1.03335860184159
1707823980.93401,ACC,0.234,-0.847,0.493,1.00757828479975
1707823980.97318,ACC,0.286,-0.8,0.562,1.01864616035206
1707823981.01339,ACC,0.291,-0.813,0.54,1.01845471180608
1707823981.05359,ACC,0.272,-0.859,0.52,1.04031966241151
1707823981.0938,ACC,0.241,-0.888,0.491,1.0429314454939
1707823981.13349,ACC,0.214,-0.911,0.47,1.04719482428056
1707823981.17318,ACC,0.205,-0.917,0.475,1.05287178706621
1707823981.21338,ACC,0.222,-0.899,0.48,1.0430172577671
1707823981.25359,ACC,0.235,-0.878,0.498,1.03639423001096
1707823981.29379,ACC,0.243,-0.858,0.507,1.02579822577347
1707823981.33434,ACC,0.242,-0.859,0.516,1.03087390111497
1707823981.37489,ACC,0.242,-0.861,0.509,1.02906073678865
1707823981.41544,ACC,0.244,-0.872,0.492,1.03052607924302
1707823981.45565,ACC,0.233,-0.886,0.497,1.04225428759013
1707823981.49585,ACC,0.224,-0.892,0.496,1.04491913562725
1707823981.53571,ACC,0.234,-0.879,0.483,1.0298961112656
1707823981.57557,ACC,0.241,-0.867,0.507,1.03286930441368
1707823981.61544,ACC,0.241,-0.876,0.501,1.03752493945929
1707823981.65513,ACC,0.232,-0.88,0.496,1.03645549832108
1707823981.69482,ACC,0.232,-0.877,0.497,1.03438967512248
1707823981.73433,ACC,0.229,-0.882,0.497,1.03796628076253
1707823981.77385,ACC,0.236,-0.878,0.496,1.03566210706002
1707823981.81337,ACC,0.24,-0.872,0.495,1.03102327810773
1707823981.85357,ACC,0.239,-0.876,0.494,1.03369869884798
1707823981.89378,ACC,0.237,-0.874,0.498,1.03346456155981
1707823981.93398,ACC,0.229,-0.878,0.494,1.03313164698406
1707823981.97471,ACC,0.233,-0.878,0.499,1.03642365854895
1707823982.01543,ACC,0.242,-0.873,0.491,1.03042418449879
1707823982.05529,ACC,0.24,-0.881,0.498,1.04007932389794
1707823982.09515,ACC,0.232,-0.881,0.497,1.03778321435645
1707823982.13501,ACC,0.237,-0.876,0.497,1.03467579463328
1707823982.1747,ACC,0.229,-0.881,0.49,1.03378044090609
1707823982.21439,ACC,0.234,-0.876,0.499,1.03495555460126
1707823982.25425,ACC,0.233,-0.878,0.493,1.03354825721879
1707823982.29411,ACC,0.241,-0.881,0.496,1.03935460743675
1707823982.33397,ACC,0.236,-0.877,0.499,1.03625575993574
1707823982.37384,ACC,0.229,-0.875,0.492,1.02962614574417
1707823982.4137,ACC,0.243,-0.873,0.499,1.03449456257633
1707823982.45356,ACC,0.23,-0.883,0.49,1.03570700490052
1707823982.48895,ACC,0.232,-0.88,0.494,1.03549987928536
1707823982.52435,ACC,0.236,-0.876,0.496,1.03396711746554
1707823982.55974,ACC,0.227,-0.876,0.497,1.03243111150333
1707823982.59943,ACC,0.232,-0.876,0.499,1.03450519573369
1707823982.63912,ACC,0.242,-0.874,0.49,1.03079580907181
1707823982.6783,ACC,0.236,-0.879,0.502,1.03939453529447
1707823982.71747,ACC,0.229,-0.88,0.485,1.03056586397959
1707823982.75664,ACC,0.238,-0.876,0.499,1.03586726948968
1707823982.79651,ACC,0.238,-0.878,0.495,1.0356413471854
1707823982.83637,ACC,0.23,-0.883,0.489,1.03523427300298
1707823982.87623,ACC,0.234,-0.88,0.494,1.03594980573385
1707823982.91747,ACC,0.237,-0.878,0.495,1.03541199529463
1707823982.9587,ACC,0.234,-0.884,0.498,1.04125693275003
1707823982.99925,ACC,0.234,-0.877,0.492,1.03244806164766
1707823983.0398,ACC,0.225,-0.885,0.491,1.0367887923777
1707823983.08035,ACC,0.237,-0.879,0.493,1.03530623488898
1707823983.12004,ACC,0.24,-0.88,0.487,1.03400628624782
1707823983.15973,ACC,0.239,-0.879,0.495,1.03671934485665
1707823983.19959,ACC,0.233,-0.882,0.498,1.03933488347116
1707823983.23945,ACC,0.228,-0.878,0.485,1.02863647611778
1707823983.27931,ACC,0.236,-0.874,0.497,1.03275408495924
1707823983.31883,ACC,0.231,-0.877,0.491,1.03129578686233
1707823983.35835,ACC,0.233,-0.884,0.488,1.0362861573909
1707823983.39787,ACC,0.231,-0.88,0.489,1.03289980152965
1707823983.43807,ACC,0.235,-0.879,0.498,1.03724153407005
1707823983.47828,ACC,0.234,-0.878,0.494,1.03425142011022
1707823983.51882,ACC,0.238,-0.877,0.496,1.03527242791451
1707823983.55937,ACC,0.233,-0.88,0.491,1.03429686260764
1707823983.59992,ACC,0.223,-0.885,0.488,1.03493864552446
1707823983.64013,ACC,0.232,-0.883,0.484,1.03332908601278
1707823983.68033,ACC,0.248,-0.872,0.506,1.03823118812719
1707823983.72019,ACC,0.227,-0.882,0.494,1.03609314253111
1707823983.76006,ACC,0.23,-0.881,0.483,1.0307036431487
1707823983.79992,ACC,0.235,-0.882,0.489,1.03550470785989
1707823983.83944,ACC,0.229,-0.88,0.493,1.03435487140536
1707823983.87895,ACC,0.236,-0.887,0.485,1.03811849034684
1707823983.91847,ACC,0.233,-0.887,0.484,1.03697348085667
1707823983.95816,ACC,0.239,-0.876,0.492,1.03274440206665
1707823983.99785,ACC,0.227,-0.887,0.487,1.03704725061108
1707823984.03771,ACC,0.238,-0.882,0.489,1.03618965445521
1707823984.07757,ACC,0.223,-0.892,0.485,1.03952777740665
1707823984.11744,ACC,0.232,-0.885,0.481,1.03363920204296
1707823984.15764,ACC,0.243,-0.878,0.493,1.035848444513
1707823984.19785,ACC,0.229,-0.88,0.488,1.03198110447818
1707823984.23805,ACC,0.234,-0.881,0.487,1.03348246235725
1707823984.27826,ACC,0.235,-0.885,0.492,1.0394777534897
1707823984.31846,ACC,0.227,-0.883,0.488,1.03409960835502
1707823984.35867,ACC,0.236,-0.883,0.484,1.03423449952126
1707823984.39836,ACC,0.234,-0.877,0.493,1.03292497307404
1707823984.43805,ACC,0.229,-0.877,0.49,1.03037371860893
1707823984.47791,ACC,0.236,-0.878,0.484,1.02996893157027
1707823984.51777,ACC,0.241,-0.879,0.49,1.03480529569577
1707823984.55763,ACC,0.236,-0.889,0.48,1.03750518070996
1707823984.59732,ACC,0.222,-0.891,0.487,1.039391167944
1707823984.63701,ACC,0.24,-0.877,0.495,1.03525552401327
1707823984.67687,ACC,0.237,-0.88,0.492,1.03567996987486
1707823984.71673,ACC,0.228,-0.885,0.493,1.03839202616353
1707823984.75659,ACC,0.239,-0.882,0.479,1.0317393081588
1707823984.79732,ACC,0.235,-0.884,0.485,1.03532893323813
1707823984.83804,ACC,0.22,-0.885,0.492,1.03618965445521
1707823984.87876,ACC,0.237,-0.881,0.484,1.0327565056682
1707823984.91948,ACC,0.234,-0.884,0.49,1.03745457731893
1707823984.95942,ACC,0.237,-0.876,0.496,1.03419582284981
1707823984.99937,ACC,0.227,-0.885,0.477,1.03067114056813
1707823985.03932,ACC,0.239,-0.884,0.489,1.03812234346439
1707823985.07927,ACC,0.234,-0.883,0.487,1.03518790564805
1707823985.11397,ACC,0.231,-0.885,0.485,1.03528305308259
1707823985.14868,ACC,0.244,-0.877,0.501,1.03906977629031
1707823985.18339,ACC,0.228,-0.884,0.48,1.03142619706889
1707823985.22428,ACC,0.223,-0.884,0.49,1.03502898510138
1707823985.26517,ACC,0.234,-0.882,0.484,1.03292594119811
1707823985.30607,ACC,0.233,-0.883,0.488,1.03543324265739
1707823985.34576,ACC,0.234,-0.885,0.49,1.03830679473843
1707823985.38545,ACC,0.233,-0.879,0.491,1.03344617663427
1707823985.42531,ACC,0.238,-0.879,0.489,1.03363726713001
1707823985.46517,ACC,0.23,-0.883,0.483,1.03241367677884
1707823985.50503,ACC,0.229,-0.885,0.493,1.03861205461905
1707823985.54523,ACC,0.234,-0.885,0.484,1.0354887734785
1707823985.58544,ACC,0.238,-0.88,0.489,1.03448779596475
1707823985.62565,ACC,0.233,-0.881,0.491,1.03514781553168
1707823985.66508,ACC,0.232,-0.884,0.489,1.03653316396534
1707823985.70451,ACC,0.234,-0.883,0.485,1.03424851945749
1707823985.74394,ACC,0.234,-0.883,0.49,1.03660262395963
1707823985.78337,ACC,0.234,-0.883,0.488,1.03565872757391
1707823985.82358,ACC,0.236,-0.883,0.487,1.03564182997791
1707823985.86378,ACC,0.233,-0.885,0.488,1.03713933490154
1707823985.90433,ACC,0.234,-0.886,0.487,1.03774804263848
1707823985.94488,ACC,0.24,-0.881,0.491,1.03674587050058
1707823985.98543,ACC,0.225,-0.881,0.481,1.02866272412293
1707823986.02529,ACC,0.227,-0.884,0.489,1.03542551639411
1707823986.06515,ACC,0.244,-0.876,0.496,1.03582237859587
1707823986.10501,ACC,0.232,-0.885,0.485,1.0355066392834
1707823986.1447,ACC,0.236,-0.882,0.49,1.0362046129988
1707823986.18439,ACC,0.236,-0.881,0.491,1.03582720566705
1707823986.22426,ACC,0.228,-0.881,0.484,1.03072838323197
1707823986.26412,ACC,0.234,-0.885,0.485,1.03595656279595
1707823986.30398,ACC,0.243,-0.879,0.496,1.03812619656764
1707823986.34393,ACC,0.236,-0.887,0.488,1.03952344850898
1707823986.38387,ACC,0.226,-0.884,0.479,1.03052074214933
1707823986.42382,ACC,0.234,-0.876,0.494,1.03255411480464
1707823986.46377,ACC,0.236,-0.875,0.492,1.03120560510501
1707823986.50397,ACC,0.235,-0.883,0.487,1.03541440978963
1707823986.54418,ACC,0.234,-0.885,0.498,1.04210604066957
1707823986.58335,ACC,0.238,-0.879,0.49,1.03411072908079
1707823986.62253,ACC,0.236,-0.883,0.483,1.03376689828994
1707823986.6617,ACC,0.232,-0.881,0.488,1.03350326559716
1707823986.70139,ACC,0.235,-0.878,0.494,1.03447812929999
1707823986.74108,ACC,0.234,-0.878,0.49,1.03234684094058
1707823986.78094,ACC,0.236,-0.882,0.491,1.03667786703489
1707823986.8208,ACC,0.235,-0.884,0.485,1.03532893323813
1707823986.86067,ACC,0.24,-0.881,0.497,1.03960088495538
1707823986.90053,ACC,0.232,-0.881,0.493,1.03587354440588
1707823986.94039,ACC,0.238,-0.87,0.495,1.02886782435841
1707823986.98025,ACC,0.232,-0.877,0.493,1.03247372847933
1707823987.0202,ACC,0.23,-0.883,0.492,1.0366547159011
1707823987.06015,ACC,0.236,-0.88,0.494,1.03640339636649
1707823987.10009,ACC,0.234,-0.884,0.493,1.03887487215737
1707823987.14004,ACC,0.242,-0.873,0.495,1.03233618555197
1707823987.17973,ACC,0.246,-0.875,0.5,1.03737216079862
1707823987.21942,ACC,0.227,-0.886,0.488,1.03666243300315
1707823987.25894,ACC,0.212,-0.892,0.486,1.0376916690424
1707823987.29846,ACC,0.241,-0.87,0.501,1.03246404295743
1707823987.33797,ACC,0.252,-0.865,0.503,1.03186142480471
1707823987.37766,ACC,0.24,-0.884,0.492,1.03976920516045
1707823987.41735,ACC,0.215,-0.891,0.485,1.03698167775521
1707823987.45721,ACC,0.22,-0.882,0.5,1.03746036068854
1707823987.49708,ACC,0.245,-0.866,0.502,1.03052656443199
1707823987.53694,ACC,0.245,-0.863,0.499,1.02654517679448
1707823987.57646,ACC,0.228,-0.879,0.493,1.03328311705941
1707823987.61597,ACC,0.23,-0.885,0.501,1.04265334603597
1707823987.65549,ACC,0.243,-0.873,0.499,1.03449456257633
1707823987.69535,ACC,0.245,-0.87,0.503,1.03437614048276
1707823987.73521,ACC,0.23,-0.88,0.494,1.03505362179937
1707823987.77508,ACC,0.228,-0.883,0.495,1.03764059288368
1707823987.81013,ACC,0.235,-0.88,0.501,1.03953162530055
1707823987.84518,ACC,0.239,-0.872,0.495,1.0307909584392
1707823987.88023,ACC,0.238,-0.874,0.499,1.03417648397167
1707823987.92009,ACC,0.236,-0.868,0.5,1.02913555958387
1707823987.95995,ACC,0.232,-0.879,0.498,1.03656596509822
1707823987.99981,ACC,0.239,-0.878,0.496,1.03634984440584
1707823988.0395,ACC,0.237,-0.878,0.5,1.03781163994243
1707823988.07919,ACC,0.235,-0.882,0.493,1.03739963369957
1707823988.11974,ACC,0.235,-0.879,0.5,1.03820325562965
1707823988.16029,ACC,0.238,-0.875,0.499,1.03502173890214
1707823988.20084,ACC,0.236,-0.874,0.498,1.03323569431181
1707823988.24104,ACC,0.235,-0.878,0.495,1.03495603771368
1707823988.28125,ACC,0.239,-0.875,0.493,1.03237347893095
1707823988.32145,ACC,0.236,-0.879,0.495,1.03603185279218
1707823988.36132,ACC,0.237,-0.88,0.5,1.03950420874569
1707823988.40118,ACC,0.235,-0.873,0.495,1.03071771111202
1707823988.44104,ACC,0.239,-0.87,0.498,1.0305459718033
1707823988.48021,ACC,0.239,-0.872,0.499,1.03271777364389
1707823988.51939,ACC,0.237,-0.88,0.49,1.03473136610427
1707823988.55856,ACC,0.238,-0.88,0.496,1.03781501241792
1707823988.59877,ACC,0.241,-0.876,0.496,1.03511979982995
1707823988.63897,ACC,0.237,-0.882,0.495,1.03880604541945
1707823988.67918,ACC,0.236,-0.881,0.499,1.0396432080286
1707823988.71938,ACC,0.236,-0.87,0.502,1.03179455319361
1707823988.75959,ACC,0.246,-0.865,0.51,1.03384766769578
1707823988.80014,ACC,0.247,-0.877,0.493,1.0359473924867
1707823988.84069,ACC,0.243,-0.874,0.495,1.03341666330672
1707823988.88123,ACC,0.228,-0.884,0.494,1.03801541414374
1707823988.92092,ACC,0.215,-0.889,0.493,1.03903561055433
1707823988.96061,ACC,0.233,-0.867,0.507,1.03103200726263
1707823989.00023,ACC,0.254,-0.857,0.507,1.02762541813639
1707823989.03985,ACC,0.246,-0.871,0.502,1.0349690816638
1707823989.07946,ACC,0.225,-0.889,0.496,1.04257469756368
1707823989.11908,ACC,0.224,-0.885,0.494,1.03799662812554
1707823989.15869,ACC,0.236,-0.872,0.499,1.03202761590957
1707823989.19831,ACC,0.251,-0.863,0.51,1.03337795602577
1707823989.23793,ACC,0.242,-0.868,0.512,1.03640339636649
1707823989.27848,ACC,0.231,-0.88,0.5,1.03815268626537
1707823989.31902,ACC,0.239,-0.875,0.495,1.03333005375824
1707823989.35957,ACC,0.232,-0.871,0.496,1.02882505801521
1707823989.40012,ACC,0.22,-0.877,0.51,1.03808910985522
1707823989.44067,ACC,0.237,-0.869,0.51,1.03509902907886
1707823989.48122,ACC,0.251,-0.865,0.504,1.03210561475074
1707823989.52108,ACC,0.239,-0.882,0.5,1.04165493326725
1707823989.56094,ACC,0.214,-0.884,0.494,1.03503043433515
1707823989.6008,ACC,0.226,-0.879,0.499,1.03572100490431
1707823989.64067,ACC,0.248,-0.863,0.51,1.03265337843828
1707823989.68053,ACC,0.229,-0.873,0.503,1.03323714606086
1707823989.72039,ACC,0.227,-0.877,0.504,1.03666484458575
1707823989.75991,ACC,0.244,-0.873,0.508,1.03910009142527
1707823989.79942,ACC,0.231,-0.883,0.495,1.03830390541498
1707823989.83894,ACC,0.225,-0.878,0.499,1.03465453171578
1707823989.8788,ACC,0.228,-0.871,0.504,1.03181442129871
1707823989.91867,ACC,0.23,-0.871,0.505,1.03274682279831
1707823989.95853,ACC,0.233,-0.871,0.51,1.03587161366648
1707823989.99925,ACC,0.24,-0.87,0.494,1.02885178718803
1707823990.03997,ACC,0.229,-0.877,0.502,1.03613416119728
1707823990.08017,ACC,0.23,-0.881,0.505,1.04119450632435
1707823990.12038,ACC,0.229,-0.88,0.492,1.03387861956808
1707823990.16058,ACC,0.232,-0.872,0.5,1.03160457540668
1707823990.20079,ACC,0.237,-0.862,0.511,1.02972520606228
1707823990.24099,ACC,0.239,-0.871,0.498,1.0313903237863
1707823990.28068,ACC,0.217,-0.886,0.491,1.0359372567873
1707823990.32037,ACC,0.221,-0.883,0.509,1.04288589979921
1707823990.36024,ACC,0.243,-0.872,0.498,1.03316842770189
1707823990.4001,ACC,0.239,-0.874,0.498,1.03392504563919
1707823990.43996,ACC,0.22,-0.88,0.503,1.03721212873742
1707823990.47535,ACC,0.222,-0.882,0.503,1.03933488347116
1707823990.51075,ACC,0.244,-0.871,0.5,1.03352648732386
1707823990.54614,ACC,0.239,-0.87,0.507,1.0349251180641
1707823990.58532,ACC,0.219,-0.887,0.497,1.04006682477618
1707823990.62449,ACC,0.237,-0.882,0.5,1.04119786784261
1707823990.66435,ACC,0.239,-0.878,0.495,1.03587161366648
1707823990.70421,ACC,0.225,-0.881,0.494,1.03480529569577
1707823990.74407,ACC,0.228,-0.875,0.515,1.04059310011166
1707823990.78394,ACC,0.24,-0.865,0.5,1.02753345444321
1707823990.8238,ACC,0.226,-0.872,0.495,1.02785456169635
1707823990.86366,ACC,0.229,-0.882,0.501,1.03988749391461
1707823990.90386,ACC,0.233,-0.878,0.499,1.03642365854895
1707823990.94407,ACC,0.229,-0.878,0.498,1.03505024032653
1707823990.98359,ACC,0.229,-0.879,0.5,1.03686161082374
1707823991.02311,ACC,0.239,-0.869,0.5,1.03067065544722
1707823991.06262,ACC,0.236,-0.87,0.503,1.03228145386808
1707823991.10214,ACC,0.221,-0.881,0.496,1.03489999516862
1707823991.14166,ACC,0.234,-0.881,0.496,1.03775382437262
1707823991.18118,ACC,0.236,-0.872,0.501,1.0329961277759
1707823991.22035,ACC,0.23,-0.876,0.508,1.03843150953734
1707823991.25953,ACC,0.237,-0.875,0.492,1.03143492281384
1707823991.29939,ACC,0.233,-0.883,0.505,1.04355306525351
1707823991.33925,ACC,0.232,-0.872,0.497,1.03015387200165
1707823991.37911,ACC,0.227,-0.885,0.491,1.03722466225982
1707823991.41897,ACC,0.232,-0.875,0.497,1.03269453373202
1707823991.45883,ACC,0.235,-0.878,0.5,1.03735673709674
1707823991.49869,ACC,0.231,-0.878,0.495,1.03405512425596
1707823991.5389,ACC,0.227,-0.875,0.51,1.03790847380682
1707823991.57911,ACC,0.229,-0.878,0.491,1.03170053794694
1707823991.61897,ACC,0.235,-0.874,0.502,1.03494202736192
1707823991.65883,ACC,0.229,-0.878,0.496,1.03408945454443
