LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AX
1707823982.999250,375806.333,57673,3,AX,1,100,0.234
1707823983.039799,375845.667,57673,3,AX,1,100,0.225
1707823983.080347,375885.000,57673,3,AX,1,100,0.237
1707823983.120037,375923.500,57689,2,AX,1,100,0.240
1707823983.159727,375962.000,57689,2,AX,1,100,0.239
1707823983.199588,376000.667,57708,3,AX,1,100,0.233
1707823983.239450,376039.333,57708,3,AX,1,100,0.228
1707823983.279311,376078.000,57708,3,AX,1,100,0.236
1707823983.318829,376116.333,57725,3,AX,1,100,0.231
1707823983.358347,376154.667,57725,3,AX,1,100,0.233
1707823983.397865,376193.000,57725,3,AX,1,100,0.231
1707823983.438070,376232.000,57741,2,AX,1,100,0.235
1707823983.478276,376271.000,57741,2,AX,1,100,0.234
1707823983.518824,376310.333,57757,3,AX,1,100,0.238
1707823983.559373,376349.667,57757,3,AX,1,100,0.233
1707823983.599922,376389.000,57757,3,AX,1,100,0.223
1707823983.640127,376428.000,57775,2,AX,1,100,0.232
1707823983.680332,376467.000,57775,2,AX,1,100,0.248
1707823983.720194,376505.667,57792,3,AX,1,100,0.227
1707823983.760055,376544.333,57792,3,AX,1,100,0.230
1707823983.799917,376583.000,57792,3,AX,1,100,0.235
1707823983.839435,376621.333,57809,3,AX,1,100,0.229
1707823983.878953,376659.667,57809,3,AX,1,100,0.236
1707823983.918471,376698.000,57809,3,AX,1,100,0.233
1707823983.958161,376736.500,57825,2,AX,1,100,0.239
1707823983.997850,376775.000,57825,2,AX,1,100,0.227
1707823984.037712,376813.667,57840,3,AX,1,100,0.238
1707823984.077573,376852.333,57840,3,AX,1,100,0.223
1707823984.117435,376891.000,57840,3,AX,1,100,0.232
1707823984.157640,376930.000,57858,6,AX,1,100,0.243
1707823984.197845,376969.000,57858,6,AX,1,100,0.229
1707823984.238050,377008.000,57858,6,AX,1,100,0.234
1707823984.278256,377047.000,57858,6,AX,1,100,0.235
1707823984.318461,377086.000,57858,6,AX,1,100,0.227
1707823984.358666,377125.000,57858,6,AX,1,100,0.236
1707823984.398356,377163.500,57874,2,AX,1,100,0.234
1707823984.438045,377202.000,57874,2,AX,1,100,0.229
1707823984.477907,377240.667,57894,3,AX,1,100,0.236
1707823984.517769,377279.333,57894,3,AX,1,100,0.241
1707823984.557630,377318.000,57894,3,AX,1,100,0.236
1707823984.597320,377356.500,57908,2,AX,1,100,0.222
1707823984.637010,377395.000,57908,2,AX,1,100,0.240
1707823984.676871,377433.667,57925,3,AX,1,100,0.237
1707823984.716733,377472.333,57925,3,AX,1,100,0.228
1707823984.756594,377511.000,57925,3,AX,1,100,0.239
1707823984.797315,377550.500,57947,4,AX,1,100,0.235
1707823984.838036,377590.000,57947,4,AX,1,100,0.220
1707823984.878756,377629.500,57947,4,AX,1,100,0.237
1707823984.919477,377669.000,57947,4,AX,1,100,0.234
1707823984.959424,377707.750,57964,4,AX,1,100,0.237
1707823984.999372,377746.500,57964,4,AX,1,100,0.227
1707823985.039319,377785.250,57964,4,AX,1,100,0.239
1707823985.079267,377824.000,57964,4,AX,1,100,0.234
1707823985.113974,377857.667,57978,3,AX,1,100,0.231
1707823985.148681,377891.333,57978,3,AX,1,100,0.244
1707823985.183388,377925.000,57978,3,AX,1,100,0.228
1707823985.224280,377964.667,57996,3,AX,1,100,0.223
1707823985.265173,378004.333,57996,3,AX,1,100,0.234
1707823985.306065,378044.000,57996,3,AX,1,100,0.233
1707823985.345755,378082.500,58012,2,AX,1,100,0.234
1707823985.385445,378121.000,58012,2,AX,1,100,0.233
1707823985.425306,378159.667,58029,3,AX,1,100,0.238
1707823985.465168,378198.333,58029,3,AX,1,100,0.230
1707823985.505029,378237.000,58029,3,AX,1,100,0.229
1707823985.545234,378276.000,58047,3,AX,1,100,0.234
1707823985.585440,378315.000,58047,3,AX,1,100,0.238
1707823985.625645,378354.000,58047,3,AX,1,100,0.233
1707823985.665077,378392.250,58064,4,AX,1,100,0.232
1707823985.704509,378430.500,58064,4,AX,1,100,0.234
1707823985.743941,378468.750,58064,4,AX,1,100,0.234
1707823985.783373,378507.000,58064,4,AX,1,100,0.234
1707823985.823578,378546.000,58081,2,AX,1,100,0.236
1707823985.863783,378585.000,58081,2,AX,1,100,0.233
1707823985.904332,378624.333,58096,3,AX,1,100,0.234
1707823985.944881,378663.667,58096,3,AX,1,100,0.240
1707823985.985430,378703.000,58096,3,AX,1,100,0.225
1707823986.025291,378741.667,58112,3,AX,1,100,0.227
1707823986.065153,378780.333,58112,3,AX,1,100,0.244
1707823986.105014,378819.000,58112,3,AX,1,100,0.232
1707823986.144704,378857.500,58129,2,AX,1,100,0.236
1707823986.184394,378896.000,58129,2,AX,1,100,0.236
1707823986.224255,378934.667,58146,3,AX,1,100,0.228
1707823986.264117,378973.333,58146,3,AX,1,100,0.234
1707823986.303978,379012.000,58146,3,AX,1,100,0.243
1707823986.343926,379050.750,58163,4,AX,1,100,0.236
1707823986.383873,379089.500,58163,4,AX,1,100,0.226
1707823986.423821,379128.250,58163,4,AX,1,100,0.234
1707823986.463768,379167.000,58163,4,AX,1,100,0.236
1707823986.503973,379206.000,58182,2,AX,1,100,0.235
1707823986.544179,379245.000,58182,2,AX,1,100,0.234
1707823986.583353,379283.000,58197,3,AX,1,100,0.238
1707823986.622527,379321.000,58197,3,AX,1,100,0.236
1707823986.661701,379359.000,58197,3,AX,1,100,0.232
1707823986.701391,379397.500,58213,2,AX,1,100,0.235
1707823986.741081,379436.000,58213,2,AX,1,100,0.234
1707823986.780942,379474.667,58230,3,AX,1,100,0.236
1707823986.820804,379513.333,58230,3,AX,1,100,0.235
1707823986.860666,379552.000,58230,3,AX,1,100,0.240
1707823986.900527,379590.667,58247,3,AX,1,100,0.232
1707823986.940389,379629.333,58247,3,AX,1,100,0.238
1707823986.980250,379668.000,58247,3,AX,1,100,0.232
1707823987.020198,379706.750,58264,4,AX,1,100,0.230
1707823987.060145,379745.500,58264,4,AX,1,100,0.236
1707823987.100093,379784.250,58264,4,AX,1,100,0.234
1707823987.140040,379823.000,58264,4,AX,1,100,0.242
1707823987.179730,379861.500,58281,2,AX,1,100,0.246
1707823987.219419,379900.000,58281,2,AX,1,100,0.227
1707823987.258937,379938.333,58297,3,AX,1,100,0.212
1707823987.298455,379976.667,58297,3,AX,1,100,0.241
1707823987.337973,380015.000,58297,3,AX,1,100,0.252
1707823987.377663,380053.500,58312,2,AX,1,100,0.240
1707823987.417353,380092.000,58312,2,AX,1,100,0.215
1707823987.457214,380130.667,58332,3,AX,1,100,0.220
1707823987.497076,380169.333,58332,3,AX,1,100,0.245
1707823987.536937,380208.000,58332,3,AX,1,100,0.245
1707823987.576455,380246.333,58348,3,AX,1,100,0.228
1707823987.615973,380284.667,58348,3,AX,1,100,0.230
1707823987.655491,380323.000,58348,3,AX,1,100,0.243
1707823987.695353,380361.667,58365,3,AX,1,100,0.245
1707823987.735214,380400.333,58365,3,AX,1,100,0.230
1707823987.775076,380439.000,58365,3,AX,1,100,0.228
1707823987.810126,380473.000,58382,3,AX,1,100,0.235
1707823987.845177,380507.000,58382,3,AX,1,100,0.239
1707823987.880228,380541.000,58382,3,AX,1,100,0.238
1707823987.920089,380579.667,58398,3,AX,1,100,0.236
1707823987.959951,380618.333,58398,3,AX,1,100,0.232
1707823987.999812,380657.000,58398,3,AX,1,100,0.239
1707823988.039502,380695.500,58413,2,AX,1,100,0.237
1707823988.079192,380734.000,58413,2,AX,1,100,0.235
1707823988.119741,380773.333,58431,3,AX,1,100,0.235
1707823988.160290,380812.667,58431,3,AX,1,100,0.238
1707823988.200838,380852.000,58431,3,AX,1,100,0.236
1707823988.241044,380891.000,58449,3,AX,1,100,0.235
1707823988.281249,380930.000,58449,3,AX,1,100,0.239
1707823988.321454,380969.000,58449,3,AX,1,100,0.236
1707823988.361315,381007.667,58468,3,AX,1,100,0.237
1707823988.401177,381046.333,58468,3,AX,1,100,0.235
1707823988.441039,381085.000,58468,3,AX,1,100,0.239
1707823988.480213,381123.000,58485,3,AX,1,100,0.239
1707823988.519387,381161.000,58485,3,AX,1,100,0.237
1707823988.558561,381199.000,58485,3,AX,1,100,0.238
1707823988.598767,381238.000,58500,2,AX,1,100,0.241
1707823988.638972,381277.000,58500,2,AX,1,100,0.237
1707823988.679177,381316.000,58516,3,AX,1,100,0.236
1707823988.719382,381355.000,58516,3,AX,1,100,0.236
1707823988.759587,381394.000,58516,3,AX,1,100,0.246
1707823988.800136,381433.333,58533,3,AX,1,100,0.247
1707823988.840685,381472.667,58533,3,AX,1,100,0.243
1707823988.881234,381512.000,58533,3,AX,1,100,0.228
1707823988.920924,381550.500,58550,2,AX,1,100,0.215
1707823988.960613,381589.000,58550,2,AX,1,100,0.233
1707823989.000229,381627.429,58568,7,AX,1,100,0.254
1707823989.039845,381665.857,58568,7,AX,1,100,0.246
1707823989.079462,381704.286,58568,7,AX,1,100,0.225
1707823989.119078,381742.714,58568,7,AX,1,100,0.224
1707823989.158694,381781.143,58568,7,AX,1,100,0.236
1707823989.198310,381819.571,58568,7,AX,1,100,0.251
1707823989.237926,381858.000,58568,7,AX,1,100,0.242
1707823989.278475,381897.333,58587,6,AX,1,100,0.231
1707823989.319024,381936.667,58587,6,AX,1,100,0.239
1707823989.359572,381976.000,58587,6,AX,1,100,0.232
1707823989.400121,382015.333,58587,6,AX,1,100,0.220
1707823989.440670,382054.667,58587,6,AX,1,100,0.237
1707823989.481219,382094.000,58587,6,AX,1,100,0.251
1707823989.521080,382132.667,58605,6,AX,1,100,0.239
1707823989.560942,382171.333,58605,6,AX,1,100,0.214
1707823989.600803,382210.000,58605,6,AX,1,100,0.226
1707823989.640665,382248.667,58605,6,AX,1,100,0.248
1707823989.680527,382287.333,58605,6,AX,1,100,0.229
1707823989.720388,382326.000,58605,6,AX,1,100,0.227
1707823989.759906,382364.333,58620,3,AX,1,100,0.244
1707823989.799424,382402.667,58620,3,AX,1,100,0.231
1707823989.838942,382441.000,58620,3,AX,1,100,0.225
1707823989.878803,382479.667,58638,3,AX,1,100,0.228
1707823989.918665,382518.333,58638,3,AX,1,100,0.230
1707823989.958527,382557.000,58638,3,AX,1,100,0.233
1707823989.999247,382596.500,58654,2,AX,1,100,0.240
1707823990.039968,382636.000,58654,2,AX,1,100,0.229
1707823990.080173,382675.000,58677,5,AX,1,100,0.230
1707823990.120378,382714.000,58677,5,AX,1,100,0.229
1707823990.160583,382753.000,58677,5,AX,1,100,0.232
1707823990.200789,382792.000,58677,5,AX,1,100,0.237
1707823990.240994,382831.000,58677,5,AX,1,100,0.239
1707823990.280683,382869.500,58693,2,AX,1,100,0.217
1707823990.320373,382908.000,58693,2,AX,1,100,0.221
1707823990.360235,382946.667,58710,3,AX,1,100,0.243
1707823990.400096,382985.333,58710,3,AX,1,100,0.239
1707823990.439958,383024.000,58710,3,AX,1,100,0.220
1707823990.475352,383058.333,58727,3,AX,1,100,0.222
1707823990.510746,383092.667,58727,3,AX,1,100,0.244
1707823990.546141,383127.000,58727,3,AX,1,100,0.239
1707823990.585315,383165.000,58742,2,AX,1,100,0.219
1707823990.624489,383203.000,58742,2,AX,1,100,0.237
1707823990.664351,383241.667,58758,3,AX,1,100,0.239
1707823990.704212,383280.333,58758,3,AX,1,100,0.225
1707823990.744074,383319.000,58758,3,AX,1,100,0.228
1707823990.783936,383357.667,58775,3,AX,1,100,0.240
1707823990.823797,383396.333,58775,3,AX,1,100,0.226
1707823990.863659,383435.000,58775,3,AX,1,100,0.229
1707823990.903864,383474.000,58792,2,AX,1,100,0.233
1707823990.944069,383513.000,58792,2,AX,1,100,0.229
1707823990.983587,383551.333,58809,3,AX,1,100,0.229
1707823991.023105,383589.667,58809,3,AX,1,100,0.239
1707823991.062623,383628.000,58809,3,AX,1,100,0.236
1707823991.102141,383666.333,58825,3,AX,1,100,0.221
1707823991.141659,383704.667,58825,3,AX,1,100,0.234
1707823991.181176,383743.000,58825,3,AX,1,100,0.236
1707823991.220351,383781.000,58843,2,AX,1,100,0.230
1707823991.259525,383819.000,58843,2,AX,1,100,0.237
1707823991.299387,383857.667,58859,3,AX,1,100,0.233
1707823991.339248,383896.333,58859,3,AX,1,100,0.232
1707823991.379110,383935.000,58859,3,AX,1,100,0.227
1707823991.418971,383973.667,58876,3,AX,1,100,0.232
1707823991.458833,384012.333,58876,3,AX,1,100,0.235
1707823991.498694,384051.000,58876,3,AX,1,100,0.231
1707823991.538900,384090.000,58892,2,AX,1,100,0.227
1707823991.579105,384129.000,58892,2,AX,1,100,0.229
1707823991.618966,384167.667,58908,3,AX,1,100,0.235
1707823991.658828,384206.333,58908,3,AX,1,100,0.229
1707823991.698689,384245.000,58908,3,AX,1,100,0.232
1707823991.737864,384283.000,58924,2,AX,1,100,0.232
1707823991.777038,384321.000,58924,2,AX,1,100,0.231
1707823991.816556,384359.333,58942,3,AX,1,100,0.230
1707823991.856074,384397.667,58942,3,AX,1,100,0.235
1707823991.895592,384436.000,58942,3,AX,1,100,0.236
1707823991.935453,384474.667,58960,3,AX,1,100,0.228
1707823991.975315,384513.333,58960,3,AX,1,100,0.229
1707823992.015176,384552.000,58960,3,AX,1,100,0.232
1707823992.055382,384591.000,58975,2,AX,1,100,0.229
1707823992.095587,384630.000,58975,2,AX,1,100,0.228
1707823992.135448,384668.667,58992,3,AX,1,100,0.232
1707823992.175310,384707.333,58992,3,AX,1,100,0.239
1707823992.215171,384746.000,58992,3,AX,1,100,0.225
1707823992.255033,384784.667,59009,3,AX,1,100,0.231
1707823992.294894,384823.333,59009,3,AX,1,100,0.233
1707823992.334756,384862.000,59009,3,AX,1,100,0.235
1707823992.373930,384900.000,59025,2,AX,1,100,0.236
1707823992.413105,384938.000,59025,2,AX,1,100,0.227
1707823992.452966,384976.667,59043,3,AX,1,100,0.229
1707823992.492828,385015.333,59043,3,AX,1,100,0.232
1707823992.532689,385054.000,59043,3,AX,1,100,0.233
1707823992.572379,385092.500,59057,2,AX,1,100,0.232
1707823992.612069,385131.000,59057,2,AX,1,100,0.226
1707823992.651930,385169.667,59074,3,AX,1,100,0.237
1707823992.691792,385208.333,59074,3,AX,1,100,0.239
1707823992.731653,385247.000,59074,3,AX,1,100,0.226
1707823992.771515,385285.667,59092,3,AX,1,100,0.233
1707823992.811376,385324.333,59092,3,AX,1,100,0.242
1707823992.851238,385363.000,59092,3,AX,1,100,0.227
1707823992.891443,385402.000,59110,2,AX,1,100,0.234
1707823992.931648,385441.000,59110,2,AX,1,100,0.230
1707823992.971166,385479.333,59125,3,AX,1,100,0.231
1707823993.010684,385517.667,59125,3,AX,1,100,0.236
1707823993.050202,385556.000,59125,3,AX,1,100,0.229
1707823993.089376,385594.000,59141,2,AX,1,100,0.223
1707823993.128551,385632.000,59141,2,AX,1,100,0.230
1707823993.163945,385666.333,59160,3,AX,1,100,0.239
1707823993.199339,385700.667,59160,3,AX,1,100,0.230
1707823993.234734,385735.000,59160,3,AX,1,100,0.232
1707823993.275282,385774.333,59177,3,AX,1,100,0.229
1707823993.315831,385813.667,59177,3,AX,1,100,0.229
1707823993.356380,385853.000,59177,3,AX,1,100,0.231
1707823993.396585,385892.000,59193,3,AX,1,100,0.227
1707823993.436790,385931.000,59193,3,AX,1,100,0.231
1707823993.476996,385970.000,59193,3,AX,1,100,0.225
1707823993.517201,386009.000,59211,2,AX,1,100,0.225
1707823993.557406,386048.000,59211,2,AX,1,100,0.227
1707823993.596924,386086.333,59227,3,AX,1,100,0.237
1707823993.636442,386124.667,59227,3,AX,1,100,0.225
1707823993.675960,386163.000,59227,3,AX,1,100,0.232
