LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1707823980.054649,372950.000,57194,3,GX,1,100,1.495
1707823980.095370,372989.500,57210,2,GX,1,100,2.716
1707823980.136091,373029.000,57210,2,GX,1,100,3.967
1707823980.175952,373067.667,57226,3,GX,1,100,2.563
1707823980.215814,373106.333,57226,3,GX,1,100,0.366
1707823980.255675,373145.000,57226,3,GX,1,100,-2.869
1707823980.295537,373183.667,57242,3,GX,1,100,-2.991
1707823980.335399,373222.333,57242,3,GX,1,100,-0.183
1707823980.375260,373261.000,57242,3,GX,1,100,1.892
1707823980.414950,373299.500,57261,2,GX,1,100,2.441
1707823980.454640,373338.000,57261,2,GX,1,100,-0.092
1707823980.494157,373376.333,57278,3,GX,1,100,-0.793
1707823980.533675,373414.667,57278,3,GX,1,100,-3.998
1707823980.573193,373453.000,57278,3,GX,1,100,-9.003
1707823980.613398,373492.000,57293,2,GX,1,100,-8.423
1707823980.653604,373531.000,57293,2,GX,1,100,-9.125
1707823980.694152,373570.333,57309,3,GX,1,100,-0.061
1707823980.734701,373609.667,57309,3,GX,1,100,6.042
1707823980.775250,373649.000,57309,3,GX,1,100,4.456
1707823980.815112,373687.667,57327,3,GX,1,100,11.597
1707823980.854973,373726.333,57327,3,GX,1,100,9.064
1707823980.894835,373765.000,57327,3,GX,1,100,-1.068
1707823980.934009,373803.000,57343,2,GX,1,100,-7.050
1707823980.973183,373841.000,57343,2,GX,1,100,-12.421
1707823981.013389,373880.000,57360,3,GX,1,100,-7.294
1707823981.053594,373919.000,57360,3,GX,1,100,1.007
1707823981.093799,373958.000,57360,3,GX,1,100,6.531
1707823981.133489,373996.500,57374,2,GX,1,100,11.871
1707823981.173178,374035.000,57374,2,GX,1,100,9.033
1707823981.213384,374074.000,57394,3,GX,1,100,3.418
1707823981.253589,374113.000,57394,3,GX,1,100,-2.991
1707823981.293794,374152.000,57394,3,GX,1,100,-6.500
1707823981.334343,374191.333,57410,3,GX,1,100,-4.822
1707823981.374892,374230.667,57410,3,GX,1,100,-1.556
1707823981.415440,374270.000,57410,3,GX,1,100,2.411
1707823981.455646,374309.000,57427,2,GX,1,100,2.167
1707823981.495851,374348.000,57427,2,GX,1,100,-0.305
1707823981.535712,374386.667,57443,3,GX,1,100,-1.862
1707823981.575574,374425.333,57443,3,GX,1,100,-2.533
1707823981.615435,374464.000,57443,3,GX,1,100,-2.197
1707823981.655125,374502.500,57459,2,GX,1,100,0.122
1707823981.694815,374541.000,57459,2,GX,1,100,0.580
1707823981.734333,374579.333,57475,3,GX,1,100,-0.824
1707823981.773851,374617.667,57475,3,GX,1,100,-0.610
1707823981.813369,374656.000,57475,3,GX,1,100,-0.854
1707823981.853574,374695.000,57493,3,GX,1,100,-0.214
1707823981.893779,374734.000,57493,3,GX,1,100,-0.092
1707823981.933984,374773.000,57493,3,GX,1,100,-0.336
1707823981.974705,374812.500,57511,2,GX,1,100,-1.068
1707823982.015425,374852.000,57511,2,GX,1,100,-0.793
1707823982.055287,374890.667,57526,3,GX,1,100,-0.336
1707823982.095148,374929.333,57526,3,GX,1,100,-1.068
1707823982.135010,374968.000,57526,3,GX,1,100,-0.122
1707823982.174700,375006.500,57543,2,GX,1,100,0.092
1707823982.214390,375045.000,57543,2,GX,1,100,-0.244
1707823982.254251,375083.667,57560,3,GX,1,100,-0.916
1707823982.294113,375122.333,57560,3,GX,1,100,-0.641
1707823982.333974,375161.000,57560,3,GX,1,100,-1.099
1707823982.373836,375199.667,57576,3,GX,1,100,-0.305
1707823982.413697,375238.333,57576,3,GX,1,100,-0.214
1707823982.453559,375277.000,57576,3,GX,1,100,-0.397
1707823982.488953,375311.333,57594,3,GX,1,100,-0.244
1707823982.524347,375345.667,57594,3,GX,1,100,-0.824
1707823982.559742,375380.000,57594,3,GX,1,100,-0.854
1707823982.599431,375418.500,57608,2,GX,1,100,-1.495
1707823982.639121,375457.000,57608,2,GX,1,100,-0.610
1707823982.678295,375495.000,57627,3,GX,1,100,-0.580
1707823982.717470,375533.000,57627,3,GX,1,100,-0.458
1707823982.756644,375571.000,57627,3,GX,1,100,-0.214
1707823982.796506,375609.667,57643,3,GX,1,100,-1.221
1707823982.836367,375648.333,57643,3,GX,1,100,-0.427
1707823982.876229,375687.000,57643,3,GX,1,100,-0.854
1707823982.917465,375727.000,57661,2,GX,1,100,-0.610
1707823982.958701,375767.000,57661,2,GX,1,100,-0.946
1707823982.999250,375806.333,57676,3,GX,1,100,-1.068
1707823983.039799,375845.667,57676,3,GX,1,100,-0.214
1707823983.080347,375885.000,57676,3,GX,1,100,-0.061
1707823983.120037,375923.500,57692,2,GX,1,100,0.000
1707823983.159727,375962.000,57692,2,GX,1,100,-0.763
1707823983.199588,376000.667,57711,3,GX,1,100,-1.404
1707823983.239450,376039.333,57711,3,GX,1,100,-0.519
1707823983.279311,376078.000,57711,3,GX,1,100,-0.336
1707823983.318829,376116.333,57728,3,GX,1,100,-0.763
1707823983.358347,376154.667,57728,3,GX,1,100,-0.488
1707823983.397865,376193.000,57728,3,GX,1,100,-0.610
1707823983.438070,376232.000,57744,2,GX,1,100,-0.671
1707823983.478276,376271.000,57744,2,GX,1,100,-0.427
1707823983.518824,376310.333,57760,3,GX,1,100,-0.702
1707823983.559373,376349.667,57760,3,GX,1,100,-0.610
1707823983.599922,376389.000,57760,3,GX,1,100,-0.610
1707823983.640127,376428.000,57778,2,GX,1,100,-1.068
1707823983.680332,376467.000,57778,2,GX,1,100,-2.350
1707823983.720194,376505.667,57795,3,GX,1,100,-4.181
1707823983.760055,376544.333,57795,3,GX,1,100,-1.465
1707823983.799917,376583.000,57795,3,GX,1,100,0.305
1707823983.839435,376621.333,57812,3,GX,1,100,0.275
1707823983.878953,376659.667,57812,3,GX,1,100,-0.580
1707823983.918471,376698.000,57812,3,GX,1,100,-0.946
1707823983.958161,376736.500,57828,2,GX,1,100,-0.916
1707823983.997850,376775.000,57828,2,GX,1,100,-0.122
1707823984.037712,376813.667,57843,3,GX,1,100,1.038
1707823984.077573,376852.333,57843,3,GX,1,100,0.427
1707823984.117435,376891.000,57843,3,GX,1,100,-0.610
1707823984.157640,376930.000,57861,6,GX,1,100,-0.793
1707823984.197845,376969.000,57861,6,GX,1,100,-1.099
1707823984.238050,377008.000,57861,6,GX,1,100,0.183
1707823984.278256,377047.000,57861,6,GX,1,100,0.031
1707823984.318461,377086.000,57861,6,GX,1,100,-0.397
1707823984.358666,377125.000,57861,6,GX,1,100,-0.610
1707823984.398356,377163.500,57877,2,GX,1,100,-0.885
1707823984.438045,377202.000,57877,2,GX,1,100,-0.916
1707823984.477907,377240.667,57897,3,GX,1,100,-0.702
1707823984.517769,377279.333,57897,3,GX,1,100,-0.702
1707823984.557630,377318.000,57897,3,GX,1,100,-0.671
1707823984.597320,377356.500,57911,2,GX,1,100,-0.305
1707823984.637010,377395.000,57911,2,GX,1,100,0.000
1707823984.676871,377433.667,57928,3,GX,1,100,-0.183
1707823984.716733,377472.333,57928,3,GX,1,100,-0.671
1707823984.756594,377511.000,57928,3,GX,1,100,0.061
1707823984.797315,377550.500,57950,4,GX,1,100,0.397
1707823984.838036,377590.000,57950,4,GX,1,100,-0.610
1707823984.878756,377629.500,57950,4,GX,1,100,-0.183
1707823984.919477,377669.000,57950,4,GX,1,100,-0.427
1707823984.959424,377707.750,57967,4,GX,1,100,-1.160
1707823984.999372,377746.500,57967,4,GX,1,100,0.366
1707823985.039319,377785.250,57967,4,GX,1,100,0.031
1707823985.079267,377824.000,57967,4,GX,1,100,-0.397
1707823985.113974,377857.667,57981,3,GX,1,100,-0.946
1707823985.148681,377891.333,57981,3,GX,1,100,-1.007
1707823985.183388,377925.000,57981,3,GX,1,100,0.031
1707823985.224280,377964.667,57999,3,GX,1,100,0.702
1707823985.265173,378004.333,57999,3,GX,1,100,0.061
1707823985.306065,378044.000,57999,3,GX,1,100,-0.549
1707823985.345755,378082.500,58015,2,GX,1,100,-1.312
1707823985.385445,378121.000,58015,2,GX,1,100,-0.885
1707823985.425306,378159.667,58032,3,GX,1,100,-0.397
1707823985.465168,378198.333,58032,3,GX,1,100,-0.183
1707823985.505029,378237.000,58032,3,GX,1,100,-0.610
1707823985.545234,378276.000,58050,3,GX,1,100,-0.916
1707823985.585440,378315.000,58050,3,GX,1,100,-0.366
1707823985.625645,378354.000,58050,3,GX,1,100,-0.519
1707823985.665077,378392.250,58067,4,GX,1,100,-0.275
1707823985.704509,378430.500,58067,4,GX,1,100,-0.397
1707823985.743941,378468.750,58067,4,GX,1,100,-0.458
1707823985.783373,378507.000,58067,4,GX,1,100,-0.916
1707823985.823578,378546.000,58084,2,GX,1,100,-0.153
1707823985.863783,378585.000,58084,2,GX,1,100,-0.763
1707823985.904332,378624.333,58099,3,GX,1,100,-0.061
1707823985.944881,378663.667,58099,3,GX,1,100,-0.244
1707823985.985430,378703.000,58099,3,GX,1,100,0.031
1707823986.025291,378741.667,58115,3,GX,1,100,-0.214
1707823986.065153,378780.333,58115,3,GX,1,100,-0.458
1707823986.105014,378819.000,58115,3,GX,1,100,-0.366
1707823986.144704,378857.500,58132,2,GX,1,100,-1.038
1707823986.184394,378896.000,58132,2,GX,1,100,-0.458
1707823986.224255,378934.667,58149,3,GX,1,100,0.122
1707823986.264117,378973.333,58149,3,GX,1,100,-0.153
1707823986.303978,379012.000,58149,3,GX,1,100,-0.732
1707823986.343926,379050.750,58166,4,GX,1,100,-0.824
1707823986.383873,379089.500,58166,4,GX,1,100,-0.214
1707823986.423821,379128.250,58166,4,GX,1,100,-0.092
1707823986.463768,379167.000,58166,4,GX,1,100,-0.427
1707823986.503973,379206.000,58185,2,GX,1,100,-0.092
1707823986.544179,379245.000,58185,2,GX,1,100,-0.183
1707823986.583353,379283.000,58200,3,GX,1,100,1.099
1707823986.622527,379321.000,58200,3,GX,1,100,2.869
1707823986.661701,379359.000,58200,3,GX,1,100,1.831
1707823986.701391,379397.500,58216,2,GX,1,100,0.458
1707823986.741081,379436.000,58216,2,GX,1,100,0.610
1707823986.780942,379474.667,58233,3,GX,1,100,0.336
1707823986.820804,379513.333,58233,3,GX,1,100,0.488
1707823986.860666,379552.000,58233,3,GX,1,100,-0.153
1707823986.900527,379590.667,58250,3,GX,1,100,-0.854
1707823986.940389,379629.333,58250,3,GX,1,100,-0.732
1707823986.980250,379668.000,58250,3,GX,1,100,-0.671
1707823987.020198,379706.750,58267,4,GX,1,100,0.183
1707823987.060145,379745.500,58267,4,GX,1,100,0.824
1707823987.100093,379784.250,58267,4,GX,1,100,-0.244
1707823987.140040,379823.000,58267,4,GX,1,100,-0.275
1707823987.179730,379861.500,58284,2,GX,1,100,-0.336
1707823987.219419,379900.000,58284,2,GX,1,100,0.397
1707823987.258937,379938.333,58300,3,GX,1,100,0.397
1707823987.298455,379976.667,58300,3,GX,1,100,0.031
1707823987.337973,380015.000,58300,3,GX,1,100,-0.336
1707823987.377663,380053.500,58315,2,GX,1,100,-0.275
1707823987.417353,380092.000,58315,2,GX,1,100,0.610
1707823987.457214,380130.667,58335,3,GX,1,100,0.641
1707823987.497076,380169.333,58335,3,GX,1,100,-0.244
1707823987.536937,380208.000,58335,3,GX,1,100,-1.038
1707823987.576455,380246.333,58351,3,GX,1,100,-1.617
1707823987.615973,380284.667,58351,3,GX,1,100,-0.092
1707823987.655491,380323.000,58351,3,GX,1,100,1.587
1707823987.695353,380361.667,58368,3,GX,1,100,2.533
1707823987.735214,380400.333,58368,3,GX,1,100,0.244
1707823987.775076,380439.000,58368,3,GX,1,100,0.214
1707823987.810126,380473.000,58385,3,GX,1,100,0.122
1707823987.845177,380507.000,58385,3,GX,1,100,0.580
1707823987.880228,380541.000,58385,3,GX,1,100,-0.458
1707823987.920089,380579.667,58401,3,GX,1,100,-0.854
1707823987.959951,380618.333,58401,3,GX,1,100,-0.183
1707823987.999812,380657.000,58401,3,GX,1,100,1.007
1707823988.039502,380695.500,58416,2,GX,1,100,0.732
1707823988.079192,380734.000,58416,2,GX,1,100,-0.092
1707823988.119741,380773.333,58434,3,GX,1,100,-1.190
1707823988.160290,380812.667,58434,3,GX,1,100,-1.587
1707823988.200838,380852.000,58434,3,GX,1,100,-1.221
1707823988.241044,380891.000,58452,3,GX,1,100,-0.916
1707823988.281249,380930.000,58452,3,GX,1,100,-1.373
1707823988.321454,380969.000,58452,3,GX,1,100,-1.862
1707823988.361315,381007.667,58471,3,GX,1,100,-2.075
1707823988.401177,381046.333,58471,3,GX,1,100,-0.793
1707823988.441039,381085.000,58471,3,GX,1,100,0.153
1707823988.480213,381123.000,58488,3,GX,1,100,0.031
1707823988.519387,381161.000,58488,3,GX,1,100,0.519
1707823988.558561,381199.000,58488,3,GX,1,100,0.488
1707823988.598767,381238.000,58503,2,GX,1,100,0.488
1707823988.638972,381277.000,58503,2,GX,1,100,0.488
1707823988.679177,381316.000,58519,3,GX,1,100,-0.275
1707823988.719382,381355.000,58519,3,GX,1,100,-0.519
1707823988.759587,381394.000,58519,3,GX,1,100,-0.275
1707823988.800136,381433.333,58536,3,GX,1,100,0.610
1707823988.840685,381472.667,58536,3,GX,1,100,1.221
1707823988.881234,381512.000,58536,3,GX,1,100,0.641
1707823988.920924,381550.500,58553,2,GX,1,100,0.000
1707823988.960613,381589.000,58553,2,GX,1,100,-0.763
1707823989.000229,381627.429,58571,7,GX,1,100,-0.916
1707823989.039845,381665.857,58571,7,GX,1,100,-0.763
1707823989.079462,381704.286,58571,7,GX,1,100,-0.092
1707823989.119078,381742.714,58571,7,GX,1,100,0.732
1707823989.158694,381781.143,58571,7,GX,1,100,0.275
1707823989.198310,381819.571,58571,7,GX,1,100,-1.221
1707823989.237926,381858.000,58571,7,GX,1,100,-1.953
1707823989.278475,381897.333,58590,6,GX,1,100,-0.397
1707823989.319024,381936.667,58590,6,GX,1,100,1.312
1707823989.359572,381976.000,58590,6,GX,1,100,1.343
1707823989.400121,382015.333,58590,6,GX,1,100,-0.671
1707823989.440670,382054.667,58590,6,GX,1,100,-1.892
1707823989.481219,382094.000,58590,6,GX,1,100,-0.458
1707823989.521080,382132.667,58608,6,GX,1,100,0.641
1707823989.560942,382171.333,58608,6,GX,1,100,1.221
1707823989.600803,382210.000,58608,6,GX,1,100,0.610
1707823989.640665,382248.667,58608,6,GX,1,100,-0.946
1707823989.680527,382287.333,58608,6,GX,1,100,-1.251
1707823989.720388,382326.000,58608,6,GX,1,100,-1.190
1707823989.759906,382364.333,58623,3,GX,1,100,0.275
1707823989.799424,382402.667,58623,3,GX,1,100,1.129
1707823989.838942,382441.000,58623,3,GX,1,100,-0.031
1707823989.878803,382479.667,58641,3,GX,1,100,-1.404
1707823989.918665,382518.333,58641,3,GX,1,100,-2.167
1707823989.958527,382557.000,58641,3,GX,1,100,-1.801
1707823989.999247,382596.500,58657,2,GX,1,100,-0.580
1707823990.039968,382636.000,58657,2,GX,1,100,0.031
1707823990.080173,382675.000,58680,5,GX,1,100,-1.160
1707823990.120378,382714.000,58680,5,GX,1,100,-0.214
1707823990.160583,382753.000,58680,5,GX,1,100,-1.068
1707823990.200789,382792.000,58680,5,GX,1,100,-1.587
1707823990.240994,382831.000,58680,5,GX,1,100,-0.427
1707823990.280683,382869.500,58696,2,GX,1,100,0.885
1707823990.320373,382908.000,58696,2,GX,1,100,0.000
1707823990.360235,382946.667,58713,3,GX,1,100,0.061
1707823990.400096,382985.333,58713,3,GX,1,100,0.061
1707823990.439958,383024.000,58713,3,GX,1,100,-1.648
1707823990.475352,383058.333,58730,3,GX,1,100,-0.641
1707823990.510746,383092.667,58730,3,GX,1,100,0.153
1707823990.546141,383127.000,58730,3,GX,1,100,-0.305
1707823990.585315,383165.000,58745,2,GX,1,100,-1.190
1707823990.624489,383203.000,58745,2,GX,1,100,-0.153
1707823990.664351,383241.667,58761,3,GX,1,100,0.336
1707823990.704212,383280.333,58761,3,GX,1,100,-0.763
1707823990.744074,383319.000,58761,3,GX,1,100,-2.472
1707823990.783936,383357.667,58778,3,GX,1,100,-1.923
1707823990.823797,383396.333,58778,3,GX,1,100,-0.336
1707823990.863659,383435.000,58778,3,GX,1,100,-0.549
1707823990.903864,383474.000,58795,2,GX,1,100,0.519
1707823990.944069,383513.000,58795,2,GX,1,100,-0.214
1707823990.983587,383551.333,58812,3,GX,1,100,-1.404
1707823991.023105,383589.667,58812,3,GX,1,100,-0.732
1707823991.062623,383628.000,58812,3,GX,1,100,0.122
1707823991.102141,383666.333,58828,3,GX,1,100,-0.122
1707823991.141659,383704.667,58828,3,GX,1,100,-0.275
1707823991.181176,383743.000,58828,3,GX,1,100,-0.275
1707823991.220351,383781.000,58846,2,GX,1,100,-1.282
1707823991.259525,383819.000,58846,2,GX,1,100,-0.336
1707823991.299387,383857.667,58862,3,GX,1,100,-0.732
1707823991.339248,383896.333,58862,3,GX,1,100,-0.458
1707823991.379110,383935.000,58862,3,GX,1,100,-0.214
1707823991.418971,383973.667,58879,3,GX,1,100,-0.519
1707823991.458833,384012.333,58879,3,GX,1,100,-0.458
1707823991.498694,384051.000,58879,3,GX,1,100,-0.244
1707823991.538900,384090.000,58895,2,GX,1,100,-1.251
1707823991.579105,384129.000,58895,2,GX,1,100,-0.427
1707823991.618966,384167.667,58911,3,GX,1,100,-0.397
1707823991.658828,384206.333,58911,3,GX,1,100,-0.610
1707823991.698689,384245.000,58911,3,GX,1,100,-0.519
1707823991.737864,384283.000,58927,2,GX,1,100,-0.458
1707823991.777038,384321.000,58927,2,GX,1,100,-0.702
1707823991.816556,384359.333,58945,3,GX,1,100,-1.221
1707823991.856074,384397.667,58945,3,GX,1,100,-0.610
1707823991.895592,384436.000,58945,3,GX,1,100,-0.763
1707823991.935453,384474.667,58963,3,GX,1,100,-0.275
1707823991.975315,384513.333,58963,3,GX,1,100,-0.183
1707823992.015176,384552.000,58963,3,GX,1,100,-0.061
1707823992.055382,384591.000,58978,2,GX,1,100,-0.397
1707823992.095587,384630.000,58978,2,GX,1,100,-1.129
1707823992.135448,384668.667,58995,3,GX,1,100,-0.580
1707823992.175310,384707.333,58995,3,GX,1,100,0.336
1707823992.215171,384746.000,58995,3,GX,1,100,0.275
1707823992.255033,384784.667,59012,3,GX,1,100,0.244
1707823992.294894,384823.333,59012,3,GX,1,100,-0.275
1707823992.334756,384862.000,59012,3,GX,1,100,-0.610
1707823992.373930,384900.000,59028,2,GX,1,100,-0.275
1707823992.413105,384938.000,59028,2,GX,1,100,0.061
1707823992.452966,384976.667,59046,3,GX,1,100,0.336
1707823992.492828,385015.333,59046,3,GX,1,100,0.000
1707823992.532689,385054.000,59046,3,GX,1,100,-0.824
1707823992.572379,385092.500,59060,2,GX,1,100,-1.495
1707823992.612069,385131.000,59060,2,GX,1,100,-1.678
1707823992.651930,385169.667,59077,3,GX,1,100,-0.824
1707823992.691792,385208.333,59077,3,GX,1,100,-0.519
1707823992.731653,385247.000,59077,3,GX,1,100,-0.397
1707823992.771515,385285.667,59095,3,GX,1,100,-0.732
1707823992.811376,385324.333,59095,3,GX,1,100,0.427
1707823992.851238,385363.000,59095,3,GX,1,100,-0.793
1707823992.891443,385402.000,59113,2,GX,1,100,0.153
1707823992.931648,385441.000,59113,2,GX,1,100,-0.397
1707823992.971166,385479.333,59128,3,GX,1,100,-0.610
1707823993.010684,385517.667,59128,3,GX,1,100,-0.702
1707823993.050202,385556.000,59128,3,GX,1,100,0.458
1707823993.089376,385594.000,59144,2,GX,1,100,-0.275
1707823993.128551,385632.000,59144,2,GX,1,100,-0.397
1707823993.163945,385666.333,59163,3,GX,1,100,-0.061
1707823993.199339,385700.667,59163,3,GX,1,100,-1.007
1707823993.234734,385735.000,59163,3,GX,1,100,0.214
1707823993.275282,385774.333,59180,3,GX,1,100,1.312
