LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1707823979.586362,372495.750,57126,4,AZ,1,100,0.483
1707823979.626825,372535.000,57126,4,AZ,1,100,0.480
1707823979.667374,372574.333,57140,3,AZ,1,100,0.493
1707823979.707923,372613.667,57140,3,AZ,1,100,0.482
1707823979.748472,372653.000,57140,3,AZ,1,100,0.479
1707823979.783866,372687.333,57159,3,AZ,1,100,0.483
1707823979.819260,372721.667,57159,3,AZ,1,100,0.490
1707823979.854654,372756.000,57159,3,AZ,1,100,0.476
1707823979.894344,372794.500,57176,2,AZ,1,100,0.490
1707823979.934034,372833.000,57176,2,AZ,1,100,0.494
1707823979.974239,372872.000,57193,3,AZ,1,100,0.505
1707823980.014444,372911.000,57193,3,AZ,1,100,0.507
1707823980.054649,372950.000,57193,3,AZ,1,100,0.489
1707823980.095370,372989.500,57209,2,AZ,1,100,0.489
1707823980.136091,373029.000,57209,2,AZ,1,100,0.494
1707823980.175952,373067.667,57225,3,AZ,1,100,0.473
1707823980.215814,373106.333,57225,3,AZ,1,100,0.483
1707823980.255675,373145.000,57225,3,AZ,1,100,0.506
1707823980.295537,373183.667,57241,3,AZ,1,100,0.510
1707823980.335399,373222.333,57241,3,AZ,1,100,0.510
1707823980.375260,373261.000,57241,3,AZ,1,100,0.508
1707823980.414950,373299.500,57260,2,AZ,1,100,0.490
1707823980.454640,373338.000,57260,2,AZ,1,100,0.437
1707823980.494157,373376.333,57277,3,AZ,1,100,0.458
1707823980.533675,373414.667,57277,3,AZ,1,100,0.512
1707823980.573193,373453.000,57277,3,AZ,1,100,0.484
1707823980.613398,373492.000,57292,2,AZ,1,100,0.491
1707823980.653604,373531.000,57292,2,AZ,1,100,0.533
1707823980.694152,373570.333,57308,3,AZ,1,100,0.533
1707823980.734701,373609.667,57308,3,AZ,1,100,0.521
1707823980.775250,373649.000,57308,3,AZ,1,100,0.478
1707823980.815112,373687.667,57326,3,AZ,1,100,0.438
1707823980.854973,373726.333,57326,3,AZ,1,100,0.447
1707823980.894835,373765.000,57326,3,AZ,1,100,0.441
1707823980.934009,373803.000,57342,2,AZ,1,100,0.493
1707823980.973183,373841.000,57342,2,AZ,1,100,0.562
1707823981.013389,373880.000,57359,3,AZ,1,100,0.540
1707823981.053594,373919.000,57359,3,AZ,1,100,0.520
1707823981.093799,373958.000,57359,3,AZ,1,100,0.491
1707823981.133489,373996.500,57373,2,AZ,1,100,0.470
1707823981.173178,374035.000,57373,2,AZ,1,100,0.475
1707823981.213384,374074.000,57393,3,AZ,1,100,0.480
1707823981.253589,374113.000,57393,3,AZ,1,100,0.498
1707823981.293794,374152.000,57393,3,AZ,1,100,0.507
1707823981.334343,374191.333,57409,3,AZ,1,100,0.516
1707823981.374892,374230.667,57409,3,AZ,1,100,0.509
1707823981.415440,374270.000,57409,3,AZ,1,100,0.492
1707823981.455646,374309.000,57426,2,AZ,1,100,0.497
1707823981.495851,374348.000,57426,2,AZ,1,100,0.496
1707823981.535712,374386.667,57442,3,AZ,1,100,0.483
1707823981.575574,374425.333,57442,3,AZ,1,100,0.507
1707823981.615435,374464.000,57442,3,AZ,1,100,0.501
1707823981.655125,374502.500,57458,2,AZ,1,100,0.496
1707823981.694815,374541.000,57458,2,AZ,1,100,0.497
1707823981.734333,374579.333,57474,3,AZ,1,100,0.497
1707823981.773851,374617.667,57474,3,AZ,1,100,0.496
1707823981.813369,374656.000,57474,3,AZ,1,100,0.495
1707823981.853574,374695.000,57492,3,AZ,1,100,0.494
1707823981.893779,374734.000,57492,3,AZ,1,100,0.498
1707823981.933984,374773.000,57492,3,AZ,1,100,0.494
1707823981.974705,374812.500,57510,2,AZ,1,100,0.499
1707823982.015425,374852.000,57510,2,AZ,1,100,0.491
1707823982.055287,374890.667,57525,3,AZ,1,100,0.498
1707823982.095148,374929.333,57525,3,AZ,1,100,0.497
1707823982.135010,374968.000,57525,3,AZ,1,100,0.497
1707823982.174700,375006.500,57542,2,AZ,1,100,0.490
1707823982.214390,375045.000,57542,2,AZ,1,100,0.499
1707823982.254251,375083.667,57559,3,AZ,1,100,0.493
1707823982.294113,375122.333,57559,3,AZ,1,100,0.496
1707823982.333974,375161.000,57559,3,AZ,1,100,0.499
1707823982.373836,375199.667,57575,3,AZ,1,100,0.492
1707823982.413697,375238.333,57575,3,AZ,1,100,0.499
1707823982.453559,375277.000,57575,3,AZ,1,100,0.490
1707823982.488953,375311.333,57593,3,AZ,1,100,0.494
1707823982.524347,375345.667,57593,3,AZ,1,100,0.496
1707823982.559742,375380.000,57593,3,AZ,1,100,0.497
1707823982.599431,375418.500,57607,2,AZ,1,100,0.499
1707823982.639121,375457.000,57607,2,AZ,1,100,0.490
1707823982.678295,375495.000,57626,3,AZ,1,100,0.502
1707823982.717470,375533.000,57626,3,AZ,1,100,0.485
1707823982.756644,375571.000,57626,3,AZ,1,100,0.499
1707823982.796506,375609.667,57642,3,AZ,1,100,0.495
1707823982.836367,375648.333,57642,3,AZ,1,100,0.489
1707823982.876229,375687.000,57642,3,AZ,1,100,0.494
1707823982.917465,375727.000,57660,2,AZ,1,100,0.495
1707823982.958701,375767.000,57660,2,AZ,1,100,0.498
1707823982.999250,375806.333,57675,3,AZ,1,100,0.492
1707823983.039799,375845.667,57675,3,AZ,1,100,0.491
1707823983.080347,375885.000,57675,3,AZ,1,100,0.493
1707823983.120037,375923.500,57691,2,AZ,1,100,0.487
1707823983.159727,375962.000,57691,2,AZ,1,100,0.495
1707823983.199588,376000.667,57710,3,AZ,1,100,0.498
1707823983.239450,376039.333,57710,3,AZ,1,100,0.485
1707823983.279311,376078.000,57710,3,AZ,1,100,0.497
1707823983.318829,376116.333,57727,3,AZ,1,100,0.491
1707823983.358347,376154.667,57727,3,AZ,1,100,0.488
1707823983.397865,376193.000,57727,3,AZ,1,100,0.489
1707823983.438070,376232.000,57743,2,AZ,1,100,0.498
1707823983.478276,376271.000,57743,2,AZ,1,100,0.494
1707823983.518824,376310.333,57759,3,AZ,1,100,0.496
1707823983.559373,376349.667,57759,3,AZ,1,100,0.491
1707823983.599922,376389.000,57759,3,AZ,1,100,0.488
1707823983.640127,376428.000,57777,2,AZ,1,100,0.484
1707823983.680332,376467.000,57777,2,AZ,1,100,0.506
1707823983.720194,376505.667,57794,3,AZ,1,100,0.494
1707823983.760055,376544.333,57794,3,AZ,1,100,0.483
1707823983.799917,376583.000,57794,3,AZ,1,100,0.489
1707823983.839435,376621.333,57811,3,AZ,1,100,0.493
1707823983.878953,376659.667,57811,3,AZ,1,100,0.485
1707823983.918471,376698.000,57811,3,AZ,1,100,0.484
1707823983.958161,376736.500,57827,2,AZ,1,100,0.492
1707823983.997850,376775.000,57827,2,AZ,1,100,0.487
1707823984.037712,376813.667,57842,3,AZ,1,100,0.489
1707823984.077573,376852.333,57842,3,AZ,1,100,0.485
1707823984.117435,376891.000,57842,3,AZ,1,100,0.481
1707823984.157640,376930.000,57860,6,AZ,1,100,0.493
1707823984.197845,376969.000,57860,6,AZ,1,100,0.488
1707823984.238050,377008.000,57860,6,AZ,1,100,0.487
1707823984.278256,377047.000,57860,6,AZ,1,100,0.492
1707823984.318461,377086.000,57860,6,AZ,1,100,0.488
1707823984.358666,377125.000,57860,6,AZ,1,100,0.484
1707823984.398356,377163.500,57876,2,AZ,1,100,0.493
1707823984.438045,377202.000,57876,2,AZ,1,100,0.490
1707823984.477907,377240.667,57896,3,AZ,1,100,0.484
1707823984.517769,377279.333,57896,3,AZ,1,100,0.490
1707823984.557630,377318.000,57896,3,AZ,1,100,0.480
1707823984.597320,377356.500,57910,2,AZ,1,100,0.487
1707823984.637010,377395.000,57910,2,AZ,1,100,0.495
1707823984.676871,377433.667,57927,3,AZ,1,100,0.492
1707823984.716733,377472.333,57927,3,AZ,1,100,0.493
1707823984.756594,377511.000,57927,3,AZ,1,100,0.479
1707823984.797315,377550.500,57949,4,AZ,1,100,0.485
1707823984.838036,377590.000,57949,4,AZ,1,100,0.492
1707823984.878756,377629.500,57949,4,AZ,1,100,0.484
1707823984.919477,377669.000,57949,4,AZ,1,100,0.490
1707823984.959424,377707.750,57966,4,AZ,1,100,0.496
1707823984.999372,377746.500,57966,4,AZ,1,100,0.477
1707823985.039319,377785.250,57966,4,AZ,1,100,0.489
1707823985.079267,377824.000,57966,4,AZ,1,100,0.487
1707823985.113974,377857.667,57980,3,AZ,1,100,0.485
1707823985.148681,377891.333,57980,3,AZ,1,100,0.501
1707823985.183388,377925.000,57980,3,AZ,1,100,0.480
1707823985.224280,377964.667,57998,3,AZ,1,100,0.490
1707823985.265173,378004.333,57998,3,AZ,1,100,0.484
1707823985.306065,378044.000,57998,3,AZ,1,100,0.488
1707823985.345755,378082.500,58014,2,AZ,1,100,0.490
1707823985.385445,378121.000,58014,2,AZ,1,100,0.491
1707823985.425306,378159.667,58031,3,AZ,1,100,0.489
1707823985.465168,378198.333,58031,3,AZ,1,100,0.483
1707823985.505029,378237.000,58031,3,AZ,1,100,0.493
1707823985.545234,378276.000,58049,3,AZ,1,100,0.484
1707823985.585440,378315.000,58049,3,AZ,1,100,0.489
1707823985.625645,378354.000,58049,3,AZ,1,100,0.491
1707823985.665077,378392.250,58066,4,AZ,1,100,0.489
1707823985.704509,378430.500,58066,4,AZ,1,100,0.485
1707823985.743941,378468.750,58066,4,AZ,1,100,0.490
1707823985.783373,378507.000,58066,4,AZ,1,100,0.488
1707823985.823578,378546.000,58083,2,AZ,1,100,0.487
1707823985.863783,378585.000,58083,2,AZ,1,100,0.488
1707823985.904332,378624.333,58098,3,AZ,1,100,0.487
1707823985.944881,378663.667,58098,3,AZ,1,100,0.491
1707823985.985430,378703.000,58098,3,AZ,1,100,0.481
1707823986.025291,378741.667,58114,3,AZ,1,100,0.489
1707823986.065153,378780.333,58114,3,AZ,1,100,0.496
1707823986.105014,378819.000,58114,3,AZ,1,100,0.485
1707823986.144704,378857.500,58131,2,AZ,1,100,0.490
1707823986.184394,378896.000,58131,2,AZ,1,100,0.491
1707823986.224255,378934.667,58148,3,AZ,1,100,0.484
1707823986.264117,378973.333,58148,3,AZ,1,100,0.485
1707823986.303978,379012.000,58148,3,AZ,1,100,0.496
1707823986.343926,379050.750,58165,4,AZ,1,100,0.488
1707823986.383873,379089.500,58165,4,AZ,1,100,0.479
1707823986.423821,379128.250,58165,4,AZ,1,100,0.494
1707823986.463768,379167.000,58165,4,AZ,1,100,0.492
1707823986.503973,379206.000,58184,2,AZ,1,100,0.487
1707823986.544179,379245.000,58184,2,AZ,1,100,0.498
1707823986.583353,379283.000,58199,3,AZ,1,100,0.490
1707823986.622527,379321.000,58199,3,AZ,1,100,0.483
1707823986.661701,379359.000,58199,3,AZ,1,100,0.488
1707823986.701391,379397.500,58215,2,AZ,1,100,0.494
1707823986.741081,379436.000,58215,2,AZ,1,100,0.490
1707823986.780942,379474.667,58232,3,AZ,1,100,0.491
1707823986.820804,379513.333,58232,3,AZ,1,100,0.485
1707823986.860666,379552.000,58232,3,AZ,1,100,0.497
1707823986.900527,379590.667,58249,3,AZ,1,100,0.493
1707823986.940389,379629.333,58249,3,AZ,1,100,0.495
1707823986.980250,379668.000,58249,3,AZ,1,100,0.493
1707823987.020198,379706.750,58266,4,AZ,1,100,0.492
1707823987.060145,379745.500,58266,4,AZ,1,100,0.494
1707823987.100093,379784.250,58266,4,AZ,1,100,0.493
1707823987.140040,379823.000,58266,4,AZ,1,100,0.495
1707823987.179730,379861.500,58283,2,AZ,1,100,0.500
1707823987.219419,379900.000,58283,2,AZ,1,100,0.488
1707823987.258937,379938.333,58299,3,AZ,1,100,0.486
1707823987.298455,379976.667,58299,3,AZ,1,100,0.501
1707823987.337973,380015.000,58299,3,AZ,1,100,0.503
1707823987.377663,380053.500,58314,2,AZ,1,100,0.492
1707823987.417353,380092.000,58314,2,AZ,1,100,0.485
1707823987.457214,380130.667,58334,3,AZ,1,100,0.500
1707823987.497076,380169.333,58334,3,AZ,1,100,0.502
1707823987.536937,380208.000,58334,3,AZ,1,100,0.499
1707823987.576455,380246.333,58350,3,AZ,1,100,0.493
1707823987.615973,380284.667,58350,3,AZ,1,100,0.501
1707823987.655491,380323.000,58350,3,AZ,1,100,0.499
1707823987.695353,380361.667,58367,3,AZ,1,100,0.503
1707823987.735214,380400.333,58367,3,AZ,1,100,0.494
1707823987.775076,380439.000,58367,3,AZ,1,100,0.495
1707823987.810126,380473.000,58384,3,AZ,1,100,0.501
1707823987.845177,380507.000,58384,3,AZ,1,100,0.495
1707823987.880228,380541.000,58384,3,AZ,1,100,0.499
1707823987.920089,380579.667,58400,3,AZ,1,100,0.500
1707823987.959951,380618.333,58400,3,AZ,1,100,0.498
1707823987.999812,380657.000,58400,3,AZ,1,100,0.496
1707823988.039502,380695.500,58415,2,AZ,1,100,0.500
1707823988.079192,380734.000,58415,2,AZ,1,100,0.493
1707823988.119741,380773.333,58433,3,AZ,1,100,0.500
1707823988.160290,380812.667,58433,3,AZ,1,100,0.499
1707823988.200838,380852.000,58433,3,AZ,1,100,0.498
1707823988.241044,380891.000,58451,3,AZ,1,100,0.495
1707823988.281249,380930.000,58451,3,AZ,1,100,0.493
1707823988.321454,380969.000,58451,3,AZ,1,100,0.495
1707823988.361315,381007.667,58470,3,AZ,1,100,0.500
1707823988.401177,381046.333,58470,3,AZ,1,100,0.495
1707823988.441039,381085.000,58470,3,AZ,1,100,0.498
1707823988.480213,381123.000,58487,3,AZ,1,100,0.499
1707823988.519387,381161.000,58487,3,AZ,1,100,0.490
1707823988.558561,381199.000,58487,3,AZ,1,100,0.496
1707823988.598767,381238.000,58502,2,AZ,1,100,0.496
1707823988.638972,381277.000,58502,2,AZ,1,100,0.495
1707823988.679177,381316.000,58518,3,AZ,1,100,0.499
1707823988.719382,381355.000,58518,3,AZ,1,100,0.502
1707823988.759587,381394.000,58518,3,AZ,1,100,0.510
1707823988.800136,381433.333,58535,3,AZ,1,100,0.493
1707823988.840685,381472.667,58535,3,AZ,1,100,0.495
1707823988.881234,381512.000,58535,3,AZ,1,100,0.494
1707823988.920924,381550.500,58552,2,AZ,1,100,0.493
1707823988.960613,381589.000,58552,2,AZ,1,100,0.507
1707823989.000229,381627.429,58570,7,AZ,1,100,0.507
1707823989.039845,381665.857,58570,7,AZ,1,100,0.502
1707823989.079462,381704.286,58570,7,AZ,1,100,0.496
1707823989.119078,381742.714,58570,7,AZ,1,100,0.494
1707823989.158694,381781.143,58570,7,AZ,1,100,0.499
1707823989.198310,381819.571,58570,7,AZ,1,100,0.510
1707823989.237926,381858.000,58570,7,AZ,1,100,0.512
1707823989.278475,381897.333,58589,6,AZ,1,100,0.500
1707823989.319024,381936.667,58589,6,AZ,1,100,0.495
1707823989.359572,381976.000,58589,6,AZ,1,100,0.496
1707823989.400121,382015.333,58589,6,AZ,1,100,0.510
1707823989.440670,382054.667,58589,6,AZ,1,100,0.510
1707823989.481219,382094.000,58589,6,AZ,1,100,0.504
1707823989.521080,382132.667,58607,6,AZ,1,100,0.500
1707823989.560942,382171.333,58607,6,AZ,1,100,0.494
1707823989.600803,382210.000,58607,6,AZ,1,100,0.499
1707823989.640665,382248.667,58607,6,AZ,1,100,0.510
1707823989.680527,382287.333,58607,6,AZ,1,100,0.503
1707823989.720388,382326.000,58607,6,AZ,1,100,0.504
1707823989.759906,382364.333,58622,3,AZ,1,100,0.508
1707823989.799424,382402.667,58622,3,AZ,1,100,0.495
1707823989.838942,382441.000,58622,3,AZ,1,100,0.499
1707823989.878803,382479.667,58640,3,AZ,1,100,0.504
1707823989.918665,382518.333,58640,3,AZ,1,100,0.505
1707823989.958527,382557.000,58640,3,AZ,1,100,0.510
1707823989.999247,382596.500,58656,2,AZ,1,100,0.494
1707823990.039968,382636.000,58656,2,AZ,1,100,0.502
1707823990.080173,382675.000,58679,5,AZ,1,100,0.505
1707823990.120378,382714.000,58679,5,AZ,1,100,0.492
1707823990.160583,382753.000,58679,5,AZ,1,100,0.500
1707823990.200789,382792.000,58679,5,AZ,1,100,0.511
1707823990.240994,382831.000,58679,5,AZ,1,100,0.498
1707823990.280683,382869.500,58695,2,AZ,1,100,0.491
1707823990.320373,382908.000,58695,2,AZ,1,100,0.509
1707823990.360235,382946.667,58712,3,AZ,1,100,0.498
1707823990.400096,382985.333,58712,3,AZ,1,100,0.498
1707823990.439958,383024.000,58712,3,AZ,1,100,0.503
1707823990.475352,383058.333,58729,3,AZ,1,100,0.503
1707823990.510746,383092.667,58729,3,AZ,1,100,0.500
1707823990.546141,383127.000,58729,3,AZ,1,100,0.507
1707823990.585315,383165.000,58744,2,AZ,1,100,0.497
1707823990.624489,383203.000,58744,2,AZ,1,100,0.500
1707823990.664351,383241.667,58760,3,AZ,1,100,0.495
1707823990.704212,383280.333,58760,3,AZ,1,100,0.494
1707823990.744074,383319.000,58760,3,AZ,1,100,0.515
1707823990.783936,383357.667,58777,3,AZ,1,100,0.500
1707823990.823797,383396.333,58777,3,AZ,1,100,0.495
1707823990.863659,383435.000,58777,3,AZ,1,100,0.501
1707823990.903864,383474.000,58794,2,AZ,1,100,0.499
1707823990.944069,383513.000,58794,2,AZ,1,100,0.498
1707823990.983587,383551.333,58811,3,AZ,1,100,0.500
1707823991.023105,383589.667,58811,3,AZ,1,100,0.500
1707823991.062623,383628.000,58811,3,AZ,1,100,0.503
1707823991.102141,383666.333,58827,3,AZ,1,100,0.496
1707823991.141659,383704.667,58827,3,AZ,1,100,0.496
1707823991.181176,383743.000,58827,3,AZ,1,100,0.501
1707823991.220351,383781.000,58845,2,AZ,1,100,0.508
1707823991.259525,383819.000,58845,2,AZ,1,100,0.492
1707823991.299387,383857.667,58861,3,AZ,1,100,0.505
1707823991.339248,383896.333,58861,3,AZ,1,100,0.497
1707823991.379110,383935.000,58861,3,AZ,1,100,0.491
1707823991.418971,383973.667,58878,3,AZ,1,100,0.497
1707823991.458833,384012.333,58878,3,AZ,1,100,0.500
1707823991.498694,384051.000,58878,3,AZ,1,100,0.495
1707823991.538900,384090.000,58894,2,AZ,1,100,0.510
1707823991.579105,384129.000,58894,2,AZ,1,100,0.491
1707823991.618966,384167.667,58910,3,AZ,1,100,0.502
1707823991.658828,384206.333,58910,3,AZ,1,100,0.496
1707823991.698689,384245.000,58910,3,AZ,1,100,0.499
1707823991.737864,384283.000,58926,2,AZ,1,100,0.494
1707823991.777038,384321.000,58926,2,AZ,1,100,0.496
1707823991.816556,384359.333,58944,3,AZ,1,100,0.499
1707823991.856074,384397.667,58944,3,AZ,1,100,0.497
1707823991.895592,384436.000,58944,3,AZ,1,100,0.502
1707823991.935453,384474.667,58962,3,AZ,1,100,0.493
1707823991.975315,384513.333,58962,3,AZ,1,100,0.499
1707823992.015176,384552.000,58962,3,AZ,1,100,0.495
1707823992.055382,384591.000,58977,2,AZ,1,100,0.492
1707823992.095587,384630.000,58977,2,AZ,1,100,0.504
1707823992.135448,384668.667,58994,3,AZ,1,100,0.493
1707823992.175310,384707.333,58994,3,AZ,1,100,0.502
1707823992.215171,384746.000,58994,3,AZ,1,100,0.492
1707823992.255033,384784.667,59011,3,AZ,1,100,0.496
1707823992.294894,384823.333,59011,3,AZ,1,100,0.498
1707823992.334756,384862.000,59011,3,AZ,1,100,0.503
1707823992.373930,384900.000,59027,2,AZ,1,100,0.501
1707823992.413105,384938.000,59027,2,AZ,1,100,0.500
1707823992.452966,384976.667,59045,3,AZ,1,100,0.493
1707823992.492828,385015.333,59045,3,AZ,1,100,0.498
1707823992.532689,385054.000,59045,3,AZ,1,100,0.493
1707823992.572379,385092.500,59059,2,AZ,1,100,0.493
1707823992.612069,385131.000,59059,2,AZ,1,100,0.503
1707823992.651930,385169.667,59076,3,AZ,1,100,0.496
1707823992.691792,385208.333,59076,3,AZ,1,100,0.493
1707823992.731653,385247.000,59076,3,AZ,1,100,0.499
1707823992.771515,385285.667,59094,3,AZ,1,100,0.494
1707823992.811376,385324.333,59094,3,AZ,1,100,0.494
1707823992.851238,385363.000,59094,3,AZ,1,100,0.503
1707823992.891443,385402.000,59112,2,AZ,1,100,0.492
1707823992.931648,385441.000,59112,2,AZ,1,100,0.488
1707823992.971166,385479.333,59127,3,AZ,1,100,0.509
1707823993.010684,385517.667,59127,3,AZ,1,100,0.494
1707823993.050202,385556.000,59127,3,AZ,1,100,0.484
