32427,2426,2,MZ,1,100,-3,-3
32556,2427,3,PI,1,100,172414,172164,172023
32556,2428,3,PR,1,100,161310,161210,161157
32556,2429,3,PG,1,100,11403,11328,11230
32543,2430,2,EA,1,100,4.056976,4.056976
32543,2431,2,EL,1,100,-19184.000000,-19184.000000
32472,2432,1,T1,1,100,22.199
32485,2433,1,TH,1,100,23.783
32543,2434,3,AX,1,100,-0.684,-0.685,-0.687
32543,2435,3,AY,1,100,0.540,0.539,0.535
32543,2436,3,AZ,1,100,0.485,0.487,0.486
32543,2437,3,GX,1,100,-0.305,-0.366,-0.305
32543,2438,3,GY,1,100,-0.336,-0.061,-0.214
32543,2439,3,GZ,1,100,-0.031,-0.641,-0.519
32543,2440,3,MX,1,100,38,37,37
32543,2441,3,MY,1,100,-27,-26,-27
32543,2442,3,MZ,1,100,-4,-2,-3
32657,2443,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
32608,2444,1,SF,1,100,0.0000
32633,2445,2,PI,1,100,171948,171891
32633,2446,2,PR,1,100,161122,161084
32633,2447,2,PG,1,100,11162,11110
32608,2448,1,EA,1,100,4.056976
32608,2449,1,EL,1,100,-19184.000000
32601,2450,1,T1,1,100,22.228
32615,2451,1,TH,1,100,23.822
32659,2452,3,AX,1,100,-0.682,-0.684,-0.685
32659,2453,3,AY,1,100,0.541,0.540,0.537
32659,2454,3,AZ,1,100,0.489,0.488,0.487
32659,2455,3,GX,1,100,-0.214,-0.458,-0.153
32659,2456,3,GY,1,100,-0.488,-0.305,-0.214
32659,2457,3,GZ,1,100,0.183,0.000,-0.702
32659,2458,3,MX,1,100,37,38,38
32659,2459,3,MY,1,100,-27,-26,-26
32659,2460,3,MZ,1,100,-3,-2,-3
32747,2461,3,PI,1,100,171892,171949,171973
32747,2462,3,PR,1,100,161060,161088,161089
32747,2463,3,PG,1,100,11093,11108,11114
32736,2464,2,EA,1,100,4.056976,4.056976
32736,2465,2,EL,1,100,-19184.000000,-19184.000000
32729,2466,1,T1,1,100,22.311
32742,2467,1,TH,1,100,23.828
32736,2468,2,AX,1,100,-0.683,-0.683
32736,2469,2,AY,1,100,0.534,0.542
32736,2470,2,AZ,1,100,0.485,0.489
32736,2471,2,GX,1,100,-0.366,-0.397
32736,2472,2,GY,1,100,-0.183,-0.305
32736,2473,2,GZ,1,100,-0.641,-0.122
32736,2474,2,MX,1,100,38,38
32736,2475,2,MY,1,100,-26,-26
32736,2476,2,MZ,1,100,-3,-4
32858,2477,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
32864,2478,3,PI,1,100,171996,172030,172069
32864,2479,3,PR,1,100,161082,161102,161106
32864,2480,3,PG,1,100,11127,11131,11141
32864,2481,2,EA,1,100,4.056976,4.056976
32864,2482,2,EL,1,100,-19184.000000,-19184.000000
32857,2483,1,T1,1,100,22.312
32852,2484,3,AX,1,100,-0.682,-0.685,-0.690
32852,2485,3,AY,1,100,0.539,0.538,0.535
32852,2486,3,AZ,1,100,0.489,0.487,0.489
32852,2487,3,GX,1,100,-0.366,-0.366,-0.305
32852,2488,3,GY,1,100,-0.275,-0.183,-0.275
32852,2489,3,GZ,1,100,-0.061,-0.610,-0.488
32852,2490,3,MX,1,100,38,38,38
32852,2491,3,MY,1,100,-26,-27,-26
32852,2492,3,MZ,1,100,-3,-5,-3
32943,2493,1,BI,1,100,760
32943,2494,1,HR,1,100,75
32930,2495,1,SF,1,100,0.0000
32943,2496,2,PI,1,100,172122,172179
32943,2497,2,PR,1,100,161128,161145
32943,2498,2,PG,1,100,11147,11175
32930,2499,1,EA,1,100,4.054607
32930,2500,1,EL,1,100,-19183.800781
32871,2501,1,TH,1,100,23.867
32970,2502,3,AX,1,100,-0.681,-0.682,-0.687
32970,2503,3,AY,1,100,0.540,0.538,0.534
32970,2504,3,AZ,1,100,0.488,0.489,0.487
32970,2505,3,GX,1,100,-0.275,-0.397,-0.305
32970,2506,3,GY,1,100,-0.397,-0.275,-0.183
32970,2507,3,GZ,1,100,0.153,-0.061,-0.549
32970,2508,3,MX,1,100,38,37,38
32970,2509,3,MY,1,100,-26,-26,-26
32970,2510,3,MZ,1,100,-2,-2,-3
33059,2511,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
33061,2512,3,PI,1,100,172249,172304,172348
33061,2513,3,PR,1,100,161163,161188,161196
33061,2514,3,PG,1,100,11204,11216,11232
33061,2515,2,EA,1,100,4.054607,4.045111
33061,2516,2,EL,1,100,-19183.800781,-19183.000000
32990,2517,1,T1,1,100,22.312
33003,2518,1,TH,1,100,23.874
33048,2519,2,AX,1,100,-0.682,-0.680
33048,2520,2,AY,1,100,0.540,0.541
33048,2521,2,AZ,1,100,0.488,0.485
33048,2522,2,GX,1,100,-0.275,-0.305
33048,2523,2,GY,1,100,-0.427,-0.458
33048,2524,2,GZ,1,100,0.214,0.549
33048,2525,2,MX,1,100,38,38
33048,2526,2,MY,1,100,-26,-26
33048,2527,2,MZ,1,100,-3,-2
33216,2528,4,PI,1,100,172396,172447,172482,172532
33216,2529,4,PR,1,100,161228,161245,161238,161259
33216,2530,4,PG,1,100,11248,11267,11281,11304
33190,2531,2,EA,1,100,4.045111,4.045111
33190,2532,2,EL,1,100,-19183.000000,-19183.000000
33248,2533,2,T1,1,100,22.312,22.312
33132,2534,1,TH,1,100,23.822
33242,2535,5,AX,1,100,-0.683,-0.684,-0.681,-0.684,-0.679
33242,2536,5,AY,1,100,0.541,0.538,0.540,0.538,0.542
33242,2537,5,AZ,1,100,0.487,0.486,0.488,0.490,0.488
33242,2538,5,GX,1,100,0.092,-0.305,-0.427,-0.397,-0.366
33242,2539,5,GY,1,100,-0.641,-0.366,-0.122,-0.122,-0.183
33242,2540,5,GZ,1,100,0.488,-0.092,-0.275,-0.397,-0.671
33242,2541,5,MX,1,100,38,37,37,38,37
33242,2542,5,MY,1,100,-26,-26,-26,-25,-26
33242,2543,5,MZ,1,100,-2,-4,-3,-3,-4
33311,2544,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
33317,2545,1,SF,1,100,0.0000
33329,2546,3,PI,1,100,172598,172624,172417
33329,2547,3,PR,1,100,161278,161290,161191
33329,2548,3,PG,1,100,11317,11329,11314
33317,2549,2,EA,1,100,4.045111,4.045111
33317,2550,2,EL,1,100,-19183.000000,-19183.000000
33260,2551,1,TH,1,100,23.823
33317,2552,2,AX,1,100,-0.686,-0.684
33317,2553,2,AY,1,100,0.534,0.540
33317,2554,2,AZ,1,100,0.487,0.492
33317,2555,2,GX,1,100,-0.275,-0.122
33317,2556,2,GY,1,100,-0.214,-0.458
33317,2557,2,GZ,1,100,-0.824,-0.153
33317,2558,2,MX,1,100,38,38
33317,2559,2,MY,1,100,-26,-26
33317,2560,2,MZ,1,100,-2,-4
33447,2561,3,PI,1,100,172113,171949,171850
33447,2562,3,PR,1,100,161070,161005,160953
33447,2563,3,PG,1,100,11261,11180,11104
33447,2564,2,EA,1,100,4.049862,4.052225
33447,2565,2,EL,1,100,-19183.400391,-19183.599609
33375,2566,1,T1,1,100,22.312
33388,2567,1,TH,1,100,23.855
33421,2568,3,AX,1,100,-0.678,-0.690,-0.683
33421,2569,3,AY,1,100,0.544,0.534,0.541
33421,2570,3,AZ,1,100,0.489,0.484,0.489
33421,2571,3,GX,1,100,-0.366,-0.336,-0.183
33421,2572,3,GY,1,100,-0.336,-0.122,-0.244
33421,2573,3,GZ,1,100,0.122,-0.671,-0.610
33421,2574,3,MX,1,100,38,37,38
33421,2575,3,MY,1,100,-26,-27,-26
33421,2576,3,MZ,1,100,-3,-3,-2
33512,2577,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
33524,2578,2,PI,1,100,171807,171803
33524,2579,2,PR,1,100,160923,160904
33524,2580,2,PG,1,100,11043,11025
33512,2581,1,EA,1,100,4.049862
33512,2582,1,EL,1,100,-19183.400391
33505,2583,1,T1,1,100,22.277
33518,2584,1,TH,1,100,23.862
33537,2585,3,AX,1,100,-0.683,-0.683,-0.684
33537,2586,3,AY,1,100,0.541,0.533,0.535
33537,2587,3,AZ,1,100,0.488,0.486,0.489
33537,2588,3,GX,1,100,-0.427,-0.336,-0.061
33537,2589,3,GY,1,100,-0.366,-0.183,-0.458
33537,2590,3,GZ,1,100,0.061,-0.641,-0.153
33537,2591,3,MX,1,100,37,38,37
33537,2592,3,MY,1,100,-26,-26,-26
33537,2593,3,MZ,1,100,-2,-4,-4
33641,2594,1,SF,1,100,0.0000
33641,2595,3,PI,1,100,171839,171876,171913
33641,2596,3,PR,1,100,160930,160946,160951
33641,2597,3,PG,1,100,11019,11039,11043
33641,2598,2,EA,1,100,4.047469,4.045111
33641,2599,2,EL,1,100,-19183.199219,-19183.000000
33634,2600,1,T1,1,100,22.297
33647,2601,1,TH,1,100,23.824
33652,2602,3,AX,1,100,-0.682,-0.683,-0.685
33652,2603,3,AY,1,100,0.544,0.538,0.539
33652,2604,3,AZ,1,100,0.489,0.485,0.484
33652,2605,3,GX,1,100,-0.244,-0.366,-0.244
33652,2606,3,GY,1,100,-0.580,-0.305,-0.244
33652,2607,3,GZ,1,100,0.549,-0.031,-0.275
33652,2608,3,MX,1,100,38,37,38
33652,2609,3,MY,1,100,-27,-25,-27
33652,2610,3,MZ,1,100,-3,-2,-3
33713,2611,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
33717,2612,2,PI,1,100,171943,171975
33717,2613,2,PR,1,100,160954,160958
33717,2614,2,PG,1,100,11057,11065
33703,2615,1,EA,1,100,4.047469
33703,2616,1,EL,1,100,-19183.199219
33730,2617,2,AX,1,100,-0.681,-0.681
33730,2618,2,AY,1,100,0.540,0.539
33730,2619,2,AZ,1,100,0.488,0.488
33730,2620,2,GX,1,100,-0.427,-0.122
33730,2621,2,GY,1,100,-0.305,-0.610
33730,2622,2,GZ,1,100,-0.092,0.549
33730,2623,2,MX,1,100,37,38
33730,2624,2,MY,1,100,-26,-26
33730,2625,2,MZ,1,100,-1,-3
33766,2626,1,BI,1,100,840
33766,2627,1,HR,1,100,74
33846,2628,3,PI,1,100,172027,172082,172138
33846,2629,3,PR,1,100,160973,160994,161001
33846,2630,3,PG,1,100,11081,11099,11114
33833,2631,2,EA,1,100,4.047469,4.045111
33833,2632,2,EL,1,100,-19183.199219,-19183.000000
33762,2633,1,T1,1,100,22.306
33775,2634,1,TH,1,100,23.824
33846,2635,3,AX,1,100,-0.682,-0.682,-0.682
33846,2636,3,AY,1,100,0.538,0.539,0.539
33846,2637,3,AZ,1,100,0.488,0.484,0.487
33846,2638,3,GX,1,100,-0.214,-0.244,-0.061
33846,2639,3,GY,1,100,-0.549,-0.488,-0.641
33846,2640,3,GZ,1,100,0.305,0.244,0.824
33846,2641,3,MX,1,100,39,38,37
33846,2642,3,MY,1,100,-26,-26,-26
33846,2643,3,MZ,1,100,-3,-3,-4
33925,2644,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
33962,2645,1,SF,1,100,0.0000
33962,2646,3,PI,1,100,172196,172264,172298
33962,2647,3,PR,1,100,161027,161062,161083
33962,2648,3,PG,1,100,11138,11159,11182
33962,2649,2,EA,1,100,4.045111,4.042756
33962,2650,2,EL,1,100,-19183.000000,-19182.800781
33890,2651,1,T1,1,100,22.381
33904,2652,1,TH,1,100,23.930
33962,2653,3,AX,1,100,-0.684,-0.668,-0.671
33962,2654,3,AY,1,100,0.534,0.557,0.552
33962,2655,3,AZ,1,100,0.487,0.497,0.492
33962,2656,3,GX,1,100,0.275,0.946,-0.610
33962,2657,3,GY,1,100,-1.038,-2.075,-0.397
33962,2658,3,GZ,1,100,1.923,3.784,0.549
33962,2659,3,MX,1,100,38,37,37
33962,2660,3,MY,1,100,-27,-26,-26
33962,2661,3,MZ,1,100,-3,-3,-3
34039,2662,2,PI,1,100,172363,172412
34039,2663,2,PR,1,100,161095,161113
34039,2664,2,PG,1,100,11194,11213
34026,2665,1,EA,1,100,4.035643
34026,2666,1,EL,1,100,-19182.199219
34020,2667,1,T1,1,100,22.306
34033,2668,1,TH,1,100,23.937
34039,2669,2,AX,1,100,-0.687,-0.676
34039,2670,2,AY,1,100,0.528,0.549
34039,2671,2,AZ,1,100,0.485,0.490
34039,2672,2,GX,1,100,-0.427,-0.275
34039,2673,2,GY,1,100,0.336,-0.244
34039,2674,2,GZ,1,100,-2.197,-0.427
34039,2675,2,MX,1,100,38,39
34039,2676,2,MY,1,100,-26,-27
34039,2677,2,MZ,1,100,-4,-1
34113,2678,1,TL,1,100,2024-02-13_11-27-05-448968
34117,2679,2,AK,1,100,1874,RD
34117,2680,2,RD,1,100,TL,TU
34142,2681,1,TL,1,100,2024-02-13_11-27-10-577249
34145,2682,2,AK,1,100,2680,RD
34145,2683,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
34154,2684,3,PI,1,100,172462,172507,172544
34154,2685,3,PR,1,100,161127,161136,161160
34154,2686,3,PG,1,100,11230,11246,11262
34154,2687,2,EA,1,100,4.033299,4.033299
34154,2688,2,EL,1,100,-19182.000000,-19182.000000
34148,2689,1,T1,1,100,22.239
34160,2690,1,TH,1,100,23.895
34154,2691,3,AX,1,100,-0.666,-0.685,-0.676
34154,2692,3,AY,1,100,0.552,0.537,0.543
34154,2693,3,AZ,1,100,0.487,0.489,0.487
34154,2694,3,GX,1,100,-0.641,-0.061,-0.244
34154,2695,3,GY,1,100,-0.458,-0.366,-0.275
34154,2696,3,GZ,1,100,0.671,-0.580,-0.519
34154,2697,3,MX,1,100,38,38,38
34154,2698,3,MY,1,100,-26,-26,-26
34154,2699,3,MZ,1,100,-3,-4,-3
34218,2700,1,SF,1,100,0.0000
34231,2701,2,PI,1,100,172411,172103
34231,2702,2,PR,1,100,161096,160966
34231,2703,2,PG,1,100,11257,11210
34218,2704,1,EA,1,100,4.033299
34218,2705,1,EL,1,100,-19182.000000
34231,2706,2,AX,1,100,-0.675,-0.675
34231,2707,2,AY,1,100,0.547,0.545
34231,2708,2,AZ,1,100,0.489,0.488
34231,2709,2,GX,1,100,-0.275,-0.275
34231,2710,2,GY,1,100,-0.580,-0.244
34231,2711,2,GZ,1,100,0.549,-0.092
34231,2712,2,MX,1,100,38,38
34231,2713,2,MY,1,100,-26,-26
34231,2714,2,MZ,1,100,-3,-2
34346,2715,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
34347,2716,3,PI,1,100,171939,171870,171821
34347,2717,3,PR,1,100,160896,160861,160837
34347,2718,3,PG,1,100,11145,11072,11025
34347,2719,2,EA,1,100,4.026251,4.028603
34347,2720,2,EL,1,100,-19181.400391,-19181.599609
34276,2721,1,T1,1,100,22.281
34289,2722,1,TH,1,100,23.902
34347,2723,3,AX,1,100,-0.679,-0.677,-0.674
34347,2724,3,AY,1,100,0.538,0.543,0.550
34347,2725,3,AZ,1,100,0.486,0.490,0.489
34347,2726,3,GX,1,100,-0.275,-0.366,-0.488
34347,2727,3,GY,1,100,-0.092,-0.336,-0.336
34347,2728,3,GZ,1,100,-0.641,-0.092,0.061
34347,2729,3,MX,1,100,37,37,38
34347,2730,3,MY,1,100,-26,-26,-26
34347,2731,3,MZ,1,100,-3,-3,-3
34463,2732,3,PI,1,100,171826,171882,171918
34463,2733,3,PR,1,100,160837,160844,160856
34463,2734,3,PG,1,100,11021,11025,11032
34412,2735,1,EA,1,100,4.026251
34412,2736,1,EL,1,100,-19181.400391
34405,2737,1,T1,1,100,22.263
34418,2738,1,TH,1,100,23.876
34463,2739,3,AX,1,100,-0.683,-0.675,-0.674
34463,2740,3,AY,1,100,0.539,0.545,0.546
34463,2741,3,AZ,1,100,0.490,0.488,0.488
34463,2742,3,GX,1,100,-0.641,-0.336,-0.427
34463,2743,3,GY,1,100,0.092,-0.153,-0.336
34463,2744,3,GZ,1,100,-0.824,-0.427,0.153
34463,2745,3,MX,1,100,37,37,38
34463,2746,3,MY,1,100,-27,-26,-26
34463,2747,3,MZ,1,100,-1,-4,-3
34547,2748,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
34541,2749,1,SF,1,100,0.0000
34541,2750,2,PI,1,100,171928,171958
34541,2751,2,PR,1,100,160862,160865
34541,2752,2,PG,1,100,11039,11049
34541,2753,2,EA,1,100,4.021572,4.023902
34541,2754,2,EL,1,100,-19181.000000,-19181.199219
34534,2755,1,T1,1,100,22.362
34546,2756,1,TH,1,100,23.876
34579,2757,3,AX,1,100,-0.679,-0.680,-0.678
34579,2758,3,AY,1,100,0.546,0.542,0.548
34579,2759,3,AZ,1,100,0.490,0.488,0.490
34579,2760,3,GX,1,100,-0.336,-0.519,-0.305
34579,2761,3,GY,1,100,-0.122,0.000,-0.244
34579,2762,3,GZ,1,100,-0.458,-0.824,-0.214
34579,2763,3,MX,1,100,38,38,38
34579,2764,3,MY,1,100,-25,-27,-26
34579,2765,3,MZ,1,100,-2,-3,-2
34616,2766,1,BI,1,100,880
34616,2767,1,HR,1,100,73
34656,2768,3,PI,1,100,172002,172039,172104
34656,2769,3,PR,1,100,160882,160895,160913
34656,2770,3,PG,1,100,11063,11079,11093
34668,2771,2,EA,1,100,4.026251,4.021572
34668,2772,2,EL,1,100,-19181.400391,-19181.000000
34661,2773,1,T1,1,100,22.263
34674,2774,1,TH,1,100,23.825
34656,2775,2,AX,1,100,-0.675,-0.678
34656,2776,2,AY,1,100,0.545,0.541
34656,2777,2,AZ,1,100,0.488,0.488
34656,2778,2,GX,1,100,-0.397,-0.458
34656,2779,2,GY,1,100,-0.183,-0.031
34656,2780,2,GZ,1,100,-0.336,-0.977
34656,2781,2,MX,1,100,37,37
34656,2782,2,MY,1,100,-26,-26
34656,2783,2,MZ,1,100,-3,-1
34748,2784,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
34771,2785,3,PI,1,100,172163,172215,172265
34771,2786,3,PR,1,100,160927,160948,160964
34771,2787,3,PG,1,100,11110,11134,11152
34732,2788,1,EA,1,100,4.021572
34732,2789,1,EL,1,100,-19181.000000
34771,2790,3,AX,1,100,-0.680,-0.673,-0.679
34771,2791,3,AY,1,100,0.542,0.549,0.546
34771,2792,3,AZ,1,100,0.488,0.486,0.488
34771,2793,3,GX,1,100,-0.397,-0.336,-0.519
34771,2794,3,GY,1,100,-0.031,-0.366,-0.122
34771,2795,3,GZ,1,100,-0.824,-0.092,-0.793
34771,2796,3,MX,1,100,38,37,38
34771,2797,3,MY,1,100,-26,-25,-27
34771,2798,3,MZ,1,100,-3,-4,-2
34860,2799,1,SF,1,100,0.0000
34848,2800,2,PI,1,100,172307,172348
34848,2801,2,PR,1,100,160979,160997
34848,2802,2,PG,1,100,11168,11182
34860,2803,2,EA,1,100,4.021572,4.014565
34860,2804,2,EL,1,100,-19181.000000,-19180.400391
34790,2805,1,T1,1,100,22.220
34804,2806,1,TH,1,100,23.832
34848,2807,2,AX,1,100,-0.684,-0.680
34848,2808,2,AY,1,100,0.539,0.544
34848,2809,2,AZ,1,100,0.487,0.489
34848,2810,2,GX,1,100,-0.458,-0.305
34848,2811,2,GY,1,100,0.122,-0.153
34848,2812,2,GZ,1,100,-1.434,-0.610
34848,2813,2,MX,1,100,38,38
34848,2814,2,MY,1,100,-26,-26
34848,2815,2,MZ,1,100,-3,-3
34953,2816,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
34964,2817,3,PI,1,100,172397,172451,172498
34964,2818,3,PR,1,100,161005,161025,161047
34964,2819,3,PG,1,100,11201,11221,11240
34926,2820,1,EA,1,100,4.014565
34926,2821,1,EL,1,100,-19180.400391
34919,2822,1,T1,1,100,22.273
34932,2823,1,TH,1,100,23.843
34964,2824,3,AX,1,100,-0.677,-0.685,-0.678
34964,2825,3,AY,1,100,0.545,0.541,0.542
34964,2826,3,AZ,1,100,0.488,0.487,0.489
34964,2827,3,GX,1,100,-0.458,-0.183,-0.092
34964,2828,3,GY,1,100,-0.214,-0.183,-0.275
34964,2829,3,GZ,1,100,-0.214,-0.610,-0.671
34964,2830,3,MX,1,100,37,37,38
34964,2831,3,MY,1,100,-26,-26,-27
34964,2832,3,MZ,1,100,-3,-4,-2
35042,2833,2,PI,1,100,172414,172116
35042,2834,2,PR,1,100,161012,160890
35042,2835,2,PG,1,100,11242,11206
35054,2836,2,EA,1,100,4.009896,4.014565
35054,2837,2,EL,1,100,-19180.000000,-19180.400391
35048,2838,1,T1,1,100,22.260
35061,2839,1,TH,1,100,23.850
35080,2840,3,AX,1,100,-0.677,-0.678,-0.684
35080,2841,3,AY,1,100,0.544,0.542,0.542
35080,2842,3,AZ,1,100,0.487,0.486,0.491
35080,2843,3,GX,1,100,-0.488,-0.549,-0.702
35080,2844,3,GY,1,100,-0.122,0.031,0.153
35080,2845,3,GZ,1,100,-0.519,-0.793,-1.648
35080,2846,3,MX,1,100,38,38,37
35080,2847,3,MY,1,100,-27,-26,-26
35080,2848,3,MZ,1,100,-3,-2,-3
35154,2849,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
35158,2850,3,PI,1,100,171901,171797,171738
35158,2851,3,PR,1,100,160792,160750,160713
35158,2852,3,PG,1,100,11133,11051,10986
35119,2853,1,EA,1,100,4.009896
35119,2854,1,EL,1,100,-19180.000000
35177,2855,1,T1,1,100,22.290
35158,2856,2,AX,1,100,-0.687,-0.684
35158,2857,2,AY,1,100,0.535,0.539
35158,2858,2,AZ,1,100,0.483,0.487
35158,2859,2,GX,1,100,-0.702,-0.366
35158,2860,2,GY,1,100,0.366,-0.122
35158,2861,2,GZ,1,100,-2.075,-0.580
35158,2862,2,MX,1,100,37,38
35158,2863,2,MY,1,100,-26,-25
35158,2864,2,MZ,1,100,-3,-3
35247,2865,1,SF,1,100,0.0000
35273,2866,3,PI,1,100,171700,171723,171775
35273,2867,3,PR,1,100,160699,160704,160713
35273,2868,3,PG,1,100,10949,10938,10950
35247,2869,2,EA,1,100,4.009896,4.009896
35247,2870,2,EL,1,100,-19180.000000,-19180.000000
35190,2871,1,TH,1,100,23.923
35273,2872,3,AX,1,100,-0.679,-0.686,-0.683
35273,2873,3,AY,1,100,0.543,0.539,0.541
35273,2874,3,AZ,1,100,0.489,0.485,0.485
35273,2875,3,GX,1,100,-0.305,-0.183,-0.366
35273,2876,3,GY,1,100,-0.397,-0.427,-0.153
35273,2877,3,GZ,1,100,0.427,0.061,-0.549
35273,2878,3,MX,1,100,37,38,38
35273,2879,3,MY,1,100,-26,-26,-27
35273,2880,3,MZ,1,100,-3,-3,-3
35355,2881,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
35349,2882,2,PI,1,100,171817,171828
35349,2883,2,PR,1,100,160720,160725
35349,2884,2,PG,1,100,10964,10966
35375,2885,2,EA,1,100,4.009896,4.007582
35375,2886,2,EL,1,100,-19180.000000,-19179.800781
35305,2887,1,T1,1,100,22.338
35317,2888,1,TH,1,100,23.923
35349,2889,2,AX,1,100,-0.679,-0.681
35349,2890,2,AY,1,100,0.542,0.540
35349,2891,2,AZ,1,100,0.485,0.489
35349,2892,2,GX,1,100,-0.488,-0.397
35349,2893,2,GY,1,100,-0.153,-0.214
35349,2894,2,GZ,1,100,-0.519,-0.702
35349,2895,2,MX,1,100,38,37
35349,2896,2,MY,1,100,-26,-26
35349,2897,2,MZ,1,100,-2,-3
35465,2898,1,BI,1,100,880
35465,2899,1,HR,1,100,72
35465,2900,3,PI,1,100,171858,171901,171963
35465,2901,3,PR,1,100,160726,160745,160763
35465,2902,3,PG,1,100,10978,11003,11015
35440,2903,1,EA,1,100,4.009896
35440,2904,1,EL,1,100,-19180.000000
35433,2905,1,T1,1,100,22.324
35446,2906,1,TH,1,100,23.936
35465,2907,3,AX,1,100,-0.673,-0.697,-0.704
35465,2908,3,AY,1,100,0.544,0.527,0.518
35465,2909,3,AZ,1,100,0.484,0.490,0.485
35465,2910,3,GX,1,100,-0.641,-1.740,0.000
35465,2911,3,GY,1,100,0.122,1.373,0.122
35465,2912,3,GZ,1,100,-1.678,-4.272,-1.892
35465,2913,3,MX,1,100,38,38,38
35465,2914,3,MY,1,100,-26,-26,-26
35465,2915,3,MZ,1,100,-3,-3,-2
35556,2916,4,EM,1,100,RS,RB,2024-02-13_11-27-08-293605.csv,PS,MN
35569,2917,1,SF,1,100,0.0000
35581,2918,3,PI,1,100,172008,172060,172114
35581,2919,3,PR,1,100,160780,160810,160829
35581,2920,3,PG,1,100,11037,11047,11067
35569,2921,2,EA,1,100,4.007582,4.002930
35569,2922,2,EL,1,100,-19179.800781,-19179.400391
35562,2923,1,T1,1,100,22.353
35575,2924,1,TH,1,100,23.942
35581,2925,3,AX,1,100,-0.667,-0.678,-0.691
35581,2926,3,AY,1,100,0.550,0.547,0.529
35581,2927,3,AZ,1,100,0.487,0.493,0.485
35581,2928,3,GX,1,100,0.122,-0.183,-0.244
35581,2929,3,GY,1,100,-1.099,-1.007,0.153
35581,2930,3,GZ,1,100,2.380,2.106,-1.556
35581,2931,3,MX,1,100,37,37,38
35581,2932,3,MY,1,100,-26,-27,-26
35581,2933,3,MZ,1,100,-3,-3,-2
35659,2934,2,PI,1,100,172166,172207
35659,2935,2,PR,1,100,160837,160855
35659,2936,2,PG,1,100,11095,11110
35632,2937,1,EA,1,100,3.998305
35632,2938,1,EL,1,100,-19179.000000
